case_id	taxa	nucleotide_columns	distinct_aligned_sequences	informative_nucleotide_columns	diagnostic_fit_completed	copy_caveat	fcs_omission_status	remaining_taxa_after_fcs_omission	target_original_dS_review_label	multistart_refit_completed	case_specific_review_flags	selection_eligibility	remaining_general_requirements
Microbotryum__4985971at2759__code1	4	993	4	24	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7669517156903298	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__4986044at2759__code1	4	1461	4	24	True	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	unchanged_by_declared_fcs_omission	4	0.7939603686184317	False	copy_reconciliation_required	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__4987397at2759__code1	4	2577	4	16	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4928726758351075	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__4999134at2759__code1	4	6963	4	69	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5357075973183154	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000045at2759__code1	4	1134	4	13	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5090825811829446	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000152at2759__code1	4	3558	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.48380502619119925	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000362at2759__code1	4	2658	4	38	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5623845497357949	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000371at2759__code1	4	1227	4	9	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4467786110405162	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000452at2759__code1	4	828	4	23	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1242783752460448	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000476at2759__code1	4	1167	4	23	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5566193633308307	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000743at2759__code1	4	525	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6949813786950543	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000823at2759__code1	4	2736	4	30	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.31484609825524595	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000870at2759__code1	4	2256	4	28	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4191646138477619	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5000986at2759__code1	4	1524	4	17	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5467049734465226	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001156at2759__code1	4	879	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.41253638274493953	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001273at2759__code1	4	690	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6408623167288744	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001280at2759__code1	4	2103	4	47	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.48680170896398667	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001318at2759__code1	4	1182	4	31	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6551493030267048	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001413at2759__code1	4	843	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6630753305372362	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001473at2759__code1	4	339	4	17	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.42844729140912746	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001734at2759__code1	4	675	3	14	False	none_recorded	not_fitted			False	insufficient_sequence_information	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5001941at2759__code1	4	2196	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7423992066851184	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5002334at2759__code1	4	1068	4	15	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5607055211239252	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5002573at2759__code1	4	1110	4	12	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5585763995030186	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5003022at2759__code1	4	2511	4	22	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5192180392183089	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5003192at2759__code1	4	1338	4	23	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.40808835010937333	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5003205at2759__code1	4	3909	4	45	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5203317975263554	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5003856at2759__code1	4	915	4	9	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5664632821870527	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5003972at2759__code1	4	762	4	12	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9560240531702042	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004118at2759__code1	4	660	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5766071729773541	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004265at2759__code1	4	918	4	26	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.480247627835982	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004327at2759__code1	4	2313	4	57	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7559263592337216	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004391at2759__code1	4	2553	4	25	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6533631998396279	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004478at2759__code1	4	1200	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4266466396295885	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5004599at2759__code1	4	2076	4	25	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6337912994646968	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005174at2759__code1	4	669	4	6	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.584887059244106	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005196at2759__code1	4	1314	4	18	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6486400528923717	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005215at2759__code1	4	1734	4	34	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.39618327143571364	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005217at2759__code1	4	1422	4	33	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.856383184512589	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005274at2759__code1	4	963	4	16	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.486583823483736	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005697at2759__code1	4	1653	4	32	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.48929041721075045	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5005750at2759__code1	4	531	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.31020097898654647	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5006326at2759__code1	4	1749	4	60	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5788792935124426	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5006412at2759__code1	4	1635	4	24	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6366706575221197	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5011777at2759__code1	4	2019	4	38	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.764250284154797	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013042at2759__code1	4	1137	4	20	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5732193896297388	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013067at2759__code1	4	933	4	8	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.2997015079436522	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013259at2759__code1	4	510	4	21	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5130615384957254	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013539at2759__code1	4	795	4	5	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5084979541378839	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013726at2759__code1	4	546	4	8	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.39592242899066293	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013738at2759__code1	4	699	3	7	False	none_recorded	not_fitted			False	insufficient_sequence_information	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5013992at2759__code1	4	2379	4	104	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.508677461030956	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5015403at2759__code1	4	1266	4	28	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6043821422201782	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5015647at2759__code1	4	2535	4	19	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5515797981700341	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5015712at2759__code1	4	1428	4	30	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4321014842340742	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5015742at2759__code1	4	1413	4	46	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.9075587673912361	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5017019at2759__code1	4	1191	4	16	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6303293337888567	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__5018803at2759__code1	4	2124	4	39	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5244587560922068	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__529759at2759__code1	4	732	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.49512424431208857	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__530014at2759__code1	4	2544	4	36	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5022825140186336	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__530740at2759__code1	4	831	4	8	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.47330289904748934	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__538728at2759__code1	4	1512	4	14	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4634960458422094	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__539632at2759__code1	4	891	3	7	False	none_recorded	not_fitted			False	insufficient_sequence_information	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__540946at2759__code1	4	1227	4	25	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.4448705944480489	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__541070at2759__code1	4	723	4	11	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5980462040038571	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__554735at2759__code1	4	747	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.28754198937801495	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__649304at2759__code1	4	879	4	20	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8693410351130757	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__707076at2759__code1	4	810	4	9	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6071958727560229	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__707202at2759__code1	4	1059	4	9	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.48964958850564977	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__727964at2759__code1	4	1218	4	22	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5332364571572612	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__730114at2759__code1	4	1599	4	10	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.5850198253974405	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__760428at2759__code1	4	1083	3	18	False	none_recorded	not_fitted			False	insufficient_sequence_information	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__776280at2759__code1	4	1107	4	67	True	none_recorded	unchanged_by_declared_fcs_omission	4	7.375740922905548	False	near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Microbotryum__801816at2759__code1	4	531	4	5	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.6855345411941105	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__115730at2759__code1	4	999	4	80	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1223813987182276	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__129234at2759__code1	4	537	4	38	True	none_recorded	below_existing_four_taxon_minimum	3	66.46805468716131	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__201273at2759__code1	4	774	4	29	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.7070745921080684	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__207567at2759__code1	4	420	4	18	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.3525379003398093	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__260326at2759__code1	4	366	4	28	True	none_recorded	below_existing_four_taxon_minimum	3	63.775783258784024	False	fcs_omission_below_four_taxa;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__288615at2759__code1	4	1341	4	92	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0938577703199135	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__340246at2759__code1	4	1857	4	141	True	none_recorded	below_existing_four_taxon_minimum	3	16.450874875971554	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__345792at2759__code1	4	837	4	51	True	none_recorded	below_existing_four_taxon_minimum	3	8.593329497719843	False	fcs_omission_below_four_taxa;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__352891at2759__code1	4	747	4	39	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.543152563109214	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4810093at2759__code1	4	2166	4	169	True	none_recorded	below_existing_four_taxon_minimum	3	20.93959671078746	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4823929at2759__code1	4	951	4	70	True	none_recorded	below_existing_four_taxon_minimum	3	21.16023860520181	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4837017at2759__code1	4	573	4	41	True	none_recorded	unchanged_by_declared_fcs_omission	4	19.33529389933209	False	tree_nni_convergence_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4838864at2759__code1	4	1770	4	141	True	none_recorded	below_existing_four_taxon_minimum	3	21.425805033805105	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4867008at2759__code1	4	522	4	45	True	none_recorded	below_existing_four_taxon_minimum	3	12.250032928108798	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4896098at2759__code1	4	552	4	34	True	none_recorded	below_existing_four_taxon_minimum	3	26.41318614029898	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4908955at2759__code1	4	597	4	45	True	none_recorded	below_existing_four_taxon_minimum	3	27.788552471380335	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4970538at2759__code1	4	2724	4	203	True	none_recorded	below_existing_four_taxon_minimum	3	21.64746411429268	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4976279at2759__code1	4	957	4	82	True	none_recorded	below_existing_four_taxon_minimum	3	21.226537058548047	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4985971at2759__code1	4	735	4	41	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6301526972601574	False	tree_parameter_boundary_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4988239at2759__code1	4	3021	4	161	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5830413985606189	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__4999134at2759__code1	4	6999	4	314	True	none_recorded	unchanged_by_declared_fcs_omission	4	0.8596899897416493	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000045at2759__code1	4	1107	4	66	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.446243721498705	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000152at2759__code1	4	3351	4	237	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.2736845250167073	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000362at2759__code1	4	2670	4	189	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.6255444781683597	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000371at2759__code1	4	1209	4	111	True	none_recorded	below_existing_four_taxon_minimum	3	16.19366544772579	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000452at2759__code1	4	624	4	44	True	none_recorded	below_existing_four_taxon_minimum	3	21.113046083342542	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5000870at2759__code1	4	2157	4	113	True	none_recorded	below_existing_four_taxon_minimum	3	9.674568368269748	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5001273at2759__code1	4	708	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	3.878425038624704	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5001413at2759__code1	4	771	4	55	True	none_recorded	below_existing_four_taxon_minimum	3	32.374777463225826	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5001473at2759__code1	4	300	4	19	True	none_recorded	below_existing_four_taxon_minimum	3	17.11980133632087	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5001734at2759__code1	4	591	4	39	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.5625928371418023	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5002334at2759__code1	4	1014	4	50	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.931547155528505	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5003022at2759__code1	4	2208	4	135	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.7480843837742335	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5003192at2759__code1	4	999	4	70	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2722320217466034	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5004265at2759__code1	4	828	4	49	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.1578147867482806	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5004327at2759__code1	4	2424	4	182	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0722165329340463	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5004478at2759__code1	4	1233	4	98	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0831943927303116	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005010at2759__code1	4	330	4	24	True	none_recorded	below_existing_four_taxon_minimum	3	32.954778385093064	False	fcs_omission_below_four_taxa;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005174at2759__code1	4	663	4	59	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.2518856436096655	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005217at2759__code1	4	1380	4	120	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.1595988344645405	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005274at2759__code1	4	822	4	56	True	none_recorded	below_existing_four_taxon_minimum	3	12.432601633405103	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005697at2759__code1	4	1236	4	102	True	none_recorded	below_existing_four_taxon_minimum	3	25.45002999628789	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5005892at2759__code1	4	1071	4	77	True	none_recorded	below_existing_four_taxon_minimum	3	11.925335382932028	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5006326at2759__code1	4	1596	4	114	True	none_recorded	below_existing_four_taxon_minimum	3	8.34550061701421	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5011777at2759__code1	4	1473	4	118	True	none_recorded	below_existing_four_taxon_minimum	3	17.81068224790668	False	fcs_omission_below_four_taxa;tree_nni_convergence_warning	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5013067at2759__code1	4	981	4	44	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.0645287815620816	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5013259at2759__code1	4	363	4	25	True	none_recorded	below_existing_four_taxon_minimum	3	10.344462083520623	False	fcs_omission_below_four_taxa;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5013992at2759__code1	4	1566	4	98	True	none_recorded	unchanged_by_declared_fcs_omission	4	46.98991290748287	False	tree_pairwise_saturation_warning;tree_nni_convergence_warning;near_zero_nucleotide_tree_edge	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5014007at2759__code1	4	1404	4	103	True	none_recorded	below_existing_four_taxon_minimum	3	9.503747370806371	False	fcs_omission_below_four_taxa	not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5015403at2759__code1	4	804	4	59	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.8728249716858005	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5015712at2759__code1	4	1395	4	107	True	none_recorded	unchanged_by_declared_fcs_omission	4	2.0273470948622623	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
Naganishia__5015742at2759__code1	4	1434	4	90	True	none_recorded	unchanged_by_declared_fcs_omission	4	1.9941585805873747	False		not_established	saturation_and_identifiability;alignment_and_copy_adequacy;selection_model_and_test_design
