taxon_id	species_name	study_role	manifest_lineage_group	profile_unambiguous_residues	profile_fraction	mafft_unambiguous_residues	mafft_fraction	minimum_fraction_across_methods	raw_single_copy_markers	raw_duplicated_markers	raw_fragmented_markers	raw_missing_markers
F109876	Catenaria anguillulae	ingroup	Blastocladiomycota	42237	0.8615048850633324	51635	0.8099607843137255	0.8099607843137255	116	5	2	2
F945690	Coelomomyces lativittatus	ingroup	Blastocladiomycota	38844	0.7922981214432864	46904	0.7357490196078431	0.7357490196078431	108	0	11	6
F3075319	Sorochytrium milnesiophthora	ingroup	Blastocladiomycota	44770	0.913170293919677	55672	0.8732862745098039	0.8732862745098039	120	3	0	2
F1500003	Paraphysoderma sedebokerense	ingroup	Blastocladiomycota	45610	0.9303037102005017	54909	0.8613176470588235	0.8613176470588235	118	4	1	2
F911321	Calcarisporiella thermophila	ingroup	Calcarisporiellomycota	46973	0.9581047178085544	58009	0.9099450980392156	0.9099450980392156	121	3	1	0
F1555241	Caulochytrium protostelioides	ingroup	Chytridiomycota	45086	0.9196157219491301	54211	0.8503686274509804	0.8503686274509804	123	0	2	0
F1774096	Dinochytrium kinnereticum	ingroup	Chytridiomycota	40710	0.8303587818956901	49514	0.7766901960784314	0.7766901960784314	107	1	8	9
F109932	Entophlyctis luteolus	ingroup	Chytridiomycota	41197	0.8402920839537398	52269	0.8199058823529412	0.8199058823529412	115	4	1	5
F1604274	Cladochytrium tenue	ingroup	Chytridiomycota	22858	0.46623289207987434	29426	0.4615843137254902	0.4615843137254902	69	13	20	23
F109889	Lobulomyces angularis	ingroup	Chytridiomycota	45475	0.9275501254410835	55762	0.8746980392156862	0.8746980392156862	117	2	4	2
F110093	Polychytrium aggregatum	ingroup	Chytridiomycota	47698	0.9728924878128378	57956	0.9091137254901961	0.9091137254901961	122	2	0	1
F2735257	Borealophlyctis nickersoniae	ingroup	Chytridiomycota	45335	0.924694556060946	56103	0.8800470588235294	0.8800470588235294	117	2	1	5
F64517	Rhizophlyctis rosea	ingroup	Chytridiomycota	46095	0.9401962184102637	56853	0.8918117647058823	0.8918117647058823	123	0	0	2
F382532	Globomyces pollinis-pini	ingroup	Chytridiomycota	47325	0.9652844351071859	56315	0.8833725490196078	0.8833725490196078	124	1	0	0
F1396493	Fimicolochytrium jonesii	ingroup	Chytridiomycota	45641	0.9309360148489608	56509	0.8864156862745098	0.8864156862745098	119	4	1	1
F109760	Spizellomyces punctatus	ingroup	Chytridiomycota	47017	0.9590021824708834	57787	0.9064627450980393	0.9064627450980393	120	1	3	1
F1806994	Synchytrium microbalum	ingroup	Chytridiomycota	47226	0.9632651396169457	58557	0.9185411764705882	0.9185411764705882	122	0	1	2
F34488	Conidiobolus coronatus	ingroup	Entomophthoromycota	46752	0.9535969975727661	55870	0.8763921568627451	0.8763921568627451	121	1	0	3
F34485	Entomophthora muscae	ingroup	Entomophthoromycota	8583	0.17506679992657107	10292	0.16144313725490195	0.16144313725490195	29	94	1	1
F348617	Massospora cicadina	ingroup	Entomophthoromycota	36697	0.7485059253064638	44495	0.6979607843137254	0.6979607843137254	81	1	12	31
F76012	Neoconidiobolus thromboides	ingroup	Entomophthoromycota	45246	0.9228792298121443	53531	0.8397019607843137	0.8397019607843137	120	0	2	3
F144530	Ambispora gerdemannii	ingroup	Glomeromycota	46733	0.9532094560140331	57234	0.8977882352941177	0.8977882352941177	123	2	0	0
F144679	Ambispora leptoticha	ingroup	Glomeromycota	45346	0.9249189222265283	55248	0.8666352941176471	0.8666352941176471	121	0	1	3
F50956	Geosiphon pyriformis	ingroup	Glomeromycota	45358	0.9251636853162543	56493	0.886164705882353	0.886164705882353	120	1	0	4
F27376	Acaulospora colombiana	ingroup	Glomeromycota	27112	0.5530014073877659	35490	0.5567058823529412	0.5530014073877659	86	2	10	27
F1348612	Diversispora epigaea	ingroup	Glomeromycota	46063	0.9395435168376609	56864	0.8919843137254901	0.8919843137254901	120	0	2	3
F4874	Gigaspora margarita	ingroup	Glomeromycota	36514	0.7447732881881413	44474	0.6976313725490196	0.6976313725490196	98	23	2	2
F2562287	Entrophospora sp. SA101	ingroup	Glomeromycota	42435	0.8655434760438125	51031	0.8004862745098039	0.8004862745098039	116	5	2	2
F1117311	Funneliformis geosporum	ingroup	Glomeromycota	45263	0.9232259775225896	55210	0.8660392156862745	0.8660392156862745	121	1	1	2
F658196	Glomus cerebriforme	ingroup	Glomeromycota	47339	0.9655699920451996	57352	0.8996392156862745	0.8996392156862745	124	1	0	0
F588596	Rhizophagus irregularis	ingroup	Glomeromycota	43117	0.8794541783099109	54264	0.8512	0.8512	118	5	0	2
F144538	Paraglomus brasilianum	ingroup	Glomeromycota	46024	0.9387480367960511	56036	0.8789960784313725	0.8789960784313725	121	1	2	1
F144539	Paraglomus occultum	ingroup	Glomeromycota	40200	0.8199563505823322	50068	0.7853803921568627	0.7853803921568627	114	1	3	7
F215637	Dimargaris cristalligena	ingroup	Kickxellomycota	44619	0.9100903583739572	57513	0.902164705882353	0.902164705882353	121	2	0	2
F1520584	Dispira parvispora	ingroup	Kickxellomycota	33747	0.6883349990821385	44221	0.6936627450980393	0.6883349990821385	100	1	15	9
F78921	Tieghemiomyces parasiticus	ingroup	Kickxellomycota	5613	0.11448793521936892	7150	0.11215686274509803	0.11215686274509803	23	99	2	1
F61424	Furculomyces boomerangus	ingroup	Kickxellomycota	36179	0.7379403185999551	43844	0.6877490196078432	0.6877490196078432	97	13	2	13
F133377	Smittium angustum	ingroup	Kickxellomycota	32781	0.6686315703591899	40813	0.6402039215686275	0.6402039215686275	88	17	1	19
F133385	Smittium simulii	ingroup	Kickxellomycota	35895	0.7321475921431049	43979	0.6898666666666666	0.6898666666666666	93	2	4	26
F1213189	Zancudomyces culisetae	ingroup	Kickxellomycota	17308	0.3530299630815673	21814	0.34218039215686274	0.34218039215686274	57	13	19	36
F2650707	Coemansia brasiliensis	ingroup	Kickxellomycota	33575	0.684826728129398	42291	0.6633882352941176	0.6633882352941176	97	3	8	17
F4866	Dipsacomyces acuminosporus	ingroup	Kickxellomycota	37112	0.756970648826157	45968	0.7210666666666666	0.7210666666666666	101	2	4	18
F61397	Kickxella alabastrina	ingroup	Kickxellomycota	40086	0.8176311012299345	51119	0.8018666666666666	0.8018666666666666	117	1	1	6
F61395	Linderina pennispora	ingroup	Kickxellomycota	43484	0.8869398494706998	52049	0.8164549019607843	0.8164549019607843	117	1	3	4
F304332	Ramicandelaber brevisporus	ingroup	Kickxellomycota	41739	0.8513472168397006	50517	0.7924235294117647	0.7924235294117647	113	5	2	5
F164912	Astathelohania contejeani	ingroup	Microsporidia	21242	0.43327146266343036	23680	0.37145098039215685	0.37145098039215685	64	2	6	53
F70536	Edhazardia aedis	ingroup	Microsporidia	13830	0.2820894609092949	16641	0.26103529411764703	0.26103529411764703	54	0	6	65
F6035	Encephalitozoon cuniculi	ingroup	Microsporidia	20616	0.4205029881493871	22913	0.35941960784313726	0.35941960784313726	62	0	7	56
F174680	Glugoides intestinalis	ingroup	Microsporidia	15915	0.3246170477491994	18058	0.2832627450980392	0.2832627450980392	49	4	4	68
F174688	Gurleya vavrai	ingroup	Microsporidia	13081	0.2668121647255594	14351	0.22511372549019606	0.22511372549019606	42	8	7	68
F1176355	Hamiltosporidium tvaerminnensis	ingroup	Microsporidia	14131	0.2882289350765905	16068	0.2520470588235294	0.2520470588235294	46	7	9	63
F1081669	Hepatospora eriocheir	ingroup	Microsporidia	10800	0.2202867807534624	12060	0.1891764705882353	0.1891764705882353	36	0	8	81
F1300064	Nucleospora cyclopteri	ingroup	Microsporidia	15860	0.32349521692128824	17668	0.27714509803921566	0.27714509803921566	51	0	4	70
F3039483	Ordospora pajunii	ingroup	Microsporidia	20011	0.4081628490423644	22369	0.3508862745098039	0.3508862745098039	60	0	7	58
F291195	Tubulinosema ratisbonensis	ingroup	Microsporidia	15071	0.3074020437717992	16571	0.2599372549019608	0.2599372549019608	49	2	6	68
F6039	Vairimorpha necatrix	ingroup	Microsporidia	19935	0.4066126828074326	21986	0.34487843137254903	0.34487843137254903	60	2	5	58
F103449	Vavraia culicis	ingroup	Microsporidia	14818	0.3022416219634079	18175	0.28509803921568627	0.28509803921568627	52	1	6	66
F82268	Hyaloraphidium curvatum	ingroup	Monoblepharomycota	47479	0.9684255614253371	58015	0.9100392156862745	0.9100392156862745	123	1	1	0
F1123529	Gonapodya prolifera	ingroup	Monoblepharomycota	45926	0.9367491382299549	56199	0.8815529411764705	0.8815529411764705	122	1	0	2
F2725673	Gonapodya sp. JEL0774	ingroup	Monoblepharomycota	36028	0.7348603830542354	46469	0.7289254901960784	0.7289254901960784	104	1	6	14
F1343610	Actinomortierella ambigua	ingroup	Mortierellomycota	48170	0.9825198360087298	60223	0.9446745098039215	0.9446745098039215	125	0	0	0
F979620	Dissophora ornata	ingroup	Mortierellomycota	45757	0.9333020580496462	57239	0.8978666666666667	0.8978666666666667	119	4	1	1
F101097	Entomortierella chlamydospora	ingroup	Mortierellomycota	46422	0.9468660126052991	57555	0.9028235294117647	0.9028235294117647	120	5	0	0
F101098	Gamsiella multidivaricata	ingroup	Mortierellomycota	46508	0.9486201480816693	56845	0.8916862745098039	0.8916862745098039	118	5	1	1
F979690	Gryganskiella cystojenkinii	ingroup	Mortierellomycota	46668	0.9518836559446835	58111	0.9115450980392157	0.9115450980392157	119	4	2	0
F1897645	Haplosporangium bisporale	ingroup	Mortierellomycota	38399	0.783221490199278	47794	0.7497098039215686	0.7497098039215686	100	4	15	6
F604196	Linnemannia exigua	ingroup	Mortierellomycota	43317	0.8835335631386787	54205	0.8502745098039216	0.8502745098039216	114	7	3	1
F64571	Lobosporangium transversale	ingroup	Mortierellomycota	47563	0.9701389030534195	57958	0.9091450980392157	0.9091450980392157	121	3	0	1
F979761	Lunasporangiospora selenospora	ingroup	Mortierellomycota	43724	0.8918351112652212	54712	0.8582274509803921	0.8582274509803921	116	3	4	2
F1440133	Modicella reniformis	ingroup	Mortierellomycota	37835	0.7717176249821527	48869	0.7665725490196078	0.7665725490196078	107	3	5	10
F1343614	Mortierella claussenii	ingroup	Mortierellomycota	47546	0.9697921553429742	59067	0.9265411764705882	0.9265411764705882	121	4	0	0
F64525	Podila minutissima	ingroup	Mortierellomycota	45535	0.9287739408897139	56690	0.8892549019607843	0.8892549019607843	118	6	0	1
F1938954	Bifiguratus adelaidae	ingroup	Mucoromycota	37424	0.7633344891590348	45884	0.7197490196078431	0.7197490196078431	98	3	0	24
F2340872	Endogone sp. FLAS-F59071	ingroup	Mucoromycota	33970	0.6928835131662145	42343	0.6642039215686274	0.6642039215686274	91	3	8	23
F994334	Jimgerdemannia flammicorona	ingroup	Mucoromycota	31061	0.6335488608317865	39396	0.6179764705882353	0.6179764705882353	85	5	9	26
F708070	Mucor velutinosus	ingroup	Mucoromycota	47484	0.9685275460460563	58299	0.9144941176470588	0.9144941176470588	121	4	0	0
F64632	Mycotypha africana	ingroup	Mucoromycota	47117	0.9610418748852673	57233	0.8977725490196078	0.8977725490196078	122	2	1	0
F4837	Phycomyces blakesleeanus	ingroup	Mucoromycota	41242	0.8412099455402126	49334	0.7738666666666667	0.7738666666666667	113	5	2	5
F4840	Rhizomucor pusillus	ingroup	Mucoromycota	48644	0.9921879780529096	59609	0.935043137254902	0.935043137254902	125	0	0	0
F58291	Rhizopus microsporus	ingroup	Mucoromycota	47473	0.968303179880474	57160	0.8966274509803922	0.8966274509803922	121	4	0	0
F91625	Umbelopsis isabellina	ingroup	Mucoromycota	47542	0.969710567646399	58873	0.9234980392156863	0.9234980392156863	122	1	0	2
F64526	Umbelopsis nana	ingroup	Mucoromycota	46983	0.9583086870499928	58410	0.916235294117647	0.916235294117647	122	2	0	1
F41833	Umbelopsis ramanniana	ingroup	Mucoromycota	47079	0.9602667917678014	57105	0.8957647058823529	0.8957647058823529	120	1	0	4
F44442	Umbelopsis vinacea	ingroup	Mucoromycota	46249	0.9433373447284149	57361	0.8997803921568628	0.8997803921568628	123	1	0	1
F1754192	Anaeromyces robustus	ingroup	Neocallimastigomycota	43720	0.8917535235686459	52062	0.8166588235294118	0.8166588235294118	109	3	1	12
F1754190	Neocallimastix californiae	ingroup	Neocallimastigomycota	25139	0.5127582760519713	30763	0.482556862745098	0.482556862745098	65	52	0	8
F2767002	Neocallimastix lanati (nom. inval.)	ingroup	Neocallimastigomycota	24724	0.5042935525322781	31138	0.4884392156862745	0.4884392156862745	63	57	0	5
F3108450	Neocallimastix sp. 'constans'	ingroup	Neocallimastigomycota	26553	0.5415995267913598	33320	0.5226666666666666	0.5226666666666666	68	52	0	5
F1754191	Piromyces finnis	ingroup	Neocallimastigomycota	46547	0.949415628123279	55452	0.869835294117647	0.869835294117647	117	1	0	7
F73868	Piromyces sp. E2	ingroup	Neocallimastigomycota	27270	0.5562241214024926	31274	0.49057254901960784	0.49057254901960784	70	1	19	35
F278681	Olpidium bornovanus	ingroup	Olpidiomycota	10629	0.2167989067248659	15173	0.2380078431372549	0.2167989067248659	52	0	26	47
F1246581	Paramicrosporidium saccamoebae	ingroup	Rozellomycota	38031	0.7757154221143452	45710	0.7170196078431372	0.7170196078431372	108	1	4	12
F281847	Rozella allomycis	ingroup	Rozellomycota	44699	0.9117221123054643	52490	0.8233725490196079	0.8233725490196079	117	0	3	5
F1907219	Piptocephalis cylindrospora	ingroup	Zoopagomycota	22219	0.45319925755196117	27393	0.42969411764705884	0.42969411764705884	65	1	9	50
F1286916	Piptocephalis tieghemiana	ingroup	Zoopagomycota	43149	0.8801068798825137	51684	0.8107294117647059	0.8107294117647059	111	0	0	14
F1851187	Syncephalis fuscata	ingroup	Zoopagomycota	46952	0.9576763824015339	56554	0.887121568627451	0.887121568627451	123	1	1	0
F1851185	Syncephalis plumigaleata	ingroup	Zoopagomycota	44723	0.9122116384849165	54476	0.8545254901960785	0.8545254901960785	120	2	0	3
F1712513	Syncephalis pseudoplumigaleata	ingroup	Zoopagomycota	27123	0.5532257735533481	33269	0.5218666666666667	0.5218666666666667	80	2	9	34
F78915	Thamnocephalis sphaerospora	ingroup	Zoopagomycota	34978	0.7134436127032043	43319	0.6795137254901961	0.6795137254901961	96	4	8	17
F2109901	Amoeboradix gromovi	ingroup	Sanchytriomycota	35430	0.7226630224162196	40062	0.6284235294117647	0.6284235294117647	98	2	5	20
F2020955	Sanchytrium tribonematis	ingroup	Sanchytriomycota	30975	0.6317947253554164	35354	0.5545725490196078	0.5545725490196078	91	2	11	21
O691883	Fonticula alba	outgroup	Nucleariida	39533	0.8063516021783915	49763	0.7805960784313726	0.7805960784313726	109	4	1	11
O81824	Monosiga brevicollis	outgroup	Choanoflagellatea	41840	0.8534073061782284	48874	0.7666509803921568	0.7666509803921568	115	1	5	4
O946362	Salpingoeca rosetta	outgroup	Choanoflagellatea	45134	0.9205947743080344	53762	0.8433254901960784	0.8433254901960784	118	0	3	4
O192875	Capsaspora owczarzaki	outgroup	Filasterea	44062	0.8987292716258388	55443	0.8696941176470588	0.8696941176470588	119	1	1	4
O72019	Sphaeroforma arctica	outgroup	Ichthyosporea	30100	0.6139474167295572	36770	0.5767843137254902	0.5767843137254902	87	3	25	10
O529818	Thecamonas trahens	outgroup	Apusomonadida	43334	0.883880310849124	52207	0.8189333333333333	0.8189333333333333	115	0	1	9
O5755	Acanthamoeba castellanii	outgroup	Amoebozoa	38808	0.7915638321741082	47029	0.7377098039215686	0.7377098039215686	104	4	3	14
O44689	Dictyostelium discoideum	outgroup	Amoebozoa	46930	0.9572276500703694	56527	0.8866980392156862	0.8866980392156862	121	2	0	2
O5786	Dictyostelium purpureum	outgroup	Amoebozoa	45761	0.9333836457462215	54127	0.8490509803921569	0.8490509803921569	118	3	1	3
O133409	Polysphondylium violaceum	outgroup	Amoebozoa	47387	0.9665490444041038	56634	0.8883764705882353	0.8883764705882353	122	1	0	2
O1890364	Planoprotostelium fungivorum	outgroup	Amoebozoa	43643	0.8901829604095702	51675	0.8105882352941176	0.8105882352941176	116	8	0	1
O400682	Amphimedon queenslandica	outgroup	Metazoa	42983	0.8767209904746365	50908	0.7985568627450981	0.7985568627450981	110	14	0	1
O45351	Nematostella vectensis	outgroup	Metazoa	36244	0.7392661186693047	43677	0.6851294117647059	0.6851294117647059	100	25	0	0
O10228	Trichoplax adhaerens	outgroup	Metazoa	45878	0.9357700858710506	53244	0.8352	0.8352	121	0	2	2
O27923	Mnemiopsis leidyi	outgroup	Metazoa	39250	0.8005792726456851	47333	0.742478431372549	0.742478431372549	110	13	0	2
O7227	Drosophila melanogaster	outgroup	Metazoa	30296	0.6179452138617496	36220	0.568156862745098	0.568156862745098	80	45	0	0
O6239	Caenorhabditis elegans	outgroup	Metazoa	44303	0.903644930344504	51494	0.8077490196078432	0.8077490196078432	115	8	0	2
O283909	Capitella teleta	outgroup	Metazoa	44313	0.9038488995859424	52316	0.820643137254902	0.820643137254902	118	3	1	3
O225164	Lottia gigantea	outgroup	Metazoa	46487	0.9481918126746487	54646	0.8571921568627451	0.8571921568627451	120	1	2	2
O2700040	Branchiostoma floridae	outgroup	Metazoa	38962	0.7947049584922594	45568	0.7147921568627451	0.7147921568627451	100	25	0	0
OFS5426470	Corallochytrium limacisporum	outgroup	Corallochytrea	47211	0.9629591857547882	57252	0.8980705882352941	0.8980705882352941	125	0	0	0
OFS5426494	Chromosphaera perkinsii	outgroup	Ichthyosporea	47175	0.9622248964856099	57401	0.9004078431372549	0.9004078431372549	121	1	2	1
OFS5426506	Pirum gemmata	outgroup	Ichthyosporea	1224	0.02496583515205907	1715	0.026901960784313724	0.02496583515205907	7	0	19	99
OFS5426458	Abeoforma whisleri	outgroup	Ichthyosporea	1804	0.03679605115548575	2272	0.03563921568627451	0.03563921568627451	7	0	9	109
OFS1403592	Creolimax fragrantissima	outgroup	Ichthyosporea	47404	0.9668957921145491	57292	0.8986980392156863	0.8986980392156863	122	1	0	2
