taxon_id	marker	protein_a	protein_b	gene_relationship	gene_ids_a_json	gene_ids_b_json	length_a	length_b	sequence_sha256_a	sequence_sha256_b	exact_full_sequence_identity	annotation_mode	interval_basis	intervals_a_json	intervals_b_json	location_relationship	overlap_bases	intervening_bases	same_strand
F2748771	4977163at2759	KAF7967272.1	KAF7970797.1	distinct_annotated_genes	"[""gene-HWV62_35027""]"	"[""gene-HWV62_23084""]"	195	195	8c0d37a040b921900b1bd4ba78c97c91211e3d1e29c26a5c0974d002cdc25777	8c0d37a040b921900b1bd4ba78c97c91211e3d1e29c26a5c0974d002cdc25777	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000592.1"", 29100, 29887, ""+""]]"	"[[""JACXVL010000340.1"", 63905, 64692, ""+""]]"	different_assembly_sequences			
F2748771	5000743at2759	KAF7979596.1	KAF7986604.1	distinct_annotated_genes	"[""gene-HWV62_41906""]"	"[""gene-HWV62_26388""]"	183	183	c221c307ae9604edceab2a30d58e30bdb03b1a6ab7b0b994766c4a920185baab	c221c307ae9604edceab2a30d58e30bdb03b1a6ab7b0b994766c4a920185baab	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000081.1"", 147928, 148695, ""-""]]"	"[[""JACXVL010000004.1"", 268091, 268858, ""-""]]"	different_assembly_sequences			
F2748771	5001318at2759	KAF7968017.1	KAF7984743.1	distinct_annotated_genes	"[""gene-HWV62_32187""]"	"[""gene-HWV62_11691""]"	700	700	77f3e3a627f95a6847cb9c6bfebcb82cd4a3fe2fa6b719bee950dcefb82f1858	77f3e3a627f95a6847cb9c6bfebcb82cd4a3fe2fa6b719bee950dcefb82f1858	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000518.1"", 30240, 32892, ""-""]]"	"[[""JACXVL010000019.1"", 84483, 87135, ""+""]]"	different_assembly_sequences			
F2748771	5001660at2759	KAF7966819.1	KAF7980373.1	distinct_annotated_genes	"[""gene-HWV62_36953""]"	"[""gene-HWV62_38835""]"	665	665	7b100f65e9f3fb964a3db858aff55d5a697efa52f5404b82e1f01f1b9b14621d	7b100f65e9f3fb964a3db858aff55d5a697efa52f5404b82e1f01f1b9b14621d	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000643.1"", 17780, 20208, ""-""]]"	"[[""JACXVL010000070.1"", 207244, 209676, ""+""]]"	different_assembly_sequences			
F2748771	5003856at2759	KAF7966538.1	KAF7976377.1	distinct_annotated_genes	"[""gene-HWV62_37908""]"	"[""gene-HWV62_6947""]"	315	315	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000679.1"", 8397, 9636, ""-""]]"	"[[""JACXVL010000142.1"", 98175, 99414, ""+""]]"	different_assembly_sequences			
F2748771	5003856at2759	KAF7966538.1	KAF7983713.1	distinct_annotated_genes	"[""gene-HWV62_37908""]"	"[""gene-HWV62_19653""]"	315	315	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000679.1"", 8397, 9636, ""-""]]"	"[[""JACXVL010000029.1"", 178707, 179946, ""-""]]"	different_assembly_sequences			
F2748771	5003856at2759	KAF7976377.1	KAF7983713.1	distinct_annotated_genes	"[""gene-HWV62_6947""]"	"[""gene-HWV62_19653""]"	315	315	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	2e8f996e0ee46dac6bf4431552586ce86b398cbbe491233f956f00a6ec9ae58f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000142.1"", 98175, 99414, ""+""]]"	"[[""JACXVL010000029.1"", 178707, 179946, ""-""]]"	different_assembly_sequences			
F2748771	5004599at2759	KAF7969085.1	KAF7973772.1	distinct_annotated_genes	"[""gene-HWV62_28330""]"	"[""gene-HWV62_14240""]"	804	804	8525034a3da22c5d500f70ae6712b1bb87c64c437c54ad07edd4b8f46c684820	8525034a3da22c5d500f70ae6712b1bb87c64c437c54ad07edd4b8f46c684820	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000436.1"", 7181, 9954, ""+""]]"	"[[""JACXVL010000217.1"", 29355, 32128, ""-""]]"	different_assembly_sequences			
F2748771	5013042at2759	KAF7965212.1	KAF7976261.1	distinct_annotated_genes	"[""gene-HWV62_45073""]"	"[""gene-HWV62_7140""]"	453	453	bea493f45093bb5cbe7261572a80ba43884ccebb738431e0c23a30de3ccec504	bea493f45093bb5cbe7261572a80ba43884ccebb738431e0c23a30de3ccec504	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000955.1"", 8133, 9701, ""+""]]"	"[[""JACXVL010000144.1"", 37499, 39067, ""+""]]"	different_assembly_sequences			
F2748771	5013067at2759	KAF7979195.1	KAF7987019.1	distinct_annotated_genes	"[""gene-HWV62_43122""]"	"[""gene-HWV62_121""]"	334	334	9d96e97a2b275be7a95f591a444b592cb6d92bffc0e314aa2cf597ae750b5a27	9d96e97a2b275be7a95f591a444b592cb6d92bffc0e314aa2cf597ae750b5a27	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000087.1"", 34892, 36277, ""-""]]"	"[[""JACXVL010000001.1"", 194335, 195718, ""+""]]"	different_assembly_sequences			
F2748771	5013726at2759	KAF7982303.1	KAF7982359.1	distinct_annotated_genes	"[""gene-HWV62_28980""]"	"[""gene-HWV62_29092""]"	183	183	956b47c2f2724f3fd54d5d5b05e5a619193547ab2ea0655903253256e6ab2a2a	956b47c2f2724f3fd54d5d5b05e5a619193547ab2ea0655903253256e6ab2a2a	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000045.1"", 66517, 67330, ""+""]]"	"[[""JACXVL010000045.1"", 223623, 224436, ""-""]]"	same_sequence_disjoint_intervals	0	156292	False
F2748771	5013738at2759	KAF7974829.1	KAF7975836.1	distinct_annotated_genes	"[""gene-HWV62_11191""]"	"[""gene-HWV62_8397""]"	280	280	d7a47f2304697f8ae1cfb40077255706246662a9826c6f338d5e2d2e3e408de3	d7a47f2304697f8ae1cfb40077255706246662a9826c6f338d5e2d2e3e408de3	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000183.1"", 62601, 63665, ""+""]]"	"[[""JACXVL010000155.1"", 49377, 50441, ""+""]]"	different_assembly_sequences			
F2748771	5015712at2759	KAF7964977.1	KAF7970775.1	distinct_annotated_genes	"[""gene-HWV62_1282""]"	"[""gene-HWV62_23040""]"	518	518	39f068e9bd1f0593e11ce9acba798328b873b1249c1fa49f183beb65b9abe618	39f068e9bd1f0593e11ce9acba798328b873b1249c1fa49f183beb65b9abe618	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010001042.1"", 908, 2724, ""-""]]"	"[[""JACXVL010000340.1"", 2254, 4070, ""-""]]"	different_assembly_sequences			
F2748771	5015742at2759	KAF7982546.1	KAF7985145.1	distinct_annotated_genes	"[""gene-HWV62_27516""]"	"[""gene-HWV62_7706""]"	501	501	036ee12f01605e2e31f956bf1e15f541be9e37ec3dc47d47c7cb35c26b7f23c4	036ee12f01605e2e31f956bf1e15f541be9e37ec3dc47d47c7cb35c26b7f23c4	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000042.1"", 22639, 24598, ""+""]]"	"[[""JACXVL010000015.1"", 74599, 76558, ""-""]]"	different_assembly_sequences			
F2748771	529759at2759	KAF7976606.1	KAF7985698.1	distinct_annotated_genes	"[""gene-HWV62_6106""]"	"[""gene-HWV62_2270""]"	245	245	730b9820aa0367dd3b78b330298aca0fa90920ec93c778ae9de9dec649e2fe1e	730b9820aa0367dd3b78b330298aca0fa90920ec93c778ae9de9dec649e2fe1e	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000137.1"", 101729, 102694, ""-""]]"	"[[""JACXVL010000011.1"", 247551, 248388, ""+""]]"	different_assembly_sequences			
F2748771	538728at2759	KAF7976761.1	KAF7986665.1	distinct_annotated_genes	"[""gene-HWV62_5756""]"	"[""gene-HWV62_26510""]"	578	578	88e89b3e651782eb9a236eb2841195cc8bc72c545251072141c61237cc023435	88e89b3e651782eb9a236eb2841195cc8bc72c545251072141c61237cc023435	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000134.1"", 92960, 95100, ""-""]]"	"[[""JACXVL010000004.1"", 455852, 457992, ""+""]]"	different_assembly_sequences			
F2748771	541070at2759	KAF7972957.1	KAF7981309.1	distinct_annotated_genes	"[""gene-HWV62_16532""]"	"[""gene-HWV62_34241""]"	272	272	c9bc1c0311c829440eebc15b86c9c62a5a4b95b499e7da6cd2554c93d2683596	c9bc1c0311c829440eebc15b86c9c62a5a4b95b499e7da6cd2554c93d2683596	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000246.1"", 52953, 53891, ""-""]]"	"[[""JACXVL010000057.1"", 179852, 180790, ""-""]]"	different_assembly_sequences			
F2748771	760428at2759	KAF7972312.1	KAF7985419.1	distinct_annotated_genes	"[""gene-HWV62_18494""]"	"[""gene-HWV62_5133""]"	484	484	64dc7df69f90e09c0e461d9cc7d349115e255a1e29425f95b19d2336e06aefd4	64dc7df69f90e09c0e461d9cc7d349115e255a1e29425f95b19d2336e06aefd4	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACXVL010000271.1"", 50632, 52391, ""+""]]"	"[[""JACXVL010000013.1"", 57419, 59178, ""+""]]"	different_assembly_sequences			
F2767002	201273at2759	KAG4089135.1	KAG4101360.1	distinct_annotated_genes	"[""gene-H8356DRAFT_1055400""]"	"[""gene-H8356DRAFT_1344825""]"	260	260	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACVTC010000108.1"", 246370, 248634, ""+""]]"	"[[""JACVTC010000025.1"", 1460825, 1462587, ""-""]]"	different_assembly_sequences			
F2767002	207567at2759	KAG4094936.1	KAG4098575.1	distinct_annotated_genes	"[""gene-H8356DRAFT_1690010""]"	"[""gene-H8356DRAFT_1039461""]"	180	180	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACVTC010000059.1"", 228146, 230125, ""+""]]"	"[[""JACVTC010000038.1"", 901780, 904510, ""+""]]"	different_assembly_sequences			
F2767002	5013259at2759	KAG4093919.1	KAG4106374.1	distinct_annotated_genes	"[""gene-H8356DRAFT_1696128""]"	"[""gene-H8356DRAFT_1417923""]"	160	160	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JACVTC010000067.1"", 562544, 563900, ""+""]]"	"[[""JACVTC010000006.1"", 1564084, 1565343, ""+""]]"	different_assembly_sequences			
F28583	260326at2759	KNE68465.1	KNE70482.1	distinct_annotated_genes	"[""gene-AMAG_12643""]"	"[""gene-AMAG_14607""]"	170	170	e1bdd1f076ca875c3de9afc24b197a4a60a1589ddeb7dd21f3986be71b70db99	e1bdd1f076ca875c3de9afc24b197a4a60a1589ddeb7dd21f3986be71b70db99	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745357.1"", 55138, 56424, ""+""]]"	"[[""GG745366.1"", 193861, 195202, ""+""]]"	different_assembly_sequences			
F28583	345792at2759	KNE55021.1	KNE56685.1	distinct_annotated_genes	"[""gene-AMAG_00958""]"	"[""gene-AMAG_02468""]"	343	343	b77b96359fe780410731b753f36900032dd9a86d93b8e79bd1ee3e22c3f8a275	b77b96359fe780410731b753f36900032dd9a86d93b8e79bd1ee3e22c3f8a275	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745328.1"", 2846733, 2848078, ""-""]]"	"[[""GG745330.1"", 1765328, 1766772, ""-""]]"	different_assembly_sequences			
F28583	4747214at2759	KNE69935.1	KNE70987.1	distinct_annotated_genes	"[""gene-AMAG_14780""]"	"[""gene-AMAG_15246""]"	151	151	05639365a783e3824e9adb7ecd5506a6ad6f9b6cd1c2e824fbf2fc268f2cb6d6	05639365a783e3824e9adb7ecd5506a6ad6f9b6cd1c2e824fbf2fc268f2cb6d6	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745363.1"", 247137, 247782, ""-""]]"	"[[""GG745369.1"", 173558, 174381, ""-""]]"	different_assembly_sequences			
F28583	4803900at2759	KNE64052.1	KNE67472.1	distinct_annotated_genes	"[""gene-AMAG_09110""]"	"[""gene-AMAG_11934""]"	129	129	3359d3f26de7da91691d7e8bd92916acaf96e48692193bbf8b643afd21f88a62	3359d3f26de7da91691d7e8bd92916acaf96e48692193bbf8b643afd21f88a62	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745343.1"", 966265, 967090, ""-""]]"	"[[""GG745353.1"", 423659, 424413, ""+""]]"	different_assembly_sequences			
F28583	5000743at2759	KNE63632.1	KNE64820.1	distinct_annotated_genes	"[""gene-AMAG_08735""]"	"[""gene-AMAG_10155""]"	179	179	0d27ad34e0e4ab296811e03e5b97333c122b84caf28e49895049269d00753c7a	0d27ad34e0e4ab296811e03e5b97333c122b84caf28e49895049269d00753c7a	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745342.1"", 1052990, 1054112, ""-""]]"	"[[""GG745345.1"", 860057, 861225, ""+""]]"	different_assembly_sequences			
F28583	5013067at2759	KNE54450.1	KNE56103.1	distinct_annotated_genes	"[""gene-AMAG_00424""]"	"[""gene-AMAG_01945""]"	328	328	103e790594cbf88f85bd9ee7683d58a5d3d4be38760da17bc2ae170d6889d2b2	103e790594cbf88f85bd9ee7683d58a5d3d4be38760da17bc2ae170d6889d2b2	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745328.1"", 1372013, 1373366, ""+""]]"	"[[""GG745330.1"", 317501, 318853, ""+""]]"	different_assembly_sequences			
F28583	529759at2759	KNE67763.1	KNE70310.1	distinct_annotated_genes	"[""gene-AMAG_12487""]"	"[""gene-AMAG_14456""]"	245	245	5b7c04e59024ecad040f4d7992b9d93389d4490affdcb08bfdb6d74b70fb9874	5b7c04e59024ecad040f4d7992b9d93389d4490affdcb08bfdb6d74b70fb9874	True	ncbi_protein_gff	annotated_gene_feature	"[[""GG745354.1"", 372811, 374150, ""-""]]"	"[[""GG745365.1"", 242436, 243594, ""-""]]"	different_assembly_sequences			
F304332	4977863at2759	KAI8867055.1	KAI8868502.1	distinct_annotated_genes	"[""gene-GQ42DRAFT_150090""]"	"[""gene-GQ42DRAFT_148300""]"	485	485	61220119630c834a5ea56edfef8eebbfc454a9fa2d0ffdd3e7609d56e1119a33	61220119630c834a5ea56edfef8eebbfc454a9fa2d0ffdd3e7609d56e1119a33	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU603164.1"", 14779, 16638, ""-""]]"	"[[""MU602980.1"", 18433, 20292, ""-""]]"	different_assembly_sequences			
F304332	5004265at2759	KAI8867713.1	KAI8869699.1	distinct_annotated_genes	"[""gene-GQ42DRAFT_164612""]"	"[""gene-GQ42DRAFT_163250""]"	365	365	d9e76c6299676caa501c34ccc123c8a90aa48566202995a2f1b0ddc403c431cf	d9e76c6299676caa501c34ccc123c8a90aa48566202995a2f1b0ddc403c431cf	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU603069.1"", 11703, 13052, ""-""]]"	"[[""MU602874.1"", 36077, 37431, ""+""]]"	different_assembly_sequences			
F304332	5005174at2759	KAI8868789.1	KAI8869007.1	distinct_annotated_genes	"[""gene-GQ42DRAFT_163884""]"	"[""gene-GQ42DRAFT_163740""]"	324	324	2ebf6b52a205b2cf9f011c842e5ebf154a6264eb356ba91a2f966ba3ea8d9da8	2ebf6b52a205b2cf9f011c842e5ebf154a6264eb356ba91a2f966ba3ea8d9da8	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU602952.1"", 6706, 7853, ""-""]]"	"[[""MU602932.1"", 28176, 29324, ""+""]]"	different_assembly_sequences			
F304332	539632at2759	KAI8869011.1	KAI8869747.1	distinct_annotated_genes	"[""gene-GQ42DRAFT_163725""]"	"[""gene-GQ42DRAFT_163220""]"	283	283	bb130c4a8deaa17130d217718866bbd4f8ba0a0bcea8f8e86309bda63522b845	bb130c4a8deaa17130d217718866bbd4f8ba0a0bcea8f8e86309bda63522b845	True	ncbi_protein_gff	annotated_gene_feature	"[[""MU602931.1"", 1, 1010, ""-""]]"	"[[""MU602871.1"", 27912, 28921, ""+""]]"	different_assembly_sequences			
F3108450	201273at2759	KAL6595155.1	KAL6602500.1	distinct_annotated_genes	"[""gene-U3516DRAFT_672262""]"	"[""gene-U3516DRAFT_668788""]"	260	260	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	c88943dfc9a7aaeaed44a30554afd7ff62780f210ed9f8e8ba519efe0fc895de	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBODTK010000215.1"", 56993, 59094, ""+""]]"	"[[""JBODTK010000138.1"", 320088, 321887, ""-""]]"	different_assembly_sequences			
F3108450	207567at2759	KAL6590452.1	KAL6612554.1	distinct_annotated_genes	"[""gene-U3516DRAFT_819239""]"	"[""gene-U3516DRAFT_362286""]"	180	180	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	622413ea0070702082244002344e6560fbe940888dfca312d4ab56fecd209ef8	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBODTK010000313.1"", 105506, 107443, ""+""]]"	"[[""JBODTK010000076.1"", 532441, 534885, ""-""]]"	different_assembly_sequences			
F3108450	5013259at2759	KAL6589554.1	KAL6608421.1	distinct_annotated_genes	"[""gene-U3516DRAFT_652812""]"	"[""gene-U3516DRAFT_597178""]"	160	160	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	afa8d45b41d6dbcdabd22104e3e0647c9406c5cfb568179bf941b7044267a77f	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBODTK010000357.1"", 55855, 57188, ""-""]]"	"[[""JBODTK010000104.1"", 297956, 299358, ""+""]]"	different_assembly_sequences			
F318763	207567at2759	KAI9876662.1	KAI9876713.1	distinct_annotated_genes	"[""gene-M1830_006014""]"	"[""gene-M1830_005893""]"	193	193	24bd7f443da7e12d2afa0943536a19360006970523b5b976d20e90593a31e16b	24bd7f443da7e12d2afa0943536a19360006970523b5b976d20e90593a31e16b	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAPEUA010000324.1"", 15116, 15810, ""-""]]"	"[[""JAPEUA010000317.1"", 15299, 15993, ""-""]]"	different_assembly_sequences			
F318763	4803900at2759	KAI9874810.1	KAI9880088.1	distinct_annotated_genes	"[""gene-M1830_009249""]"	"[""gene-M1830_005621""]"	183	183	8e1f18afcfbf866b457c7f1532f043a514ce78b3334f5ccf532b339c78898dcd	8e1f18afcfbf866b457c7f1532f043a514ce78b3334f5ccf532b339c78898dcd	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAPEUA010000657.1"", 2985, 3670, ""-""]]"	"[[""JAPEUA010000030.1"", 86291, 86976, ""-""]]"	different_assembly_sequences			
F318763	4900375at2759	KAI9872023.1	KAI9874702.1	distinct_annotated_genes	"[""gene-M1830_002153""]"	"[""gene-M1830_009388""]"	218	218	7dcaf0dde8465f61d5ca33f08973621bfe4fa8db228094f43bd1d3c84e837f5d	7dcaf0dde8465f61d5ca33f08973621bfe4fa8db228094f43bd1d3c84e837f5d	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAPEUA010001562.1"", 1020, 1808, ""+""]]"	"[[""JAPEUA010000687.1"", 5636, 6424, ""+""]]"	different_assembly_sequences			
F318763	539632at2759	KAI9872919.1	KAI9873540.1	distinct_annotated_genes	"[""gene-M1830_001059""]"	"[""gene-M1830_000296""]"	311	311	043ff1591b16058a28f511ed09653ad2556161a806354db95470397a517ab765	043ff1591b16058a28f511ed09653ad2556161a806354db95470397a517ab765	True	ncbi_protein_gff	annotated_gene_feature	"[[""JAPEUA010001212.1"", 877, 1990, ""-""]]"	"[[""JAPEUA010001004.1"", 1739, 2852, ""-""]]"	different_assembly_sequences			
F34349	5013042at2759	XP_014564745.1	XP_014566714.1	distinct_annotated_genes	"[""gene-L969DRAFT_55516""]"	"[""gene-L969DRAFT_52072""]"	354	354	ac4696a586d23c2b1f305876d31e7e273c6ea5db90c4161d3d83862d98f67ea6	ac4696a586d23c2b1f305876d31e7e273c6ea5db90c4161d3d83862d98f67ea6	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_014575547.1"", 68270, 69567, ""-""]]"	"[[""NW_014575556.1"", 691410, 692707, ""-""]]"	different_assembly_sequences			
F34480	201273at2759	KAK9694295.1	KAK9763350.1	distinct_annotated_genes	"[""gene-K7432_013485""]"	"[""gene-K7432_010049""]"	260	260	e92db500841e7588f9865af399bd61e23310569774efc965932cf8cb1e660612	e92db500841e7588f9865af399bd61e23310569774efc965932cf8cb1e660612	True	ncbi_protein_gff	annotated_gene_feature	"[[""JASJQH010008217.1"", 603, 1860, ""-""]]"	"[[""JASJQH010000663.1"", 5428, 6531, ""+""]]"	different_assembly_sequences			
F34485	129234at2759	KAJ9056928.1	KAJ9067821.1	distinct_annotated_genes	"[""gene-DSO57_1027533""]"	"[""gene-DSO57_1035291""]"	186	186	7a992c7d87e6dd19cf55142dcc5682d7b67085085b1be5daf43a4def4acc899d	7a992c7d87e6dd19cf55142dcc5682d7b67085085b1be5daf43a4def4acc899d	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02005848.1"", 166745, 168067, ""+""]]"	"[[""QTSX02003859.1"", 68269, 69631, ""+""]]"	different_assembly_sequences			
F34485	207567at2759	KAJ9059233.1	KAJ9081546.1	distinct_annotated_genes	"[""gene-DSO57_1004546""]"	"[""gene-DSO57_1013470""]"	180	180	795829446c15a7bbe2e31e5bf30bf7357298c9f9aa4e30befd41cabe0d5c371f	795829446c15a7bbe2e31e5bf30bf7357298c9f9aa4e30befd41cabe0d5c371f	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02005691.1"", 222892, 224200, ""-""]]"	"[[""QTSX02001470.1"", 72441, 73791, ""-""]]"	different_assembly_sequences			
F34485	4970387at2759	KAJ9068740.1	KAJ9090126.1	distinct_annotated_genes	"[""gene-DSO57_1025585""]"	"[""gene-DSO57_1005863""]"	154	154	e71eed7179ac11aa182237d8da19f0823430a9ef41fa2ea41be8660dffaabc22	e71eed7179ac11aa182237d8da19f0823430a9ef41fa2ea41be8660dffaabc22	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02003695.1"", 149185, 150091, ""+""]]"	"[[""QTSX02000016.1"", 641584, 642527, ""+""]]"	different_assembly_sequences			
F34485	5000743at2759	KAJ9052885.1	KAJ9082561.1	distinct_annotated_genes	"[""gene-DSO57_1029653""]"	"[""gene-DSO57_1003332""]"	178	178	a454e0288653fb5d491a57deef752ba3e99ceaa5b5a299d24b9ae8be2cbd417b	a454e0288653fb5d491a57deef752ba3e99ceaa5b5a299d24b9ae8be2cbd417b	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02006587.1"", 83077, 85046, ""-""]]"	"[[""QTSX02001428.1"", 291603, 293469, ""-""]]"	different_assembly_sequences			
F34485	5003972at2759	KAJ9067461.1	KAJ9078280.1	distinct_annotated_genes	"[""gene-DSO57_1038864""]"	"[""gene-DSO57_1008109""]"	240	240	eb6b5140b48bcc0c321a2669d9a4e2d9bacc5f6cfa027e9f5d10999a4ec7d132	eb6b5140b48bcc0c321a2669d9a4e2d9bacc5f6cfa027e9f5d10999a4ec7d132	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02004091.1"", 9143, 10752, ""-""]]"	"[[""QTSX02002154.1"", 2080, 3640, ""-""]]"	different_assembly_sequences			
F34485	5004265at2759	KAJ9068440.1	KAJ9072978.1	distinct_annotated_genes	"[""gene-DSO57_1028521""]"	"[""gene-DSO57_1021459""]"	305	305	492f2be05d562c63b4cb01cfc028bf952db2d0f6b376abb0ba08ac9d1e104105	492f2be05d562c63b4cb01cfc028bf952db2d0f6b376abb0ba08ac9d1e104105	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02003732.1"", 44926, 46628, ""-""]]"	"[[""QTSX02002944.1"", 84762, 86454, ""+""]]"	different_assembly_sequences			
F34485	707202at2759	KAJ9071636.1	KAJ9079325.1	distinct_annotated_genes	"[""gene-DSO57_1035079""]"	"[""gene-DSO57_1036525""]"	356	356	5f25090b9f661cdfd9ff88ab149b3957898179ce7810a9736d260c56c5c2506e	5f25090b9f661cdfd9ff88ab149b3957898179ce7810a9736d260c56c5c2506e	True	ncbi_protein_gff	annotated_gene_feature	"[[""QTSX02003143.1"", 25173, 27225, ""+""]]"	"[[""QTSX02001774.1"", 3771, 5780, ""+""]]"	different_assembly_sequences			
F378194	4803900at2759	XP_047872328.1	XP_047881053.1	distinct_annotated_genes	"[""gene-BXZ73DRAFT_92909""]"	"[""gene-BXZ73DRAFT_88088""]"	142	142	73935448405740f5c13ba8a8e69f7ce53247ba2fed576abd1a68b829f8a7ad06	73935448405740f5c13ba8a8e69f7ce53247ba2fed576abd1a68b829f8a7ad06	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_025954283.1"", 20567, 21149, ""+""]]"	"[[""NW_025954197.1"", 12062, 12643, ""-""]]"	different_assembly_sequences			
F378194	554735at2759	XP_047871967.1	XP_047875687.1	distinct_annotated_genes	"[""gene-BXZ73DRAFT_55941""]"	"[""gene-BXZ73DRAFT_79196""]"	268	268	39d5784232779467ebb8f33c44107cbcaa83cf2f783175203f54f09a68b6ac8b	39d5784232779467ebb8f33c44107cbcaa83cf2f783175203f54f09a68b6ac8b	True	ncbi_protein_gff	annotated_gene_feature	"[[""NW_025954295.1"", 8523, 9676, ""+""]]"	"[[""NW_025954232.1"", 149015, 150157, ""-""]]"	different_assembly_sequences			
F41956	4985971at2759	KAM6490770.1	KAM6499631.1	distinct_annotated_genes	"[""gene-JOM56_013733""]"	"[""gene-JOM56_005139""]"	368	368	8aa2c22b30d8768eb31c9a783f29d2e8df828a75b72836cb41722315ac63f2bd	8aa2c22b30d8768eb31c9a783f29d2e8df828a75b72836cb41722315ac63f2bd	True	ncbi_protein_gff	annotated_gene_feature	"[[""JBTLHQ010000025.1"", 30207, 31600, ""+""]]"	"[[""JBTLHQ010000004.1"", 2867131, 2868524, ""+""]]"	different_assembly_sequences			
F423460	201273at2759	ORX80636.1	ORX89412.1	distinct_annotated_genes	"[""gene-K493DRAFT_97302""]"	"[""gene-K493DRAFT_267144""]"	260	260	1de02383e17c8ec7265c6f6fa8b9a248d76f733a80b4bfa356e51946f8db381f	1de02383e17c8ec7265c6f6fa8b9a248d76f733a80b4bfa356e51946f8db381f	True	ncbi_protein_gff	annotated_gene_feature	"[[""MCFE01000733.1"", 30700, 31792, ""+""]]"	"[[""MCFE01000446.1"", 39393, 40585, ""-""]]"	different_assembly_sequences			
