representative_input_id	cluster_input_id	source	model_id	taxon_id	protein_id	marker	species_name	study_role	major_lineage
M009036	M009036	AlphaFold	AF-A0AAD9MFN1-F1	F1825666	KAK2073230.1	707076at2759	Phyllachora maydis	ingroup	Ascomycota
M009036	M002626	AlphaFold	AF-A0A2G5HD90-F1	F122368	XP_065459632.1	707076at2759	Cercospora beticola	ingroup	Ascomycota
M009036	M012808	AlphaFold	AF-W2RP20-F1	F293227	XP_008718811.1	707076at2759	Cyphellophora europaea	ingroup	Ascomycota
M009036	M017868	ESMFold	ESM-Seb6396dc198d9588229566c2f279193f702f6595b4205c663ba0283753da4477-d662a12b8ced	F56409	KAL6942570.1	707076at2759	Hanseniaspora vineae	ingroup	Ascomycota
M009040	M009040	AlphaFold	AF-A0AAD9MGU9-F1	F1825666	KAK2073098.1	5015742at2759	Phyllachora maydis	ingroup	Ascomycota
M009040	M006632	AlphaFold	AF-A0A8H4CG51-F1	F474922	XP_045262544.1	5015742at2759	Colletotrichum gloeosporioides	ingroup	Ascomycota
M009045	M009045	AlphaFold	AF-A0AAD9ML27-F1	F1825666	KAK2075136.1	530740at2759	Phyllachora maydis	ingroup	Ascomycota
M009056	M009056	AlphaFold	AF-A0AAD9SSJ5-F1	F1214568	XP_052995906.1	5013539at2759	Diaporthe amygdali	ingroup	Ascomycota
M009076	M009076	AlphaFold	AF-A0AAD9YZE2-F1	F209136	KAK3167477.1	530740at2759	Lepraria neglecta	ingroup	Ascomycota
M009080	M009080	AlphaFold	AF-A0AAD9Z0S0-F1	F209136	KAK3168801.1	4969990at2759	Lepraria neglecta	ingroup	Ascomycota
M009080	M002128	AlphaFold	AF-A0A1J9R6V9-F1	F236234	XP_020132214.1	4969990at2759	Diplodia corticola	ingroup	Ascomycota
M009080	M003474	AlphaFold	AF-A0A316UI03-F1	F1569628	XP_025359514.1	4969990at2759	Jaminaea rosea	ingroup	Basidiomycota
M009080	M005523	AlphaFold	AF-A0A6P8ATJ9-F1	F148305	XP_030978241.1	4969990at2759	Pyricularia grisea	ingroup	Ascomycota
M009081	M009081	AlphaFold	AF-A0AAD9Z0Y1-F1	F209136	KAK3167947.1	352891at2759	Lepraria neglecta	ingroup	Ascomycota
M009081	M000085	AlphaFold	AF-A0A074XCX9-F1	F5580	XP_029759562.1	352891at2759	Aureobasidium pullulans	ingroup	Ascomycota
M009081	M000725	AlphaFold	AF-A0A0N7LA04-F1	F401625	CEH15234.1	352891at2759	Ceraceosorus bombacis	ingroup	Basidiomycota
M009081	M003489	AlphaFold	AF-A0A316VQ93-F1	F1522189	XP_025366969.1	352891at2759	Ceraceosorus guamensis	ingroup	Basidiomycota
M009081	M002796	AlphaFold	AF-A0A2K1QS53-F1	F2082308	PNS17885.1	352891at2759	Sphaceloma murrayae	ingroup	Ascomycota
M009081	M002347	AlphaFold	AF-A0A1V8TPH6-F1	F1507870	OQO13151.1	352891at2759	Cryoendolithus antarcticus	ingroup	Ascomycota
M009081	M002631	AlphaFold	AF-A0A2G5HED6-F1	F122368	XP_023450153.1	352891at2759	Cercospora beticola	ingroup	Ascomycota
M009081	M005113	AlphaFold	AF-A0A6A7C8C0-F1	F147573	KAF2863492.1	352891at2759	Piedraia hortae	ingroup	Ascomycota
M009081	M006982	AlphaFold	AF-A0A8K0PLK0-F1	F2601811	KAG8630029.1	352891at2759	Elsinoe batatas	ingroup	Ascomycota
M009081	M007498	AlphaFold	AF-A0A9P4UU78-F1	F705562	KAF2725413.1	352891at2759	Polychaeton citri	ingroup	Ascomycota
M009081	M009254	AlphaFold	AF-A0AAE0WT86-F1	F574656	XP_064695585.1	352891at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M009081	M003647	AlphaFold	AF-A0A376B2J8-F1	F36035	XP_045934300.1	352891at2759	Saccharomycodes ludwigii	ingroup	Ascomycota
M009081	M003907	AlphaFold	AF-A0A436ZMX0-F1	F97331	XP_067485775.1	352891at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M009081	M010999	AlphaFold	AF-G1X7P6-F1	F2813651	XP_011120581.1	352891at2759	Orbilia oligospora	ingroup	Ascomycota
M009081	M007263	AlphaFold	AF-A0A9P4MJF8-F1	F147570	KAF2149756.1	352891at2759	Myriangium duriaei	ingroup	Ascomycota
M009081	M009885	AlphaFold	AF-A0AAV9NW61-F1	F1690608	XP_064654459.1	352891at2759	Saxophila tyrrhenica	ingroup	Ascomycota
M009081	M010191	AlphaFold	AF-A0AB34KUG2-F1	F1052096	XP_069231570.1	352891at2759	Cladosporium halotolerans	ingroup	Ascomycota
M009081	M008520	AlphaFold	AF-A0A9W9BC83-F1	F2034170	XP_056027755.1	352891at2759	Trichoderma breve	ingroup	Ascomycota
M009081	M003512	AlphaFold	AF-A0A317XFZ4-F1	F1882483	PWY97125.1	352891at2759	Testicularia cyperi	ingroup	Basidiomycota
M009081	M015673	ESMFold	ESM-S79cb544ce487b25c67fe3c2da695d1301808e61c0a1c75d4d77ba2d46eced4b4-d662a12b8ced	F574677	CAO1615013.1	352891at2759	Sympodiomycopsis kandeliae	ingroup	Basidiomycota
M009081	M016709	ESMFold	ESM-Sacd51da5d3dd7893b2c4f38a95be9acbb200594ae153cc089ad1423b35201c51-d662a12b8ced	F69979	KAO0811434.1	352891at2759	Phyllozyma linderae	ingroup	Basidiomycota
M009081	M009014	AlphaFold	AF-A0AAD9MAV2-F1	F1825666	KAK2067158.1	352891at2759	Phyllachora maydis	ingroup	Ascomycota
M009081	M010522	AlphaFold	AF-D5G6Q0-F1	F39416	XP_002836036.1	352891at2759	Tuber melanosporum	ingroup	Ascomycota
M009081	M014729	ESMFold	ESM-S4b3fd3421648cf6801d280196a75d22aab0c0f4390494a33d5037447af390612-d662a12b8ced	F1174673	XP_045969403.1	352891at2759	Morchella importuna	ingroup	Ascomycota
M009081	M017870	ESMFold	ESM-Seb82096e871f2992dcc3c4caca54630618e728d4ebc0704959e8ec4f8d2f91f7-d662a12b8ced	F2878321	CAO1634737.1	352891at2759	Jaminaea pallidilutea	ingroup	Basidiomycota
M009081	M011091	AlphaFold	AF-G7DS14-F1	F34349	XP_014565789.1	352891at2759	Mixia osmundae	ingroup	Basidiomycota
M009081	M016199	ESMFold	ESM-S948d59e2b52cc777e6a60b365a393a030ced988e2d02ea6d75be54d970230d82-d662a12b8ced	F241526	KAG8202252.1	352891at2759	Candida africana	ingroup	Ascomycota
M009081	M012815	AlphaFold	AF-W2RQG2-F1	F293227	XP_008719301.1	352891at2759	Cyphellophora europaea	ingroup	Ascomycota
M009081	M016261	ESMFold	ESM-S969960a7bac523372df703a7d6598445a78b0ae37c40570af56004841dbe37df-d662a12b8ced	F2486360	XP_062668143.1	352891at2759	Exophiala viscosa	ingroup	Ascomycota
M009081	M014724	ESMFold	ESM-S4aeafa4d5d4009a11d774206c3794a8e3e9377642418c5aff5f80f9ca85b8833-d662a12b8ced	F230603	CAI4065320.1	352891at2759	Saccharomyces uvarum	ingroup	Ascomycota
M009081	M011495	AlphaFold	AF-J5PW25-F1	F114524	XP_056085346.1	352891at2759	Saccharomyces kudriavzevii	ingroup	Ascomycota
M009081	M011572	AlphaFold	AF-J8PVY2-F1	F706196	EJS41543.1	352891at2759	Saccharomyces arboricola	ingroup	Ascomycota
M009081	M011968	AlphaFold	AF-P21242-F1	F4932	NP_015007.1	352891at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M009081	M015494	ESMFold	ESM-S70579a7a95b1419e1f9316309c1d27062c775f2e246547b1c7dea1f185bc13cd-d662a12b8ced	F27291	XP_033769469.1	352891at2759	Saccharomyces paradoxus	ingroup	Ascomycota
M009081	M016246	ESMFold	ESM-S961028ecc678f868346365831868a8535f2bb9e5b791310360ab9cf809469410-d662a12b8ced	F1424756	KAJ9123997.1	352891at2759	Naganishia vaughanmartiniae	ingroup	Basidiomycota
M009081	M016453	ESMFold	ESM-S9fed188a0840d0412348d0b85c3f8f298e58c92e8ddac60081eb97bcb3a984c5-d662a12b8ced	F5606	XP_019026431.1	352891at2759	Saitoella complicata	ingroup	Ascomycota
M009081	M013273	ESMFold	ESM-S04f1ed9cf3f988d42e2d1920e8233b4e616f737283eca1fb2767b72d649f587c-d662a12b8ced	F150792	KAF8528786.1	352891at2759	Hysterangium stoloniferum	ingroup	Basidiomycota
M009081	M014227	ESMFold	ESM-S30b23c6f5bb81a5a77aff562e90dabcea42e45099e6b35ece8cdacb1b3975dec-d662a12b8ced	F113071	KAF8592656.1	352891at2759	Ramaria rubella	ingroup	Basidiomycota
M009081	M015585	ESMFold	ESM-S753af32d8cedf8f4cf2e2a8bd85ef9988ed33f213528b89bb548d8f5e94874f2-d662a12b8ced	F1314805	KAI0033775.1	352891at2759	Vararia minispora	ingroup	Basidiomycota
M009081	M015685	ESMFold	ESM-S7a7c4cc3b826dde3010269d25c53a0e6611d240827674bbde7374aa5ba8ead9a-d662a12b8ced	F48578	XP_041183237.1	352891at2759	Suillus paluster	ingroup	Basidiomycota
M009094	M009094	AlphaFold	AF-A0AAD9Z6M9-F1	F209136	KAK3170782.1	5001413at2759	Lepraria neglecta	ingroup	Ascomycota
M009097	M009097	AlphaFold	AF-A0AAD9Z711-F1	F209136	KAK3171377.1	5015712at2759	Lepraria neglecta	ingroup	Ascomycota
M009712	M009712	AlphaFold	AF-A0AAN7D306-F1	F708070	XP_064676369.1	4940884at2759	Mucor velutinosus	ingroup	Mucoromycota
M009736	M009736	AlphaFold	AF-A0AAN7Y8E9-F1	F1690604	XP_064751448.1	5000743at2759	Lithohypha guttulata	ingroup	Ascomycota
M009740	M009740	AlphaFold	AF-A0AAN7YHS2-F1	F1690604	XP_064757722.1	4896098at2759	Lithohypha guttulata	ingroup	Ascomycota
M009740	M008899	AlphaFold	AF-A0AAD5S0E5-F1	F339359	KAJ2906924.1	4896098at2759	Zalerion maritima	ingroup	Ascomycota
M009742	M009742	AlphaFold	AF-A0AAN7YKH9-F1	F1690604	XP_064750937.1	4613677at2759	Lithohypha guttulata	ingroup	Ascomycota
M009745	M009745	AlphaFold	AF-A0AAV0AH74-F1	F170000	KAI8461957.1	260326at2759	Phakopsora pachyrhizi	ingroup	Basidiomycota
M009745	M011784	AlphaFold	AF-L8GF23-F1	O5755	XP_004333351.1	260326at2759	Acanthamoeba castellanii	outgroup	Amoebozoa
M009745	M016759	ESMFold	ESM-Safa2eea4f391adfb425d542355a7035dc9b1b1fdfdb256d02acbbcbeec8670ee-d662a12b8ced	F383834	XP_066792647.1	260326at2759	Lipomyces doorenjongii	ingroup	Ascomycota
M009746	M009746	AlphaFold	AF-A0AAV0AIQ0-F1	F170000	KAI8445742.1	530740at2759	Phakopsora pachyrhizi	ingroup	Basidiomycota
M009768	M009768	AlphaFold	AF-A0AAV5QF69-F1	F43959	XP_064849984.1	5001280at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M009772	M009772	AlphaFold	AF-A0AAV5QFY8-F1	F43959	XP_064850562.1	4986044at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M009772	M001513	AlphaFold	AF-A0A1D2VB78-F1	F54195	XP_020045167.1	4986044at2759	Ascoidea rubescens	ingroup	Ascomycota
M009783	M009783	AlphaFold	AF-A0AAV5QHG8-F1	F43959	XP_064850598.1	5001318at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M009794	M009794	AlphaFold	AF-A0AAV5QIT7-F1	F43959	XP_064851295.1	5001734at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M009794	M000034	AlphaFold	AF-A0A061AIR9-F1	F5286	XP_016274729.1	5001734at2759	Rhodotorula toruloides	ingroup	Basidiomycota
M009794	M001220	AlphaFold	AF-A0A164NXY5-F1	F2834505	KZS88152.1	5001734at2759	Sertulicium niveocremeum	ingroup	Basidiomycota
M009794	M001235	AlphaFold	AF-A0A165C6Q8-F1	F29889	KZT50325.1	5001734at2759	Calocera cornea	ingroup	Basidiomycota
M009794	M004890	AlphaFold	AF-A0A6A6WMU8-F1	F470096	XP_033605877.1	5001734at2759	Pseudovirgaria hyperparasitica	ingroup	Ascomycota
M009794	M005193	AlphaFold	AF-A0A6G1G3T9-F1	F1341166	XP_033534232.1	5001734at2759	Eremomyces bilateralis	ingroup	Ascomycota
M009794	M007219	AlphaFold	AF-A0A9P4M7Z3-F1	F1504668	KAF2101023.1	5001734at2759	Rhizodiscina lignyota	ingroup	Ascomycota
M009794	M010764	AlphaFold	AF-E5A1C9-F1	F5022	XP_003840872.1	5001734at2759	Plenodomus lingam	ingroup	Ascomycota
M009794	M001751	AlphaFold	AF-A0A1E3PBF6-F1	F4927	XP_019041837.1	5001734at2759	Hansenula anomala	ingroup	Ascomycota
M009794	M004448	AlphaFold	AF-A0A6A6NXQ3-F1	F578093	KAF2456338.1	5001734at2759	Lineolata rhizophorae	ingroup	Ascomycota
M009794	M009068	AlphaFold	AF-A0AAD9YXN1-F1	F209136	KAK3167490.1	5001734at2759	Lepraria neglecta	ingroup	Ascomycota
M009794	M010598	AlphaFold	AF-D5GK95-F1	F39416	XP_002840747.1	5001734at2759	Tuber melanosporum	ingroup	Ascomycota
M009794	M011052	AlphaFold	AF-G1XLI8-F1	F2813651	XP_011125350.1	5001734at2759	Orbilia oligospora	ingroup	Ascomycota
M009794	M001810	AlphaFold	AF-A0A1E4S5W4-F1	F4903	XP_020071889.1	5001734at2759	Williopsis jadinii	ingroup	Ascomycota
M009794	M000159	AlphaFold	AF-A0A074Y0Y9-F1	F5580	XP_029765756.1	5001734at2759	Aureobasidium pullulans	ingroup	Ascomycota
M009794	M000206	AlphaFold	AF-A0A084FW20-F1	F563466	XP_016639081.1	5001734at2759	Scedosporium apiospermum	ingroup	Ascomycota
M009794	M001176	AlphaFold	AF-A0A163E663-F1	F5454	XP_038792466.1	5001734at2759	Ascochyta rabiei	ingroup	Ascomycota
M009794	M002067	AlphaFold	AF-A0A1J7JNX1-F1	F177197	OIW31036.1	5001734at2759	Coniochaeta ligniaria	ingroup	Ascomycota
M009794	M002657	AlphaFold	AF-A0A2G5HPJ5-F1	F122368	XP_023453193.1	5001734at2759	Cercospora beticola	ingroup	Ascomycota
M009794	M002901	AlphaFold	AF-A0A2P4ZJ82-F1	F398673	XP_018657831.1	5001734at2759	Trichoderma gamsii	ingroup	Ascomycota
M009794	M003066	AlphaFold	AF-A0A2T3BF77-F1	F5101	XP_024725591.1	5001734at2759	Amorphotheca resinae	ingroup	Ascomycota
M009794	M003173	AlphaFold	AF-A0A2T4A4B0-F1	F5544	XP_024771582.1	5001734at2759	Trichoderma harzianum	ingroup	Ascomycota
M009794	M003262	AlphaFold	AF-A0A2T4AZX6-F1	F58853	XP_024745947.1	5001734at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M009794	M003630	AlphaFold	AF-A0A370U183-F1	F2656787	XP_031874180.1	5001734at2759	Venustampulla echinocandica	ingroup	Ascomycota
M009794	M003712	AlphaFold	AF-A0A384JV36-F1	F40559	XP_001556998.1	5001734at2759	Botrytis cinerea	ingroup	Ascomycota
M009794	M004768	AlphaFold	AF-A0A6A6UUW0-F1	F703497	KAF2675237.1	5001734at2759	Microthyrium microscopicum	ingroup	Ascomycota
M009794	M005085	AlphaFold	AF-A0A6A7C494-F1	F147573	KAF2862331.1	5001734at2759	Piedraia hortae	ingroup	Ascomycota
M009794	M006211	AlphaFold	AF-A0A8E2ES74-F1	F574774	OCL03645.1	5001734at2759	Glonium stellatum	ingroup	Ascomycota
M009794	M006502	AlphaFold	AF-A0A8H3G5H6-F1	F116794	CAF9937122.1	5001734at2759	Heterodermia speciosa	ingroup	Ascomycota
M009794	M006656	AlphaFold	AF-A0A8H4CNV0-F1	F474922	XP_045266468.1	5001734at2759	Colletotrichum gloeosporioides	ingroup	Ascomycota
M009794	M006983	AlphaFold	AF-A0A8K0PLT8-F1	F2601811	KAG8630314.1	5001734at2759	Elsinoe batatas	ingroup	Ascomycota
M009794	M007328	AlphaFold	AF-A0A9P4Q769-F1	F705562	KAF2720815.1	5001734at2759	Polychaeton citri	ingroup	Ascomycota
M009794	M007722	AlphaFold	AF-A0A9P6ID09-F1	F1095194	XP_038749057.1	5001734at2759	Colletotrichum karsti	ingroup	Ascomycota
M009794	M008475	AlphaFold	AF-A0A9W8V0W6-F1	F195108	XP_053008856.1	5001734at2759	Fusarium falciforme	ingroup	Ascomycota
M009794	M008508	AlphaFold	AF-A0A9W9B945-F1	F1738374	XP_083073217.1	5001734at2759	Trichoderma camerunense	ingroup	Ascomycota
M009794	M008508	AlphaFold	AF-A0A9W9B945-F1	F2034170	XP_056027283.1	5001734at2759	Trichoderma breve	ingroup	Ascomycota
M009794	M009202	AlphaFold	AF-A0AAE0TTI6-F1	F574656	XP_064689804.1	5001734at2759	Recurvomyces mirabilis	ingroup	Ascomycota
M009794	M009376	AlphaFold	AF-A0AAE1LYR8-F1	F173216	XP_062755840.1	5001734at2759	Trichoderma aggressivum	ingroup	Ascomycota
M009794	M009993	AlphaFold	AF-A0AAV9PQH3-F1	F1690608	XP_064663231.1	5001734at2759	Saxophila tyrrhenica	ingroup	Ascomycota
M009794	M010068	AlphaFold	AF-A0AAX4IIJ8-F1	F34406	XP_062780114.1	5001734at2759	Colletotrichum destructivum	ingroup	Ascomycota
M009794	M010194	AlphaFold	AF-A0AB34KUW4-F1	F1052096	XP_069231923.1	5001734at2759	Cladosporium halotolerans	ingroup	Ascomycota
M009794	M010663	AlphaFold	AF-E4UT64-F1	F63402	XP_003174290.1	5001734at2759	Nannizzia gypsea	ingroup	Ascomycota
M009794	M011115	AlphaFold	AF-G9NNP1-F1	F63577	XP_013945881.1	5001734at2759	Trichoderma atroviride	ingroup	Ascomycota
M009794	M011202	AlphaFold	AF-H1V1C7-F1	F80884	XP_018156983.1	5001734at2759	Colletotrichum higginsianum	ingroup	Ascomycota
M009794	M013125	AlphaFold	AF-X0C2A3-F1	F5507	XP_031041313.1	5001734at2759	Fusarium oxysporum	ingroup	Ascomycota
M009794	M006080	AlphaFold	AF-A0A875S6P0-F1	F13502	XP_038779540.1	5001734at2759	Brettanomyces nanus	ingroup	Ascomycota
M009798	M009798	AlphaFold	AF-A0AAV5QJL1-F1	F43959	XP_064851565.1	3643464at2759	Saccharomycopsis crataegensis	ingroup	Ascomycota
M009798	M001713	AlphaFold	AF-A0A1E3P5K3-F1	F4927	XP_019039731.1	3643464at2759	Hansenula anomala	ingroup	Ascomycota
M009798	M001769	AlphaFold	AF-A0A1E4RXN6-F1	F4903	XP_020069078.1	3643464at2759	Williopsis jadinii	ingroup	Ascomycota
M009798	M002300	AlphaFold	AF-A0A1U7LTF1-F1	F48691	OLL25924.1	5001941at2759	Neolecta irregularis	ingroup	Ascomycota
M009798	M005060	AlphaFold	AF-A0A6A7C0K4-F1	F147573	KAF2860529.1	5001941at2759	Piedraia hortae	ingroup	Ascomycota
M009798	M002471	AlphaFold	AF-A0A1Y2DVC0-F1	F1141098	XP_040714741.1	5001941at2759	Pseudomassariella vexata	ingroup	Ascomycota
M009798	M005411	AlphaFold	AF-A0A6G1HR65-F1	F703511	KAF2398235.1	5001941at2759	Trichodelitschia bisporula	ingroup	Ascomycota
M009798	M006033	AlphaFold	AF-A0A875RZP8-F1	F13502	XP_038776927.1	5001941at2759	Brettanomyces nanus	ingroup	Ascomycota
M009798	M007279	AlphaFold	AF-A0A9P4MM10-F1	F147570	KAF2154739.1	5001941at2759	Myriangium duriaei	ingroup	Ascomycota
M009798	M011175	AlphaFold	AF-H0GM66-F1	F332112	EHN05094.1	3643464at2759	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota
M009798	M008664	AlphaFold	AF-A0AA35NKA9-F1	F114524	XP_056084678.1	3643464at2759	Saccharomyces kudriavzevii	ingroup	Ascomycota
M009798	M011532	AlphaFold	AF-J8LIX3-F1	F706196	EJS42017.1	3643464at2759	Saccharomyces arboricola	ingroup	Ascomycota
M009798	M012033	AlphaFold	AF-P53540-F1	F4932	NP_014273.1	3643464at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M010514	M010514	AlphaFold	AF-D5G4H2-F1	F39416	XP_002842495.1	707076at2759	Tuber melanosporum	ingroup	Ascomycota
M010534	M010534	AlphaFold	AF-D5G8A7-F1	F39416	XP_002836559.1	4803900at2759	Tuber melanosporum	ingroup	Ascomycota
M010538	M010538	AlphaFold	AF-D5G8S0-F1	F39416	XP_002836722.1	5005274at2759	Tuber melanosporum	ingroup	Ascomycota
M010541	M010541	AlphaFold	AF-D5G917-F1	F39416	XP_002836819.1	4977863at2759	Tuber melanosporum	ingroup	Ascomycota
M010544	M010544	AlphaFold	AF-D5G9C8-F1	F39416	XP_002836930.1	5005174at2759	Tuber melanosporum	ingroup	Ascomycota
M010544	M003919	AlphaFold	AF-A0A436ZQ72-F1	F97331	XP_067486578.1	5005174at2759	Arthrobotrys flagrans	ingroup	Ascomycota
M010544	M005012	AlphaFold	AF-A0A6A7BPG6-F1	F147573	KAF2857260.1	5005174at2759	Piedraia hortae	ingroup	Ascomycota
M010549	M010549	AlphaFold	AF-D5GAI6-F1	F39416	XP_002837338.1	538952at2759	Tuber melanosporum	ingroup	Ascomycota
M010550	M010550	AlphaFold	AF-D5GAU2-F1	F39416	XP_002837444.1	5017019at2759	Tuber melanosporum	ingroup	Ascomycota
M010550	M000605	AlphaFold	AF-A0A0G2GG75-F1	F158046	KKY22633.1	5017019at2759	Phaeomoniella chlamydospora	ingroup	Ascomycota
M010550	M001315	AlphaFold	AF-A0A167E8Q1-F1	F796027	XP_018736256.1	5017019at2759	Sugiyamaella lignohabitans	ingroup	Ascomycota
M010550	M002299	AlphaFold	AF-A0A1U7LTB5-F1	F48691	OLL25858.1	5017019at2759	Neolecta irregularis	ingroup	Ascomycota
M010550	M002407	AlphaFold	AF-A0A1Y1XGU5-F1	F423460	ORX84626.1	5017019at2759	Basidiobolus meristosporus	ingroup	Basidiobolomycota
M010550	M003769	AlphaFold	AF-A0A397SAF7-F1	F658196	RIA81285.1	5017019at2759	Glomus cerebriforme	ingroup	Glomeromycota
M010550	M003771	AlphaFold	AF-A0A3G2S0B8-F1	F76775	XP_027482938.1	5017019at2759	Malassezia restricta	ingroup	Basidiomycota
M010550	M017000	ESMFold	ESM-Sbd666bffe460adf24c21ac6fde10aedc489f6171d0b97a2ff2a6854d8820d552-d662a12b8ced	F2020962	XP_056064337.1	5017019at2759	Malassezia vespertilionis	ingroup	Basidiomycota
M010550	M007753	AlphaFold	AF-A0A9P6IKZ7-F1	F1440133	KAF9930180.1	5017019at2759	Modicella reniformis	ingroup	Mortierellomycota
M010550	M010669	AlphaFold	AF-E4UUX1-F1	F63402	XP_003173918.1	5017019at2759	Nannizzia gypsea	ingroup	Ascomycota
M010550	M016319	ESMFold	ESM-S999eaa094c592556ee1c26f5cadbb9641c7d617d5f538923ec53cec100abf156-d662a12b8ced	F5365	XP_067542859.1	5017019at2759	Lentinus tigrinus	ingroup	Basidiomycota
M010550	M013979	ESMFold	ESM-S25a6c2b81141bc9af078c2ce354017a23256850f5f48dbe603c162f5576e280d-d662a12b8ced	F68786	KIJ53784.1	5017019at2759	Sphaerobolus stellatus	ingroup	Basidiomycota
M010550	M014545	ESMFold	ESM-S42282ccf1741392c1002ed62dcce8a4aa11e89d835cfdef014d20c28ce727ab8-d662a12b8ced	F89243	MIE9576054.1	5017019at2759	Laccaria amethystina	ingroup	Basidiomycota
M010550	M017957	ESMFold	ESM-Sf001ee0b8932387a077230ff5112519d8e5b0a8680088254d51de9b2848b3c7a-d662a12b8ced	F2748771	KAF7972594.1	5017019at2759	Athelia sp. TMB	ingroup	Basidiomycota
M010558	M010558	AlphaFold	AF-D5GCI4-F1	F39416	XP_002838036.1	4896098at2759	Tuber melanosporum	ingroup	Ascomycota
M010560	M010560	AlphaFold	AF-D5GCV2-F1	F39416	XP_002838154.1	5013539at2759	Tuber melanosporum	ingroup	Ascomycota
M010569	M010569	AlphaFold	AF-D5GFI1-F1	F39416	XP_002839083.1	4987397at2759	Tuber melanosporum	ingroup	Ascomycota
M010574	M010574	AlphaFold	AF-D5GGZ9-F1	F39416	XP_002839601.1	5005697at2759	Tuber melanosporum	ingroup	Ascomycota
M010574	M000402	AlphaFold	AF-A0A0C4DSR0-F1	F148304	KLU83899.1	5005697at2759	Magnaporthiopsis poae	ingroup	Ascomycota
M010574	M003345	AlphaFold	AF-A0A2T4BJ17-F1	F58853	XP_024752623.1	5005697at2759	Trichoderma citrinoviride	ingroup	Ascomycota
M010574	M008205	AlphaFold	AF-A0A9P9WMY8-F1	F1658444	XP_049165745.1	5005697at2759	Neoarthrinium moseri	ingroup	Ascomycota
M010574	M009030	AlphaFold	AF-A0AAD9MDK7-F1	F1825666	KAK2069076.1	5005697at2759	Phyllachora maydis	ingroup	Ascomycota
M010576	M010576	AlphaFold	AF-D5GH60-F1	F39416	XP_002839694.1	5005215at2759	Tuber melanosporum	ingroup	Ascomycota
M010904	M010904	AlphaFold	AF-F0XQY8-F1	F226899	XP_014169406.1	707076at2759	Leptographium clavigerum	ingroup	Ascomycota
M010908	M010908	AlphaFold	AF-F0XRC1-F1	F226899	XP_014169236.1	5005174at2759	Leptographium clavigerum	ingroup	Ascomycota
M010908	M001618	AlphaFold	AF-A0A1D8PCC8-F1	F5476	XP_718976.1	5005174at2759	Candida albicans	ingroup	Ascomycota
M010908	M001508	AlphaFold	AF-A0A1D2VAI2-F1	F54195	XP_020045003.1	5005174at2759	Ascoidea rubescens	ingroup	Ascomycota
M010908	M001891	AlphaFold	AF-A0A1E4TV32-F1	F4918	ODV95601.1	5005174at2759	Pachysolen tannophilus	ingroup	Ascomycota
M010908	M004162	AlphaFold	AF-A0A5E8B312-F1	F2606893	XP_031850873.1	5005174at2759	Magnusiomyces paraingens	ingroup	Ascomycota
M010908	M008656	AlphaFold	AF-A0AA35JJS8-F1	F230603	CAI4065196.1	5005174at2759	Saccharomyces uvarum	ingroup	Ascomycota
M010908	M010349	AlphaFold	AF-B9W6P1-F1	F42374	XP_002416762.1	5005174at2759	Candida dubliniensis	ingroup	Ascomycota
M010908	M012054	AlphaFold	AF-Q08746-F1	F332112	EHN04487.1	5005174at2759	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	Ascomycota
M010908	M012054	AlphaFold	AF-Q08746-F1	F4932	NP_014937.1	5005174at2759	Saccharomyces cerevisiae	ingroup	Ascomycota
M010908	M004449	AlphaFold	AF-A0A6A6NY66-F1	F578093	KAF2456680.1	5005174at2759	Lineolata rhizophorae	ingroup	Ascomycota
M010908	M012554	AlphaFold	AF-S3CDA9-F1	F61273	EPE04268.1	5005174at2759	Ophiostoma piceae	ingroup	Ascomycota
M010908	M002630	AlphaFold	AF-A0A2G5HEC1-F1	F122368	XP_023450448.1	5005174at2759	Cercospora beticola	ingroup	Ascomycota
M010908	M007548	AlphaFold	AF-A0A9P4XWF6-F1	F5116	XP_040773541.1	5005174at2759	Cryphonectria parasitica	ingroup	Ascomycota
M010910	M010910	AlphaFold	AF-F0XRG2-F1	F226899	XP_014169470.1	5005274at2759	Leptographium clavigerum	ingroup	Ascomycota
M010910	M008978	AlphaFold	AF-A0AAD9I6A9-F1	F1825666	KAK2071439.1	5005274at2759	Phyllachora maydis	ingroup	Ascomycota
M010913	M010913	AlphaFold	AF-F0XSC5-F1	F226899	XP_014169026.1	5013042at2759	Leptographium clavigerum	ingroup	Ascomycota
M010914	M010914	AlphaFold	AF-F0XSG0-F1	F226899	XP_014168582.1	529759at2759	Leptographium clavigerum	ingroup	Ascomycota
M010915	M010915	AlphaFold	AF-F0XSK4-F1	F226899	XP_014168867.1	5003856at2759	Leptographium clavigerum	ingroup	Ascomycota
