review_rank	sequence_id	af_model_id	af_version	plddt_cutoff	protein_length	matched_residues	retained_fraction	status	ca_superposition_rmsd_angstrom	local_distance_pairs	local_distance_mean_absolute_change_angstrom	local_distance_rms_change_angstrom	pae5_local_pairs	pae5_local_retained_fraction	pae5_local_mean_absolute_change_angstrom	pae10_local_pairs	pae10_local_retained_fraction	pae10_local_mean_absolute_change_angstrom	pae15_local_pairs	pae15_local_retained_fraction	pae15_local_mean_absolute_change_angstrom
161	S03029ed23497eca7ce6a0b108974982d56c8c1348fd9863eefb556a10d1ccff4	AF-A0A370THT1-F1	6	70	116	108	0.9310344827586207	compared	0.6855962619631678	1385	0.1542709466285303	0.2416617219278164	1338	0.9660649819494584	0.15104558622021333	1382	0.9978339350180505	0.15410233599733272	1385	1.0	0.15427095097752336
162	Sb285e71a6a9d6a4ee7578c3dd04330f27caaf9f4afb41b7c587bcbe3c669b344	AF-A0A9N8V202-F1	6	70	166	95	0.572289156626506	compared	0.682866014801027	1501	0.19812937996024227	0.27286488042367696	1404	0.9353764157228515	0.19383147683874644	1500	0.9993337774816788	0.1981003459950826	1501	1.0	0.1981293728853042
163	S22cbfa7133bbd473d942485401dd16052680e06f7263a52d0b29f6e44bab2f2f	AF-A0A058Z0V2-F1	6	70	103	95	0.9223300970873787	compared	0.6741364892798344	1207	0.1781768331151642	0.2680649282705174	1178	0.975973487986744	0.16613269440848527	1207	1.0	0.17817680919349696	1207	1.0	0.17817680919349696
164	Sa2e0716127e03eda3031ebe1f8d4f13d05f108c95705802fc049bddf52a2961f	AF-A0A2H9TG71-F1	6	70	373	329	0.8820375335120644	compared	0.6618495325307489	8540	0.2254477302316922	0.44166963373291107	8270	0.968384074941452	0.2056118496543186	8521	0.9977751756440281	0.2247900628375271	8535	0.9994145199063232	0.2251362737267115
165	S4290a42e572eee1a019e7ff623d68831ee1a1449e69dfe5a1687fa248e91a025	AF-A0A4P9Y0K1-F1	6	70	224	177	0.7901785714285714	compared	0.6519306226997357	3716	0.23002770230276381	0.303392698871555	3474	0.9348762109795479	0.22625860906244233	3714	0.9994617868675996	0.2298602714445584	3716	1.0	0.2300277008070296
166	S8eb1517086548d7ff68e8ff0a22dd0bf2cf5cdbbbec193dd8a3640e3dbb91533	AF-U5GYM8-F1	6	70	274	189	0.6897810218978102	compared	0.6448300297266809	4304	0.22493026806633387	0.4476513769178117	4223	0.9811802973977695	0.2225767581512483	4304	1.0	0.22493026610319383	4304	1.0	0.22493026610319383
167	S80853352393e531aabc2dd4d3bfd081869d14886f82b9d91fc5267ebd975d86d	AF-A0AAN7D3H7-F1	6	70	462	389	0.841991341991342	compared	0.6429253981457855	9202	0.219288700263982	0.32421548940311745	9037	0.9820691154096935	0.2139404162759952	9157	0.9951097587480983	0.21698277059871876	9199	0.9996739839165398	0.21930248916011225
168	S79e61c736adccfd6c39ef492a2e83f0c6f7f89ed846d05e36bcccab1b94bd80e	AF-A0A1Y1WVC7-F1	6	70	112	107	0.9553571428571429	compared	0.6375896590316311	1390	0.14048387910427879	0.2049576373515885	1329	0.956115107913669	0.1330436866722821	1388	0.9985611510791367	0.14035600149332453	1390	1.0	0.14048387923430988
169	S6469288146495875582c543f5dcec3ebbf075c8a0c2b7a3186b4e6e7c61ab37f	AF-A0A397G8J2-F1	6	70	138	112	0.8115942028985508	compared	0.6359334215288959	1594	0.16236145735286475	0.272953895069248	1470	0.9222082810539524	0.1443701819723016	1585	0.9943538268506901	0.1621534728455823	1594	1.0	0.16236146153902734
170	Se1f6b2fad216df8a50c629f640f5df61a5f5c90c934efe4e5a886333ecd38cb9	AF-A0A1Y2H493-F1	6	70	221	174	0.7873303167420814	compared	0.6277663554656302	4250	0.22655996343810492	0.4587331858567884	3789	0.8915294117647059	0.2088567597453747	4229	0.9950588235294118	0.22625136747436633	4250	1.0	0.22655996746910317
171	Sdc1c460870e27e05e064cc7beaff25680d94faa615727f195e71b9fde9b98318	AF-A0A1Y1VY53-F1	6	70	431	351	0.814385150812065	compared	0.6235851559129919	9533	0.17935537339260654	0.30979229565736666	9276	0.9730410154201196	0.162117919832014	9530	0.999685303681947	0.17895934359712423	9533	1.0	0.1793553733668929
172	S42b9b409f66418232fa20628eb2f643182d25469bb1ea60320239e75ef0620f5	AF-A0A9P6FLR4-F1	6	70	363	340	0.9366391184573003	compared	0.6046723850401816	8936	0.21121494699058102	0.33254258480082516	8545	0.9562444046553268	0.19611834615274018	8929	0.9992166517457476	0.21112686313281295	8936	1.0	0.21121494828057957
173	S90707dcb370fae0794dbc1a58389f3afec734ccd701473b7a139a7f6c3be5833	AF-F2TWE7-F1	6	70	115	81	0.7043478260869566	compared	0.6040223498255876	1226	0.21161541959967922	0.30245824837704166	1098	0.8955954323001631	0.19331182761844673	1204	0.9820554649265906	0.20942476282680225	1226	1.0	0.21161542901014305
174	S3b8e5783a612762bfa4c41aed35e8da7ff119c75d38f2d9e063493e8e98ba197	AF-A0A6G1H8K8-F1	6	70	117	108	0.9230769230769231	compared	0.5957726050056965	1379	0.15569565509336733	0.24882493350268403	1326	0.9615663524292966	0.15016489562531551	1377	0.9985496736765772	0.15538644628483142	1379	1.0	0.15569565294547882
175	S9cf7d562d9b91e3cee0dbac099fd1896bbc9997026ec14dc21889623a50e98d3	AF-A0A4Y9ZIF3-F1	6	70	244	129	0.5286885245901639	compared	0.5950868382487993	1733	0.17293881400304043	0.2549074888335377	1629	0.9399884593190998	0.16776120066979403	1730	0.9982688978649741	0.17285696501436845	1733	1.0	0.1729388308708066
176	S44d534b290b5184df020fc97c14c27e9ea262828b33b288c54df716a67f7ab7b	AF-A0A1Y1VRY2-F1	6	70	376	351	0.9335106382978723	compared	0.5923568491359182	9216	0.17574857802684452	0.26711972015646496	9007	0.9773220486111112	0.16703355957692814	9213	0.9996744791666666	0.17555392103450285	9216	1.0	0.17574858359200468
177	S3f7d594c2612972b9e625c782dcb90e6532ecd2ee6774247eda40640b0861ad1	AF-A0A0L0FER0-F1	6	70	414	323	0.7801932367149759	compared	0.5892669512810752	7336	0.21539186613918526	0.34850632470757015	6451	0.8793620501635769	0.18308648371292158	7302	0.9953653217011995	0.2103589496941222	7336	1.0	0.2153918573600044
178	S67fd0c7377ec53b7033490ac35fb7a76542ec16d5f0ee733172bb4f897f5fc74	AF-J8ZP92-F1	6	70	176	149	0.8465909090909091	compared	0.5865236594078452	3224	0.20641594500699204	0.2857288886482915	3064	0.9503722084367245	0.1983940308191852	3220	0.9987593052109182	0.20615082177725227	3224	1.0	0.20641594904851276
179	S64547334be890931e37a76ed88146a1f89f01fcb042bc77c6234f52f5ce11ac5	AF-B3RIW4-F1	6	70	143	105	0.7342657342657343	compared	0.5797127188283179	1382	0.15782884386984078	0.22149148239236552	1334	0.9652677279305355	0.15454297670120232	1381	0.9992764109985528	0.1578288922744662	1382	1.0	0.15782885206029165
180	Sdcff54fa4f7f2a1bc93ab5defafcbf588aab777b13710f1ea37c20580df62249	AF-A0A139A1A5-F1	6	70	185	106	0.572972972972973	compared	0.5758591225916413	1391	0.14309101290563056	0.21255612089869144	1315	0.9453630481667865	0.13224755719819498	1388	0.9978432782171099	0.1422864532670305	1391	1.0	0.1430910136643448
181	Se306e33e36f4f8ef85739c6cdd96018630b928103f2aee1bf9d351b3c78dc19d	AF-A0A9P7AEP2-F1	6	70	323	228	0.7058823529411765	compared	0.5543649280214997	5663	0.20341714086273946	0.31938120112611446	5545	0.9791629878156454	0.19314435075337416	5663	1.0	0.2034171400889847	5663	1.0	0.2034171400889847
182	S0696d0bade42258be926d6bbee78fa73fb295da08f36a5810cfc414611700abd	AF-A7RM20-F1	6	70	321	297	0.9252336448598131	compared	0.5415579374016645	8311	0.20641971676950008	0.309071671695367	7771	0.9350258693298039	0.183913087110248	8260	0.9938635543255926	0.20321062776724083	8311	1.0	0.2064197126275774
183	S7e2f871e1fb5a51dda85055d4586b51df7878203db6388a74651866cc83dd389	AF-A0AAF0EWF0-F1	6	70	295	230	0.7796610169491526	compared	0.5403826511330542	5222	0.19701074445092398	0.2974513029636025	4971	0.9519341248563769	0.17905980740113975	5210	0.9977020298736117	0.19480759729495614	5222	1.0	0.1970107332023843
184	S36a61458d7e5154316b0bc6f13776ab1b2485d458a12cfaf0a8fd0121e215579	AF-A0A4P9Y063-F1	6	70	179	163	0.9106145251396648	compared	0.5362935199748595	3409	0.2133356675323659	0.34108249603869467	3142	0.921677911410971	0.18469331862181465	3372	0.9891463772367263	0.2091422567042717	3409	1.0	0.21333567366834347
185	S458a7a7b0a895f283042ef8ea2dff5a93726f1cba78ec243956fa0d8a4846b35	AF-A0A1X0Q8J9-F1	6	70	190	157	0.8263157894736842	compared	0.5353439271333169	3317	0.19110101703770327	0.3306083612957017	3038	0.9158878504672897	0.1705829764113643	3302	0.9954778414229726	0.18910020008480652	3317	1.0	0.19110101594353182
186	S2fb56cc9478c9be74334a8fa12371082077db9f88b764561a6b913592abbac46	AF-A0A5C3ML92-F1	6	70	245	224	0.9142857142857143	compared	0.5168973775696001	6009	0.2144125760571717	0.39143913139535863	5682	0.945581627558662	0.1848721406343783	6004	0.999167914794475	0.2132495115282169	6009	1.0	0.2144125745980146
187	S106e4874040e8f9a266af43eabf1ecb45e9992ff0b9f19be94aedff4f4ec8920	AF-A0A4P9XGJ0-F1	6	70	464	365	0.7866379310344828	compared	0.5101021595913928	9091	0.1870219962310441	0.2909730607835022	8150	0.8964910350896491	0.16214907411065324	9039	0.994280057199428	0.1839881855309063	9091	1.0	0.1870220008799629
188	S345a406b256c7fc2918537895cc85ed5ef8ccc76ffc3f0b0d83fbb462774d334	AF-A0A9W8I4P1-F1	6	70	142	113	0.795774647887324	compared	0.49971679538920816	2088	0.1985753799607011	0.29904701727043886	2004	0.9597701149425287	0.1861888827948539	2083	0.9976053639846744	0.19826329556829286	2088	1.0	0.19857538655108137
189	S2adb49afc0eb001f36320e5fbeda63c85f7c4e306985bc9ddb107f458007198e	AF-A0A1Y2HAL1-F1	6	70	175	148	0.8457142857142858	compared	0.49779396017357286	2762	0.13743149749590905	0.19044384252707136	2702	0.9782766111513396	0.13587627525768656	2762	1.0	0.1374314940491177	2762	1.0	0.1374314940491177
190	Scde2991f1ac0563777ed8c823f40186b0ee80858525a752680ba829a5eff2b09	AF-L2GS68-F1	6	70	428	317	0.7406542056074766	compared	0.490617115260671	7547	0.16933325232927962	0.26925539544943405	7366	0.9760169603816086	0.1578890501265226	7529	0.9976149463362926	0.16684219919234072	7547	1.0	0.16933325462646287
191	S48d79bbf49f43563629f51c87250ab04d1504cc2843a024cd374e05149e03172	AF-A0A2A9NAK9-F1	6	70	125	83	0.664	compared	0.48362231215292917	1621	0.26653752353674953	0.36443524041967357	1325	0.8173966687230105	0.23548705793691158	1621	1.0	0.26653750797980863	1621	1.0	0.26653750797980863
192	Seece51c8a25836609b95dd54dd51ea550e18487f71b28d29e6116d13aa47affa	AF-A0A9W4SBT2-F1	6	70	251	167	0.6653386454183267	compared	0.47860766161322116	2952	0.1558018454598842	0.2086545938735313	2800	0.948509485094851	0.15057927790093134	2931	0.9928861788617886	0.1546261411079054	2951	0.9996612466124661	0.15584682247219744
193	Sab1655fa96192be05fc9aa0377a2435f906f694c5a366f1d8314959d800bc7b1	AF-A0A1B2AK96-F1	6	70	131	87	0.6641221374045801	compared	0.4620131423632044	1475	0.20625754738413354	0.28543216415131495	1177	0.7979661016949152	0.17369541225501905	1457	0.9877966101694915	0.20402392245582746	1475	1.0	0.20625755422273706
194	S295174b6119b9b8280053ed89f4fa62e6926cfafc180f82a7758cb1d6704535a	AF-A0A2H9TG93-F1	6	70	377	265	0.7029177718832891	compared	0.4590576621081686	6424	0.14585277996871907	0.22245869330271548	6352	0.9887920298879203	0.1441079308832979	6423	0.9998443337484434	0.1458323755743562	6424	1.0	0.1458527846954668
195	S7fb79002d482c03b5ae23549eaa5f7becd8279251b294d28bf1831e6cc9fed8c	AF-A0A3G2RZG9-F1	6	70	185	95	0.5135135135135135	compared	0.4532595013489893	1819	0.17051113450493574	0.2407728391010924	1770	0.9730621220450797	0.1690099017663358	1818	0.999450247388675	0.1705922699500925	1819	1.0	0.17051114933708586
196	Sd88f0481fbc1de423f4cb9db4f4874ed941bff9f3432a3f90b66eee2a5a7d31a	AF-A0A9P8IDX6-F1	6	70	200	183	0.915	compared	0.44257203789966054	4354	0.20020819855652078	0.2879717889819183	3831	0.8798805695911806	0.18287485339662807	4334	0.9954065227377125	0.19974915484439384	4354	1.0	0.20020819289700073
197	S0f02e34de1b230ee9b3dad1effe07e6ba89e32774baea3ad370391f56480d07d	AF-A0A4P9XIF6-F1	6	70	324	299	0.9228395061728395	compared	0.4334574884377424	8347	0.17957892887085777	0.2689422749401258	7967	0.9544746615550497	0.16531698454066834	8319	0.9966455013777406	0.17839115091859425	8347	1.0	0.17957893687968127
198	S8778490f946470e0eb0ef78c7513fb33991071ce33e34c296d05bfcb59cd5797	AF-A0A8J4PJZ6-F1	6	70	244	222	0.9098360655737705	compared	0.41141518933118953	5939	0.19892782417928453	0.2786168667775705	5493	0.9249031823539317	0.18433507698991616	5916	0.9961272941572655	0.1950639172188845	5939	1.0	0.19892783244439272
199	S5e86851ce2749b98f13d7c7ed6527e8ecaf9c9085aeb2d3a5ac8d17fa6e5b498	AF-A0A1Y1VU49-F1	6	70	236	223	0.9449152542372882	compared	0.40737793628569535	5560	0.1464822850422739	0.26872346615992226	5440	0.9784172661870504	0.13621357403593615	5547	0.9976618705035971	0.14557719705698421	5560	1.0	0.14648229037880076
200	Sa6581f851a031a561a98cee12035e1a6736745f7b1073f29e1f88448bed3c7dc	AF-A0A8H7PD74-F1	6	70	179	165	0.9217877094972067	compared	0.4033847829815155	3412	0.15661502976296882	0.22648463479247014	3208	0.94021101992966	0.1441244738305368	3402	0.9970691676436108	0.15646446417914686	3411	0.9997069167643611	0.15660802292574227
201	S1d3d8045326620c07d21753bbba6e6f97704d8de21ff9b2899ba8c9be0b8eaa3	AF-A0A1Y1VTD7-F1	6	70	182	180	0.989010989010989	compared	0.39259269784686684	4042	0.17774876890176622	0.26729270219373413	3858	0.954477981197427	0.1740271415113221	4034	0.9980207817911925	0.17761864896717425	4042	1.0	0.17774877435865769
202	Sdeb4f670248d4bc991508abc976511cfc7e2c0a3b682c1a80e0aaabc0305385e	AF-A0A1E4SAT1-F1	6	70	94	93	0.9893617021276596	compared	0.3849314154309248	1824	0.2164955752821209	0.2988007633856422	1691	0.9270833333333334	0.1980538197229208	1812	0.993421052631579	0.21487800743281815	1824	1.0	0.2164955853870675
203	S7d8c026eb630031ef059a433d9a75fc3352b9e2df18de14af38366d3d96f7f0a	AF-K5UNE2-F1	6	70	117	92	0.7863247863247863	compared	0.38200340554946255	1823	0.1909017798662464	0.2532170023548481	1666	0.913878222709819	0.1818300213077142	1823	1.0	0.19090179007818828	1823	1.0	0.19090179007818828
204	S8cfc0912aad5eef790a3022bbdcda97c2daab37751728c94cceefa5892f2c676	AF-A0A9W8AI39-F1	6	70	174	164	0.9425287356321839	compared	0.3792592466929158	3554	0.16900175267706183	0.23607250965262172	3432	0.9656724817107485	0.1618788414544774	3542	0.9966235227912211	0.16794227959338714	3554	1.0	0.16900174161910134
205	Scc1bc4f2b17b02df7e18a58850522eac992102161b9faaf108a32d7d6a1577e2	AF-A0A4Q9LCX9-F1	6	70	124	104	0.8387096774193549	compared	0.36619010875317437	2020	0.18762315962488585	0.2573251680968692	1668	0.8257425742574257	0.17449229307807634	2004	0.9920792079207921	0.18751657441666197	2020	1.0	0.187623163770709
206	Sd918016dc82496ca7059ee964607727d35119b32acc15f3c6d890f1aa8d06b17	AF-F2TW01-F1	6	70	176	163	0.9261363636363636	compared	0.3604611505234178	3287	0.1427212976990137	0.20168194465915618	2978	0.9059933069668391	0.12498923203575954	3261	0.9920900517188926	0.1416518959622488	3287	1.0	0.142721301591188
207	S97db2122da054a10d41f50b024e3e06b953329683b51315bdad141fb02399a1a	AF-A0A1Y1VYB3-F1	6	70	187	182	0.9732620320855615	compared	0.3282076567328923	4410	0.1558777507259605	0.21933859867223654	4260	0.9659863945578231	0.14698411046663948	4401	0.9979591836734694	0.15501207855086804	4410	1.0	0.15587775910664864
208	S4f806d36cabe4d51ddb317e26ec46791d8bd3ee484a888fd27fcb6d204ac55df	AF-Q1ZXI6-F1	6	70	255	237	0.9294117647058824	compared	0.2553385229484644	5749	0.10323440631035062	0.14715325715042993	5502	0.9570360062619586	0.09698928949849982	5716	0.994259871281962	0.10138585086298935	5748	0.999826056705514	0.10318033545057126
209	S32a1de8416512cd5bcbabc918800def9bbdb982891271707126a5c34c2a7ae85	AF-A0A1Y1X8J4-F1	6	70	150	96	0.64	compared	0.2442646768452169	1789	0.13079035967103647	0.16985044352815484	1513	0.8457238680827278	0.1236958379035333	1782	0.9960871995528228	0.13095705906734562	1789	1.0	0.1307903810841705
