catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id	taxon_name	genus	family	order	class	phylum	kingdom	superkingdom	provisional_proteome_url	selection_status	assembly_choice_reason
refseq_fungi	GCF_011800055.1	PRJNA786947	SAMN13038012	WVTB00000000.1	reference genome	474922	474922	Colletotrichum gloeosporioides	strain=Lc1	na	latest	Scaffold	Major	Full	2020-03-31	NFU_CgLc1_1.0	Nanjing Forestry University	GCA_011800055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/055/GCF_011800055.1_NFU_CgLc1_1.0/	na	na	na	haploid	fungi	61904035	61761323	51.000000	0	128	541	Nanjing Forestry University	Annotation submitted by Nanjing Forestry University	2022-02-26	15667	15368	0	32202483	Colletotrichum gloeosporioides	Colletotrichum	Glomerellaceae	Glomerellales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/055/GCF_011800055.1_NFU_CgLc1_1.0//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022495065.1	PRJNA567190	SAMN12794307	JAJJXI000000000.1	reference genome	477509	477509	Xylaria telfairii	strain=CBS 121673	na	latest	Scaffold	Major	Full	2022-02-28	Xyltel121673_1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/495/065/GCA_022495065.1_Xyltel121673_1/	na	na	na	haploid	fungi	46917078	46913849	47.000000	0	1027	1120	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-03-09	12931	12758	168	34797921	Xylaria telfairii	Xylaria	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/495/065/GCA_022495065.1_Xyltel121673_1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_052576015.1	PRJNA1199946	SAMN45893040	JBLVQH000000000.1	reference genome	478975	478975	Binucleata daphniae	strain=BE-OM-3	na	latest	Contig	Major	Full	2025-09-12	ASM5257601v1	University of Basel	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/576/015/GCA_052576015.1_ASM5257601v1/	na	na	na	haploid	fungi	9578088	9578088	29.000000	0	31	31	University of Basel	Annotation submitted by University of Basel	2025-09-12	2908	2847	61	40857611	Binucleata daphniae	Binucleata				Microsporidia	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/576/015/GCA_052576015.1_ASM5257601v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051941935.1	PRJNA991097	SAMN36288537	JAVEBQ000000000.1	reference genome	479100	479100	Xanthocarpia ochracea	na	LIQ230CAOCH	latest	Contig	Major	Full	2025-08-12	KEW_Xaoc	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/935/GCA_051941935.1_KEW_Xaoc/	derived from metagenome	na	na	haploid	fungi	27370250	27370250	45.500000	0	639	639	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7623	7527	96	na	Xanthocarpia ochracea	Xanthocarpia	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/941/935/GCA_051941935.1_KEW_Xaoc//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_002850765.1	PRJNA334013	SAMN05446796	PKFW00000000.1	reference genome	482145	482145	Aspergillus taichungensis	strain=IBT 19404	na	latest	Scaffold	Major	Full	2018-01-03	Asptaic1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/765/GCA_002850765.1_Asptaic1/	na	assembly from type material	na	haploid	fungi	27121736	27117527	51.500000	0	310	352	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2018-01-03	9852	9689	162	na	Aspergillus taichungensis	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/765/GCA_002850765.1_Asptaic1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_025605225.1	PRJNA480223	SAMN09692763	QXEA00000000.1	reference genome	485427	485427	Geotrichum bryndzae	strain=LMA-1146	na	latest	Scaffold	Major	Full	2022-10-06	LMA-1146_V2	Universite Laval	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/605/225/GCA_025605225.1_LMA-1146_V2/	na	na	na	haploid	fungi	24407411	24114301	41.500000	0	486	1108	Universite Laval	Annotation submitted by Universite Laval	2022-10-06	5291	5176	115	na	Geotrichum bryndzae	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/605/225/GCA_025605225.1_LMA-1146_V2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_003184635.1	PRJNA235081	SAMN05660331	PSSZ00000000.1	reference genome	1448318	487660	Aspergillus sclerotiicarbonarius CBS 121057	strain=CBS 121057	na	latest	Scaffold	Major	Full	2018-06-04	Aspscle1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/635/GCA_003184635.1_Aspscle1/	na	assembly from type material	na	haploid	fungi	37621264	37594984	48.500000	0	166	277	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2018-06-12	12893	12569	320	na	Aspergillus sclerotiicarbonarius	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/184/635/GCA_003184635.1_Aspscle1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_003184765.1	PRJNA479915	SAMN05660730	PSTE00000000.1	reference genome	1448322	487661	Aspergillus aculeatinus CBS 121060	strain=CBS 121060	na	latest	Scaffold	Major	Full	2018-06-04	Aspacu1	DOE Joint Genome Institute	GCA_003184765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/765/GCF_003184765.1_Aspacu1/	na	assembly from type material	na	haploid	fungi	36471649	36442703	50.500000	0	121	325	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2025-09-16	12350	12024	323	na	Aspergillus aculeatinus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/184/765/GCF_003184765.1_Aspacu1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022984845.1	PRJNA583850	SAMN13172309	JAJJKC000000000.1	reference genome	490159	490159	Xylaria nigripes	strain=YMJ 653	na	latest	Contig	Major	Full	2022-04-14	Xylni1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/984/845/GCA_022984845.1_Xylni1/	na	na	na	haploid	fungi	34599847	34599847	48.500000	0	64	64	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-04-14	9013	8815	191	34797921	Xylaria nigripes	Xylaria	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/984/845/GCA_022984845.1_Xylni1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_003012105.1	PRJNA374046	SAMN06320351	PXOA00000000.1	na	490622	490622	Trichoderma arundinaceum	strain=IBT 40837	na	latest	Scaffold	Major	Full	2018-03-20	Trichoderma_arundinaceum_IBT40837_contigs	USDA, ARS, NCAUR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/105/GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs/	na	na	na	haploid	fungi	36872412	36864461	50.000000	0	1370	1527	USDA, ARS, NCAUR	Annotation submitted by USDA, ARS, NCAUR	2018-08-28	10473	10473	0	29649280	Trichoderma arundinaceum	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/012/105/GCA_003012105.1_Trichoderma_arundinaceum_IBT40837_contigs//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_036429605.1	PRJNA933814	SAMN33249331	JAVFKD000000000.1	reference genome	491253	491253	Cladobotryum mycophilum	strain=ATHUM6906	na	latest	Chromosome	Major	Full	2024-02-07	ASM3642960v1	National and Kapodistrian University of Athens (NKUA)	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/429/605/GCA_036429605.1_ASM3642960v1/	na	na	na	haploid	fungi	40603195	40602995	48.000000	4	15	17	National and Kapodistrian University of Athens (NKUA)	Annotation submitted by National and Kapodistrian University of Athens (NKUA)	2024-02-07	12609	12283	326	na	Cladobotryum mycophilum	Cladobotryum	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/429/605/GCA_036429605.1_ASM3642960v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022385655.1	PRJNA567306	SAMN12794378	JAJJJO000000000.1	reference genome	492091	492091	Xylaria intraflava	strain=YMJ 725	na	latest	Scaffold	Major	Full	2022-02-22	Xylint1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/385/655/GCA_022385655.1_Xylint1/	na	na	na	haploid	fungi	35932021	35928565	52.000000	0	438	577	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-04-06	10068	9861	199	34797921	Xylaria intraflava	Xylaria	Xylariaceae	Xylariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/385/655/GCA_022385655.1_Xylint1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_018397855.1	PRJNA702108	SAMN17925178	JAGFBS000000000.1	reference genome	495285	495285	Boletus reticuloceps	strain=BR01	na	latest	Contig	Major	Full	2021-05-18	ASM1839785v1	INRAE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/855/GCA_018397855.1_ASM1839785v1/	na	na	na	haploid	fungi	55833107	55833107	50.000000	0	126	126	INRAE	Annotation submitted by INRAE	2021-05-18	13323	13195	128	na	Boletus reticuloceps	Boletus	Boletaceae	Boletales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/855/GCA_018397855.1_ASM1839785v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_023343755.2	PRJNA858128	SAMN19014466	JAHUZD000000000.1	reference genome	497107	497107	Lodderomyces oxycetoniae	strain=CBS 10844	na	latest	Scaffold	Minor	Full	2022-05-12	ASM2334375v2	Barcelona Supercomputing Center	GCA_023343755.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/343/755/GCF_023343755.2_ASM2334375v2/	na	assembly from type material	na	haploid	fungi	12748657	12746247	38.000000	0	102	129	Barcelona Supercomputing Center	GCF_023343755.2-RS_2026_03	2026-03-04	4943	4895	26	35438177	Lodderomyces oxycetoniae	Lodderomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/343/755/GCF_023343755.2_ASM2334375v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_024610255.1	PRJNA895879	SAMN19014846	JAIHNF000000000.1	reference genome	497108	497108	Lodderomyces jiufengensis	strain=CBS 10846	na	latest	Scaffold	Major	Full	2022-08-10	ASM2461025v1	Barcelona Supercomputing Center	GCA_024610255.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/610/255/GCF_024610255.1_ASM2461025v1/	na	assembly from type material	na	haploid	fungi	13666317	13665735	27.000000	0	20	24	Barcelona Supercomputing Center	GCF_024610255.1-RS_2026_03	2026-03-04	5705	5671	26	21266473;35438177	Lodderomyces jiufengensis	Lodderomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/610/255/GCF_024610255.1_ASM2461025v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_024610245.1	PRJNA895878	SAMN19012335	JAIHNE000000000.1	reference genome	497109	497109	Lodderomyces pseudojiufengensis	strain=CBS 10847	na	latest	Scaffold	Major	Full	2022-08-10	ASM2461024v1	Barcelona Supercomputing Center	GCA_024610245.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/610/245/GCF_024610245.1_ASM2461024v1/	na	assembly from type material	na	haploid	fungi	13993769	13993313	28.000000	0	54	61	Barcelona Supercomputing Center	GCF_024610245.1-RS_2026_03	2026-03-04	5846	5808	26	35438177	Lodderomyces pseudojiufengensis	Lodderomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/610/245/GCF_024610245.1_ASM2461024v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_003013715.1	PRJNA535510	SAMN05379608	na	reference genome	498019	498019	Candidozyma auris	strain=B11220	na	latest	Complete Genome	Major	Full	2019-09-10	ASM301371v2	Centers for Disease Control and Prevention	GCA_003013715.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/013/715/GCF_003013715.1_ASM301371v2/	na	assembly from type material	na	haploid	fungi	12249773	12249773	45.500000	7	7	7	Centers for Disease Control and Prevention	Annotation submitted by Centers for Disease Control and Prevention	2025-12-15	5494	5327	163	30559369	Candidozyma auris	Candidozyma	Metschnikowiaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/013/715/GCF_003013715.1_ASM301371v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_013426205.1	PRJNA1128270	SAMN15394350	na	reference genome	500148	500148	Metarhizium brunneum	strain=4556	na	latest	Complete Genome	Major	Full	2020-07-20	ASM1342620v1	Swansea University	GCA_013426205.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/426/205/GCF_013426205.1_ASM1342620v1/	na	na	na	haploid	fungi	37771916	37771916	50.500000	7	7	7	Swansea University	Annotation submitted by Swansea University	2024-06-26	11555	11405	150	na	Metarhizium brunneum	Metarhizium	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/426/205/GCF_013426205.1_ASM1342620v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
refseq_fungi	GCF_050403365.1	PRJNA1312005	SAMD00735293	BAABVK000000000.1	reference genome	500713	500713	Sporobolomyces koalae	strain=JCM15063	na	latest	Contig	Major	Full	2024-05-01	S_koalae_JCM15063v1	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	GCA_050403365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/403/365/GCF_050403365.1_S_koalae_JCM15063v1/	na	assembly from type material	na	haploid	fungi	18348248	18348248	55.000000	0	157	157	Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	Annotation submitted by Laboratory of Yeast Systematics, Tokyos NODAI Research Institute, Tokyo University Of Agriculture	2025-08-31	6590	6590	0	na	Sporobolomyces koalae	Sporobolomyces	Sporidiobolaceae	Sporidiobolales	Microbotryomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/403/365/GCF_050403365.1_S_koalae_JCM15063v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_050703535.1	PRJNA712427	SAMN18260863	JBOZOC000000000.1	reference genome	504485	504485	Trichoderma pleuroticola	strain=CBS 121217	na	latest	Scaffold	Major	Full	2025-06-03	Trichpleur1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/703/535/GCA_050703535.1_Trichpleur1/	na	na	na	haploid	fungi	40720968	40716729	48.000000	0	78	240	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2025-06-03	12948	12747	201	na	Trichoderma pleuroticola	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/703/535/GCA_050703535.1_Trichpleur1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_033439685.1	PRJNA370049	SAMN06296149	JAUEDM000000000.1	reference genome	516989	516989	Apodospora peruviana	strain=CBS 118394	na	latest	Contig	Major	Full	2023-11-08	Apope1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/685/GCA_033439685.1_Apope1/	na	na	na	haploid	fungi	42017045	42017045	53.000000	0	36	36	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2023-11-08	13822	13444	369	37820761	Apodospora peruviana	Apodospora	Lasiosphaeriaceae	Sordariales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/685/GCA_033439685.1_Apope1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_022376525.1	PRJNA345707	SAMN05878243	WTXL00000000.1	reference genome	517384	517384	Russula vinacea	strain=BPL710	na	latest	Contig	Major	Full	2022-02-23	Rusvin1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/376/525/GCA_022376525.1_Rusvin1/	na	na	na	haploid	fungi	43280073	43280073	51.000000	0	824	824	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2022-02-23	12776	12674	85	34861049	Russula vinacea	Russula	Russulaceae	Russulales	Agaricomycetes	Basidiomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/376/525/GCA_022376525.1_Rusvin1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_054948885.1	PRJNA1081016	SAMN40207456	JBTAFJ000000000.1	reference genome	519963	519963	Elaphomyces granulatus	strain=Maridalen	na	latest	Contig	Major	Full	2026-02-06	ASM5494888v1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/948/885/GCA_054948885.1_ASM5494888v1/	na	na	na	haploid	fungi	79188154	79188154	46.000000	0	52	52	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2026-02-06	15288	15288	0	na	Elaphomyces granulatus	Elaphomyces	Elaphomycetaceae	Eurotiales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/948/885/GCA_054948885.1_ASM5494888v1//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_023646655.1	PRJNA783777	SAMN23453445	JALAIP000000000.1	reference genome	520571	520571	Caloplaca aegaea	na	LIQ143CAAG	latest	Contig	Major	Full	2022-06-02	KEW_Caeg	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/655/GCA_023646655.1_KEW_Caeg/	derived from metagenome	na	na	haploid	fungi	31480884	31480884	43.500000	0	6484	6484	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2022-06-02	7624	7577	47	36634008	Caloplaca aegaea	Caloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/655/GCA_023646655.1_KEW_Caeg//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_023646255.1	PRJNA783777	SAMN23451935	JALAIC000000000.1	reference genome	520572	520572	Caloplaca aetnensis	na	LIQ82CAATT	latest	Contig	Major	Full	2022-06-02	KEW_Caet	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/255/GCA_023646255.1_KEW_Caet/	derived from metagenome	na	na	haploid	fungi	31894861	31894861	49.500000	0	2772	2772	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2022-06-02	9134	9088	46	36634008	Caloplaca aetnensis	Caloplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/255/GCA_023646255.1_KEW_Caet//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942365.1	PRJNA991097	SAMN36288551	JAVECE000000000.1	reference genome	520600	520600	Seirophora scorigena	na	LIQ250SESC	latest	Contig	Major	Full	2025-08-12	KEW_Sesc	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/365/GCA_051942365.1_KEW_Sesc/	derived from metagenome	na	na	haploid	fungi	47987837	47987837	40.000000	0	2481	2481	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	7389	7286	103	na	Seirophora scorigena	Seirophora	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/365/GCA_051942365.1_KEW_Sesc//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051942045.1	PRJNA991097	SAMN36288530	JAVEBJ000000000.1	reference genome	522353	522353	Flavoplaca austrocitrina	na	LIQ221CAAUS	latest	Contig	Major	Full	2025-08-12	KEW_Flau	Royal Botanic Gardens Kew	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/045/GCA_051942045.1_KEW_Flau/	derived from metagenome	na	na	haploid	fungi	40500640	40500640	46.000000	0	12647	12647	Royal Botanic Gardens Kew	Annotation submitted by Royal Botanic Gardens Kew	2025-08-12	11423	11200	223	na	Flavoplaca austrocitrina	Flavoplaca	Teloschistaceae	Teloschistales	Lecanoromycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/942/045/GCA_051942045.1_KEW_Flau//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_900006135.1	PRJEB9675	SAMEA3498578	CXWN00000000.1	reference genome	522358	522358	Debaryomyces tyrocola	na	CLIB540	latest	Scaffold	Major	Full	2023-06-12	D_tyrocola_PRJEB9675	Genoscope CEA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/135/GCA_900006135.1_D_tyrocola_PRJEB9675/	na	assembly from type material	na	haploid	fungi	12391882	12217860	36.000000	0	42	129	Genoscope CEA	Annotation submitted by Genoscope CEA	2023-06-09	6747	6747	0	na	Debaryomyces tyrocola	Debaryomyces	Debaryomycetaceae	Serinales	Pichiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/135/GCA_900006135.1_D_tyrocola_PRJEB9675//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
genbank_fungi	GCA_051944165.2	PRJNA1260449	SAMN48434514	JBOITA000000000.2	na	523103	523103	Trichophyton mentagrophytes	strain=CBS 435.73	na	latest	Scaffold	Major	Full	2026-03-15	ASM5194416v2	SkinScience, Zealand University Hospital	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/944/165/GCA_051944165.2_ASM5194416v2/	na	na	na	haploid	fungi	21976875	21975576	49.000000	0	533	559	SkinScience, Zealand University Hospital	Annotation submitted by SkinScience, Zealand University Hospital	2026-03-15	7513	7422	91	40585268	Trichophyton mentagrophytes	Trichophyton	Arthrodermataceae	Onygenales	Eurotiomycetes	Ascomycota	Fungi	Eukaryota	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/944/165/GCA_051944165.2_ASM5194416v2//_protein.faa.gz	candidate_only_availability_and_quality_unverified	Annotated latest assembly; prefer reference then RefSeq then assembly level then release date. Quality reassessment can replace this choice.
