reviewed_group_id	representative_input_id	models	unique_sequences	taxa	outgroup_taxa	markers	sources	edge_scope	biological_family_status
RG_M011960	M011960	14	14	14	0	4896098at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M011993	M011993	2	2	2	1	4999134at2759	AlphaFold	representative_star_only	not_established
RG_M011997	M011997	1	1	2	0	5004118at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M011999	M011999	1	1	1	0	5005274at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012028	M012028	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012034	M012034	1	1	2	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012038	M012038	1	1	2	0	538728at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012045	M012045	108	108	109	1	5000152at2759	AlphaFold	representative_star_only	not_established
RG_M012061	M012061	1	1	1	0	4908955at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012065	M012065	1	1	1	1	538728at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012069	M012069	1	1	1	0	5013726at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012075	M012075	2	2	2	0	4940884at2759	AlphaFold	representative_star_only	not_established
RG_M012090	M012090	1	1	1	0	5005697at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012109	M012109	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012130	M012130	2	2	2	0	5000743at2759	AlphaFold	representative_star_only	not_established
RG_M012138	M012138	1	1	1	0	4900375at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012163	M012163	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012164	M012164	3	3	3	0	4975094at2759	AlphaFold	representative_star_only	not_established
RG_M012172	M012172	2	2	2	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M012183	M012183	1	1	1	0	4803900at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012207	M012207	3	3	3	0	5006412at2759	AlphaFold	representative_star_only	not_established
RG_M012220	M012220	1	1	1	0	4867008at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012267	M012267	1	1	1	0	727964at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012278	M012278	10	10	10	0	3643464at2759	AlphaFold	representative_star_only	not_established
RG_M012280	M012280	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012295	M012295	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012341	M012341	1	1	1	0	4896098at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012343	M012343	1	1	1	0	2852757at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012345	M012345	108	108	109	1	4983000at2759;5015876at2759	AlphaFold	representative_star_only	not_established
RG_M012351	M012351	1	1	1	0	5000986at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012366	M012366	1	1	1	0	4986044at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012372	M012372	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012378	M012378	2	2	2	0	5003972at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012394	M012394	1	1	1	0	4940884at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012459	M012459	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012475	M012475	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012491	M012491	2	2	2	0	5001318at2759	AlphaFold	representative_star_only	not_established
RG_M012501	M012501	2	2	2	0	4970387at2759	AlphaFold	representative_star_only	not_established
RG_M012502	M012502	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012507	M012507	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012509	M012509	2	2	2	0	260326at2759	AlphaFold	representative_star_only	not_established
RG_M012513	M012513	37	37	37	0	5014007at2759	AlphaFold	representative_star_only	not_established
RG_M012529	M012529	3	3	3	0	801816at2759	AlphaFold	representative_star_only	not_established
RG_M012530	M012530	1	1	1	0	5017019at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012539	M012539	100	100	101	0	4969636at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012541	M012541	94	94	96	0	5003856at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012546	M012546	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012575	M012575	73	73	74	0	540946at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012584	M012584	81	81	81	0	4810093at2759	AlphaFold	representative_star_only	not_established
RG_M012595	M012595	84	84	85	0	160487at2759;4911644at2759	AlphaFold	representative_star_only	not_established
RG_M012602	M012602	108	108	109	0	727964at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012614	M012614	1	1	1	0	4803900at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012621	M012621	22	22	26	0	4867008at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012623	M012623	2	2	2	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M012624	M012624	21	21	21	1	4838864at2759	AlphaFold	representative_star_only	not_established
RG_M012625	M012625	5	5	5	0	5004118at2759	AlphaFold	representative_star_only	not_established
RG_M012661	M012661	1	1	1	1	5004599at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012674	M012674	1	1	1	0	5001318at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012675	M012675	1	1	1	0	4976279at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012683	M012683	2	2	2	0	4747214at2759	AlphaFold	representative_star_only	not_established
RG_M012697	M012697	1	1	1	0	5001734at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012698	M012698	4	4	4	0	5001941at2759	AlphaFold	representative_star_only	not_established
RG_M012723	M012723	5	5	5	2	5001156at2759	AlphaFold	representative_star_only	not_established
RG_M012736	M012736	1	1	1	0	5011777at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012744	M012744	1	1	1	0	5005215at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012773	M012773	3	3	3	0	4810093at2759	AlphaFold	representative_star_only	not_established
RG_M012787	M012787	2	2	2	0	5015876at2759	AlphaFold	representative_star_only	not_established
RG_M012790	M012790	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012796	M012796	15	15	15	0	5000371at2759	AlphaFold	representative_star_only	not_established
RG_M012800	M012800	19	19	20	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012802	M012802	1	1	1	0	5005010at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012814	M012814	3	3	3	0	5013738at2759	AlphaFold	representative_star_only	not_established
RG_M012817	M012817	101	101	101	0	5015403at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012821	M012821	1	1	1	0	4813267at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012853	M012853	4	4	4	0	5005274at2759	AlphaFold	representative_star_only	not_established
RG_M012887	M012887	1	1	1	0	5005750at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012888	M012888	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012893	M012893	1	1	1	0	4867008at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012909	M012909	2	2	2	0	4986044at2759	AlphaFold	representative_star_only	not_established
RG_M012924	M012924	7	7	7	1	760428at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M012930	M012930	2	2	2	0	5001473at2759	AlphaFold	representative_star_only	not_established
RG_M012970	M012970	1	1	1	0	5006412at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012975	M012975	1	1	1	0	5003856at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M012999	M012999	1	1	1	0	4613677at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M013017	M013017	2	2	2	0	5005174at2759	AlphaFold	representative_star_only	not_established
RG_M013044	M013044	2	2	2	0	4843240at2759	AlphaFold	representative_star_only	not_established
RG_M013046	M013046	1	1	1	0	5003856at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M013061	M013061	1	1	1	0	4838864at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M013088	M013088	3	3	5	0	5005010at2759	AlphaFold	representative_star_only	not_established
RG_M013089	M013089	2	2	2	0	707076at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013113	M013113	1	1	1	0	530740at2759	AlphaFold	no_retained_nonself_edge	not_established
RG_M013158	M013158	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013160	M013160	1	1	1	0	5004265at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013162	M013162	1	1	1	0	5005274at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013167	M013167	9	9	9	0	260326at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013169	M013169	1	1	1	0	5013726at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013182	M013182	1	1	1	0	5005750at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013191	M013191	2	2	3	0	4803900at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013192	M013192	130	130	125	0	260326at2759;4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013201	M013201	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013206	M013206	3	3	3	0	554735at2759	ESMFold	representative_star_only	not_established
RG_M013209	M013209	2	2	2	0	5001734at2759	ESMFold	representative_star_only	not_established
RG_M013215	M013215	1	1	1	0	5001413at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013217	M013217	3	3	3	0	4974767at2759	ESMFold	representative_star_only	not_established
RG_M013221	M013221	2	2	2	0	5013259at2759	ESMFold	representative_star_only	not_established
RG_M013224	M013224	8	8	13	0	4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013227	M013227	2	2	2	0	4803900at2759	ESMFold	representative_star_only	not_established
RG_M013228	M013228	4	4	4	0	5001734at2759	ESMFold	representative_star_only	not_established
RG_M013229	M013229	1	1	1	0	801816at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013234	M013234	2	2	2	0	4613677at2759	ESMFold	representative_star_only	not_established
RG_M013236	M013236	2	2	2	0	4613677at2759	ESMFold	representative_star_only	not_established
RG_M013237	M013237	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013238	M013238	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013239	M013239	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013240	M013240	1	1	1	0	4803900at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013241	M013241	1	1	1	0	5003856at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013250	M013250	1	1	1	0	5005274at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013258	M013258	2	2	2	0	801816at2759	ESMFold	representative_star_only	not_established
RG_M013259	M013259	4	4	4	0	4896098at2759	ESMFold	representative_star_only	not_established
RG_M013265	M013265	2	2	2	0	530740at2759	ESMFold	representative_star_only	not_established
RG_M013272	M013272	19	19	19	0	4896098at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013282	M013282	3	3	3	0	207567at2759	ESMFold	representative_star_only	not_established
RG_M013283	M013283	3	3	3	0	5002573at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013303	M013303	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013304	M013304	8	8	9	0	5005750at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013312	M013312	4	4	4	0	4747214at2759	ESMFold	representative_star_only	not_established
RG_M013314	M013314	2	2	2	0	5004118at2759	ESMFold	representative_star_only	not_established
RG_M013315	M013315	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013325	M013325	1	1	1	0	541070at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013327	M013327	1	1	1	0	4977163at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013350	M013350	1	1	1	0	4747214at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013351	M013351	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013353	M013353	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013358	M013358	10	10	11	0	4843824at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013360	M013360	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013365	M013365	1	1	1	0	5005750at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013366	M013366	3	3	3	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013379	M013379	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013382	M013382	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013384	M013384	6	6	6	0	5001473at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013385	M013385	2	2	2	0	5004118at2759	ESMFold	representative_star_only	not_established
RG_M013387	M013387	3	3	3	0	4867008at2759	ESMFold	representative_star_only	not_established
RG_M013390	M013390	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013391	M013391	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013393	M013393	2	2	2	0	5005174at2759	ESMFold	representative_star_only	not_established
RG_M013397	M013397	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013402	M013402	2	2	2	0	5005174at2759	ESMFold	representative_star_only	not_established
RG_M013404	M013404	1	1	1	0	4970387at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013412	M013412	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013421	M013421	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013422	M013422	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013424	M013424	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013430	M013430	35	35	35	0	4977163at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013436	M013436	1	1	1	0	4896098at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013437	M013437	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013446	M013446	2	2	2	0	201273at2759	ESMFold	representative_star_only	not_established
RG_M013452	M013452	2	2	2	0	5001413at2759	ESMFold	representative_star_only	not_established
RG_M013455	M013455	3	3	3	0	5005010at2759	ESMFold	representative_star_only	not_established
RG_M013456	M013456	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013458	M013458	5	5	5	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013462	M013462	1	1	1	0	5004265at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013470	M013470	1	1	1	0	4896098at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013471	M013471	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013477	M013477	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013486	M013486	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013487	M013487	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013489	M013489	1	1	1	0	776280at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013499	M013499	2	2	2	0	4803900at2759	ESMFold	representative_star_only	not_established
RG_M013501	M013501	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013503	M013503	2	2	2	0	4613677at2759	ESMFold	representative_star_only	not_established
RG_M013508	M013508	1	1	1	0	201273at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013509	M013509	61	61	62	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013510	M013510	77	77	84	1	115730at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013513	M013513	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013519	M013519	1	1	1	0	4983000at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013521	M013521	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013524	M013524	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013526	M013526	1	1	1	0	5005697at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013532	M013532	2	2	2	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013535	M013535	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013537	M013537	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013539	M013539	216	216	236	1	207567at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013557	M013557	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013559	M013559	5	5	5	0	4896098at2759	ESMFold	representative_star_only	not_established
RG_M013561	M013561	1	1	1	0	530740at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013565	M013565	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013567	M013567	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013574	M013574	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013580	M013580	1	1	1	0	5013738at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013581	M013581	2	2	2	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013587	M013587	1	1	1	0	5013726at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013588	M013588	30	30	32	0	801816at2759	ESMFold	representative_star_only	not_established
RG_M013590	M013590	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013593	M013593	1	1	1	0	4896098at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013594	M013594	1	1	1	0	4803900at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013596	M013596	82	82	82	1	4867008at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013597	M013597	1	1	1	0	4970387at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013599	M013599	1	1	1	0	4970387at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013605	M013605	1	1	1	0	530740at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013607	M013607	2	2	2	0	4896098at2759	ESMFold	representative_star_only	not_established
RG_M013612	M013612	2	2	2	0	5013259at2759	ESMFold	representative_star_only	not_established
RG_M013613	M013613	2	2	2	0	201273at2759	ESMFold	representative_star_only	not_established
RG_M013614	M013614	3	3	3	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013616	M013616	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013617	M013617	1	1	1	0	707076at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013622	M013622	7	7	7	0	5005010at2759	ESMFold	representative_star_only	not_established
RG_M013624	M013624	1	1	1	0	5001318at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013629	M013629	2	2	2	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013635	M013635	1	1	1	0	129234at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013636	M013636	4	4	4	0	201273at2759	ESMFold	representative_star_only	not_established
RG_M013640	M013640	1	1	1	0	5004265at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013642	M013642	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013644	M013644	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013645	M013645	1	1	1	0	4837017at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013647	M013647	2	2	2	0	5005010at2759	ESMFold	representative_star_only	not_established
RG_M013651	M013651	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013662	M013662	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013665	M013665	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013668	M013668	1	1	1	0	4843824at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013682	M013682	1	1	1	0	201273at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013687	M013687	28	28	28	0	707076at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013692	M013692	2	2	2	0	4900375at2759	ESMFold	representative_star_only	not_established
RG_M013696	M013696	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013697	M013697	1	1	1	0	5004265at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013698	M013698	7	7	7	0	5001734at2759	ESMFold	representative_star_only	not_established
RG_M013704	M013704	1	1	1	0	530740at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013706	M013706	16	16	16	1	352891at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013707	M013707	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013712	M013712	3	3	3	0	5005174at2759	ESMFold	representative_star_only	not_established
RG_M013716	M013716	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013719	M013719	2	2	2	0	4896098at2759	ESMFold	representative_star_only	not_established
RG_M013721	M013721	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013722	M013722	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013728	M013728	2	2	2	0	4900375at2759	ESMFold	representative_star_only	not_established
RG_M013734	M013734	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013739	M013739	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013740	M013740	3	3	3	0	5005750at2759	ESMFold	representative_star_only	not_established
RG_M013743	M013743	13	13	13	0	4976279at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013748	M013748	2	2	2	0	4896098at2759	ESMFold	representative_star_only	not_established
RG_M013752	M013752	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013760	M013760	2	2	2	0	4974767at2759	ESMFold	representative_star_only	not_established
RG_M013763	M013763	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013764	M013764	2	2	2	0	4803900at2759	ESMFold	representative_star_only	not_established
RG_M013767	M013767	2	2	2	0	5013259at2759	ESMFold	representative_star_only	not_established
RG_M013768	M013768	1	1	1	0	5004118at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013774	M013774	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013775	M013775	4	4	4	0	5013259at2759	ESMFold	representative_star_only	not_established
RG_M013778	M013778	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013786	M013786	2	2	2	0	5015876at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013789	M013789	1	1	1	0	5005750at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013796	M013796	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013799	M013799	4	4	4	0	5005010at2759	ESMFold	representative_star_only	not_established
RG_M013802	M013802	2	2	2	0	5004118at2759	ESMFold	representative_star_only	not_established
RG_M013804	M013804	1	1	1	0	5013726at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013806	M013806	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013809	M013809	31	31	31	0	129234at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013810	M013810	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013814	M013814	1	1	1	0	5005274at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013824	M013824	8	8	10	0	5003972at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013825	M013825	9	9	9	0	5013726at2759	ESMFold	representative_star_only	not_established
RG_M013826	M013826	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013832	M013832	1	1	1	0	5000452at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013833	M013833	1	1	1	0	129234at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013834	M013834	2	2	2	0	5004265at2759	ESMFold	representative_star_only	not_established
RG_M013846	M013846	3	3	3	0	5001473at2759	ESMFold	representative_star_only	not_established
RG_M013848	M013848	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013849	M013849	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013850	M013850	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013851	M013851	1	1	1	0	5005750at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013860	M013860	15	15	15	0	4803900at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013870	M013870	2	2	2	0	5004118at2759	ESMFold	representative_star_only	not_established
RG_M013879	M013879	1	1	3	0	4803900at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013880	M013880	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013881	M013881	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013886	M013886	1	1	1	0	5005750at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013888	M013888	41	41	41	0	4977163at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013891	M013891	3	3	3	0	5015712at2759	ESMFold	representative_star_only	not_established
RG_M013913	M013913	1	1	1	0	4974767at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013919	M013919	1	1	1	0	5001473at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013921	M013921	1	1	1	0	5013259at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013928	M013928	2	2	2	0	115730at2759	ESMFold	representative_star_only	not_established
RG_M013933	M013933	2	2	2	0	5001318at2759	ESMFold	representative_star_only	not_established
RG_M013935	M013935	2	2	2	0	5001318at2759	ESMFold	representative_star_only	not_established
RG_M013941	M013941	8	8	8	0	5001156at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013943	M013943	1	1	1	0	5001273at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013944	M013944	2	2	2	0	4803900at2759	ESMFold	representative_star_only	not_established
RG_M013945	M013945	4	4	4	0	4969636at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013955	M013955	1	1	1	0	5005010at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013957	M013957	1	1	1	0	5001318at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013958	M013958	1	1	1	0	5005174at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013969	M013969	2	2	2	0	5001273at2759	ESMFold	representative_star_only	not_established
RG_M013970	M013970	4	4	4	0	4803900at2759	ESMFold	representative_star_only	not_established
RG_M013971	M013971	1	1	1	0	4970387at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013976	M013976	1	1	1	0	4969636at2759	ESMFold	no_retained_nonself_edge	not_established
RG_M013981	M013981	6	6	7	0	4970387at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013984	M013984	2	2	2	0	4970387at2759	AlphaFold;ESMFold	representative_star_only	not_established
RG_M013985	M013985	1	1	1	0	4613677at2759	ESMFold	no_retained_nonself_edge	not_established
