model_name	model_id	version	sequence_sha256	length	valid_states	invalid_states	valid_focal_plddt70	valid_feature_plddt70	valid_feature_plddt70_pae10	encoding_path	encoding_sha256
AF-A0A1E4U3G2-F1-v6	AF-A0A1E4U3G2-F1	6	5d6522e02429da976bf3fc90f53b429639d4a82482672b77f5cbeae18e499093	464	462	2	405	379	379	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U3G2-F1-v6.npz	673a0b5bd08a37d81a90bcd6bdc5472aff2f174538ba46809e0efe2028f71c68
AF-A0A1E4U3K2-F1-v6	AF-A0A1E4U3K2-F1	6	890a3943e7a2c4c66dd57ce66ad6ac52abb40ec3ddaf22d98af718b952914905	265	263	2	201	186	186	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U3K2-F1-v6.npz	349b7f0d72185757bbe546891795953ab8fc05fb06422157758ae7a6125ecb10
AF-A0A1E4U3L3-F1-v6	AF-A0A1E4U3L3-F1	6	f521ab19306192bb359ed4dabcf8b776dbe4de912d2c2c97561bba4749850b3a	255	253	2	251	247	247	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U3L3-F1-v6.npz	f5c35371e191737f7c988da254554a01994eaf8834a579895467b1d28e022341
AF-A0A1E4U3P4-F1-v6	AF-A0A1E4U3P4-F1	6	2408c0aaa42e9040c02f0a07ff1ae4c887dc7a11b152c734289c9eacef8b5590	300	298	2	289	282	282	results/structural_alphabet/audited-marker-v2/AF-A0A1E4U3P4-F1-v6.npz	0097f3909b6ed9b7215fb465c6a75a3767a4874025ef9114cea55dc8c103eeb2
AF-A0A1J7I3I9-F1-v6	AF-A0A1J7I3I9-F1	6	c8712a9ebb7d3a3887092f324393e534a39d386b774292efb3a247da7e11c029	251	249	2	211	198	198	results/structural_alphabet/audited-marker-v2/AF-A0A1J7I3I9-F1-v6.npz	af5d3b49c4c0419d0e648ac5cb75f2b79b9ce23ea48cb482d12f34aba8f6879a
AF-A0A1J7I9D8-F1-v6	AF-A0A1J7I9D8-F1	6	7565ab5e7527aa159ccbd195e543846b5c5d8df45a970acb49d5533eb0d17afc	1081	1079	2	776	686	686	results/structural_alphabet/audited-marker-v2/AF-A0A1J7I9D8-F1-v6.npz	6b12284a36596082f18d39819ff1827e1e056739afe8274a542d2685d06ae241
AF-A0A1J9QIH6-F1-v6	AF-A0A1J9QIH6-F1	6	a08a58e58ec74c336f46c07ad7b6ae1c2d72d93e7e9409bf32743ab58ccf3bf0	341	339	2	288	276	276	results/structural_alphabet/audited-marker-v2/AF-A0A1J9QIH6-F1-v6.npz	83cdf52c70dbbf6d9df70f5c31ca60a792151a1629096ab563c07eeb662d65bd
AF-A0A1J9QKD4-F1-v6	AF-A0A1J9QKD4-F1	6	497cd6ff47faeafa00c89e29a64142780b8bb6f279f350179a46335f688d890d	1065	1063	2	483	385	385	results/structural_alphabet/audited-marker-v2/AF-A0A1J9QKD4-F1-v6.npz	f9ba095b152b3feef28704f81f2c37119d63a6291f7bdbf3108ba4c2fe856184
AF-A0A1U7LGI3-F1-v6	AF-A0A1U7LGI3-F1	6	99e90e3aa818a5d6f1a6938c9c86b4d3f9ce559327f5dd0ed3d14b7d76882a02	333	331	2	296	288	288	results/structural_alphabet/audited-marker-v2/AF-A0A1U7LGI3-F1-v6.npz	d977620ffb2eec4bfa8f929027386df6f885dd7db7f0f73bee86b7d27a86a6d9
AF-A0A1U7LGR4-F1-v6	AF-A0A1U7LGR4-F1	6	17f1a89b6fe883d19f79b58009734851793d588570251c32f77a08f572ae048e	381	379	2	208	168	168	results/structural_alphabet/audited-marker-v2/AF-A0A1U7LGR4-F1-v6.npz	9da175d71903b63d1ed7ce352233fa2ce642faf2f839e43e86989f7e3767606c
AF-A0A1V8S898-F1-v6	AF-A0A1V8S898-F1	6	8114abd1a0b710c33ca142666857493e71fa36cad5401904796cdc238eb702cb	612	610	2	312	264	264	results/structural_alphabet/audited-marker-v2/AF-A0A1V8S898-F1-v6.npz	03ac6ffbe66ddf4b7b54e61362834f765c60b220551200d4b0df1e370b33741c
AF-A0A1V8S8A5-F1-v6	AF-A0A1V8S8A5-F1	6	26cd3bc382fd9276224cf95c61267d6ef1e0f7c5ad4a2a0602b50cc36a82d2b0	118	116	2	107	102	102	results/structural_alphabet/audited-marker-v2/AF-A0A1V8S8A5-F1-v6.npz	a920e1c27edf42a35abdb449429606f8536ae7de37d2e5d1ba903a91c0d82514
AF-A0A1V8S9B1-F1-v6	AF-A0A1V8S9B1-F1	6	c9ebd0d2b5837732fa207eb003b99bbe4f5c7e701fb33be26f204eb606f0a393	402	400	2	376	356	356	results/structural_alphabet/audited-marker-v2/AF-A0A1V8S9B1-F1-v6.npz	2e4a3106309c6f0ed3a3332a03fdc425298cf2e57c2a4721dd4da3364502ede2
AF-A0A1Y2D651-F1-v6	AF-A0A1Y2D651-F1	6	09fe45c7bef612d32ee75fed8d85d72040a2a13980fcc2a80be182c16950fd85	496	494	2	392	357	357	results/structural_alphabet/audited-marker-v2/AF-A0A1Y2D651-F1-v6.npz	792236daa4fd21a54c6cc28e99776296c5ba97352c34af1b270aba5cf73e23ff
AF-A0A1Y2D6P2-F1-v6	AF-A0A1Y2D6P2-F1	6	b2e98d2f51e779dc58ec5e6d500069c692ccca366ec5d081266f40be65ea83be	192	190	2	177	168	168	results/structural_alphabet/audited-marker-v2/AF-A0A1Y2D6P2-F1-v6.npz	3c7e2fad92e69cff053a978e1f724a2868f04833615acd374b8f417696bf6df0
AF-A0A1Y2D714-F1-v6	AF-A0A1Y2D714-F1	6	aab33950575e9ef9d3a63c2118b72859bf282ae043ee02ff841a42d297c52c14	444	442	2	442	441	441	results/structural_alphabet/audited-marker-v2/AF-A0A1Y2D714-F1-v6.npz	3a0a2eacbbe4a656ac06dd6fba690f7d2946ad7e1a485ead9cc24381b170089c
AF-A0A2G5GQ72-F1-v6	AF-A0A2G5GQ72-F1	6	9eacb205cc3b69f00f7f7e9b522e8e56fc4b87aeb124008a99d404bb9d7c2765	340	338	2	323	316	315	results/structural_alphabet/audited-marker-v2/AF-A0A2G5GQ72-F1-v6.npz	f01be770a59e79b647f89e01c483acd41124d38633543fe68a052a8e625fd235
AF-A0A2G5H7E2-F1-v6	AF-A0A2G5H7E2-F1	6	bba06015e4bf7f8d57b327d54424f758bd6512720f1fb0ad842cff94bb3fbc46	326	324	2	308	298	296	results/structural_alphabet/audited-marker-v2/AF-A0A2G5H7E2-F1-v6.npz	c4ea46dc28b568d48867c2ff90fc8569c27d662589f7b0166c2cb9bdbbda38d9
AF-A0A2G5H7F1-F1-v6	AF-A0A2G5H7F1-F1	6	28d177b48c7965c217bed5a36074fcc480dc5dcc9f70b043c496026046a459c0	969	967	2	608	515	515	results/structural_alphabet/audited-marker-v2/AF-A0A2G5H7F1-F1-v6.npz	ee40f7abe66002b589ba5c814c2d3cc12481fe720a85e74a07d2c890b57aa23f
AF-A0A2K1QFR6-F1-v6	AF-A0A2K1QFR6-F1	6	0c5f30039d721592115ed87a15d77a6681590f57ea4353b2aa208855fbf4ae5b	701	699	2	428	393	393	results/structural_alphabet/audited-marker-v2/AF-A0A2K1QFR6-F1-v6.npz	bc7f5ec4a2d10999802768e6ea06e4ea08cacb8c3a94019a98ac3d27c083c54a
AF-A0A2K1QFU7-F1-v6	AF-A0A2K1QFU7-F1	6	150f1a47c2a0efe3fcb894a4e91d9ce3635613e6be4abc88c1218ae67ad19088	261	259	2	191	173	168	results/structural_alphabet/audited-marker-v2/AF-A0A2K1QFU7-F1-v6.npz	5e6a43ce4534cf1e42241af84835f67ae93fec5267dabd7d0004088145dad81d
AF-A0A2T3AP17-F1-v6	AF-A0A2T3AP17-F1	6	d8781057cbc91b507878b3128ea84e6e242ef193d39902019be2680ed37b8ecc	1119	1117	2	1032	978	977	results/structural_alphabet/audited-marker-v2/AF-A0A2T3AP17-F1-v6.npz	05363bab765db2b78fe723325e7ec6247c8f3a5af0f41b8cd9b8d0215ae88c90
AF-A0A2T3AP83-F1-v6	AF-A0A2T3AP83-F1	6	b31df2beba63a4f820f4e62ae24394ef26bcc0cdf944ae42a21c4f629b5da36a	448	446	2	368	365	365	results/structural_alphabet/audited-marker-v2/AF-A0A2T3AP83-F1-v6.npz	5b529fcdc4f0d34743825a2d79e6c31238a5b9a4002d441fb0051c65b74e169e
AF-A0A2T3YS86-F1-v6	AF-A0A2T3YS86-F1	6	b5d9c3804f0520197b7fd09ede0b5d48fde8f4e176f6cf2eb56462bc6f455305	906	904	2	827	808	806	results/structural_alphabet/audited-marker-v2/AF-A0A2T3YS86-F1-v6.npz	c826e1d4f734ad0eccccc8a4e72beb40c187c735481cfc3203b16be60c98ce11
AF-A0A2T3YSN2-F1-v6	AF-A0A2T3YSN2-F1	6	ca45307ae8793b5cb2e3b3f5eb83f31aad2e5ea4ef6b56da624e3bd492f05b7b	185	183	2	181	177	177	results/structural_alphabet/audited-marker-v2/AF-A0A2T3YSN2-F1-v6.npz	ed59f2e92a4e542a257aca97e511b7ba413db81b042c48c86195bf717e380b69
AF-A0A2T3YUY1-F1-v6	AF-A0A2T3YUY1-F1	6	413ba37a3bcc11f2b737045d93280ae682a7a35cc08260a68332972b8dd4caf4	661	659	2	441	397	397	results/structural_alphabet/audited-marker-v2/AF-A0A2T3YUY1-F1-v6.npz	51447902a02419d93b883d6a731de8b1424e40d0f6f77293439cd414070ed871
AF-A0A2T3ZS51-F1-v6	AF-A0A2T3ZS51-F1	6	2ee6f989e469d96dc585584d383e7ca635fb53d7dbfb03f6985f3d95d19be552	408	406	2	351	317	316	results/structural_alphabet/audited-marker-v2/AF-A0A2T3ZS51-F1-v6.npz	2f37e0c79aefc3c2ff30677eb0e5cbbd8a93f3c57349d1cc18445686dbc92919
AF-A0A2T3ZSG3-F1-v6	AF-A0A2T3ZSG3-F1	6	9a8cd2e8435d709ad350d134bea30abfcda6c958d0f65f6651ea0e487c64f46f	952	950	2	614	534	534	results/structural_alphabet/audited-marker-v2/AF-A0A2T3ZSG3-F1-v6.npz	2e1186d51f7a507980e87cbe6801105c7a0d2191a9b96abaab96cc7ef74d0214
AF-A0A2T4AXG8-F1-v6	AF-A0A2T4AXG8-F1	6	3bba7eeaebb7f542cea14f071df1d896e93e629c90c527ef59e483d4f4952fa6	308	306	2	247	235	235	results/structural_alphabet/audited-marker-v2/AF-A0A2T4AXG8-F1-v6.npz	26e64d71f7e7008d23bc03e4a21188db83f423ee4e0ff02955202c566d950775
AF-A0A2T4AXU1-F1-v6	AF-A0A2T4AXU1-F1	6	d9f294152e33897721698e792d76474f4580190fa61841abe2b243d0a05c5d7b	625	623	2	328	283	283	results/structural_alphabet/audited-marker-v2/AF-A0A2T4AXU1-F1-v6.npz	78b199f00a5c3903eeab19d9687fc0b052f5b828d26f818a321d1af9fe6f828f
AF-A0A370T8W7-F1-v6	AF-A0A370T8W7-F1	6	1ba181d0d2a2dd0233f8d5a83c7a8cfb108a7bea1456770f904bd283b60defae	590	588	2	421	384	384	results/structural_alphabet/audited-marker-v2/AF-A0A370T8W7-F1-v6.npz	5fb520cedbc5c317c1beb452b1a4e4a4b09f20922ef701b6a065ec227a97670d
AF-A0A370T8X0-F1-v6	AF-A0A370T8X0-F1	6	b8563245b9f240ef3be70620d51f0567c37a3ff7f4c0b20e93e3e73f8f78bfb3	242	240	2	201	188	187	results/structural_alphabet/audited-marker-v2/AF-A0A370T8X0-F1-v6.npz	4028375b4ffe63b044dd00d7ef7b986bd47654665467033a87db076f4b464c1a
AF-A0A384J414-F1-v6	AF-A0A384J414-F1	6	38f553de0df9d0d8129607b8ae0097cda93a83b96652086ecde8a2da7d03f6c8	310	308	2	256	224	224	results/structural_alphabet/audited-marker-v2/AF-A0A384J414-F1-v6.npz	d8c2b13827d9c447cdd973b32ea37ae28c8cbc53109790191a1e3d7adc7324e5
AF-A0A384J582-F1-v6	AF-A0A384J582-F1	6	87227d5ba2cf3d946f4164c7e00a13461f62bb54bee1fe532d1531a2a731e01d	257	255	2	189	181	181	results/structural_alphabet/audited-marker-v2/AF-A0A384J582-F1-v6.npz	00c0795392d698d487e617186694be2f62f347e9f60ad82277498da1a107c1b7
AF-A0A420XWB0-F1-v6	AF-A0A420XWB0-F1	6	455cae13c456373b00a3f9a618a1daf14e853e2cd194f2d7752fb797fd7cad72	223	221	2	89	84	84	results/structural_alphabet/audited-marker-v2/AF-A0A420XWB0-F1-v6.npz	4af43824b28622220e5ee3f19c03efb71432d93e85bbe825074716b3a8b95cac
AF-A0A420XWB6-F1-v6	AF-A0A420XWB6-F1	6	323613989f72a3a69d12fb47d32eb6cd881087a9889cae41bac4077c26622ba6	585	583	2	420	407	407	results/structural_alphabet/audited-marker-v2/AF-A0A420XWB6-F1-v6.npz	633fc26107e0957074fcf2d607a8b98c79ebeb2964c534aaed4c570255c6f6fb
AF-A0A436ZMX0-F1-v6	AF-A0A436ZMX0-F1	6	9722b9ac42e3923f45ee965057bf5cc4554a1b88d38e6ba2732eb1810c284c1d	278	276	2	240	235	235	results/structural_alphabet/audited-marker-v2/AF-A0A436ZMX0-F1-v6.npz	577c667ab2a357a8b0c5485bd1e11838fd40d6f1b1c71913c19788d4ff76d869
AF-A0A436ZMZ2-F1-v6	AF-A0A436ZMZ2-F1	6	b2ab381160f44261df6a422bcc6d8643aed1bcd1b9051c0130c60843f074a73d	597	595	2	471	413	413	results/structural_alphabet/audited-marker-v2/AF-A0A436ZMZ2-F1-v6.npz	2a0f6202b9f46f03bff35ec9aff254067e36f54079acdddab845a6e019a58c8f
AF-A0A5E8AWE1-F1-v6	AF-A0A5E8AWE1-F1	6	c8810bd2755ae87b97fd6d63776b205ecc290d6b117b03d381a12edd53c0c3f8	727	725	2	521	465	465	results/structural_alphabet/audited-marker-v2/AF-A0A5E8AWE1-F1-v6.npz	ac73237f0b28f7090e0f786b14e3928781d80a265b19dc4ba7f11b180d2edf65
AF-A0A5E8AZR0-F1-v6	AF-A0A5E8AZR0-F1	6	11eca0a219bba61d02c0115d93b27bedab2f5d968accf3cb3dd47d7d714e933a	249	247	2	218	201	201	results/structural_alphabet/audited-marker-v2/AF-A0A5E8AZR0-F1-v6.npz	2fea013fcb89c7506e267b0bea3bc58f78c58994ce27a16ec3ca488eb9cf16e7
AF-A0A6A6AUC0-F1-v6	AF-A0A6A6AUC0-F1	6	5b8e66f83bfdf282e06fdeb8cc192619bb9410d62809629d8955789bd0483d09	929	927	2	832	783	783	results/structural_alphabet/audited-marker-v2/AF-A0A6A6AUC0-F1-v6.npz	cc51e76e6ae8ff44f55fbb62f6a866c5e7f42ab01f28679cae89c0c621f180ab
AF-A0A6A6AVY5-F1-v6	AF-A0A6A6AVY5-F1	6	a74e86db2873e89f3030348bbcb20ab47da1849ac753aeb8cc8c3dcce986c97e	583	581	2	344	270	270	results/structural_alphabet/audited-marker-v2/AF-A0A6A6AVY5-F1-v6.npz	e4aca6102cd180476edec97fee70c8a72763311d2dbe0b5a58bc8f6685f2b969
AF-A0A6A6NKT2-F1-v6	AF-A0A6A6NKT2-F1	6	b3b928c69a4f4218eebb36b72da410180cd47e29e7119ab3fcf74d4ceb1910c6	474	472	2	437	428	427	results/structural_alphabet/audited-marker-v2/AF-A0A6A6NKT2-F1-v6.npz	b9bf6ccf43d2452f033a07d6c8a2a82ff7c3e9d585d51232f1d82e85ac348c70
AF-A0A6A6NLP4-F1-v6	AF-A0A6A6NLP4-F1	6	652400534539e9caca1a2cc0766d619961be8ce4322fdab1ba8bf4d8d40482d7	1084	1082	2	777	680	680	results/structural_alphabet/audited-marker-v2/AF-A0A6A6NLP4-F1-v6.npz	1db57e59682ec2cae37acc727eecf5e44c75516dcc638f9b010937db4ed1316d
AF-A0A6A6Q834-F1-v6	AF-A0A6A6Q834-F1	6	03ab16536df446b1e52e9121976ed35e1dbf06ef286fdf32b2a81f735bd8e527	686	684	2	508	465	465	results/structural_alphabet/audited-marker-v2/AF-A0A6A6Q834-F1-v6.npz	d63f2f5072fedde735fb7f7e008845c70aef51447db0a7c8803cc42dd3083eea
AF-A0A6A6Q945-F1-v6	AF-A0A6A6Q945-F1	6	cd2b5b67cfc1278cdc137dc84e7b69f599636381b6be67c6c3d7e34611632364	130	128	2	73	63	63	results/structural_alphabet/audited-marker-v2/AF-A0A6A6Q945-F1-v6.npz	68bfafc7fda4679fb7cb74a2e221006c736d9c1edb2245c49cb2f1db841b2caa
AF-A0A6A6TTZ2-F1-v6	AF-A0A6A6TTZ2-F1	6	36cb2bfc74658b7fcfc4f64edbb5c75e0b96dad90299200e56ec5619fb21ed2b	210	208	2	138	134	134	results/structural_alphabet/audited-marker-v2/AF-A0A6A6TTZ2-F1-v6.npz	f26c1d5ecd617736b73950d08c22dbf69257befd40365e889fe5630aa9eab788
AF-A0A6A6TUD8-F1-v6	AF-A0A6A6TUD8-F1	6	7f49c4fe45e51fade986aac52e42524ee27bdb05e7880ba3e463ca6dccd9d4f3	338	336	2	293	283	283	results/structural_alphabet/audited-marker-v2/AF-A0A6A6TUD8-F1-v6.npz	7d86274c71c57b2e73802c34757c61d15193e9002f2f639dcc3e2ed089550e2f
AF-A0A6A6VQK9-F1-v6	AF-A0A6A6VQK9-F1	6	6cbbef51de32942cd2b770c0db91f16316fe24f2e7b0eb119d5624bbf8c143a9	941	939	2	817	751	751	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VQK9-F1-v6.npz	92d6676ea3f96e05a32ba13e99ece912637384daba7193c319c69a16b6b7f0c5
AF-A0A6A6VS35-F1-v6	AF-A0A6A6VS35-F1	6	045ca82ed76a5f1f53517df326e66b49d2b25b8e22ea3724862cccbb88289816	1174	1172	2	778	687	687	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VS35-F1-v6.npz	ea34684beb1acf6308617fef1e2a9283d7dc8949e8860c635d1e5b3f2b6f2924
AF-A0A6A6VS78-F1-v6	AF-A0A6A6VS78-F1	6	47e2c48e7082a9824a5f1897be205ec22a1bfdcbcc9afeaa2f48c4862cf769b2	595	593	2	504	471	471	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VS78-F1-v6.npz	9b3c47178cf0b6c88ba6cf36779dd1333e4d566f1500b3c242da01337748c03a
AF-A0A6A6VSP0-F1-v6	AF-A0A6A6VSP0-F1	6	25ddcceb84a2666923da917d3699593962fb2cb609d2dd435cabc3745302c2a1	261	259	2	218	211	211	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VSP0-F1-v6.npz	03ba7e7219f79c12106d1e7248a8c2814df446e0d6ac8bd7e18c2cf7da6afa3e
AF-A0A6A6VTF9-F1-v6	AF-A0A6A6VTF9-F1	6	d058df053744bbf40d4e4d7fbb84209f83d99c9bc3a91294c48d14f7777784d5	337	335	2	322	315	315	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VTF9-F1-v6.npz	09d08ea860a1800883a1036876cb0ad19e01df86828bb3491b230dafa4e785e9
AF-A0A6A6VTP9-F1-v6	AF-A0A6A6VTP9-F1	6	1a340ebbb326144b80dd742cc3fdcf0bcce2d21a3de220297d3478c05d43c998	552	550	2	351	317	317	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VTP9-F1-v6.npz	69e2b864a3a29a3cb6fce4b02aa65f0f0fa83ebb60025eae25fa014430e04b6a
AF-A0A6A6VTS0-F1-v6	AF-A0A6A6VTS0-F1	6	aca49e5bca432f4cd8a3c081e9637133146a1a06b7a7ebca2aac5c3ca9306c84	284	282	2	217	203	203	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VTS0-F1-v6.npz	490bc5c1dde016bac86377bd97386e6d6565eac489959207e3b9d6a17c6d15ee
AF-A0A6A6VTV8-F1-v6	AF-A0A6A6VTV8-F1	6	40b87532d27a173d1246e660b4148809d74b5178b195723de28d6b34d5569a9d	191	189	2	181	175	175	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VTV8-F1-v6.npz	00c455bd5457723175b5c23973be068721c27e01650f6ff76d6e96efb6258d0e
AF-A0A6A6VTW2-F1-v6	AF-A0A6A6VTW2-F1	6	ff54f5fae38d10f2a0c6959bab2e155de3542247f1ca1dff385d52ee794fa97a	930	928	2	633	553	553	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VTW2-F1-v6.npz	f9d9f34549c02af18dd36bebba6da82127e8250ba2c056a9828e8717b787e4b0
AF-A0A6A6VU57-F1-v6	AF-A0A6A6VU57-F1	6	b438f9ee9f4c94d2011ae61fd8cd8596c2e44df12948b69f846d0482374283f5	1068	1066	2	788	697	696	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VU57-F1-v6.npz	f13800379ceec5d3987aad6ecaf9e94fecb52ea9c48a22ea7d3a95d85cf67841
AF-A0A6A6VU79-F1-v6	AF-A0A6A6VU79-F1	6	1b1e025454f00f01ee9dd5d324782b8de5ecebe60cd1332731c48f306eb9b5d1	804	802	2	634	555	554	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VU79-F1-v6.npz	be397f8bb74f5ce4ac6faefc3d760eddf6a28ff81883c49cb40bd9c06f46f20a
AF-A0A6A6VUE9-F1-v6	AF-A0A6A6VUE9-F1	6	6081a14036b93f55076b0f244b025a2e8d13b6f9138609d60db71ea370ea17c7	311	309	2	281	256	256	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VUE9-F1-v6.npz	37f07aeecfac6ebaf40800f1abc5a4fdd2d826fad8174ace225f9dd537b05678
AF-A0A6A6VUQ5-F1-v6	AF-A0A6A6VUQ5-F1	6	a4dc2a8c87ef28bc0a47453c157e5c8ee715306410beebe92be1c2855ff07eb5	482	480	2	427	417	417	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VUQ5-F1-v6.npz	246ebe022e8b810183fe03843a3365cb3e6e3c2d7f6b60fb7e69b38b49bf9423
AF-A0A6A6VUR0-F1-v6	AF-A0A6A6VUR0-F1	6	6a93da1e62b82312c1d9bd6746fe32b779fbd0acc58d8a3e04d79b4c05fecd92	287	285	2	282	273	273	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VUR0-F1-v6.npz	3117655c42caedb9441eeb11bb8706dd95296b188bc6f8ff1a7e37e3251c6320
AF-A0A6A6VUT2-F1-v6	AF-A0A6A6VUT2-F1	6	6979cc177c7f322c9d82dfd5a41860c87e8296f95f688fd804cc625f03878719	884	882	2	818	796	796	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VUT2-F1-v6.npz	d34d395ae4234cf3e5f4699c5910f73e9ad28a8cac3b1efe1b2f9bff60321698
AF-A0A6A6VUZ3-F1-v6	AF-A0A6A6VUZ3-F1	6	7e21353527e1a7088bf1723b0330910ac5ffff089bb5fd0faebb4391abc01e9d	963	961	2	616	529	529	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VUZ3-F1-v6.npz	09bf20875a38afada0b4735b112a755e6a309b0ffc79b11a10944ed65f353e34
AF-A0A6A6VV49-F1-v6	AF-A0A6A6VV49-F1	6	881c7f9d20986173e8006ceb0aa00c6926c6d665f55c460f199402b91a3d3ede	1022	1020	2	641	561	561	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VV49-F1-v6.npz	7f221bc8ffb0b4f5dc88a19e2d8ba9b20af32dab44d30524b9b1acf32ebd0ead
AF-A0A6A6VV61-F1-v6	AF-A0A6A6VV61-F1	6	9607533fd8cbb7d61258a732b4f97b8b77e224cdc47e0197810972e03d5e45eb	337	335	2	292	272	272	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VV61-F1-v6.npz	fecd218c3da2fbc9150a3f5a3934485148b8307e57644a00139400e88520b519
AF-A0A6A6VVR2-F1-v6	AF-A0A6A6VVR2-F1	6	44345a6e862af4b1c3e8b85bf7dcb0e4e72896154444aef1880b29b70cf093aa	632	630	2	532	509	509	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VVR2-F1-v6.npz	98ced5cb5b4ef6dd38e82b99c832b54352cf4b7e95deb539e7104e24832f7e71
AF-A0A6A6VWE2-F1-v6	AF-A0A6A6VWE2-F1	6	48f78e1835fa047163f63b6e1bda69abefa9f6f4bfbc4e4e5386972e91840095	248	246	2	223	221	221	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VWE2-F1-v6.npz	6b6586d4eb700761ff39be3f1e288b07df4f0e9e33175e6180ceca739ac79c0f
AF-A0A6A6VWM3-F1-v6	AF-A0A6A6VWM3-F1	6	744aa2ce5d1d79297a1adb58549d1cd18d06c0dd941f0f3e50aa1938bd5f24ec	335	333	2	193	184	184	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VWM3-F1-v6.npz	1c7aeffcc52b77ab57d0980f33a48eb8f7f707e69948e2af263930a5b23f9a42
AF-A0A6A6VX98-F1-v6	AF-A0A6A6VX98-F1	6	ab1a4fcc55252798a1f2419248210bd31e184f7b844749613ce69d6899f22c4b	846	844	2	630	508	506	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VX98-F1-v6.npz	f30282c801a48046282ffc83b55db5650512d25950fc4dcd78ec941e2d7ad5bc
AF-A0A6A6VXG0-F1-v6	AF-A0A6A6VXG0-F1	6	f70be0c9d25382b8a303c061744d9c90a5602900fd0026c7457b5190cd7f626f	414	412	2	341	301	301	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VXG0-F1-v6.npz	e3f90c2bdec5594b9fb64f4ce664a5f2f155b3f77b6d4c7eae8b1b74d2cd25a8
AF-A0A6A6VXH4-F1-v6	AF-A0A6A6VXH4-F1	6	b98c000e0d8d80cffe97fa241edad65dbf52eec0c0e04e470719781a64a43b55	676	674	2	447	412	410	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VXH4-F1-v6.npz	55b6af04c92c628936f011829690b6e3622ca73905779062d63490951e6facc8
AF-A0A6A6VXI4-F1-v6	AF-A0A6A6VXI4-F1	6	7cafc8786e086846a9c38f8bee29e58133056ea66ad18bd850dd515c3d4044e7	1028	1026	2	477	425	425	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VXI4-F1-v6.npz	fa50c637fbcea461271e0454d0929f0c07867428789e0423dd0624e73be3a7a3
AF-A0A6A6VYM7-F1-v6	AF-A0A6A6VYM7-F1	6	3a0d060f2af9be3ac23b05e0e119b73d0efa77a13fcbd65251ad33abc3d7c0b5	899	897	2	595	391	391	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VYM7-F1-v6.npz	0fa5903d440e482ba8d4d03563f3163e19442f3a0165f06cc830259a8455a3eb
AF-A0A6A6VZC4-F1-v6	AF-A0A6A6VZC4-F1	6	3ee635958ce0d125b6ee9656612ed0332b1e843d3e4bd325b64933b8fe92fa1f	715	713	2	531	462	462	results/structural_alphabet/audited-marker-v2/AF-A0A6A6VZC4-F1-v6.npz	08544dd8ee84f889d39b40c65db2f4598a7bf674b32cdf6d9c30e1990c3fb55d
AF-A0A6A6W015-F1-v6	AF-A0A6A6W015-F1	6	8f208b848632f1f6987abf663f84d2a4472cb4e77edb091f3ddf965ec2749de9	453	451	2	294	267	267	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W015-F1-v6.npz	fdc94e96b42d4fe321d87b58b65be772465a7db870203c40cbd0da0af922e8aa
AF-A0A6A6W0W3-F1-v6	AF-A0A6A6W0W3-F1	6	a864dab7895213efbabeeaeafb572b3e258e18dd37db532152f661709735aefb	229	227	2	195	185	185	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W0W3-F1-v6.npz	ecf8bc99879535da9682c1481e157ae0b253bdd113e9678aa7a8e3d5cd23895c
AF-A0A6A6W1C2-F1-v6	AF-A0A6A6W1C2-F1	6	db0eb8190b925a464e2bf4205d98327e2caa818c190216f9e1e44dccec574b71	494	492	2	412	388	388	results/structural_alphabet/audited-marker-v2/AF-A0A6A6W1C2-F1-v6.npz	c7f8bd43c1ae18741c16ab0b7747a58a09ad33bc6f7372b842068d9dc942e3e1
