entry_id	taxon_id	protein_id	repeat_order	canonical_residues	gap_residues	ambiguous_residues	source_BRF1_hits	source_gene_status
G0001101	F5507	XP_031034477.1	1	84	8	0	1	unique_gene
G0001102	F5507	XP_031042872.3	1	85	7	0	0	unique_gene
G0001103	F5518	XP_011316285.1	1	83	9	0	0	unique_gene
G0001104	F5518	XP_011321652.1	1	84	8	0	1	unique_gene
G0001105	F552467	XP_066607664.1	1	82	10	0	1	unique_gene
G0001106	F552467	XP_066607790.1	1	78	14	0	0	unique_gene
G0001108	F5544	XP_024773769.1	1	86	6	0	0	unique_gene
G0001109	F5544	XP_024776760.1	1	84	8	0	1	unique_gene
G0001110	F5570	XP_067498481.1	1	88	4	0	0	unique_gene
G0001111	F5570	XP_067505594.1	1	89	3	0	1	unique_gene
G0001112	F5580	XP_029755429.1	1	86	6	0	0	unique_gene
G0001113	F5580	XP_029756854.1	1	81	11	0	1	unique_gene
G0001119	F560253	XP_037154343.1	1	84	8	0	1	unique_gene
G0001120	F560253	XP_037154405.1	1	88	4	0	0	unique_gene
G0001123	F5606	XP_019021043.1	1	86	6	0	0	unique_gene
G0001124	F5606	XP_019022703.1	1	79	13	0	1	unique_gene
G0001125	F5619	XP_019031868.1	1	81	11	0	0	unique_gene
G0001126	F5619	XP_019034197.1	1	84	8	0	1	unique_gene
G0001127	F5630	XP_040763375.1	1	85	7	0	0	unique_gene
G0001128	F5630	XP_040763448.1	1	88	4	0	1	unique_gene
G0001130	F56409	KAL6946843.1	1	92	0	0	1	unique_gene
G0001131	F56409	KAL6950909.1	1	90	2	0	0	unique_gene
G0001132	F56493	KAF9782179.1	1	84	8	0	0	unique_gene
G0001133	F56493	KAF9787762.1	1	88	4	0	1	unique_gene
G0001136	F574656	XP_064690055.1	1	85	7	0	0	unique_gene
G0001137	F574656	XP_064696610.1	1	83	9	0	1	unique_gene
G0001138	F574677	CAO1613986.1	1	83	9	0	0	unique_gene
G0001139	F574677	CAO1623774.1	1	88	4	0	1	unique_gene
G0001141	F574774	OCL09691.1	1	88	4	0	0	unique_gene
G0001142	F574774	OCL12683.1	1	89	3	0	1	unique_gene
G0001143	F574789	XP_033570127.1	1	87	5	0	0	unique_gene
G0001144	F574789	XP_033582011.1	1	88	4	0	1	unique_gene
G0001147	F578093	KAF2457928.1	1	87	5	0	1	unique_gene
G0001149	F58291	XP_023467041.1	1	84	8	0	0	unique_gene
G0001151	F58291	XP_023470944.1	1	87	5	0	1	unique_gene
G0001152	F58853	XP_024750320.1	1	86	6	0	0	unique_gene
G0001153	F58853	XP_024751023.1	1	84	8	0	1	unique_gene
G0001155	F588596	XP_025168940.1	1	87	5	0	0	unique_gene
G0001157	F588596	XP_065991892.1	1	88	4	0	1	unique_gene
G0001159	F58919	XP_025594828.1	1	86	6	0	1	unique_gene
G0001160	F58919	XP_025601038.1	1	87	5	0	0	unique_gene
G0001161	F599730	KAH3683907.1	1	88	4	0	0	unique_gene
G0001162	F599730	KAH3686229.1	1	89	3	0	1	unique_gene
G0001163	F599839	XP_012178339.1	1	88	4	0	1	unique_gene
G0001164	F599839	XP_012179721.1	1	88	4	0	0	unique_gene
G0001165	F60197	KAG0140816.1	1	86	6	0	0	unique_gene
G0001166	F60197	KAG0141237.1	1	86	6	0	0	unique_gene
G0001167	F60197	KAG0143490.1	1	89	3	0	1	unique_gene
G0001168	F60197	KAG0147858.1	1	81	11	0	0	unique_gene
G0001169	F60197	KAG0151321.1	1	81	11	0	0	unique_gene
G0001170	F6035	NP_585866.1	1	84	8	0	0	unique_gene
G0001171	F6035	NP_597392.1	1	78	14	0	1	unique_gene
G0001172	F6039	XP_065328709.1	1	83	9	0	0	unique_gene
G0001173	F6039	XP_065329635.1	1	80	12	0	0	unique_gene
G0001175	F604196	KAG0271967.1	1	88	4	0	1	unique_gene
G0001177	F604196	KAG0276031.1	1	85	7	0	0	unique_gene
G0001179	F610337	KAJ9091339.1	1	87	5	0	0	unique_gene
G0001180	F610337	KAJ9095211.1	1	78	14	0	1	unique_gene
G0001181	F610337	KAJ9111984.1	1	90	2	0	1	unique_gene
G0001182	F61273	EPE09092.1	1	86	6	0	0	unique_gene
G0001183	F61273	EPE10525.1	1	88	4	0	1	unique_gene
G0001187	F61395	XP_040745953.1	1	73	19	0	0	unique_gene
G0001189	F61395	XP_040747324.1	1	73	19	0	0	unique_gene
G0001190	F61397	XP_051390107.1	1	88	4	0	0	unique_gene
G0001191	F61397	XP_051390108.1	1	84	8	0	0	unique_gene
G0001193	F61397	XP_051392655.1	1	89	3	0	0	unique_gene
G0001195	F61397	XP_051394956.1	1	88	4	0	1	unique_gene
G0001197	F61424	PVU86064.1	1	82	10	0	1	unique_gene
G0001199	F61424	PVU87658.1	1	85	7	0	0	unique_gene
G0001200	F61424	PVU90788.1	1	85	7	0	0	unique_gene
G0001201	F63146	KZO94648.1	1	84	8	0	1	unique_gene
G0001202	F63146	KZO98134.1	1	85	7	0	0	unique_gene
G0001203	F63378	UZJ53430.1	1	88	4	0	1	unique_gene
G0001204	F63378	UZJ56794.1	1	83	9	0	0	unique_gene
G0001205	F63402	XP_003177096.1	1	88	4	0	0	unique_gene
G0001206	F63402	XP_003177540.1	1	84	8	0	1	unique_gene
G0001207	F63577	XP_013947406.1	1	84	8	0	1	unique_gene
G0001208	F63577	XP_013948065.1	1	86	6	0	0	unique_gene
G0001209	F64504	KAJ3369974.1	1	82	10	0	0	unique_gene
G0001210	F64504	KAJ3369975.1	1	80	12	0	0	unique_gene
G0001211	F64504	KAJ3373326.1	1	83	9	0	1	unique_gene
G0001214	F64505	KAJ3363021.1	1	83	9	0	1	unique_gene
G0001221	F64517	KAJ3034800.1	1	87	5	0	0	unique_gene
G0001223	F64517	KAJ3039196.1	1	85	7	0	1	unique_gene
G0001226	F64517	KAJ3041349.1	1	85	7	0	0	unique_gene
G0001229	F64525	KAG0346560.1	1	86	6	0	0	unique_gene
G0001232	F64525	KAG0360330.1	1	88	4	0	1	unique_gene
G0001233	F64526	GAB5589899.1	1	87	5	0	1	unique_gene
G0001235	F64526	GAB5592850.1	1	87	5	0	0	unique_gene
G0001236	F64571	XP_021875713.1	1	85	7	0	0	unique_gene
G0001239	F64571	XP_021881495.1	1	88	4	0	1	unique_gene
G0001242	F64632	XP_052938175.1	1	87	5	0	1	unique_gene
G0001243	F64632	XP_052941316.1	1	86	6	0	0	unique_gene
G0001244	F65468	XP_073556710.1	1	86	6	0	0	unique_gene
G0001245	F65468	XP_073561157.1	1	84	8	0	1	unique_gene
G0001246	F655981	XP_024321523.1	1	88	4	0	1	unique_gene
G0001247	F655981	XP_024328007.1	1	88	4	0	0	unique_gene
G0001248	F65672	CAG7848698.1	1	82	10	0	0	unique_gene
G0001249	F65672	CAG7854717.1	1	68	24	0	1	unique_gene
G0001250	F658196	RIA87748.1	1	87	5	0	0	unique_gene
G0001252	F658196	RIA98979.1	1	88	4	0	1	unique_gene
G0001254	F669869	MCJ1266729.1	1	86	6	0	0	unique_gene
G0001255	F669869	MCJ1269781.1	1	88	4	0	1	unique_gene
G0001256	F67723	KAK2466012.1	1	88	4	0	0	unique_gene
G0001257	F67723	KAK2467607.1	1	88	4	0	1	unique_gene
G0001260	F68786	KIJ52660.1	1	90	2	0	1	unique_gene
G0001261	F68786	KIJ56925.1	1	87	5	0	0	unique_gene
G0001263	F69979	KAO0810764.1	1	82	10	0	0	unique_gene
G0001264	F703497	KAF2665280.1	1	84	8	0	1	unique_gene
G0001265	F703497	KAF2671537.1	1	86	6	0	0	unique_gene
G0001266	F703506	KAF2834776.1	1	87	5	0	1	unique_gene
G0001267	F703506	KAF2843177.1	1	88	4	0	0	unique_gene
G0001268	F703511	KAF2405166.1	1	87	5	0	0	unique_gene
G0001269	F703511	KAF2405269.1	1	80	12	0	1	unique_gene
G0001271	F70536	EJW04304.1	1	88	4	0	0	unique_gene
G0001272	F705562	KAF2723135.1	1	87	5	0	0	unique_gene
G0001273	F705562	KAF2725011.1	1	84	8	0	1	unique_gene
G0001274	F706196	EJS41253.1	1	90	2	0	0	unique_gene
G0001275	F708070	XP_064684328.1	1	86	6	0	0	unique_gene
G0001276	F708070	XP_064686491.1	1	87	5	0	1	unique_gene
G0001278	F708070	XP_064687956.1	1	81	11	0	0	unique_gene
G0001280	F710243	XP_053043405.1	1	88	4	0	1	unique_gene
G0001281	F710243	XP_065614974.1	1	86	6	0	0	unique_gene
G0001283	F71933	KAF8345136.1	1	88	4	0	1	unique_gene
G0001284	F72144	XP_070865829.1	1	88	4	0	0	unique_gene
G0001285	F72144	XP_070865908.1	1	87	5	0	1	unique_gene
G0001287	F741139	OCK82763.1	1	87	5	0	0	unique_gene
G0001288	F741139	OCK83876.1	1	89	3	0	1	unique_gene
G0001289	F746128	XP_754348.1	1	85	7	0	1	unique_gene
G0001290	F746128	XP_754557.1	1	87	5	0	0	unique_gene
G0001291	F76012	KAI9291530.1	1	83	9	0	0	unique_gene
G0001292	F76012	KAI9294005.1	1	83	9	0	0	unique_gene
G0001293	F76775	XP_027483762.1	1	89	3	0	0	unique_gene
G0001294	F76775	XP_027486283.1	1	85	7	0	1	unique_gene
G0001295	F76777	XP_018739154.1	1	89	3	0	0	unique_gene
G0001298	F77020	XP_017992446.1	1	89	3	0	0	unique_gene
G0001299	F77020	XP_017993274.1	1	85	7	0	1	unique_gene
G0001302	F78915	RKP08064.1	1	89	3	0	1	unique_gene
G0001303	F78915	RKP10180.1	1	87	5	0	0	unique_gene
G0001304	F78921	KAJ1908882.1	1	86	6	0	0	unique_gene
G0001306	F78921	KAJ1915234.1	1	86	6	0	0	unique_gene
G0001307	F78921	KAJ1916028.1	1	86	6	0	1	unique_gene
G0001308	F78921	KAJ1926833.1	1	86	6	0	0	unique_gene
G0001309	F796027	XP_018734913.1	1	87	5	0	1	unique_gene
G0001310	F796027	XP_018737852.1	1	87	5	0	0	unique_gene
G0001312	F796604	SGY14785.1	1	82	10	0	0	unique_gene
G0001314	F796604	SGZ28423.1	1	78	14	0	1	unique_gene
G0001315	F80663	KIM73778.1	1	88	4	0	1	unique_gene
G0001317	F80663	KIM91237.1	1	86	6	0	0	unique_gene
G0001318	F80884	XP_018163352.1	1	86	6	0	1	unique_gene
G0001319	F80884	XP_018163550.1	1	86	6	0	0	unique_gene
G0001320	F82268	KAI9016770.1	1	89	3	0	1	unique_gene
G0001322	F82508	XP_014177566.1	1	82	10	0	1	unique_gene
G0001323	F82508	XP_014182847.1	1	85	7	0	0	unique_gene
G0001324	F84751	XP_007880075.1	1	87	5	0	0	unique_gene
G0001325	F84751	XP_007881933.1	1	86	6	0	1	unique_gene
G0001326	F84753	XP_014655115.1	1	87	5	0	0	unique_gene
G0001328	F84753	XP_014659472.1	1	87	5	0	1	unique_gene
G0001329	F87287	KAI4133040.1	1	84	8	0	1	unique_gene
G0001330	F87287	KAI4136076.1	1	86	6	0	0	unique_gene
G0001331	F87326	KAF8735434.1	1	88	4	0	0	unique_gene
G0001332	F87326	KAF8737924.1	1	88	4	0	1	unique_gene
G0001333	F89243	MIE9578325.1	1	86	6	0	0	unique_gene
G0001335	F89243	MIE9584005.1	1	88	4	0	1	unique_gene
G0001336	F89922	KAJ9096002.1	1	90	2	0	1	unique_gene
G0001337	F89922	KAJ9096858.1	1	79	13	0	0	unique_gene
G0001338	F90408	MCJ1350555.1	1	85	7	0	0	unique_gene
G0001339	F90408	MCJ1350585.1	1	84	8	0	1	unique_gene
G0001340	F911321	XP_069249713.1	1	87	5	0	0	unique_gene
G0001342	F911321	XP_069256507.1	1	88	4	0	1	unique_gene
G0001343	F91480	KAI9654049.1	1	83	9	0	1	unique_gene
G0001344	F91480	KAI9654059.1	1	87	5	0	0	unique_gene
G0001345	F91625	KAG2171515.1	1	86	6	0	0	unique_gene
G0001346	F91625	KAG2171983.1	1	87	5	0	1	unique_gene
G0001350	F91930	KAN0727483.1	1	85	7	0	0	unique_gene
G0001351	F91930	KAN0734071.1	1	87	5	0	1	unique_gene
G0001352	F92988	GAB7361997.1	1	86	6	0	0	unique_gene
G0001353	F92988	GAB7363090.1	1	84	8	0	1	unique_gene
G0001354	F933333	KAF8637722.1	1	88	4	0	1	unique_gene
G0001355	F933333	KAF8639987.1	1	88	4	0	0	unique_gene
G0001356	F945690	KAJ1503129.1	1	80	12	0	0	unique_gene
G0001357	F945690	KAJ1515282.1	1	80	12	0	1	unique_gene
G0001358	F97331	XP_067485923.1	1	88	4	0	1	unique_gene
G0001359	F97331	XP_067491876.1	1	88	4	0	0	unique_gene
G0001360	F979620	KAI8599543.1	1	88	4	0	1	unique_gene
G0001362	F979620	KAI8601301.1	1	86	6	0	0	unique_gene
G0001367	F979690	KAG0053432.1	1	86	6	0	0	unique_gene
G0001369	F979690	KAG0057276.1	1	87	5	0	1	unique_gene
G0001370	F979761	KAF9578508.1	1	85	7	0	0	unique_gene
G0001373	F979761	KAF9585430.1	1	88	4	0	1	unique_gene
G0001374	F984962	XP_009543435.1	1	88	4	0	0	unique_gene
G0001376	F984962	XP_009552822.1	1	88	4	0	1	unique_gene
G0001377	F994334	RUP43715.1	1	86	6	0	0	unique_gene
G0001378	O10228	XP_002109441.1	1	88	4	0	0	unique_gene
G0001379	O10228	XP_002118016.1	1	82	10	0	1	unique_gene
G0001380	O133409	KAF2070379.1	1	86	6	0	1	unique_gene
G0001381	O133409	KAF2070889.1	1	87	5	0	0	unique_gene
G0001384	O192875	XP_004346369.2	1	87	5	0	1	unique_gene
G0001387	O192875	XP_004364187.1	1	82	10	0	0	unique_gene
G0001388	O225164	XP_009049030.1	1	88	4	0	0	unique_gene
G0001392	O2700040	XP_078675046.1	1	87	5	0	1	unique_gene
G0001393	O2700040	XP_078685982.1	1	88	4	0	0	unique_gene
G0001394	O27923	KAL5261522.1	1	87	5	0	0	unique_gene
G0001395	O27923	KAL5269283.1	1	70	22	0	1	unique_gene
G0001397	O283909	ELU17299.1	1	88	4	0	0	unique_gene
G0001398	O400682	XP_003386928.1	1	87	5	0	0	unique_gene
G0001400	O400682	XP_019849314.1	1	86	6	0	1	unique_gene
G0001401	O44689	XP_635486.1	1	88	4	0	0	unique_gene
G0001402	O44689	XP_640891.1	1	87	5	0	1	unique_gene
G0001404	O45351	XP_001628995.2	1	90	2	0	0	unique_gene
G0001434	O45351	XP_048585701.1	1	87	5	0	1	unique_gene
G0001456	O5755	XP_004341042.1	1	88	4	0	0	unique_gene
G0001460	O5755	XP_004353364.1	1	86	6	0	0	unique_gene
G0001461	O5786	XP_003284652.1	1	88	4	0	0	unique_gene
G0001462	O5786	XP_003286350.1	1	88	4	0	1	unique_gene
G0001463	O6239	NP_001309557.1	1	85	7	0	1	unique_gene
G0001464	O6239	NP_503146.1	1	88	4	0	0	unique_gene
G0001465	O691883	XP_009492630.1	1	80	12	0	0	unique_gene
G0001467	O72019	XP_014153513.1	1	87	5	0	1	unique_gene
G0001468	O72019	XP_014155986.1	1	84	8	0	0	unique_gene
G0001469	O7227	NP_001163636.1	1	86	6	0	1	unique_gene
G0001470	O7227	NP_001260349.1	1	88	4	0	0	unique_gene
G0001471	O81824	XP_001742825.1	1	87	5	0	0	unique_gene
G0001473	O946362	XP_004991764.1	1	83	9	0	1	unique_gene
G0001474	O946362	XP_004993794.1	1	85	7	0	0	unique_gene
G0001476	OFS1403592	CFRG0546T1	1	87	5	0	1	unique_gene
G0001478	OFS1403592	CFRG2475T1	1	83	9	0	0	unique_gene
G0001480	OFS5426470	Clim_evm31s151	1	82	10	0	1	unique_gene
G0001481	OFS5426494	Nk52_evm1s2137	1	84	8	0	0	unique_gene
G0001482	OFS5426494	Nk52_evm4s295	1	63	29	0	0	unique_gene
G0001483	OFS5426494	Nk52_evm5s272	1	87	5	0	1	unique_gene
G0001484	OFS5426494	Nk52_evm64s485	1	84	8	0	0	unique_gene
G0000001	F1004511	KAF8622042.1	2	85	7	0	1	unique_gene
G0000002	F1004511	KAF8622076.1	2	79	13	0	0	unique_gene
G0000004	F1005962	XP_013932858.1	2	89	3	0	1	unique_gene
G0000005	F1005962	XP_013934121.1	2	87	5	0	0	unique_gene
G0000007	F1006475	KAL9099160.1	2	86	6	0	0	unique_gene
G0000008	F1006475	KAL9122161.1	2	83	9	0	0	unique_gene
G0000009	F100910	BGP13396.1	2	77	15	0	0	unique_gene
G0000011	F100910	BGP15753.1	2	88	4	0	1	unique_gene
G0000012	F101028	XP_009255999.1	2	73	19	0	0	unique_gene
G0000013	F101028	XP_009256665.1	2	83	9	0	1	unique_gene
G0000014	F101097	KAF9991447.1	2	83	9	0	0	unique_gene
G0000016	F101097	KAF9996083.1	2	86	6	0	1	unique_gene
G0000021	F101098	XP_051410384.1	2	83	9	0	0	unique_gene
G0000024	F101098	XP_051416528.1	2	85	7	0	1	unique_gene
G0000025	F101201	XP_024759203.1	2	73	19	0	0	unique_gene
G0000026	F101201	XP_024763307.1	2	83	9	0	1	unique_gene
G0000027	F1031713	KAL9933286.1	2	88	4	0	1	unique_gene
G0000029	F1031713	KAL9938112.1	2	84	8	0	0	unique_gene
G0000031	F103449	XP_008075109.1	2	83	9	0	0	unique_gene
G0000033	F1042133	XP_044675648.1	2	83	9	0	1	unique_gene
G0000034	F1042133	XP_044686389.1	2	76	16	0	0	unique_gene
G0000035	F1042397	MCJ1480593.1	2	86	6	0	1	unique_gene
G0000036	F1042397	MCJ1480919.1	2	83	9	0	0	unique_gene
G0000037	F104341	XP_024336235.1	2	78	14	0	0	unique_gene
G0000038	F104341	XP_024339341.1	2	86	6	0	1	unique_gene
G0000039	F104355	XP_007862235.1	2	86	6	0	0	unique_gene
G0000040	F104355	XP_007869387.1	2	86	6	0	1	unique_gene
G0000041	F104408	GHJ87897.1	2	86	6	0	1	unique_gene
G0000042	F104408	GHJ88030.1	2	81	11	0	0	unique_gene
G0000043	F104669	XP_018992306.1	2	68	24	0	0	unique_gene
G0000044	F104669	XP_018995602.1	2	78	14	0	1	unique_gene
G0000045	F1048519	KAF2236131.1	2	76	16	0	1	unique_gene
G0000046	F1048519	KAF2236721.1	2	79	13	0	0	unique_gene
G0000047	F1048829	XP_002790917.1	2	85	7	0	1	unique_gene
G0000048	F1048829	XP_002796130.1	2	86	6	0	0	unique_gene
G0000049	F1048955	KAF2422605.1	2	83	9	0	0	unique_gene
G0000050	F1048955	KAF2432685.1	2	77	15	0	1	unique_gene
G0000051	F1052096	XP_069228808.1	2	78	14	0	1	unique_gene
G0000052	F1052096	XP_069232427.1	2	86	6	0	0	unique_gene
G0000053	F1055551	KAO0785008.1	2	85	7	0	1	unique_gene
G0000054	F1055551	KAO0785630.1	2	81	11	0	0	unique_gene
G0000056	F105984	XP_028472959.1	2	78	14	0	1	unique_gene
G0000057	F105984	XP_028479431.1	2	77	15	0	0	unique_gene
G0000058	F106004	ORY77992.1	2	84	8	0	0	unique_gene
G0000059	F106004	ORY88110.1	2	86	6	0	1	unique_gene
G0000062	F1069201	XP_041537456.1	2	84	8	0	1	unique_gene
G0000063	F1069201	XP_041539939.1	2	87	5	0	0	unique_gene
G0000064	F1080349	XP_018219100.1	2	83	9	0	0	unique_gene
G0000065	F1080349	XP_018222445.1	2	90	2	0	1	unique_gene
G0000066	F1081669	ORD97165.1	2	83	9	0	0	unique_gene
G0000067	F1081669	ORD98063.1	2	87	5	0	1	unique_gene
G0000068	F1093897	XP_060284429.1	2	79	13	0	1	unique_gene
G0000069	F1093897	XP_060287681.1	2	73	19	0	0	unique_gene
G0000070	F1093900	XP_030998773.1	2	79	13	0	1	unique_gene
G0000071	F1093900	XP_030999437.1	2	84	8	0	0	unique_gene
G0000072	F1095194	XP_038743090.1	2	82	10	0	1	unique_gene
G0000074	F109760	XP_016610841.1	2	80	12	0	0	unique_gene
G0000075	F109760	XP_016610874.1	2	86	6	0	1	unique_gene
G0000077	F109876	ORZ32262.1	2	73	19	0	0	unique_gene
G0000080	F109876	ORZ37691.1	2	85	7	0	0	unique_gene
G0000081	F109889	KAJ3380545.1	2	84	8	0	1	unique_gene
G0000083	F109889	KAJ3396307.1	2	82	10	0	0	unique_gene
G0000084	F109899	KIM25500.1	2	77	15	0	0	unique_gene
G0000085	F109899	KIM26995.1	2	83	9	0	1	unique_gene
G0000087	F109932	KAJ3345026.1	2	88	4	0	1	unique_gene
G0000088	F109932	KAJ3345204.1	2	90	2	0	0	unique_gene
G0000089	F1099800	BFZ62965.1	2	88	4	0	1	unique_gene
G0000090	F1099800	BFZ65174.1	2	86	6	0	0	unique_gene
G0000091	F110093	XP_052962621.1	2	80	12	0	0	unique_gene
G0000093	F110093	XP_052964835.1	2	87	5	0	1	unique_gene
G0000094	F1116844	KAI9821366.1	2	84	8	0	0	unique_gene
G0000095	F1116844	KAI9821389.1	2	85	7	0	1	unique_gene
G0000097	F1117311	CAI2163589.1	2	82	10	0	0	unique_gene
G0000099	F1117311	CAI2173001.1	2	82	10	0	0	unique_gene
G0000101	F112072	KAO0799741.1	2	81	11	0	0	unique_gene
G0000102	F112072	KAO0801807.1	2	87	5	0	1	unique_gene
G0000106	F1123529	KXS17188.1	2	64	28	0	0	unique_gene
G0000108	F112417	KAF8502973.1	2	88	4	0	1	unique_gene
G0000109	F112417	KAF8515000.1	2	74	18	0	0	unique_gene
G0000110	F1125753	XP_066760421.1	2	80	12	0	0	unique_gene
G0000111	F1125753	XP_066761632.1	2	87	5	0	1	unique_gene
G0000112	F1130053	KAI9727586.1	2	84	8	0	1	unique_gene
G0000113	F1130053	KAI9730816.1	2	84	8	0	0	unique_gene
G0000114	F113071	KAF8574195.1	2	74	18	0	0	unique_gene
G0000116	F113071	KAF8583525.1	2	90	2	0	1	unique_gene
G0000118	F1141098	XP_040710197.1	2	74	18	0	0	unique_gene
G0000119	F1141098	XP_040710702.1	2	83	9	0	1	unique_gene
G0000120	F114524	XP_056085708.1	2	83	9	0	0	unique_gene
G0000121	F114524	XP_056088007.1	2	90	2	0	1	unique_gene
G0000122	F114525	XP_056079833.1	2	90	2	0	1	unique_gene
G0000124	F114525	XP_056080065.1	2	83	9	0	0	unique_gene
G0000125	F1145299	KAL8740984.1	2	85	7	0	0	unique_gene
G0000126	F1145299	KAL8746383.1	2	86	6	0	0	unique_gene
G0000128	F1145321	KAL9613842.1	2	86	6	0	0	unique_gene
G0000129	F116603	XP_041153715.1	2	78	14	0	0	unique_gene
G0000132	F116794	CAF9909603.1	2	84	8	0	1	unique_gene
G0000135	F116794	CAF9919473.1	2	87	5	0	0	unique_gene
G0000139	F116821	KAG7008427.1	2	87	5	0	0	unique_gene
G0000140	F116821	KAG7009578.1	2	86	6	0	1	unique_gene
G0000141	F116982	CAO1596844.1	2	79	13	0	1	unique_gene
G0000142	F116982	CAO1601628.1	2	84	8	0	0	unique_gene
G0000144	F117179	KAE8213984.1	2	82	10	0	0	unique_gene
G0000145	F117179	KAE8216633.1	2	88	4	0	1	unique_gene
G0000146	F117187	XP_018743646.1	2	76	16	0	0	unique_gene
G0000147	F117187	XP_018757245.1	2	83	9	0	1	unique_gene
G0000148	F1174673	XP_045968362.1	2	84	8	0	0	unique_gene
G0000149	F1174673	XP_045969037.1	2	86	6	0	0	unique_gene
G0000150	F1174673	XP_045970904.1	2	86	6	0	0	unique_gene
G0000151	F1174673	XP_045971023.1	2	84	8	0	1	unique_gene
G0000152	F1176130	KAF1983727.1	2	75	17	0	0	unique_gene
G0000153	F1176130	KAF1987306.1	2	79	13	0	1	unique_gene
G0000155	F1176355	KAK1349435.1	2	85	7	0	0	unique_gene
G0000156	F120017	XP_041409806.1	2	88	4	0	1	unique_gene
G0000157	F120017	XP_041412108.1	2	83	9	0	0	unique_gene
G0000158	F1209916	XP_060316181.1	2	82	10	0	1	unique_gene
G0000159	F1209916	XP_060316375.1	2	84	8	0	0	unique_gene
G0000160	F1209934	XP_060376407.1	2	84	8	0	0	unique_gene
G0000161	F1209934	XP_060383788.1	2	82	10	0	1	unique_gene
G0000167	F1214568	XP_052992186.1	2	84	8	0	0	unique_gene
G0000168	F1214568	XP_052995351.1	2	82	10	0	1	unique_gene
G0000169	F121624	XP_066746361.1	2	86	6	0	0	unique_gene
G0000170	F121624	XP_066749666.1	2	84	8	0	1	unique_gene
G0000171	F1217826	XP_018185271.1	2	87	5	0	1	unique_gene
G0000172	F1217826	XP_018185335.1	2	88	4	0	0	unique_gene
G0000173	F1220207	XP_041554367.1	2	84	8	0	1	unique_gene
G0000174	F1220207	XP_041554901.1	2	87	5	0	0	unique_gene
G0000175	F122368	XP_023455660.1	2	78	14	0	1	unique_gene
G0000176	F122368	XP_023456382.1	2	87	5	0	0	unique_gene
G0000177	F1230402	KAN0704773.1	2	87	5	0	1	unique_gene
G0000178	F1230402	KAN0706460.1	2	82	10	0	0	unique_gene
G0000179	F1243177	KAI3642019.1	2	88	4	0	1	unique_gene
G0000180	F1243177	KAI3645886.1	2	83	9	0	0	unique_gene
G0000181	F1243177	KAI3647261.1	2	88	4	0	1	unique_gene
G0000182	F1243177	KAI3648366.1	2	82	10	0	0	unique_gene
G0000183	F1246581	PJF19050.1	2	87	5	0	1	unique_gene
G0000184	F1246581	PJF19848.1	2	83	9	0	0	unique_gene
G0000185	F1269715	KAN0063535.1	2	90	2	0	1	unique_gene
G0000186	F1269715	KAN0063901.1	2	83	9	0	0	unique_gene
G0000187	F1276059	KAN5907884.1	2	83	9	0	1	unique_gene
G0000188	F1276059	KAN5919274.1	2	49	43	0	0	unique_gene
G0000189	F1280837	XP_025351996.1	2	90	2	0	1	unique_gene
G0000190	F1280837	XP_025353971.1	2	79	13	0	0	unique_gene
G0000191	F1286916	KAI9226779.1	2	81	11	0	0	unique_gene
G0000193	F1286916	KAI9227636.1	2	89	3	0	1	unique_gene
G0000195	F129515	MCJ1244759.1	2	86	6	0	0	unique_gene
G0000196	F129515	MCJ1244789.1	2	79	13	0	1	unique_gene
G0000197	F1300064	KAL6121319.1	2	86	6	0	1	unique_gene
G0000198	F1300064	KAL6121991.1	2	81	11	0	0	unique_gene
G0000199	F1314805	KAI0029930.1	2	79	13	0	0	unique_gene
G0000200	F1314805	KAI0036367.1	2	88	4	0	1	unique_gene
G0000201	F1323573	KAM0748972.1	2	86	6	0	0	unique_gene
G0000203	F1323573	KAM0752536.1	2	89	3	0	1	unique_gene
G0000204	F1328300	XP_052911834.1	2	83	9	0	1	unique_gene
G0000205	F1328300	XP_052919485.1	2	67	25	0	0	unique_gene
G0000206	F13290	CAD7067213.1	2	82	10	0	0	unique_gene
G0000207	F13290	CAD7068324.1	2	88	4	0	1	unique_gene
G0000210	F13291	CAD6971897.1	2	88	4	0	1	unique_gene
G0000211	F13291	CAD6972469.1	2	82	10	0	0	unique_gene
G0000213	F1331295	EJD41890.1	2	80	12	0	0	unique_gene
G0000214	F1331295	EJD50755.1	2	88	4	0	1	unique_gene
G0000215	F1331295	EJD53975.1	2	81	11	0	0	unique_gene
G0000216	F133377	PVZ96525.1	2	82	10	0	0	unique_gene
G0000218	F133377	PWA03274.1	2	82	10	0	0	unique_gene
G0000219	F133385	PVU88184.1	2	81	11	0	0	unique_gene
G0000222	F133385	PVU94956.1	2	87	5	0	1	unique_gene
G0000223	F1341166	XP_033534454.1	2	85	7	0	0	unique_gene
G0000224	F1341166	XP_033534638.1	2	79	13	0	1	unique_gene
G0000227	F1343610	KAG0257876.1	2	85	7	0	1	unique_gene
G0000228	F1343610	KAG0258747.1	2	81	11	0	0	unique_gene
G0000229	F1343614	KAI1307209.1	2	85	7	0	0	unique_gene
G0000230	F1343614	KAI1316422.1	2	86	6	0	1	unique_gene
G0000232	F1348612	RHZ50774.1	2	88	4	0	1	unique_gene
G0000233	F1348612	RHZ62737.1	2	83	9	0	0	unique_gene
G0000235	F1348612	RHZ88516.1	2	84	8	0	0	unique_gene
