marker	taxon_id	protein_id	sequence_sha256
5003192at2759	F80663	KIM87854.1	a559e68eafa0aa8c148f28f3fe1a1be81549c636ef4d5b68dbb48254bb76aad8
5003856at2759	F80663	KIM88208.1	f67e66ae362ea807d80378140b10d2f94495a042c4ef284a9af71d0a5934daec
5003972at2759	F80663	KIM84413.1	f3d3cf3334d1ba6144df75ef4f0e93e9a749fe827b40009aeae780d0472f0d94
5004118at2759	F80663	KIM88594.1	1ac5aa66a22e220ad0e1d811bb40de27cef29e69f614680b1299716525788cfa
5004265at2759	F80663	KIM74684.1	7eb3536cf2027a683aed866ab5f0d2d7bbca3095b0b69955af238fa39b0c36b7
5004478at2759	F80663	KIM83907.1	5f574092216f124e95cccb904a3fa4dcf25157dd818553824fbbed018937315f
5005010at2759	F80663	KIM91214.1	076a6375ecffa9e35641ad869df65d809f5a1e1a9cb6875437ed2ad028d6e4ca
5005174at2759	F80663	KIM91236.1	c1a62c7efe0a68f606d990a474a85b6e5b5bcca19c5281ae8217828fcb1bd914
5005196at2759	F80663	KIM74084.1	f154a86d6fe3405cd4f3adab9d4e196e5a10eddadc90cc8280a70be8c90b93da
5005217at2759	F80663	KIM74812.1	e79e3774e8d830b5ccfebb0061b798c0f0e442df7a26500a1baef9597b2350af
5005274at2759	F80663	KIM89209.1	2193f4fc23b2e074e4b7d1743095afb8a396b28b9458419e74902d6a342cb628
5005750at2759	F80663	KIM80936.1	1e89de89132c127b463e634813d7d28c2a673a4f47816f2262d5c6efc02d0ebd
5005892at2759	F80663	KIM85266.1	4898e793fde04eb2b493460d57177b9b0427d455453fcc19b72edf676336b1e7
5013042at2759	F80663	KIM90828.1	dd384833228a976da173046f55912381966abfe733febe5a8a0b60addae0c1e9
5013259at2759	F80663	KIM87158.1	3c09d8a3608174888ae93a53ba26b3e7ee43a8958b324c3408744b5489ac4b01
5013539at2759	F80663	KIM79702.1	ff5a1b69f7e707a2bf7c883a4498b0471720c9bb1384dbb76c489f26879fc71e
5013726at2759	F80663	KIM84016.1	3d7e1e33f9855aabfbfe620b2c9dfa2cb789f5d65d488920cc9e3f23fb3d30d7
5013738at2759	F80663	KIM79661.1	4790f74c8f1173dc1a9fcfc581000eb79befe3dd394c80c68147da25d3e2593e
5015403at2759	F80663	KIM87086.1	7422675fc6ea4302650450b1120968f3aba0bca92ffe9754b42dc011607487ed
5017019at2759	F80663	KIM88856.1	ecf636e06147d8082316d9d9f0fcc4a174fb482a9625dfdd2f366982fd96a1b1
529759at2759	F80663	KIM84209.1	4cd9ac421ee6d459d2d1b397d50ce93c750b424b446273e98f331bc328c5ea6e
530740at2759	F80663	KIM75970.1	bc0eb557b67846b4d3ff5437f9a6a434f7f5e0ef7590e8b7076528782c9d6e0e
539632at2759	F80663	KIM91730.1	527c78711cdc35066dff15ceb6c157d791773b2b9b618003edea6dd6706a5919
540946at2759	F80663	KIM86666.1	ad981cb39c6841af1f31dc2fcab1161175b84345640a77e456b9239fd233ff5c
541070at2759	F80663	KIM80353.1	64f15987925f71c6dc61621c4f91cb02459bdc4deb73176b60706a449efc0857
554735at2759	F80663	KIM78466.1	23da28d9eb03c6c82e36495197f0cb63aa3e0e7997c551a8bd7b6e69b53884b2
649304at2759	F80663	KIM89134.1	649be9a22b40fe26b35d2a39c4eb8b77b16893ece443eb7dfac79a9d694b1644
707076at2759	F80663	KIM87215.1	80df22ce973982d0f2d77856746531e06cc37cc177e551f6834253fe7a25e601
707202at2759	F80663	KIM87244.1	0e254f243c297082a9b4e7cb0a92b58bbfe56cbceef245cffb165817a9789291
727964at2759	F80663	KIM89394.1	10bea4e48be03d8b9990638613465ff4617bf646096fe6e01fe5605dcfe89730
760428at2759	F80663	KIM79118.1	bc24d712a0a36dd8b47139cffd712f6b6b886924b585110935695887a257dd39
801816at2759	F80663	KIM87216.1	ee91f94d66bb3a22aa1f92f3182b1ce5a006ca73a752fa263674a85798c6d991
201273at2759	F48563	XP_041306878.1	228fe98dccc3080c5b15983b000b6fa23c63d3a7a10ba2f122687558327e01fa
260326at2759	F48563	XP_041306211.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
201273at2759	F48565	KAG2750258.1	228fe98dccc3080c5b15983b000b6fa23c63d3a7a10ba2f122687558327e01fa
207567at2759	F48565	KAG2755538.1	e7b790a1077710a134408897b56088ff75e7c388c5991868886b256a130b44c0
4974767at2759	F48565	KAG2757532.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
207567at2759	F1904413	XP_041214406.1	e7b790a1077710a134408897b56088ff75e7c388c5991868886b256a130b44c0
260326at2759	F1904413	XP_041209940.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
129234at2759	F1912936	XP_041294997.1	565a7f38b5f8ad5a75aedb51bb418d7cd0c99e8b9e2135e8d655d48b38d58d34
201273at2759	F1912936	XP_041299492.1	228fe98dccc3080c5b15983b000b6fa23c63d3a7a10ba2f122687558327e01fa
207567at2759	F1912936	XP_041300119.1	291251d31187991e8831c255bd55bcbb8dbfbf4ead76ed10cdab9bc1d888ad14
260326at2759	F1912936	XP_041288820.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
4803900at2759	F1912936	XP_041293733.1	53280ef066a4488231d577db6beedd1c28a20561c97786b103175a7b90e5e615
4974767at2759	F1912936	XP_041297296.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
5000045at2759	F1912936	XP_041295434.1	91d8931aed5e0d36415e4e6a594c7d725dbc4af5a927f2bb84d5632ba3fa1f5e
5005010at2759	F1912936	XP_041297324.1	2cdf436e1b355d669faffad9d87fc7fceee63531d25a69e3a6306c53cf72fd3c
115730at2759	F1912939	XP_041225121.1	d49c1519f42592b63e64a106c1f49e7523fe77c0f2dd01cde994c779e5223d51
129234at2759	F1912939	XP_041224040.1	5c23a320bbf2de7cefc015b60ff0fa404df71f42a76788d00d7092b5753ff97d
201273at2759	F1912939	XP_041221121.1	743d6a9a2b91c56a7556000efd5992e9223ccdf0f51e8181a1e6ae57667eac38
207567at2759	F1912939	XP_041233804.1	291251d31187991e8831c255bd55bcbb8dbfbf4ead76ed10cdab9bc1d888ad14
260326at2759	F1912939	XP_041222741.1	7b1f65765c71aa2dbd11bc5d4b710cab9b90ad207a4547f79a00e601413b8ef1
2852757at2759	F1912939	XP_041227730.1	9ad1f3a5fc46555adf7f8877aa79628b01faaa6eae7b62b37fc291388e7e9ddc
319730at2759	F1912939	XP_041229221.1	dc2140b06211ae8fadd4168f744a9f12a24a031053d6513898ed4de989f8f787
345792at2759	F1912939	XP_041231325.1	ad92a2dae0512ccab6cb0e4a7fe1ece8b139973a60544baeb44b80f065ca05da
352891at2759	F1912939	XP_041232910.1	614fc4917eb89fc9c9173bc442405d7fcd0a174f491f012941bdbfac5a22deeb
4803900at2759	F1912939	XP_041227851.1	d8e33184818e7d5d0f496eabe8c00ad2d3c88f288caa24409bff0b9a7d679971
4823929at2759	F1912939	XP_041229399.1	33f849c405eca5ea2eb35a9b392f6c06bc38006c4adac1fad9d87b8e883f5b58
4837017at2759	F1912939	XP_041232219.1	9beed7304a0c1b56616fe21e9c9b36bf7ba1b987dd6367d8ea495d21c7c9cf14
4843824at2759	F1912939	XP_041222645.1	d48611d6901cdc3ca3a9e7d2f595198aeeae36714f8d98cd8ddda500af5b5360
4867008at2759	F1912939	XP_041231599.1	acfedd6dc8b7ae36d8b37ea749eb250eb015ef84e66419617f5b3f627f35488a
4896098at2759	F1912939	XP_041231044.1	82dce39b3d3762ced4aa06fbc3c95e25d714fd3a891920c054f8275c70ba24d0
4900375at2759	F1912939	XP_041218959.1	b4dc6b87aa759015162fc8f55341203d2cd1ebc3b473789ffb40f0e313e85ff2
4908955at2759	F1912939	XP_041231872.1	4ca702f0e63796403a555b6d1e78d303e74456601e41cdd35ec9d56a87034f26
4969990at2759	F1912939	XP_041221598.1	d8497e8a0f6c2d2586ab41de12a7d5fa4d23d0ee58f7f5ae13feacd9fb16e19c
4971272at2759	F1912939	XP_041233876.1	09beaa8c240a4c4d8379370392d3ae6597e5aa1d51a31aa8efd83b6737876203
4974767at2759	F1912939	XP_041232498.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
4976279at2759	F1912939	XP_041227692.1	52d051eaaa93ef1fcb4761fe33967471b4570f795d04983a3547ca5e044e5289
4977163at2759	F1912939	XP_041232555.1	64a086772efdb4903db852c1fcddc3cffa8ca791ff2d377b35b1f14ea5a0d932
5000371at2759	F1912939	XP_041221093.1	6ffaf1d8a02bb1f6fc343e26b6a26cd300a7aa362cc74ff23f278fa0d2d563c7
5000452at2759	F1912939	XP_041233425.1	3fd3fd56e3532cf4e57c519156c1e60dc533e786bd2d9e3c65f6e43eaa81f4b8
5000476at2759	F1912939	XP_041225328.1	8d784daf9aaee4946342b70b045952682211898680c2364dc67949ff2fbc1d2a
5000743at2759	F1912939	XP_041218760.1	a0e41c4a5f40ff7d93b084cf8bd83676ddad6555d060f1966c18d73d21969235
5001156at2759	F1912939	XP_041227017.1	d73edc8e4903671c552d0e934a66cad616df7fc4965fb13a022197f2df4f0a3b
5001273at2759	F1912939	XP_041225114.1	0fddcab725aff5bf3cd342cddaf6615dd9abe056089e4cf96067169ccb3ce669
5001318at2759	F1912939	XP_041232476.1	2bc1ffb05e24578896dcbc780b0a051b5b4875a6cc140a4e4831bc99358b2c95
5001413at2759	F1912939	XP_041228910.1	8a7434ff9071c2a148c388e21678004eb0549578592e513d3839aa78134acc32
5001473at2759	F1912939	XP_041230223.1	924431ea89637c5efbdc35d78a038fa45db3e1aae287592192d8d9a6944394f4
5001734at2759	F1912939	XP_041227064.1	a9ed861de11096768f24b526d7b6739658b5ac448b36c4200910752ed19fbf08
5002334at2759	F1912939	XP_041224887.1	9254f545fc6e379b1c785b36e5143ae546d96d94509ecb03fde0de105eecacf2
5002573at2759	F1912939	XP_041232651.1	d5a2fb8274458c554753c63cc9ceeebc4bdee72b47286bf6128bbba6fb244961
5003192at2759	F1912939	XP_041223391.1	25863a7f027ecd569a6d8773600c569636039dd28012f8de8d3e090403156ca2
5003856at2759	F1912939	XP_041224156.1	5090b8ef72a8eaf83ab4883e84f501667e9796d46f21bd17ff3582edd3374bc3
5003972at2759	F1912939	XP_041217873.1	a11ee78c23c2f3850184029a9672c05c7aea376b743e04a2a8ccd74150f4b350
5004118at2759	F1912939	XP_041233900.1	2071526d7b7b9d09f063077e5b88c47850805ef176e864df258dd8784a2144bf
5004265at2759	F1912939	XP_041233224.1	b7484da2541325ac80e8d39d5574149041d21c0fcbee9795aac387f20ac11544
5004478at2759	F1912939	XP_041228484.1	4d1f586a0ab07b1abd9a7792690aed331d76f38cc871222ede47f0d5435667d0
5005010at2759	F1912939	XP_041232522.1	2d7b64fc5ccdff77a7a5d5b9578a456ee488e47f88d7067d142a526e98f0e63b
5005174at2759	F1912939	XP_041222037.1	a1d19da5ad205884f70e3898e19a8c9fbf34b388317816ae0b8cd9d75bf60070
5005196at2759	F1912939	XP_041229303.1	944df91ee2d44f43dcd3edcd2d654e17f0739e48400c557871f88eb6e2477eb3
5005274at2759	F1912939	XP_041226740.1	00bc639162846126a42ee2f2873ce7e7a2cfbef03d759d676d1b107d6471646e
5005750at2759	F1912939	XP_041229568.1	c227c90bb2f8abb28851b747fec46e85aaee7b1f0e7574b715fe10033d4942a5
5005892at2759	F1912939	XP_041224727.1	34c3aac22ead16cfb6aab47ab0707248de7ee55dfb85bea944b9a74636bdde20
5013042at2759	F1912939	XP_041232725.1	337a2479e0c934eb00c5fd8ca99f3f24c35c4095eee805f349876ecd74502795
5013067at2759	F1912939	XP_041229217.1	79799154c4f467fbde69edadf7ae87346d6d5d64d9f579ccb440aa4f032c7d0c
5013259at2759	F1912939	XP_041231389.1	3e95200e3b0d330824300a1373f2fe8e06b1e6144d618002cdc731b8be228f6d
5013539at2759	F1912939	XP_041229385.1	65fbcee7f376da09773387c90f9992d169f4215b67e9ec54212d2be56b59f931
5013726at2759	F1912939	XP_041228368.1	a1212c152824c6c69d1e50eb22bcabdee36cdc60c60e7197e3aec110223e8b4b
5013738at2759	F1912939	XP_041229348.1	2dac8f498847da1b34a8c204426f2d4f07727099ff52e6e9eff3a2555073cdcd
5015403at2759	F1912939	XP_041231223.1	f4372804d4666f0b6a78e91ae6b87f62e1a32e4ad6c8be8ab386fd750efe3dca
5015712at2759	F1912939	XP_041232559.1	780cd8dcab6a8faa883ca00586157690a234c7e0d4fe164707e70838121e598e
5015742at2759	F1912939	XP_041233448.1	2c4e0058e9827dec1035c48f0c4fe61b5f40d0f5e8d2119f51a9e4e3e10dac14
5017019at2759	F1912939	XP_041230332.1	5b550f11ccc4d8e3f36e154fbd599b9b2fed02224d7b3f6f3f3a63c98266760e
529759at2759	F1912939	XP_041230984.1	d0024d3667ec747a0dd7a3e2b043e3292d4ecf35a9197ec2787a2215321be57b
539632at2759	F1912939	XP_041229084.1	c86662caab4fc5860df4914f607cb11d72f54a1ac4de2daa2b5bd7b618fe17d8
540946at2759	F1912939	XP_041227666.1	8fa97df29de7db54aee845af17ecfd5ae2bf30f1437124e99781a2995fe58a40
541070at2759	F1912939	XP_041230948.1	6f5ede93d2d1cfbb52d6fa04d5fb602be55d0f45b8634dfb066cedc5bc7d5627
554735at2759	F1912939	XP_041223803.1	b80f4e683557ca234302438b39c21422456efd18818c277c3b7e0e4203acc391
649304at2759	F1912939	XP_041232218.1	f1b8ff3e763d1d252f6e9b939edcb2590caa8a9eed2a329062ba25e6f3deeeaa
707076at2759	F1912939	XP_041231434.1	f21e8effca8658d263e2abb4b602ca95ef2527916ca2e4f5a31b69424babba23
707202at2759	F1912939	XP_041231465.1	ba9cc855d489f7b22d295251e60b089a428c7994b2173be72ea2bf1d675754be
727964at2759	F1912939	XP_041232047.1	5b65e1d6ce92de697695d5cb9fc97eda4345b974df0efab1ec08ea6e1703a9a8
760428at2759	F1912939	XP_041223402.1	127130915416f2d0dc1235064441c30e52a8272e123cafb7c7edb87a2f966756
801816at2759	F1912939	XP_041231442.1	0c39ce4597ee8962b4b8601f77e213d58ebfb4ea52f51e229873c02b6fb522d9
260326at2759	F48578	XP_041180311.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
115730at2759	F116603	XP_041153057.1	2a09ad127473640d806daa7036e893cb055bbd22c84b5a51c41dacfef33807e5
129234at2759	F116603	XP_041165428.1	565a7f38b5f8ad5a75aedb51bb418d7cd0c99e8b9e2135e8d655d48b38d58d34
201273at2759	F116603	XP_041165769.1	228fe98dccc3080c5b15983b000b6fa23c63d3a7a10ba2f122687558327e01fa
207567at2759	F116603	XP_041164685.1	291251d31187991e8831c255bd55bcbb8dbfbf4ead76ed10cdab9bc1d888ad14
260326at2759	F116603	XP_041155655.1	38a788a05ff9dde1602acc86f52ef7ee05a149434b8018aae035a5c2bb479682
2852757at2759	F116603	XP_041154279.1	d2cb9dac03905aa773915a5f1f63e0698357237fc683666be9bd9ff9578417c8
319730at2759	F116603	XP_041165225.1	5ce5007cf2bc50c5ccf89537e4fb1ccf709e1ff3aa0cd4cbce841b7570c0a217
352891at2759	F116603	XP_041158163.1	5b8e542be8879972a70341a8bb230d7e1945a3df5296b5ac6ec24414de13ec1e
4613677at2759	F116603	XP_041157815.1	9eecd1f287beba04d016ccca1274f942c608a24ff28df9b41245639b55673e73
4803900at2759	F116603	XP_041164277.1	53280ef066a4488231d577db6beedd1c28a20561c97786b103175a7b90e5e615
4823929at2759	F116603	XP_041156463.1	f76c3d0bbb9d970f1ee733c24390ada950d05dfbf2c64b15839debf57a7fce4e
4837017at2759	F116603	XP_041155447.1	1806661f51d9c901e1d98821e0fbc9ad8ef2815a83b7d6bf4b0c42cf6eca97bc
4843824at2759	F116603	XP_041153944.1	9a2cedbabc805e38f8a080c08855a6f5005e087889544e6d8ff45d0a50385679
4867008at2759	F116603	XP_041165915.1	eb0fe4dbac7c79d1bed710f2c181c7ea1bd229b8c7049b411748d42039afa144
4896098at2759	F116603	XP_041166602.1	9d884b44aa93551955ad4ff5676e635228949c86e542106f163106f3e6fce307
4900375at2759	F116603	XP_041161864.1	b4dc6b87aa759015162fc8f55341203d2cd1ebc3b473789ffb40f0e313e85ff2
4908955at2759	F116603	XP_041163379.1	4ca702f0e63796403a555b6d1e78d303e74456601e41cdd35ec9d56a87034f26
4969990at2759	F116603	XP_041153039.1	28513a5c6b8ced73e77263b2c676642e9eb9c8b1386649aee99e34757d3fd33c
4970387at2759	F116603	XP_041161411.1	4b2eb2ff26365e317bcdf85a415d34e22368cfe8897cbc294d47226fa64541d8
4974767at2759	F116603	XP_041167013.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
4977163at2759	F116603	XP_041167073.1	bf1741614fbb13130076987961302c9a4ef37bc9d00b8d4e71c809f992571040
4985971at2759	F116603	XP_041161419.1	ff4147e117c3d2036d56ba10557a3781479e28d68586d4f25ee6b13c62a0889a
5000045at2759	F116603	XP_041162218.1	91d8931aed5e0d36415e4e6a594c7d725dbc4af5a927f2bb84d5632ba3fa1f5e
5000371at2759	F116603	XP_041165738.1	7a2542ed874249d8a35b6367da1aedf297a66a725dd8c57c287ce9e726670223
5000452at2759	F116603	XP_041161157.1	19f1be529f176e14b7b8ca0f22ade999da3af5ec5f4f6af39eca8fe9e5db95ee
5000476at2759	F116603	XP_041158791.1	9c72f49551e44037f53b5c718cff18ad279107788f3592b99a44768d0505f2c1
5000743at2759	F116603	XP_041160942.1	e03b792119898405306886bdfc99895db67cd5928c5e97256cd107a0d1ef543d
5001156at2759	F116603	XP_041158599.1	7bf4564879d817fddd0b6c107d0cc935713c3ad72401ccbd728ecf7051561e15
5001273at2759	F116603	XP_041153064.1	44afbccad61df686ff6bb60b57548b4f8403701fd0eec5393c23e14e2f457752
5001318at2759	F116603	XP_041166992.1	c689714eeca5010f3e03162128e01f9e1ec795f604d8e4833d2f28be53b5f1e3
5001413at2759	F116603	XP_041165865.1	ace69ea8a9c0f204a656327db1553c53be746f4614d138012de510008acf3c12
5001473at2759	F116603	XP_041160133.1	8b5321e9053147abe16fb733be44a723e0cbc0e39c77bf07026a9530d6d4222a
5002334at2759	F116603	XP_041162055.1	a9525c45067b5bf83826de7bccf442c2d8a5c2ed98353cd37adb007f4075393a
5002573at2759	F116603	XP_041167169.1	b0d5ba38950c19288af4de39401bd30b85ee52fdd717a210538fe684990fc301
5003192at2759	F116603	XP_041161930.1	12453d0d9b1893d0127c66fe82aed33af013b9f56bdf7109ebe9d80b7a53abf1
5003856at2759	F116603	XP_041159618.1	51aa722ce1349aa9743ffd2be219ad46506e53d266a6bbe574870256bf42a01a
5003972at2759	F116603	XP_041162036.1	0dd08889d7a931c8f1e39ba3fc404e606faa1bbefec347e1a9bf274dbebc6edc
5004118at2759	F116603	XP_041167881.1	8477d14c934d37ccaa17d29bcc055218ef027f89bc0785dfed34b51e0df732cb
5004265at2759	F116603	XP_041159272.1	9cb0e4ae51187f2509a81cb082c355f0e3b41c3ee3f9131427c7e09b493d7daf
5004478at2759	F116603	XP_041157625.1	cb0d7c6e6ba43f9e39bdda29ae3acc92ae5c12264f5de2ee58aadbea68b5fa49
5005010at2759	F116603	XP_041167038.1	2cdf436e1b355d669faffad9d87fc7fceee63531d25a69e3a6306c53cf72fd3c
5005174at2759	F116603	XP_041153716.1	44a86d33cbf62156195c2ef8f5e21794dcbe2de48512c004131cfc860ad71c03
5005196at2759	F116603	XP_041156286.1	6dd3528eaf434434128ef39c007c14446e5e2430aea680aa4a0e1450709975ad
5005274at2759	F116603	XP_041158644.1	633edec62321096dc7648a589b9a25c6553b2a31874625d4df58be28b2862ee8
5005750at2759	F116603	XP_041164503.1	f256b860472ddb864bca9a2df3526cddf2923817cb512b3ecb5a5fec6af2252d
5005892at2759	F116603	XP_041165021.1	2926d37a44ecacd8459eb8103717354436ea571a1ee8a6077fa231083c0db131
5013042at2759	F116603	XP_041167242.1	b166132bf5f8c640b2b2b04c7d16630c23a3f004c903beefa497ab790b242ea3
5013067at2759	F116603	XP_041165231.1	7115de1c2bf62a0ddfe377e2f9114f9ae2a1538c0d0cbd1226471727188b41b6
5013259at2759	F116603	XP_041166125.1	acb50c8a772d78ec4f22f7fb9c45985a8fe14b30a4c30ca1dd7d0d4d27efe6ff
5013539at2759	F116603	XP_041156473.1	5f6e65ad35bb53b524769de17aa828a7fababfadaa2f3f6ef16f9e4d264f7a38
5013726at2759	F116603	XP_041154981.1	7a735c09b7d36fa38a8b6526204a782b66fb55aaf41180dc260a5a4ab3c4fea2
5013738at2759	F116603	XP_041156514.1	a780b141dbe721a7b751adcc9bb6c757a14d0d33056743e2094d1d80cc9e6ddc
5015403at2759	F116603	XP_041156883.1	b1ab415b747ced62643a1b8015d938e03f28bb14b90eeebac790ffa2970be34c
5015742at2759	F116603	XP_041161137.1	ac793c628a3814500102bada66f063a892cb66afd0a9a96abfea6758b6408874
5017019at2759	F116603	XP_041161456.1	a2fa8d52c5e78afc8c1a0f874e0a3c1954975fbb4e76f5039d8c213aad744923
529759at2759	F116603	XP_041166548.1	4f0a3d6f16bc3a9a0c4296e46559b84d87e7f40f26ad67cc44e9b8fb0dc88bc2
539632at2759	F116603	XP_041165348.1	c86662caab4fc5860df4914f607cb11d72f54a1ac4de2daa2b5bd7b618fe17d8
540946at2759	F116603	XP_041154213.1	25cadb4d0559b7728e408dfabebd1c4804da47d247fa2c2c94cf8c6566fa44cc
541070at2759	F116603	XP_041166516.1	36ad53ced7e788709b6c7fe2e5954da53aa5f888ba208f64fe3dedc8db5679b2
554735at2759	F116603	XP_041162826.1	840ae443914ef8b980101c25ce6637ee1298e13acc23f9ad1172cfbbd16d1a88
649304at2759	F116603	XP_041155448.1	36dbcf08941269b79c4999dfc77925af488c1852703d8ac355030a809c0c0239
707076at2759	F116603	XP_041166090.1	142a4cfbb9eba498ee4ee711f7026430b8030fec1da5d783a2b105aca7e3b232
707202at2759	F116603	XP_041166055.1	d8c5f2d771ce6f81c18e2f3e761f15831a0b5a31bb840aced762c81ae1b20daa
727964at2759	F116603	XP_041159435.1	31ae79fd7a6585163f3a77bf78aa829dd1570b942d2e1b09b7b3606e5f8187b0
760428at2759	F116603	XP_041161942.1	a8d71c6f12cae2778fea2ecb177a5d4c1e9a91dd09c9ed1f804f889d7e652728
801816at2759	F116603	XP_041166082.1	bb02043251158da24d47b122b24a86b251c50068c0b8f2ebb59c69d4bf299d1f
207567at2759	F48586	XP_041250682.1	e7b790a1077710a134408897b56088ff75e7c388c5991868886b256a130b44c0
260326at2759	F48586	XP_041241226.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
5005010at2759	F48586	XP_041250085.1	5f152bab5aab2a73a8aa9f8873a0a228032a0da1d2577309f85106616f6eaef5
129234at2759	F48587	XP_041187208.1	68654e8c17e9d333091e8c1ae391cd4d2660e0323d35afbd6b0052f2a4c56346
201273at2759	F48587	XP_041188567.1	c391e2d11912c88cd3ed590fa465d7a84782a9ca45d37ea9e47e5d39fbc7bfef
207567at2759	F48587	XP_041199053.1	e7b790a1077710a134408897b56088ff75e7c388c5991868886b256a130b44c0
260326at2759	F48587	XP_041193203.1	269dcda887e098bf81e7589e40cf72306e3dfb330c33f5caa7eeca5839adc092
2852757at2759	F48587	XP_041197541.1	9428c378e85b5b22e1896b1b21719f148169e8a294505c726865d3b456972c31
319730at2759	F48587	XP_041194913.1	0e41bba0d88e36fad2c4e7526b9ad1901e34214886f06388f72aa0976b6dc85a
345792at2759	F48587	XP_041200264.1	bc0c28bf0ed99ac47fa07a5b983c57990aa9b4b389c027324c8f7fefb9e625f4
352891at2759	F48587	XP_041195586.1	2f827ceac7e6f988378c0bc294ab7c8617f6d2c5eedc1974f64b523d38bb2c84
4613677at2759	F48587	XP_041195211.1	6e4531a98af6c4263c539bc75a1001712bcc80c4227f7620742ec396b96dc23f
4747214at2759	F48587	XP_041195598.1	dc31567a15d6be8fca6014ce72a9c9ff09e91ba41003ad9d6227a007001089b5
4803900at2759	F48587	XP_041197622.1	630ed86a40befc851947a27b26d64d37e2eaea24bf3b68b35abf2540d0863edb
4823929at2759	F48587	XP_041199720.1	4622edc71cfa47162fd8bb156c14d2fff2bc534201da765343f02971bed20130
4837017at2759	F48587	XP_041197229.1	93ace61608d47916d7392b85f4d851868fc663c7b146cd0eb414e338b6d84ada
4843824at2759	F48587	XP_041200130.1	9978abf36a23f0bd4ec5c6c0c64a11e0a54d65da604b9d31c28346870ef79a6f
4867008at2759	F48587	XP_041199814.1	95ee8f365fb96e284e88ec92fabeb9e0d26bab742058d8da5e3158f0d6af4c39
4896098at2759	F48587	XP_041196419.1	695020fd47297995b5639efa4d65e3e50a21e636f38fe4580c4d95018be5a3b4
4900375at2759	F48587	XP_041198399.1	0b816079f9c620e0f64e0a06754178a1c9bfb20cf6c17e4209312309113ee80c
4908955at2759	F48587	XP_041190253.1	05dcb83022ddfa7eadefde79ce5ce48b6bb5e22b372e206ba5c95f3ac849d28b
4969018at2759	F48587	XP_041199333.1	ee2bbfaa59e4a74965c94ffa1b3e28d3d9af2b972445aaf48c6b95d98c88e4a3
4969990at2759	F48587	XP_041190755.1	b4451317303ef0744036b3063a290deb9f4cd2af21315b2b74d213f101940cfd
4974767at2759	F48587	XP_041192615.1	1a3969394f1aa2f72d0d10a303bb4111d333653ef709d9dd7b3e649a7efddb7d
4976279at2759	F48587	XP_041197497.1	a6be92ec329daf1be2dbcf68aef9554316f3a609aa203d2e7e6c525139cc3b56
4977163at2759	F48587	XP_041192549.1	618ee93091185a0c3452bdb371b12af2d43e07a9664e526d8e8b6e2e3e6dedd9
5000045at2759	F48587	XP_041193399.1	0fa579e33396321bf4257e5cceb93dcc92db6f96636fd466e8836e1ec4cff192
5000371at2759	F48587	XP_041188530.1	231c855e88bf64285107eb3a36a629fe18bf9bfa5135801002425c88b051515c
5000452at2759	F48587	XP_041188780.1	208429c6a9ee4af9ee5143bdd7e3b948672aa073709a7eba54882b9d6ea0a90d
5000476at2759	F48587	XP_041200488.1	32c8cf5005388be769faabf1fab701c4d8aa6383d75633f5f9cee75b92397a95
5000743at2759	F48587	XP_041200368.1	cc779bd2d94464ba7b9701f0a32d3c1ded2e44c6ee27d779da6b14e12ef620e2
5001156at2759	F48587	XP_041194559.1	e7f79d5f6f2dfdbf01b422fe6372523619d6889d8ff47691ceff4fccbc3a31f9
5001318at2759	F48587	XP_041192637.1	014f0d3e560fc3505bfa6167c1f5985d4362214237f840b798acf70e1caa2f14
5001413at2759	F48587	XP_041198118.1	f344a9ebc50d525f9f140e891a448b0c574645d190057cd36dcc6fd386391b40
5001473at2759	F48587	XP_041191129.1	ee680f177ffce42d05a83e344e16e25c67394cdb3132935b4d809390a9989137
5001734at2759	F48587	XP_041189366.1	e72ed4d7f8ef2a85e122a001218b84793a4cee307f3b7ddb4f6edbdab15d409e
5002334at2759	F48587	XP_041196677.1	c738204f0abeac37c7db0c66059d77c353b7720d888a6993dc234a01d3e9d6e4
5002573at2759	F48587	XP_041192449.1	1172009966ea9862cbbba9db74d04731d2fca323f61a69b6ed0cdf2f31dd668d
5003192at2759	F48587	XP_041198477.1	c2bc13c498f6561e5394da14d35bbae498749cce3c0bfdc9d6f6bff7edfc3402
5003856at2759	F48587	XP_041193533.1	a3b47c18566896bd5336e361805fcf22122b1ab2860ad28d716a45be59c0e99d
5003972at2759	F48587	XP_041196696.1	ebfdf87784443d57ebd70169ea2d94592b31bbd9bb0fe7d180f759d6659823f4
