case_id	target_node	target_is_terminal	split_smaller_side_taxa	target_dS	target_dN	target_branch_parameter	taxa	codons	minimum_taxon_codon_coverage	target_terminal_codon_coverage	delta_ll_at_half	delta_ll_at_double	delta_ll_at_tenfold	maximum_slice_improvement	marker_copy_caveat	saturated_pairwise_distance_warning_lines	parameter_boundary_warning_lines	nni_convergence_warning_lines	other_warning_lines
Malassezia__5015712at2759__code1	F2020962	True	F2020962	0.8867186943452771	0.0989436327791061	1.860349163473508	5	470	0.9851063829787234	1.0	-19.396989468851643	-27.854020525445776	-423.27111794779375	-9.094947017729282e-13	none_recorded	0	0	0	0
Amanita__649304at2759__code1	F41956	True	F41956	0.8861666105361224	0.06530113567517264	2.198151646478364	7	305	0.9836065573770492	1.0	-14.666263649348366	-18.905680342181768	-253.26000815558746	0.0	none_recorded	0	0	0	0
Fusarium__529759at2759__code1	InternalNode6	False	F1328300;F195108	0.885128590579048	0.004782594316659671	1.775615593286342	10	244	1.0		-7.936993545839414	-6.8431895291448654	-43.21173091937567	2.2737367544323206e-13	none_recorded	0	0	0	0
Fusarium__207567at2759__code1	InternalNode7	False	F1328300;F195108	0.8834819142684869	0.008732615487818667	1.795045006589861	10	179	1.0		-6.066019326562127	-5.798613777617902	-45.60021024650905	-4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__649304at2759__code1	InternalNode6	False	F1328300;F195108	0.8825835025178177	0.048834265807773614	2.256590902706423	10	313	0.9808306709265175		-14.668665432736361	-16.514073958378958	-202.31525615065448	-4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__5013726at2759__code1	F5208	True	F5208	0.8825618818135142	0.03501195856707647	1.530273468307736	10	182	1.0	1.0	-5.662771000585508	-7.654923803909924	-105.3524042634167	2.2737367544323206e-13	none_recorded	0	0	2	0
Aspergillus__5000870at2759__code1	F182096	True	F182096	0.8815798173903381	0.0378575162677961	2.170976219929663	10	760	0.9973684210526316	1.0	-25.42781562804521	-31.44154259910647	-419.49633958339655	1.8189894035458565e-12	none_recorded	0	0	0	0
Wallemia__5005174at2759__code1	F1540922	True	F1540922	0.8809404693277202	0.04822163313163753	1.441794510279708	4	217	1.0	1.0	-8.619070738247956	-11.275068358718045	-150.02429763406258	0.0	none_recorded	0	0	0	0
Aspergillus__5015876at2759__code1	InternalNode7	False	F5059;F5062	0.8805815182061805	0.05396161314142643	1.892985767109052	10	514	0.9980544747081712		-22.433930208700076	-27.323891838900636	-369.6693173560061	0.0	none_recorded	0	0	0	0
Amanita__5004391at2759__code1	F235537	True	F235537	0.8796617196198151	0.05527974209942339	1.584524914087393	6	986	0.8853955375253549	0.986815415821501	-38.28735134899398	-51.64727436954672	-714.9910029920084	-3.637978807091713e-12	none_recorded	0	0	0	0
Trichoderma__5013042at2759__code1	InternalNode4	False	F58853;F65468	0.878833143209614	0.051808702136501905	2.990458897808038	10	407	0.9877149877149877		-18.562466497783134	-19.68708001682444	-264.9604412787821	0.0	none_recorded	0	0	0	0
Wallemia__4999134at2759__code1	InternalNode1	False	F1540922;F245174	0.8781445455710025	0.008832492675409778	1.961733531495893	4	2325	1.0		-58.99235124997722	-62.16752329738847	-504.988558354984	1.8189894035458565e-12	none_recorded	0	0	0	0
Aspergillus__649304at2759__code1	F746128	True	F746128	0.8776568618720251	0.061710974348904234	1.945391234566314	10	311	0.9903536977491961	1.0	-14.160512903246854	-18.184035383723312	-241.94937049090368	0.0	none_recorded	0	0	0	0
Umbelopsis__160487at2759__code1	F91625	True	F91625	0.8774197055657299	0.023605203751095993	1.388966992071632	4	877	1.0	1.0	-34.07627130898709	-38.214480246846506	-382.81503894609705	0.0	none_recorded	0	0	0	0
Candida__115730at2759__code12	F5482	True	F5482	0.8762907087573741	0.010298261258226448	2.818518312303097	4	231	1.0	1.0	-5.111611662389578	-5.126549629750571	-51.081797329843084	2.2737367544323206e-13	none_recorded	0	0	0	0
Fusarium__4747214at2759__code1	InternalNode2	False	F101028;F36050;F5128;F5518	0.8747399357831694	0.03474566350947761	1.830668470470308	10	141	1.0		-4.423079736935961	-5.420319179763055	-70.77650914524656	0.0	none_recorded	0	0	0	0
Malassezia__4969018at2759__code1	F2020962	True	F2020962	0.872964670392704	0.03199639447404122	2.34833720742008	5	442	0.9909502262443439	0.9909502262443439	-13.933983306696973	-16.12786838662214	-205.0152782885025	0.0	none_recorded	0	0	0	0
Amanita__5013067at2759__code1	F41956	True	F41956	0.8727727920794737	0.03542712062628682	1.678003256738624	7	326	1.0	1.0	-12.729608832449685	-15.504330102704444	-187.16454271745624	0.0	none_recorded	0	0	0	0
Tilletia__5001473at2759__code1	F1031713	True	F1031713	0.872238681035586	0.061639748165385554	2.383318890753336	5	127	0.984251968503937	1.0	-5.70305818624206	-6.958330729804857	-98.49568009062125	0.0	none_recorded	0	0	0	0
Umbelopsis__5001473at2759__code1	F91625	True	F91625	0.8716298499741231	0.06480681128150231	0.9993389003657615	4	105	1.0	1.0	-6.068174642253894	-7.437085613343811	-91.20429039224405	0.0	none_recorded	0	0	0	0
Wallemia__4695236at2759__code1	InternalNode1	False	F1540922;F245174	0.871214495766278	0.03972350030710013	1.649340134435275	4	1065	1.0		-41.60042096268262	-49.36642383902745	-614.5472481612869	0.0	none_recorded	0	0	0	0
Umbelopsis__5006326at2759__code1	F91625	True	F91625	0.8702478178306196	0.041926110258411836	1.985894134153397	4	582	1.0	1.0	-26.29613772843186	-31.654026760340457	-385.1709121870326	0.0	none_recorded	0	0	0	0
Microbotryum__649304at2759__code1	F269621	True	F269621	0.8693410351130757	0.04734574879038218	1.70589604983878	4	293	1.0	1.0	-20.0773761069363	-20.93249933332936	-220.61462410429954	-2.2737367544323206e-13	none_recorded	0	0	0	0
Aspergillus__4969636at2759__code1	F746128	True	F746128	0.868841077607758	0.04020637703064392	2.160328163368668	9	416	0.9951923076923077	0.9951923076923077	-18.75162576150342	-22.10278486380048	-266.23739300593024	0.0	none_recorded	0	0	0	0
Microbotryum__4843824at2759__code1	F269621	True	F269621	0.8665724043967954	0.016536473976030218	1.976259836532051	4	197	1.0	1.0	-10.631937830167999	-9.833608817328468	-72.07578421325707	2.2737367544323206e-13	none_recorded	0	1	0	0
Trichoderma__5001273at2759__code1	InternalNode6	False	F58853;F65468	0.8645678186022455	0.04535476384388529	3.278998367524518	10	240	0.9958333333333333		-10.378385876041648	-11.160237899300682	-146.67623801698937	-4.547473508864641e-13	none_recorded	0	0	0	0
Candida__5005215at2759__code12	InternalNode1	False	F42374;F5476	0.864520690329972	0.04628707363990417	1.546432037435177	4	555	1.0		-20.00400393745622	-26.3420111088908	-360.956207578718	-9.094947017729282e-13	none_recorded	0	0	0	0
Candida__540946at2759__code12	F5479	True	F5479	0.863523766748875	0.052867592017889424	1.696706462883101	4	387	1.0	1.0	-12.37335855448282	-17.146099876887092	-266.6281767677642	0.0	none_recorded	0	0	0	0
Aspergillus__5013992at2759__code1	F746128	True	F746128	0.8628697381460824	0.019224847559682675	1.926803491132942	10	815	0.9865030674846625	1.0	-22.37585941350335	-26.596944793127477	-295.38216195328096	3.637978807091713e-12	none_recorded	0	0	0	0
Colletotrichum__5001273at2759__code1	InternalNode1	False	F1095194;F474922	0.8617551030766951	0.014010624864400134	2.834512473457498	10	243	1.0		-4.879091923744454	-5.547653979283041	-64.28234392268632	4.547473508864641e-13	none_recorded	0	2	0	0
Fusarium__5005892at2759__code1	InternalNode6	False	F1328300;F195108	0.8616186653762973	0.050036293311335384	1.739355524820704	10	370	1.0		-15.581418993036095	-19.729267753411477	-260.43145247826396	-4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__5002334at2759__code1	InternalNode6	False	F1328300;F195108	0.8614908677146034	0.0463455087259203	2.059663173315832	10	373	1.0		-17.244260112346183	-19.419994572018823	-235.33973042937487	4.547473508864641e-13	none_recorded	0	0	0	0
Naganishia__4999134at2759__code1	F104408	True	F104408	0.8596899897416493	0.007269764314658044	1.431173938930919	4	2333	1.0	1.0	-89.53704938330702	-86.5440515293376	-517.652829707331	-3.637978807091713e-12	none_recorded	0	0	0	0
Fusarium__5017019at2759__code1	InternalNode6	False	F1328300;F195108	0.8593576834373631	0.03534865619307719	1.718113625025107	10	398	1.0		-16.881849956452697	-18.639100604985288	-217.44822891397916	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__5000045at2759__code1	F182096	True	F182096	0.8587040670880944	0.0410158984758816	1.680691059170685	10	381	1.0	1.0	-18.58486787749098	-20.04615515089972	-223.24632890482735	0.0	none_recorded	0	0	0	0
Fusarium__4983000at2759__code1	InternalNode6	False	F1328300;F195108	0.858661915617355	0.03095127836380296	1.79935959993646	10	487	1.0		-18.076968182995188	-20.630368454346353	-240.33490110111234	0.0	none_recorded	0	0	0	0
Microbotryum__5005217at2759__code1	F269621	True	F269621	0.856383184512589	0.08514825773422072	2.176761721299663	4	474	1.0	1.0	-40.04922595723701	-44.91092530825472	-499.7655416495404	0.0	none_recorded	0	0	0	0
Tilletia__4969018at2759__code1	F1031713	True	F1031713	0.8540040208497442	0.028157574469877007	1.397122281522296	5	461	1.0	1.0	-19.273303111703626	-18.939791609761414	-200.86930291501994	-4.547473508864641e-13	none_recorded	0	0	0	0
Candida__4977863at2759__code12	F5479	True	F5479	0.8538695484561009	0.045689473484693884	1.840111278427926	4	561	1.0	1.0	-15.634614626303119	-21.71386428274127	-344.28009103297154	0.0	none_recorded	0	0	0	0
Aspergillus__4813267at2759__code1	F182096	True	F182096	0.8501980507037018	0.03658183461269733	1.817189322262486	10	879	0.8794084186575654	0.9897610921501706	-27.31361745103095	-34.40303696434239	-455.51734360261617	-5.4569682106375694e-12	none_recorded	0	0	0	0
Colletotrichum__4843824at2759__code1	F474922	True	F474922	0.8499696370731874	0.011371019967094831	2.493353413812771	9	192	1.0	1.0	-4.826766955970243	-5.152165026241391	-50.83434027650901	0.0	none_recorded	0	0	0	0
Fusarium__4764044at2759__code1	InternalNode6	False	F1328300;F195108	0.8499256803009236	0.0543267476509042	2.080045145672663	10	510	0.9882352941176471		-24.025603126538044	-28.625674741982948	-371.58722940057123	0.0	none_recorded	0	0	0	0
Aspergillus__4999134at2759__code1	F746128	True	F746128	0.8485625252895069	0.007868018313914791	1.78084855814494	10	2336	0.8180650684931506	0.9991438356164384	-66.4631594663806	-67.79793777572195	-485.98234228686124	3.637978807091713e-12	none_recorded	0	0	0	0
Colletotrichum__5015742at2759__code1	InternalNode3	False	F1095194;F2283408;F34406;F474922;F80884	0.8464677256338773	0.03574194216641384	1.86991599987093	10	482	0.9979253112033195		-19.144417732281	-23.500133882092996	-285.36645407191827	0.0	none_recorded	0	0	0	0
Aspergillus__5003972at2759__code1	F182096	True	F182096	0.8463940116892444	0.07833055057682323	1.752238695509069	10	255	0.8156862745098039	1.0	-12.338241579589521	-15.760871411217522	-220.55897469285537	0.0	none_recorded	0	0	0	0
Amanita__5001941at2759__code1	F235537	True	F235537	0.8457668161544137	0.037801038049544676	1.864750584183215	5	735	0.9891156462585035	0.998639455782313	-25.31489831048293	-32.70056275918523	-423.05866816035814	0.0	none_recorded	0	0	0	0
Colletotrichum__4747214at2759__code1	F474922	True	F474922	0.8438896230836969	0.006784750922405645	2.64583338254078	9	141	1.0	1.0	-4.062346856713702	-3.5762690469000518	-24.11425685575591	0.0	none_recorded	0	0	0	0
Aspergillus__5000371at2759__code1	F182096	True	F182096	0.8420710016386352	0.08370773161637848	1.739073444309002	10	418	0.9497607655502392	1.0	-18.677995939910943	-25.49916454365939	-371.5643299640533	0.0	none_recorded	0	0	0	0
Amanita__529759at2759__code1	F933333	True	F933333	0.8414118786151025	0.022612767149143096	1.952424325115832	7	245	1.0	1.0	-7.143862384708427	-8.338290035916998	-93.63894266473426	0.0	none_recorded	0	0	0	0
Candida__530014at2759__code12	F5482	True	F5482	0.8411648763599896	0.03808120858126753	2.078839331051855	4	852	1.0	1.0	-24.344013992455984	-30.260516942244067	-447.806186501035	0.0	none_recorded	0	0	0	0
Fusarium__5005274at2759__code1	InternalNode6	False	F1328300;F195108	0.8398848099616162	0.065455882038118	1.370631201284072	10	341	0.9765395894428153		-16.513697116333333	-20.751625133833386	-285.54196684999397	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__5001660at2759__code1	F746128	True	F746128	0.8367693644624296	0.04372398937831513	1.727640508567455	10	636	0.9795597484276729	0.9795597484276729	-27.416384508391275	-30.375494044934385	-380.69209657464125	-1.8189894035458565e-12	none_recorded	0	0	0	0
Tilletia__5015403at2759__code1	F1031713	True	F1031713	0.8358364104497105	0.04798126176927075	2.01672328102307	5	423	0.9361702127659575	0.9952718676122931	-14.715869496943014	-18.18775547005953	-262.00858507715384	0.0	none_recorded	0	0	0	0
Fusarium__5004599at2759__code1	InternalNode6	False	F1328300;F195108	0.8341644130323682	0.04341564000814383	1.741466269914425	10	745	0.9973154362416108		-34.58774148573866	-41.05649645282483	-496.12575616385675	0.0	none_recorded	0	0	0	0
Colletotrichum__530014at2759__code1	F474922	True	F474922	0.8334745889131794	0.02003198541740527	2.185654378398936	9	853	0.9988276670574443	0.9988276670574443	-30.60893001945169	-31.078194072943916	-305.47122173108164	0.0	none_recorded	0	0	0	0
Umbelopsis__5004118at2759__code1	F91625	True	F91625	0.8329378245525257	0.06826078074060812	1.151073801158835	4	239	1.0	1.0	-13.868851935210387	-17.33179780371711	-216.07354019325658	0.0	none_recorded	0	0	0	0
Umbelopsis__5005274at2759__code1	F91625	True	F91625	0.8327731767099675	0.05497236122527325	1.061464451253929	4	273	1.0	1.0	-13.274279740474412	-17.13039338970748	-219.52020671375476	4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__707076at2759__code1	InternalNode6	False	F1328300;F195108	0.832106261739765	0.04317867980663198	1.457594419008776	10	260	0.7923076923076923		-13.377898337741044	-14.693277530734576	-167.82351377786563	0.0	none_recorded	0	0	0	0
Fusarium__5015876at2759__code1	InternalNode6	False	F1328300;F195108	0.8320459035071723	0.04080991453244057	1.521642141889022	10	525	1.0		-24.31965862535344	-28.210446593169763	-332.1866458831555	0.0	none_recorded	0	0	0	0
Aspergillus__4983000at2759__code1	InternalNode3	False	F1069201;F182096;F5059;F746128	0.8308163150353662	0.03908696632793022	1.929337322311702	9	490	0.9979591836734694		-13.678902707617453	-16.428458502130525	-237.6919022716993	9.094947017729282e-13	none_recorded	0	0	0	0
Aspergillus__5005215at2759__code1	F182096	True	F182096	0.8299233395630503	0.04044310287223726	1.613010838056731	10	590	0.9949152542372881	0.9966101694915255	-24.09734898978968	-29.007304584831218	-353.7913903872577	0.0	none_recorded	0	0	0	0
Tilletia__5015647at2759__code1	F1031713	True	F1031713	0.828413109684787	0.03204825924371094	1.884857635030799	5	850	0.9941176470588236	0.9941176470588236	-35.49940899037665	-37.7922702822043	-423.2858034052133	0.0	none_recorded	0	0	0	0
Fusarium__5001734at2759__code1	InternalNode6	False	F1328300;F195108	0.8279708809753736	0.02386284603188678	1.506095864375217	10	226	1.0		-9.051038849932866	-9.89560141908487	-98.51547361389612	-4.547473508864641e-13	none_recorded	0	0	0	0
Cryptococcus__5013259at2759__code1	F5208	True	F5208	0.8260218255667617	0.038595560872690164	1.883480869834042	10	172	0.7558139534883721	0.7558139534883721	-5.167564189841869	-6.417512012465977	-82.83253502089542	-2.2737367544323206e-13	none_recorded	0	0	0	0
Aspergillus__4988239at2759__code1	F746128	True	F746128	0.8258242421202389	0.030538455889791753	1.957666542904169	10	1039	0.9990375360923965	0.9990375360923965	-37.002652277582456	-44.33862450850029	-519.6501830477391	0.0	none_recorded	0	0	0	0
Umbelopsis__4999134at2759__code1	F91625	True	F91625	0.8254914544740735	0.011279042677053949	1.227139930069472	4	2321	1.0	1.0	-82.64213415321137	-88.00666201728745	-681.5546318863089	0.0	none_recorded	0	0	0	0
Aspergillus__5003022at2759__code1	F746128	True	F746128	0.8251893226766565	0.02816504481394809	1.774196092471056	10	842	0.997624703087886	0.998812351543943	-24.547451019616346	-31.623896570705256	-402.99443951087414	0.0	none_recorded	0	0	0	0
Saccharomyces__5002573at2759__code1	F706196	True	F706196	0.8240893806226125	0.03837570238676959	2.00002239729186	4	366	1.0	1.0	-15.096599420275652	-17.392731382215516	-208.06148201665974	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__5000743at2759__code1	F182096	True	F182096	0.823897758994918	0.032998715121833624	1.959132612234935	10	180	0.9055555555555556	1.0	-8.767402765459337	-9.748249161771582	-99.12371943037851	0.0	none_recorded	0	0	0	0
Aspergillus__4911644at2759__code1	F746128	True	F746128	0.8236487749228882	0.027015219566688474	1.767133962458517	10	964	0.9979253112033195	1.0	-28.66984925008728	-37.068453032359685	-460.2945329878821	-1.8189894035458565e-12	none_recorded	0	0	0	0
Candida__5004265at2759__code12	F5479	True	F5479	0.821824605817653	0.052933064305754736	1.475083669650298	4	258	1.0	1.0	-7.7214860285735085	-10.883931741826245	-170.1307943355837	0.0	none_recorded	0	0	0	0
Malassezia__4813267at2759__code1	F76775	True	F76775	0.8213376820225059	0.06635318619762626	1.982253141325629	5	793	0.9836065573770492	0.9974779319041615	-32.06363363355376	-41.37308308087995	-590.5845871561487	0.0	none_recorded	0	0	0	0
Aspergillus__5013259at2759__code1	F1069201	True	F1069201	0.8206133866008128	0.07148394992012413	1.261406874630312	9	164	0.8597560975609756	0.9878048780487805	-8.077167089921659	-10.317584263169465	-138.2052045608807	0.0	none_recorded	0	0	0	0
Fusarium__5005196at2759__code1	InternalNode6	False	F1328300;F195108	0.8194771021827782	0.04183481767446422	1.992252805362429	10	440	1.0		-20.488492546237467	-23.938390950587745	-295.093253854001	0.0	none_recorded	0	0	0	0
Colletotrichum__5013992at2759__code1	F474922	True	F474922	0.8187760106781109	0.01808163006037589	1.980656379162255	10	811	0.998766954377312	0.998766954377312	-23.225811710302878	-27.011423684660258	-287.46533701042245	0.0	none_recorded	0	0	2	0
Umbelopsis__4747214at2759__code1	F91625	True	F91625	0.8145014661666015	0.006700216882330488	1.691057473552422	4	112	1.0	1.0	-4.691921492462598	-4.634640324207567	-25.176860980535366	0.0	none_recorded	0	0	0	0
Candida__4764044at2759__code12	F5482	True	F5482	0.8133044681162452	0.04514024604915388	1.688150282924112	4	400	1.0	1.0	-13.087115913465368	-18.033930887513634	-257.67054069085725	4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__4940884at2759__code1	InternalNode5	False	F1328300;F195108	0.8074559869071458	0.025392378746792132	1.784367618832556	9	928	0.9989224137931034		-30.742914724427465	-37.377982775924465	-424.3486820895778	0.0	none_recorded	0	0	0	0
Aspergillus__5001280at2759__code1	F182096	True	F182096	0.8007643069034769	0.04985854028795229	1.848339419272439	10	721	0.9958391123439667	0.9972260748959778	-27.292347492737463	-33.61197760359755	-455.24199482523545	0.0	none_recorded	0	0	0	0
Umbelopsis__207567at2759__code1	F91625	True	F91625	0.8003628945551976	0.007396235773627465	1.519710279840438	4	180	1.0	1.0	-6.64488614141942	-7.065304535057749	-46.64266529857673	0.0	none_recorded	0	0	0	0
Candida__5018803at2759__code12	F5482	True	F5482	0.7988131323274044	0.055133001668516465	1.666031232464821	4	812	1.0	1.0	-26.927769990463275	-37.31179177029662	-558.397873115915	0.0	none_recorded	0	0	0	0
Amanita__319730at2759__code1	F235537	True	F235537	0.7956579887737525	0.03563932514643911	1.631880643559697	7	435	0.9977011494252873	1.0	-14.89382219451727	-19.840318240554552	-256.91715409887365	0.0	none_recorded	0	0	0	0
Microbotryum__4986044at2759__code1	F269621	True	F269621	0.7939603686184317	0.01860646861840522	1.92837527857345	4	487	1.0	1.0	-27.42835459435537	-27.762083643126516	-215.85293093105565	0.0	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	0	0	0	0
Fusarium__5014007at2759__code1	InternalNode5	False	F1328300;F195108	0.7926414217431733	0.027396685718659854	2.265136907716727	9	591	1.0		-22.065021408669963	-25.59072734340316	-285.0559458957123	0.0	none_recorded	0	0	0	0
Malassezia__5003205at2759__code1	F76777	True	F76777	0.7901805256556782	0.09223441729716088	1.945391801576724	5	1260	0.9857142857142858	0.9928571428571429	-54.15060167626871	-75.09449571499681	-1132.598875949101	-3.637978807091713e-12	none_recorded	0	0	0	0
Fusarium__5000986at2759__code1	InternalNode6	False	F1328300;F195108	0.7896647896914645	0.038530842632181685	1.754293248092791	10	500	0.99		-22.749839946412976	-27.14473584443931	-307.77412399326477	0.0	none_recorded	0	0	0	0
Malassezia__4747214at2759__code1	F2020962	True	F2020962	0.789312370210812	0.07200534546237637	3.564615289886894	5	137	0.9927007299270073	1.0	-5.899343520436105	-7.756692530045029	-109.26656484929049	-2.2737367544323206e-13	none_recorded	0	0	0	0
Candida__2852757at2759__code12	InternalNode1	False	F42374;F5476	0.7891979903915259	0.035546239939418356	1.561296924182953	4	466	1.0		-13.751645993329475	-18.168723347653213	-252.7651219192876	4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__5000743at2759__code1	F474922	True	F474922	0.788133858212309	0.011598856646602337	2.603435752593015	10	180	1.0	1.0	-4.520331995177912	-4.637749579729643	-44.259856541982344	0.0	none_recorded	0	0	0	0
Aspergillus__340246at2759__code1	InternalNode7	False	F5059;F5062	0.7855150797093363	0.0480943409979966	1.50086323477667	10	684	0.9926900584795322		-23.430559675889526	-31.786606954607123	-446.2526353836347	1.8189894035458565e-12	none_recorded	0	0	0	0
Fusarium__707202at2759__code1	InternalNode6	False	F1328300;F195108	0.7845684481411447	0.023392645970456292	2.151336457309537	10	355	0.9690140845070423		-14.071899412577295	-15.692697507685807	-154.44521323833987	-4.547473508864641e-13	none_recorded	0	0	0	0
Fusarium__4988239at2759__code1	InternalNode6	False	F1328300;F195108	0.783223651392561	0.03498281827370949	1.556597878488129	10	1045	0.999043062200957		-40.82875838403379	-48.36563331247089	-559.636692657883	0.0	none_recorded	0	0	0	0
Malassezia__5013259at2759__code1	F2020962	True	F2020962	0.7826341603925031	0.061512105054709	2.191167709834639	5	155	0.9870967741935484	0.9935483870967742	-7.3734049161860185	-9.557972774967766	-127.64926524251041	-2.2737367544323206e-13	none_recorded	0	0	0	0
Tilletia__5002334at2759__code1	F1031713	True	F1031713	0.7824989750283037	0.08485060429418834	1.642675022156055	5	349	0.9742120343839542	0.9799426934097422	-16.594834221528345	-20.663451691167666	-297.2415420560551	0.0	none_recorded	0	0	0	0
Wallemia__4974767at2759__code1	F245174	True	F245174	0.7823014425763785	0.01345512270844061	1.087367481173484	4	146	1.0	1.0	-3.175792717803688	-4.0592056840214354	-43.33172994648453	0.0	none_recorded	0	0	0	0
Tilletia__5004599at2759__code1	F1031713	True	F1031713	0.7796646839678357	0.07403042624259155	1.972532239940566	5	735	0.9197278911564626	1.0	-41.733989080094034	-51.37215607233975	-658.5484393516172	0.0	none_recorded	0	0	0	0
Umbelopsis__4837017at2759__code1	F91625	True	F91625	0.7792280593421462	0.03496386110148801	0.9519882845577555	4	214	1.0	1.0	-9.456344001824391	-11.523933103125046	-131.30470529266563	2.2737367544323206e-13	none_recorded	0	0	0	0
Fusarium__4977863at2759__code1	InternalNode6	False	F1328300;F195108	0.7788361581790794	0.04265329049064941	1.742093042913554	10	624	0.9951923076923077		-25.751511843116532	-33.06469416948585	-413.84703988925867	9.094947017729282e-13	none_recorded	0	0	0	0
Fusarium__4613677at2759__code1	InternalNode5	False	F1328300;F195108	0.778588402268314	0.030706222310170093	1.37538633177888	9	121	1.0		-3.7339843368074526	-4.510375714089832	-57.657379281381054	2.2737367544323206e-13	none_recorded	0	0	2	0
Umbelopsis__5005174at2759__code1	F91625	True	F91625	0.7783479870046225	0.05193136422225535	1.033836414985225	4	188	1.0	1.0	-10.006680969001081	-12.749358697802109	-150.78812909926137	4.547473508864641e-13	none_recorded	0	0	0	0
Tilletia__5001413at2759__code1	F1031713	True	F1031713	0.7775067610837746	0.044115162817854506	1.664866900555907	5	275	1.0	1.0	-12.647204871192116	-14.691261975414136	-178.74611344217033	4.547473508864641e-13	none_recorded	0	0	0	0
Aspergillus__4977163at2759__code1	InternalNode7	False	F5059;F5062	0.7774556636694883	0.03716715808052007	1.73677480879031	10	187	0.9037433155080213		-7.822137059397846	-10.374557184596597	-125.25358922439	-4.547473508864641e-13	none_recorded	0	0	0	0
Malassezia__5013539at2759__code1	F223818	True	F223818	0.7765399310919242	0.061757049519259075	2.237194369664085	5	279	1.0	1.0	-11.941927772122654	-15.129461559934498	-207.28309695955477	4.547473508864641e-13	none_recorded	0	0	0	0
Umbelopsis__4911644at2759__code1	F91625	True	F91625	0.7748262533785264	0.02431871575146193	1.370034551520767	4	924	1.0	1.0	-31.898694574336332	-38.9483584596519	-416.9883917048428	0.0	none_recorded	0	0	0	0
Umbelopsis__5003972at2759__code1	F91625	True	F91625	0.7739994210981699	0.04289931752583859	1.349804617767459	4	246	1.0	1.0	-11.23801951352334	-14.164096717493976	-172.52304130527546	4.547473508864641e-13	none_recorded	0	0	0	0
Candida__5005174at2759__code12	F5479	True	F5479	0.7730172599921105	0.04838809899749434	1.866474560578908	4	172	1.0	1.0	-6.038246568138447	-7.891230236636829	-114.05291749462822	4.547473508864641e-13	none_recorded	0	0	0	0
Candida__5013726at2759__code12	F5482	True	F5482	0.7717315786358026	0.02640560401948987	1.662345193843308	4	183	1.0	1.0	-4.734128876183149	-5.515686261609517	-75.82867997459289	4.547473508864641e-13	none_recorded	0	0	0	0
Tilletia__5005174at2759__code1	F1031713	True	F1031713	0.7687827887240621	0.10076395193593025	1.456025931759042	5	184	0.9945652173913043	1.0	-12.385649826122744	-15.487328915139415	-194.76843900052086	-2.2737367544323206e-13	none_recorded	0	0	0	0
Fusarium__5006412at2759__code1	InternalNode6	False	F1328300;F195108	0.7678513331721801	0.03894394783925183	1.730315548685832	10	559	0.9928443649373881		-21.04526287628778	-26.11454008646797	-326.93637282045984	0.0	none_recorded	0	0	0	0
Microbotryum__4985971at2759__code1	F269621	True	F269621	0.7669517156903298	0.041904857158494305	1.342665452992456	4	331	1.0	1.0	-20.30072265306353	-22.3794320030961	-230.13320440872394	0.0	none_recorded	0	0	0	0
Aspergillus__5004265at2759__code1	F182096	True	F182096	0.7654117790623158	0.04068287324517425	1.636180939912878	10	293	0.9931740614334471	0.9931740614334471	-12.052138275967081	-14.542867932075296	-172.98674466050215	-4.547473508864641e-13	none_recorded	0	0	0	0
Microbotryum__5011777at2759__code1	F269621	True	F269621	0.764250284154797	0.0447606554158691	1.34434372855897	4	673	1.0	1.0	-44.97233641660159	-49.77232870389207	-512.2400762073307	-4.547473508864641e-13	none_recorded	0	0	0	0
Colletotrichum__5001156at2759__code1	InternalNode3	False	F1095194;F2283408;F34406;F474922;F80884	0.7638515036862503	0.0300447390941951	1.672916736142033	10	330	1.0		-10.706144205435066	-12.899489618849657	-155.32836710089214	-9.094947017729282e-13	none_recorded	0	0	0	0
Candida__5003972at2759__code12	F5479	True	F5479	0.7624435291849917	0.03592137114954484	1.834129424251252	4	229	1.0	1.0	-6.687004063461018	-8.644277297279814	-124.88327580368355	-4.547473508864641e-13	none_recorded	0	0	0	0
Umbelopsis__4838864at2759__code1	F91625	True	F91625	0.7581542499381866	0.03933024431407032	1.227953356135795	4	611	1.0	1.0	-26.811253292061338	-33.279302729168194	-390.1355081408801	0.0	none_recorded	0	0	0	0
Microbotryum__5004327at2759__code1	F269621	True	F269621	0.7559263592337216	0.04888558485824739	1.823849769691582	4	771	1.0	1.0	-52.75548384924241	-59.79161734095942	-623.0856189915512	0.0	none_recorded	0	0	0	0
Fusarium__4810093at2759__code1	F1328300	True	F1328300	0.7554090602635563	0.028702594300393652	1.835222922102047	9	795	0.9874213836477987	0.9949685534591195	-25.962192044769836	-32.43310454667244	-385.4757950989724	9.094947017729282e-13	none_recorded	0	0	0	0
