catalog_source	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
genbank_fungi	GCA_001600835.1	PRJDB3735	SAMD00036791	BCLA00000000.1	na	180528	180528	Malassezia nana	strain=JCM 12085	na	latest	Scaffold	Major	Full	2016-03-01	JCM_12085_assembly_v001	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/835/GCA_001600835.1_JCM_12085_assembly_v001/	na	assembly from type material	na	haploid	fungi	7579486	7566983	58.000000	0	13	29	na	na		0	0	0	na
genbank_fungi	GCA_029542845.1	PRJNA832426	SAMN27862010	na	reference genome	180528	180528	Malassezia nana	strain=CBS 9557	na	latest	Complete Genome	Major	Full	2023-04-03	ASM2954284v1	Duke University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/542/845/GCA_029542845.1_ASM2954284v1/	na	assembly from type material	na	haploid	fungi	7702145	7702145	58.000000	8	8	8	Duke University	Annotation submitted by Duke University	2023-04-03	4031	3958	73	na
genbank_fungi	GCA_014839905.1	PRJNA656725	SAMN15800566	JACRYM000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=IHEM 4434	na	latest	Scaffold	Major	Full	2020-09-30	ASM1483990v1	Belgian Coordinated Collection of Microorganisms, BCCM	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/839/905/GCA_014839905.1_ASM1483990v1/	na	assembly from heterotypic synonym type material	na	haploid	fungi	23059040	23056616	49.500000	0	211	251	na	na		0	0	0	na
genbank_fungi	GCA_059328725.1	PRJNA1451125	SAMN57182972	JBXBAF000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV9	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV9	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/725/GCA_059328725.1_NRL_VPCI_AV9/	na	na	na	haploid	fungi	23068974	23068974	49.500000	0	355	355	na	na		0	0	0	na
genbank_fungi	GCA_059328735.1	PRJNA1451125	SAMN57182971	JBXBAG000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV8	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV8	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/735/GCA_059328735.1_NRL_VPCI_AV8/	na	na	na	haploid	fungi	22732946	22732946	49.500000	0	483	483	na	na		0	0	0	na
genbank_fungi	GCA_059328745.1	PRJNA1451125	SAMN57182970	JBXBAH000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV7	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV7	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/745/GCA_059328745.1_NRL_VPCI_AV7/	na	na	na	haploid	fungi	22838940	22838940	49.500000	0	346	346	na	na		0	0	0	na
genbank_fungi	GCA_059328915.1	PRJNA1451125	SAMN57182969	JBXBAI000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV6	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV6	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/915/GCA_059328915.1_NRL_VPCI_AV6/	na	na	na	haploid	fungi	23049722	23049722	49.500000	0	454	454	na	na		0	0	0	na
genbank_fungi	GCA_059328955.1	PRJNA1451125	SAMN57182968	JBXBAJ000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV5	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV5	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/955/GCA_059328955.1_NRL_VPCI_AV5/	na	na	na	haploid	fungi	23091310	23091310	49.500000	0	357	357	na	na		0	0	0	na
genbank_fungi	GCA_059328965.1	PRJNA1451125	SAMN57182967	JBXBAK000000000.1	na	180776	180776	Aphanoascus verrucosus	strain=AV4	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV4	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/328/965/GCA_059328965.1_NRL_VPCI_AV4/	na	na	na	haploid	fungi	23104639	23104639	49.500000	0	360	360	na	na		0	0	0	na
genbank_fungi	GCA_059329105.1	PRJNA1451125	SAMN57182966	JBXBAL000000000.1	reference genome	180776	180776	Aphanoascus verrucosus	strain=AV1	Human	latest	Contig	Major	Full	2026-07-13	NRL_VPCI_AV1	INDIAN INSTITUTE OF TECHNOLOGY DELHI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/059/329/105/GCA_059329105.1_NRL_VPCI_AV1/	na	na	na	haploid	fungi	23094152	23094152	49.500000	0	340	340	na	na		0	0	0	na
genbank_fungi	GCA_000812245.1	PRJNA270018	SAMN03262602	JWPT00000000.1	na	180788	180788	Onygena corvina	strain=CBS 281.48	na	latest	Contig	Major	Full	2014-12-31	ASM81224v1	Aalborg University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/245/GCA_000812245.1_ASM81224v1/	na	na	na	haploid	fungi	21705054	21705054	48.000000	0	521	521	na	na		0	0	0	26177915
genbank_fungi	GCA_051362545.1	PRJNA1280007	SAMN49511192	JBPRGC000000000.1	reference genome	180788	180788	Onygena corvina	strain=CBS 281.48	na	latest	Contig	Major	Full	2025-07-15	Onygenacorvina_NMBU2024	NMBU	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/362/545/GCA_051362545.1_Onygenacorvina_NMBU2024/	na	na	na	haploid	fungi	21820208	21820208	48.000000	0	13	13	na	na		0	0	0	na
genbank_fungi	GCA_023757985.1	PRJNA706766	SAMN18144509	JAFVLZ000000000.1	reference genome	181014	181014	Alternaria ethzedia	strain=BMP 0044	na	latest	Scaffold	Major	Full	2022-06-17	ASM2375798v1	Cornell University	GCF_023757985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/757/985/GCA_023757985.1_ASM2375798v1/	na	assembly from type material	na	haploid	fungi	36016348	36016198	50.500000	0	579	585	Cornell University	Annotation submitted by Cornell University	2022-06-17	11096	10985	111	na
genbank_fungi	GCA_040583925.1	PRJNA612050	SAMN37442354	JAVSBP000000000.1	na	181014	181014	Alternaria ethzedia	strain=DAOMC238797	na	latest	Scaffold	Major	Full	2024-07-10	DAOMC238797_v1	Agriculture and Agri-Food Canada	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/583/925/GCA_040583925.1_DAOMC238797_v1/	na	na	na	haploid	fungi	35995438	35994758	50.500000	0	132	146	na	na		0	0	0	38884943
genbank_fungi	GCA_024043145.1	PRJNA706766	SAMN18144507	JAFVMB000000000.1	reference genome	181017	181017	Alternaria conjuncta	strain=BMP 0040	na	latest	Scaffold	Major	Full	2022-06-29	ASM2404314v1	Cornell University	GCF_024043145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/043/145/GCA_024043145.1_ASM2404314v1/	na	na	na	haploid	fungi	36109959	36109741	50.500000	0	175	179	Cornell University	Annotation submitted by Cornell University	2022-06-29	11758	11648	110	na
genbank_fungi	GCA_040584035.1	PRJNA612050	SAMN37442350	JAVSBL000000000.1	na	181017	181017	Alternaria conjuncta	strain=DAOMC195272	na	latest	Scaffold	Major	Full	2024-07-10	DAOMC195272_v1	Agriculture and Agri-Food Canada	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/584/035/GCA_040584035.1_DAOMC195272_v1/	na	na	na	haploid	fungi	36039635	36039250	50.500000	0	85	100	na	na		0	0	0	38884943
genbank_fungi	GCA_037055185.1	PRJNA1030606	SAMN37911642	JAWQFY000000000.1	reference genome	181046	181046	Capillidium rhysosporum	strain=ATCC 12588	na	latest	Scaffold	Major	Full	2024-03-06	ASM3705518v1	Anhui Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/055/185/GCA_037055185.1_ASM3705518v1/	na	assembly from type material	na	haploid	fungi	42405713	42405418	20.500000	0	1853	1863	na	na		0	0	0	na
genbank_fungi	GCA_001443065.1	PRJNA295407	SAMN04053797	LKHF00000000.1	na	181123	181123	Austropuccinia psidii	na	Aus_3	latest	Scaffold	Major	Full	2015-11-13	ASM144306v1	University of Sydney	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/065/GCA_001443065.1_ASM144306v1/	genome length too small	na	na	haploid	fungi	129776072	121349969	30.500000	0	57309	151718	na	na		0	0	0	na
genbank_fungi	GCA_003724095.1	PRJNA480390	SAMN09635590	QOUH00000000.1	na	181123	181123	Austropuccinia psidii	strain=Apsidii_AM	na	latest	Scaffold	Major	Full	2018-11-13	ASM372409v1	University of Pretoria	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/724/095/GCA_003724095.1_ASM372409v1/	na	na	na	haploid	fungi	1204132922	1090207202	33.000000	0	147937	192988	na	na		0	0	0	30394132
genbank_fungi	GCA_023105745.2	PRJNA810573	SAMN26267418	JALGQZ000000000.2	reference genome	181123	181123	Austropuccinia psidii	na	Au3-C622-A115012	latest	Chromosome	Major	Full	2025-06-17	Au3_v3_hapA	University of Sydney	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/105/745/GCA_023105745.2_Au3_v3_hapA/	na	na	na	haploid	fungi	1073490195	1073471195	34.000000	19	19	57	na	na		0	0	0	na
genbank_fungi	GCA_023105775.2	PRJNA810572	SAMN26267418	JALGRA000000000.2	na	181123	181123	Austropuccinia psidii	na	Au3-C622-A115012	latest	Chromosome	Major	Full	2025-06-17	Au3_v3_hapB	University of Sydney	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/105/775/GCA_023105775.2_Au3_v3_hapB/	na	na	na	alternate-pseudohaplotype	fungi	982558553	982532553	34.000000	17	17	69	na	na		0	0	0	na
genbank_fungi	GCA_902702905.1	PRJEB34084	SAMEA6153110	CACRXL000000000.1	na	181123	181123	Austropuccinia psidii	na	na	latest	Scaffold	Major	Full	2019-11-28	Austropuccinia_psidii	UNIVERSITY OF SYDNEY	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/702/905/GCA_902702905.1_Austropuccinia_psidii/	na	na	na	haploid	fungi	1018398822	1018086722	34.000000	0	66	3187	na	na		0	0	0	na
genbank_fungi	GCA_018924745.1	PRJNA525964	SAMN11081005	JAFLEJ000000000.1	reference genome	181124	181124	Marasmius oreades	na	03SP1	latest	Chromosome	Major	Full	2021-06-17	UU_Maror_2	Uppsala University	GCF_018924745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/924/745/GCA_018924745.1_UU_Maror_2/	na	na	na	haploid	fungi	44306131	44304365	47.000000	11	32	54	Uppsala University	Annotation submitted by Uppsala University	2021-06-17	13891	13701	190	34051082
genbank_fungi	GCA_025815895.1	PRJNA838774	SAMN28515304	na	na	181124	181124	Marasmius oreades	strain=43A	na	latest	Complete Genome	Major	Full	2022-10-24	ASM2581589v1	Uppsala University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/815/895/GCA_025815895.1_ASM2581589v1/	na	na	na	haploid	fungi	44108509	44108509	47.000000	11	11	11	na	na		0	0	0	na
genbank_fungi	GCA_054134845.1	PRJNA1303054	SAMN50493683	JBQGVY000000000.1	reference genome	181132	181132	Clitopilus scyphoides	strain=50334	na	latest	Contig	Major	Full	2025-12-23	ASM5413484v1	Chinese Academy of Forestry	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/134/845/GCA_054134845.1_ASM5413484v1/	na	na	na	haploid	fungi	35849484	35849484	49.500000	0	14	14	na	na		0	0	0	na
genbank_fungi	GCA_041260175.1	PRJNA1001290	SAMN40926390	JBBXJM000000000.1	reference genome	181172	181172	Vanrija albida	strain=AlHP1	na	latest	Contig	Major	Full	2024-08-08	TUD_VanAlb_v1.0	TU Dresden - IHI Zittau	GCF_041260175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/260/175/GCA_041260175.1_TUD_VanAlb_v1.0/	na	na	na	haploid	fungi	22534050	22534050	64.000000	0	7	7	TU Dresden - IHI Zittau	Annotation submitted by TU Dresden - IHI Zittau	2024-08-08	9320	9031	289	na
genbank_fungi	GCA_056149945.1	PRJNA1390994	SAMN54210590	JBTMYB000000000.1	na	181172	181172	Vanrija albida	strain=LG2	na	latest	Complete Genome	Major	Full	2026-03-19	EIMB_Valb_LG2_1.0	Engelhardt Institute of Molecular Biology, Russian Academy of Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/056/149/945/GCA_056149945.1_EIMB_Valb_LG2_1.0/	na	na	na	haploid	fungi	22508700	22508700	64.000000	7	7	7	na	na		0	0	0	na
genbank_fungi	GCA_002335585.1	PRJDB5901	SAMD00084313	BEDX00000000.1	reference genome	181174	181174	Cutaneotrichosporon daszewskae	strain=JCM_11166	na	latest	Scaffold	Major	Full	2017-08-30	JCM_11166_v001	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/335/585/GCA_002335585.1_JCM_11166_v001/	na	assembly from type material	na	haploid	fungi	17225847	17225624	61.000000	0	12	15	na	na		0	0	0	na
genbank_fungi	GCA_002335605.1	PRJDB5902	SAMD00084314	BEDY00000000.1	reference genome	181175	181175	Prillingera fragicola	strain=JCM 1530	na	latest	Scaffold	Major	Full	2017-08-30	JCM_1530_v001	RIKEN Center for Life Science Technologies, Division of Genomic Technologies	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/335/605/GCA_002335605.1_JCM_1530_v001/	na	assembly from type material	na	haploid	fungi	20263689	20262673	58.000000	0	21	30	na	na		0	0	0	na
genbank_fungi	GCA_002994895.1	PRJNA436024	SAMN08611242	PVYF00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-MX12-026	na	latest	Scaffold	Major	Full	2018-03-13	MX12-026_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/994/895/GCA_002994895.1_MX12-026_Rhirud_1.0/	na	na	na	haploid	fungi	37105217	36943636	48.500000	0	8464	15114	na	na		0	0	0	na
genbank_fungi	GCA_002995055.1	PRJNA436024	SAMN08611243	PVYE00000000.1	reference genome	181343	181343	Rhizopogon rudus	strain=AM-MX12-043c	na	latest	Scaffold	Major	Full	2018-03-13	MX12-043c_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/055/GCA_002995055.1_MX12-043c_Rhirud_1.0/	na	na	na	haploid	fungi	37101101	36938410	48.500000	0	8024	13258	na	na		0	0	0	na
genbank_fungi	GCA_002995175.1	PRJNA436024	SAMN08611246	PVYB00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-MX12-062	na	latest	Scaffold	Major	Full	2018-03-13	MX12-062_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/175/GCA_002995175.1_MX12-062_Rhirud_1.0/	na	na	na	haploid	fungi	33193408	32992120	48.500000	0	21717	26994	na	na		0	0	0	na
genbank_fungi	GCA_002995195.1	PRJNA436024	SAMN08611244	PVYD00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-MX12-043h	na	latest	Scaffold	Major	Full	2018-03-13	MX12-043h_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/195/GCA_002995195.1_MX12-043h_Rhirud_1.0/	na	na	na	haploid	fungi	35485772	35238868	48.500000	0	12960	19617	na	na		0	0	0	na
genbank_fungi	GCA_002995215.1	PRJNA436024	SAMN08611245	PVYC00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-MX12-054f	na	latest	Scaffold	Major	Full	2018-03-13	MX12-054f_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/215/GCA_002995215.1_MX12-054f_Rhirud_1.0/	na	na	na	haploid	fungi	34899548	34700474	48.500000	0	12829	19864	na	na		0	0	0	na
genbank_fungi	GCA_002995335.1	PRJNA436024	SAMN08611233	PVYO00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-UT12-140b	na	latest	Scaffold	Major	Full	2018-03-13	UT12-140b_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/335/GCA_002995335.1_UT12-140b_Rhirud_1.0/	na	na	na	haploid	fungi	36394120	36126572	48.500000	0	16335	28128	na	na		0	0	0	na
genbank_fungi	GCA_002995355.1	PRJNA436024	SAMN08611229	PVYS00000000.1	na	181343	181343	Rhizopogon rudus	strain=AM-AZ12-031	na	latest	Scaffold	Major	Full	2018-03-13	AZ12-031_Rhirud_1.0	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/355/GCA_002995355.1_AZ12-031_Rhirud_1.0/	na	na	na	haploid	fungi	37035827	36749733	48.500000	0	9598	18953	na	na		0	0	0	na
genbank_fungi	GCA_004369065.1	PRJNA333101	SAMN05445981	QPFM00000000.1	reference genome	181527	181527	Pluteus cervinus	strain=NL-1719	na	latest	Scaffold	Major	Full	2019-03-25	Plucer1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/065/GCA_004369065.1_Plucer1/	na	na	na	haploid	fungi	52193021	49819324	49.000000	0	1887	3725	DOE Joint Genome Institute	Annotation submitted by DOE Joint Genome Institute	2019-04-02	20014	19812	153	30886374
genbank_fungi	GCA_030567535.1	PRJNA736342	SAMN20341804	JAJLSK000000000.1	reference genome	181602	181602	Kuraishia floccosa	strain=NRRL Y-27951	na	latest	Contig	Major	Full	2023-07-31	ASM3056753v1	UW-Madison	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/567/535/GCA_030567535.1_ASM3056753v1/	na	assembly from type material	na	haploid	fungi	10901083	10901083	53.500000	0	39	39	na	na		0	0	0	na
genbank_fungi	GCA_017499595.2	PRJNA700437	SAMN17831733	JAFIQS000000000.2	reference genome	181762	181762	Psilocybe cubensis	strain=MGC-MH-2018	na	latest	Chromosome	Major	Full	2022-02-04	MGC_Penvy_1	Medicinal Genomics	GCF_017499595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/499/595/GCA_017499595.2_MGC_Penvy_1/	na	na	na	haploid	fungi	46389424	46387224	46.000000	13	20	42	Medicinal Genomics	Annotation submitted by Medicinal Genomics	2022-02-04	13556	13330	226	na
genbank_fungi	GCA_033734175.1	PRJNA912375	SAMN32238559	JARAEO000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74806	na	latest	Contig	Major	Full	2023-11-16	ASM3373417v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/175/GCA_033734175.1_ASM3373417v1/	na	na	na	haploid	fungi	39409062	39409062	46.000000	0	1728	1728	na	na		0	0	0	na
genbank_fungi	GCA_033734185.1	PRJNA912375	SAMN32238561	JARAEQ000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74804	na	latest	Contig	Major	Full	2023-11-16	ASM3373418v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/185/GCA_033734185.1_ASM3373418v1/	na	na	na	haploid	fungi	39005279	39005279	46.000000	0	1602	1602	na	na		0	0	0	na
genbank_fungi	GCA_033734195.1	PRJNA912375	SAMN32238557	JARAEM000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74808	na	latest	Contig	Major	Full	2023-11-16	ASM3373419v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/195/GCA_033734195.1_ASM3373419v1/	na	na	na	haploid	fungi	39926304	39926304	46.000000	0	1727	1727	na	na		0	0	0	na
genbank_fungi	GCA_033734205.1	PRJNA912375	SAMN32238558	JARAEN000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74807	na	latest	Contig	Major	Full	2023-11-16	ASM3373420v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/205/GCA_033734205.1_ASM3373420v1/	na	na	na	haploid	fungi	39785037	39785037	46.000000	0	1791	1791	na	na		0	0	0	na
genbank_fungi	GCA_033734215.1	PRJNA912375	SAMN32238560	JARAEP000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74805	na	latest	Contig	Major	Full	2023-11-16	ASM3373421v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/215/GCA_033734215.1_ASM3373421v1/	na	na	na	haploid	fungi	38808333	38808333	46.000000	0	1559	1559	na	na		0	0	0	na
genbank_fungi	GCA_033734935.1	PRJNA912375	SAMN32238553	JARAEI000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74812	na	latest	Contig	Major	Full	2023-11-16	ASM3373493v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/935/GCA_033734935.1_ASM3373493v1/	na	na	na	haploid	fungi	39156358	39156358	46.000000	0	1562	1562	na	na		0	0	0	na
genbank_fungi	GCA_033734955.1	PRJNA912375	SAMN32238552	JARAEH000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74813	na	latest	Contig	Major	Full	2023-11-16	ASM3373495v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/955/GCA_033734955.1_ASM3373495v1/	na	na	na	haploid	fungi	39191899	39191899	46.000000	0	1553	1553	na	na		0	0	0	na
genbank_fungi	GCA_033734975.1	PRJNA912375	SAMN32238555	JARAEK000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74810	na	latest	Contig	Major	Full	2023-11-16	ASM3373497v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/975/GCA_033734975.1_ASM3373497v1/	na	na	na	haploid	fungi	39078289	39078289	46.000000	0	1608	1608	na	na		0	0	0	na
genbank_fungi	GCA_033734995.1	PRJNA912375	SAMN32238554	JARAEJ000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74811	na	latest	Contig	Major	Full	2023-11-16	ASM3373499v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/734/995/GCA_033734995.1_ASM3373499v1/	na	na	na	haploid	fungi	39266737	39266737	46.000000	0	1471	1471	na	na		0	0	0	na
genbank_fungi	GCA_033735015.1	PRJNA912375	SAMN32238556	JARAEL000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74809	na	latest	Contig	Major	Full	2023-11-16	ASM3373501v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/015/GCA_033735015.1_ASM3373501v1/	na	na	na	haploid	fungi	39737042	39737042	46.000000	0	1716	1716	na	na		0	0	0	na
genbank_fungi	GCA_033735035.1	PRJNA912375	SAMN32238551	JARAEG000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74814	na	latest	Contig	Major	Full	2023-11-16	ASM3373503v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/035/GCA_033735035.1_ASM3373503v1/	na	na	na	haploid	fungi	39110050	39110050	46.000000	0	1595	1595	na	na		0	0	0	na
genbank_fungi	GCA_033735055.1	PRJNA912375	SAMN32238550	JARAEF000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74815	na	latest	Contig	Major	Full	2023-11-16	ASM3373505v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/055/GCA_033735055.1_ASM3373505v1/	na	na	na	haploid	fungi	39091922	39091922	46.000000	0	1672	1672	na	na		0	0	0	na
genbank_fungi	GCA_033735075.1	PRJNA912375	SAMN32238549	JARAEE000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74816	na	latest	Contig	Major	Full	2023-11-16	ASM3373507v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/075/GCA_033735075.1_ASM3373507v1/	na	na	na	haploid	fungi	39815157	39815157	46.000000	0	1827	1827	na	na		0	0	0	na
genbank_fungi	GCA_033735095.1	PRJNA912375	SAMN32238548	JARAED000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74817	na	latest	Contig	Major	Full	2023-11-16	ASM3373509v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/095/GCA_033735095.1_ASM3373509v1/	na	na	na	haploid	fungi	39618895	39618895	46.000000	0	1750	1750	na	na		0	0	0	na
genbank_fungi	GCA_033735115.1	PRJNA912375	SAMN32238546	JARAEB000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74819	na	latest	Contig	Major	Full	2023-11-16	ASM3373511v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/115/GCA_033735115.1_ASM3373511v1/	na	na	na	haploid	fungi	39497397	39497397	46.000000	0	1778	1778	na	na		0	0	0	na
genbank_fungi	GCA_033735135.1	PRJNA912375	SAMN32238547	JARAEC000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP74818	na	latest	Contig	Major	Full	2023-11-16	ASM3373513v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/135/GCA_033735135.1_ASM3373513v1/	na	na	na	haploid	fungi	39476281	39476281	46.000000	0	1790	1790	na	na		0	0	0	na
genbank_fungi	GCA_033735155.1	PRJNA912375	SAMN32238544	JARADZ000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP75060	na	latest	Contig	Major	Full	2023-11-16	ASM3373515v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/155/GCA_033735155.1_ASM3373515v1/	na	na	na	haploid	fungi	39111206	39111206	46.000000	0	1547	1547	na	na		0	0	0	na
genbank_fungi	GCA_033735175.1	PRJNA912375	SAMN32238545	JARAEA000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP75057	na	latest	Contig	Major	Full	2023-11-16	ASM3373517v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/175/GCA_033735175.1_ASM3373517v1/	na	na	na	haploid	fungi	39173430	39173430	46.000000	0	1744	1744	na	na		0	0	0	na
genbank_fungi	GCA_033735195.1	PRJNA912375	SAMN32238543	JARADY000000000.1	na	181762	181762	Psilocybe cubensis	strain=BRIP75061	na	latest	Contig	Major	Full	2023-11-16	ASM3373519v1	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/735/195/GCA_033735195.1_ASM3373519v1/	na	na	na	haploid	fungi	39191203	39191203	46.000000	0	1572	1572	na	na		0	0	0	na
