case_id	taxa	nucleotide_columns	distinct_aligned_sequences	variable_nucleotide_columns	parsimony_informative_nucleotide_columns	marker_copy_caveat	status
Microbotryum__4983000at2759__code1	4	1449	4	215	30	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__4983000at2759__code1	5	1494	3	405	76	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__4983000at2759__code1	10	1488	10	616	422	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4983000at2759__code1	4	1488	4	507	212	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__4983000at2759__code1	4	1086	4	746	63	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__4985971at2759__code1	10	1047	9	440	355	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__4985971at2759__code1	10	1059	10	291	201	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__4985971at2759__code1	10	1044	10	581	205	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__4985971at2759__code1	9	1053	9	319	199	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__4985971at2759__code1	7	1032	7	281	174	none_recorded	ready_for_supported_tree_diagnostic
Candida__4985971at2759__code12	4	1026	4	288	75	none_recorded	ready_for_supported_tree_diagnostic
Amanita__4985971at2759__code1	6	1002	6	441	227	none_recorded	ready_for_supported_tree_diagnostic
Suillus__4985971at2759__code1	7	1020	7	222	82	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__4985971at2759__code1	4	735	4	195	41	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__4985971at2759__code1	5	978	5	450	187	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__4985971at2759__code1	4	993	4	189	24	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__4985971at2759__code1	5	1002	5	307	64	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__4985971at2759__code1	10	1029	10	403	301	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4985971at2759__code1	4	963	4	324	106	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__4986044at2759__code1	10	792	10	556	522	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Colletotrichum__4986044at2759__code1	10	1407	10	529	395	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Fusarium__4986044at2759__code1	10	1443	10	449	388	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Trichoderma__4986044at2759__code1	10	1431	10	399	298	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Saccharomyces__4986044at2759__code1	7	1365	7	732	253	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Candida__4986044at2759__code12	4	1347	4	392	118	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Amanita__4986044at2759__code1	6	1506	6	671	411	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Suillus__4986044at2759__code1	10	1491	10	401	162	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Malassezia__4986044at2759__code1	5	1287	5	744	162	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Microbotryum__4986044at2759__code1	4	1461	4	234	24	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Tilletia__4986044at2759__code1	5	1494	3	446	98	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__4986044at2759__code1	9	1446	9	671	253	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Wallemia__4986044at2759__code1	4	1425	4	544	189	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Umbelopsis__4986044at2759__code1	4	1371	4	568	115	requires_gene_copy_reconciliation_before_confirmatory_single_ortholog_analysis	ready_for_supported_tree_diagnostic
Aspergillus__4987397at2759__code1	9	2571	9	1130	858	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__4987397at2759__code1	9	2673	9	848	548	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__4987397at2759__code1	10	2643	10	838	719	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__4987397at2759__code1	10	2652	10	762	591	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__4987397at2759__code1	7	2520	7	724	382	none_recorded	ready_for_supported_tree_diagnostic
Candida__4987397at2759__code12	4	2499	4	547	149	none_recorded	ready_for_supported_tree_diagnostic
Amanita__4987397at2759__code1	5	2604	5	1046	458	none_recorded	ready_for_supported_tree_diagnostic
Suillus__4987397at2759__code1	9	2514	9	562	260	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__4987397at2759__code1	5	2547	5	1215	504	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__4987397at2759__code1	4	2577	4	293	16	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__4987397at2759__code1	5	2607	3	605	102	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__4987397at2759__code1	10	2613	10	975	687	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4987397at2759__code1	4	2505	4	851	297	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__4987397at2759__code1	4	2394	4	738	166	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__4988239at2759__code1	10	3117	10	1293	1004	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__4988239at2759__code1	9	3117	9	847	533	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__4988239at2759__code1	10	3135	10	967	841	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__4988239at2759__code1	10	3129	10	996	774	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__4988239at2759__code1	7	3099	7	916	535	none_recorded	ready_for_supported_tree_diagnostic
Candida__4988239at2759__code12	4	3066	4	794	261	none_recorded	ready_for_supported_tree_diagnostic
Amanita__4988239at2759__code1	5	3042	5	1333	555	none_recorded	ready_for_supported_tree_diagnostic
Suillus__4988239at2759__code1	9	3021	9	701	270	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__4988239at2759__code1	4	3021	4	889	161	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__4988239at2759__code1	5	2904	5	1371	567	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__4988239at2759__code1	10	3003	10	1166	795	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4988239at2759__code1	4	2967	4	902	294	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__4988239at2759__code1	4	3129	4	1002	242	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__4999134at2759__code1	10	7008	10	2351	1831	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__4999134at2759__code1	10	7008	10	1830	1236	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__4999134at2759__code1	10	6999	10	1860	1599	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__4999134at2759__code1	10	7008	10	1740	1252	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__4999134at2759__code1	6	6945	6	1929	1018	none_recorded	ready_for_supported_tree_diagnostic
Candida__4999134at2759__code12	4	6792	4	2241	588	none_recorded	ready_for_supported_tree_diagnostic
Amanita__4999134at2759__code1	6	6999	6	2380	1424	none_recorded	ready_for_supported_tree_diagnostic
Suillus__4999134at2759__code1	10	7005	10	1405	598	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__4999134at2759__code1	4	6999	4	1539	314	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__4999134at2759__code1	5	6993	5	2573	1115	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__4999134at2759__code1	4	6963	4	774	69	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__4999134at2759__code1	5	7026	3	1456	317	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__4999134at2759__code1	10	7008	10	2049	1383	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__4999134at2759__code1	4	6975	4	1749	567	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__4999134at2759__code1	4	6963	4	1735	417	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000045at2759__code1	10	1143	9	450	304	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000045at2759__code1	10	1143	10	299	196	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000045at2759__code1	9	1143	9	334	283	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000045at2759__code1	10	1143	10	328	250	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000045at2759__code1	7	1122	7	373	185	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000045at2759__code12	4	1041	4	403	145	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000045at2759__code1	6	1134	6	471	253	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000045at2759__code1	9	1134	9	178	71	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000045at2759__code1	4	1107	4	345	66	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000045at2759__code1	5	1131	5	580	196	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000045at2759__code1	4	1134	4	159	13	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000045at2759__code1	5	1140	4	365	105	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5000045at2759__code1	10	1143	10	490	326	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000045at2759__code1	4	945	4	340	103	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000045at2759__code1	4	1113	4	392	72	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000152at2759__code1	10	3570	10	1480	1192	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000152at2759__code1	10	3567	10	1116	782	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000152at2759__code1	9	3567	9	1082	984	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000152at2759__code1	10	3567	10	1000	766	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000152at2759__code1	7	3159	7	2188	790	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000152at2759__code12	4	2409	4	1674	207	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000152at2759__code1	7	3573	7	1443	941	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000152at2759__code1	10	3573	10	2098	425	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000152at2759__code1	4	3351	4	1100	237	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000152at2759__code1	5	3495	5	1882	803	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000152at2759__code1	4	3558	4	428	44	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000152at2759__code1	5	3552	5	2186	396	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5000152at2759__code1	10	3567	10	1343	992	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000152at2759__code1	4	3528	4	1190	330	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000152at2759__code1	4	3570	4	1150	254	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000362at2759__code1	10	2706	10	1145	933	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000362at2759__code1	10	2706	10	846	600	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000362at2759__code1	10	2700	10	853	746	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000362at2759__code1	9	2706	9	731	504	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000362at2759__code1	6	2433	6	1020	547	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000362at2759__code12	4	2022	4	890	245	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000362at2759__code1	5	2691	5	1113	495	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000362at2759__code1	9	2694	9	532	197	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000362at2759__code1	4	2670	4	807	189	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000362at2759__code1	5	2676	5	1429	627	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000362at2759__code1	4	2658	4	354	38	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000362at2759__code1	5	2697	3	704	157	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000362at2759__code1	10	2694	10	1114	806	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000362at2759__code1	4	2667	4	906	282	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000362at2759__code1	4	2697	4	855	209	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000371at2759__code1	10	1254	9	732	561	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000371at2759__code1	9	1269	9	488	344	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000371at2759__code1	8	1239	8	452	287	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000371at2759__code1	10	1272	10	398	291	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000371at2759__code1	7	1227	7	401	219	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000371at2759__code12	4	1230	4	472	125	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000371at2759__code1	6	1200	6	573	297	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000371at2759__code1	10	1215	10	311	108	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000371at2759__code1	4	1209	4	791	111	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000371at2759__code1	4	1191	4	572	128	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000371at2759__code1	4	1227	4	153	9	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000371at2759__code1	5	1242	3	436	77	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000371at2759__code1	10	1251	10	532	381	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000371at2759__code1	4	1203	4	453	184	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000452at2759__code1	9	861	9	445	277	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000452at2759__code1	8	861	8	247	156	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000452at2759__code1	10	861	10	260	223	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000452at2759__code1	10	855	10	252	185	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000452at2759__code1	6	774	6	247	125	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000452at2759__code1	7	837	7	454	275	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000452at2759__code1	10	825	10	329	160	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000452at2759__code1	4	624	4	436	44	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000452at2759__code1	5	834	5	501	206	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000452at2759__code1	4	828	4	237	23	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000452at2759__code1	4	834	2	183	0	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000452at2759__code1	10	816	10	448	319	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000452at2759__code1	4	798	4	385	151	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000452at2759__code1	4	702	4	238	42	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000476at2759__code1	10	1161	9	506	366	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000476at2759__code1	10	1167	10	242	167	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000476at2759__code1	10	1167	10	289	249	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000476at2759__code1	10	1167	10	216	151	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000476at2759__code1	7	1158	7	356	211	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000476at2759__code12	4	1152	4	372	111	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000476at2759__code1	7	1146	7	514	320	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000476at2759__code1	10	1143	10	255	101	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000476at2759__code1	5	1149	5	586	226	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000476at2759__code1	4	1167	4	184	23	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000476at2759__code1	5	1161	3	275	43	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000476at2759__code1	10	1128	10	513	355	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000476at2759__code1	4	1149	4	565	209	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000476at2759__code1	4	1137	4	334	77	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000743at2759__code1	10	540	10	224	160	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000743at2759__code1	10	540	7	157	99	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000743at2759__code1	9	540	9	330	130	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000743at2759__code1	10	540	10	332	121	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000743at2759__code1	7	510	7	143	93	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000743at2759__code12	4	432	4	262	18	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000743at2759__code1	7	528	7	341	127	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000743at2759__code1	9	513	9	127	49	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000743at2759__code1	5	495	5	330	94	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000743at2759__code1	4	525	4	85	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000743at2759__code1	5	528	3	260	17	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000743at2759__code1	8	537	8	219	79	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000743at2759__code1	4	453	4	210	110	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000743at2759__code1	4	522	4	162	37	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000870at2759__code1	10	2280	10	994	783	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000870at2759__code1	10	2286	10	748	483	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000870at2759__code1	10	2289	10	696	606	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000870at2759__code1	10	2289	10	568	410	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000870at2759__code1	7	2244	7	669	404	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000870at2759__code1	7	2250	7	1010	625	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000870at2759__code1	10	2253	10	452	191	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5000870at2759__code1	4	2157	4	1111	113	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000870at2759__code1	5	2238	5	993	425	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000870at2759__code1	4	2256	4	241	28	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000870at2759__code1	5	2277	3	556	119	none_recorded	insufficient_sequence_information_for_this_tree_workflow
Cryptococcus__5000870at2759__code1	10	2235	10	807	576	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000870at2759__code1	4	2094	4	710	224	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000870at2759__code1	4	2187	4	681	148	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5000986at2759__code1	10	1527	10	857	694	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5000986at2759__code1	10	1506	10	496	295	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5000986at2759__code1	10	1500	10	485	397	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5000986at2759__code1	10	1512	10	1004	353	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5000986at2759__code1	7	1467	7	497	291	none_recorded	ready_for_supported_tree_diagnostic
Candida__5000986at2759__code12	4	1455	4	497	164	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5000986at2759__code1	7	1509	7	790	499	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5000986at2759__code1	10	1515	10	371	165	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5000986at2759__code1	5	1335	5	693	268	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5000986at2759__code1	4	1524	4	229	17	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5000986at2759__code1	5	1446	4	491	96	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5000986at2759__code1	9	1437	9	738	495	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5000986at2759__code1	4	1284	4	519	158	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5000986at2759__code1	4	1470	4	494	122	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001156at2759__code1	10	972	10	522	416	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001156at2759__code1	10	990	10	347	249	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001156at2759__code1	10	984	10	362	331	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001156at2759__code1	10	987	10	316	238	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001156at2759__code1	7	927	7	288	165	none_recorded	ready_for_supported_tree_diagnostic
Candida__5001156at2759__code12	4	933	4	313	101	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001156at2759__code1	7	765	7	370	215	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001156at2759__code1	9	960	9	210	74	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001156at2759__code1	5	963	5	516	208	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001156at2759__code1	4	879	4	154	10	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001156at2759__code1	5	1011	4	366	85	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001156at2759__code1	10	882	10	442	311	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001156at2759__code1	4	840	4	411	124	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001156at2759__code1	4	693	4	478	54	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001273at2759__code1	10	732	9	336	269	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001273at2759__code1	10	729	10	207	136	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001273at2759__code1	10	732	10	223	189	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001273at2759__code1	10	720	10	229	157	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001273at2759__code1	7	654	7	200	115	none_recorded	ready_for_supported_tree_diagnostic
Candida__5001273at2759__code12	4	645	4	239	51	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001273at2759__code1	7	714	7	327	197	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001273at2759__code1	7	708	7	159	59	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5001273at2759__code1	4	708	4	270	44	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001273at2759__code1	4	690	4	132	14	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001273at2759__code1	5	687	4	186	40	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001273at2759__code1	10	705	10	331	249	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001273at2759__code1	4	672	4	312	90	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001273at2759__code1	4	591	4	215	45	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001280at2759__code1	10	2163	10	1001	749	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001280at2759__code1	10	2184	10	712	453	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001280at2759__code1	10	2196	10	656	536	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001280at2759__code1	10	2190	10	700	522	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001280at2759__code1	7	2088	7	705	394	none_recorded	ready_for_supported_tree_diagnostic
Candida__5001280at2759__code12	4	2010	4	760	246	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001280at2759__code1	7	2124	7	1071	606	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001280at2759__code1	10	2145	10	641	295	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001280at2759__code1	5	2097	5	999	404	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001280at2759__code1	4	2103	4	295	47	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001280at2759__code1	4	2019	4	677	155	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001280at2759__code1	10	2103	10	1117	770	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001280at2759__code1	4	2106	4	723	243	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001280at2759__code1	4	2136	4	690	138	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001318at2759__code1	10	1275	10	598	487	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001318at2759__code1	9	1212	9	408	279	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001318at2759__code1	10	1269	10	641	354	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001318at2759__code1	9	1200	9	371	219	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001318at2759__code1	7	915	7	167	90	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001318at2759__code1	6	1146	6	493	280	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001318at2759__code1	10	1197	10	312	129	none_recorded	ready_for_supported_tree_diagnostic
Microbotryum__5001318at2759__code1	4	1182	4	205	31	none_recorded	ready_for_supported_tree_diagnostic
Tilletia__5001318at2759__code1	5	1143	4	363	84	none_recorded	ready_for_supported_tree_diagnostic
Cryptococcus__5001318at2759__code1	10	1215	10	541	368	none_recorded	ready_for_supported_tree_diagnostic
Wallemia__5001318at2759__code1	4	1083	4	431	151	none_recorded	ready_for_supported_tree_diagnostic
Umbelopsis__5001318at2759__code1	4	1212	4	413	117	none_recorded	ready_for_supported_tree_diagnostic
Aspergillus__5001413at2759__code1	10	840	9	362	291	none_recorded	ready_for_supported_tree_diagnostic
Colletotrichum__5001413at2759__code1	9	840	9	221	124	none_recorded	ready_for_supported_tree_diagnostic
Fusarium__5001413at2759__code1	10	840	10	225	201	none_recorded	ready_for_supported_tree_diagnostic
Trichoderma__5001413at2759__code1	10	840	10	239	168	none_recorded	ready_for_supported_tree_diagnostic
Saccharomyces__5001413at2759__code1	7	846	7	261	148	none_recorded	ready_for_supported_tree_diagnostic
Amanita__5001413at2759__code1	6	843	6	416	215	none_recorded	ready_for_supported_tree_diagnostic
Suillus__5001413at2759__code1	10	840	10	197	87	none_recorded	ready_for_supported_tree_diagnostic
Naganishia__5001413at2759__code1	4	771	4	406	55	none_recorded	ready_for_supported_tree_diagnostic
Malassezia__5001413at2759__code1	5	825	5	372	173	none_recorded	ready_for_supported_tree_diagnostic
