marker	taxon_id	protein_id	sequence_sha256	source_fasta_sha256	cds_source_kind	source_status	source_record_ids_json	cds_sequence_sha256	cds_length	gene_ids_json	gene_mapping_status	representative_decision
801816at2759	F264483	CDZ96622.1	3bdfd5c549b5ccf4bf829f469ae1e2488ed07126756809a87306c7a81112c0a8	68fe6c7535243f6a0a6e6383ec648f9e73ac6616664b0395ef4f487d243ddc97	ncbi_unmodified_cds	unique_source_cds	"[""lcl|LN483144.1_cds_CDZ96622.1_1999""]"	bb164e60eab56a2898c32e552ae201d568b3c9f111f886e601fec17598363a7d	585	[]	unmapped	retained_unresolved_gene
5015742at2759	F143232	XP_062623847.1	22c788a48be9526c96167135949a68bd99f6cbaec615a69687f6f335a7895bc0	3434477c1744175def296325dad0569ad6f1a9cb4c4a313df031a1362f4aa063	ncbi_unmodified_cds	unique_source_cds	"[""lcl|NC_085849.1_cds_XP_062623847.1_1440""]"	584f36d28ce5d1741e270ae8de07d50e8ba946d6e503f9ea4dfc814d846e62b8	1656	"[""gene-LOC62_01G001374""]"	unique_gene	alternative_product_retained_in_source
4888252at2759	F2340872	RUS22924.1	3e6f7bf9ecb5a439aab30654b7bc76fe3ca1e2f07caae1e8d499ef149f3b8253	f5956b2e132928d6b9c126f561aa7d31c062972feb7570a798f99399938cdf30	ncbi_unmodified_cds	unique_source_cds	"[""lcl|RBNK01000084.1_cds_RUS22924.1_516""]"	852ccf725d6c30a77eeace4abdb98f364a353adf52edfc7f581eb90007a3946a	3168	"[""gene-BC937DRAFT_94921""]"	unique_gene	alternative_product_retained_in_source
115730at2759	F2109901	NODE_388_length_9508_cov_0.225954.p4	2364c50cddec18161f3fc7f0c07416134c083713948e4350864ab736b19e8015	459cfe404e48c5d5a6263f2c6d92b035807cb436a9f6ceabcaa973c68bfbe801	external_verified_cds_subset	unique_source_cds	"[""NODE_388_length_9508_cov_0.225954.p4""]"	08f1a84e158c67a946057543114133497fc14c04505deada54427bcb0f2ebccd	1026	"[""ORF:NODE_388_length_9508_cov_0.225954:419-1444:-""]"	provisional_orf	retained_unresolved_gene
129234at2759	F2109901	NODE_274_length_12130_cov_0.238800.p5	f46f953b02f96e669dfa3c1ca563928a2242769be46a7c86947d233a3e4045d9	f2ee313460faf9785beef2b9cff089011ecfea6a277a58ca8bdc4d37b77897df	external_verified_cds_subset	unique_source_cds	"[""NODE_274_length_12130_cov_0.238800.p5""]"	91784e8b2f4475758e8cbb85afb2e00a3ef07cfa02a50a2b02fcc1ee9b8eb373	585	"[""ORF:NODE_274_length_12130_cov_0.238800:525-1109:+""]"	provisional_orf	retained_unresolved_gene
160487at2759	F2109901	NODE_60_length_25605_cov_0.732377.p1	74d63138996445ddf4f7f5393d2856babd2a77cc9a8a3c519b35ea05fdc27966	9dc756bbd8c6c883bd34e6af5c3610ab971b188c8ad3fb8286e04f2eb3f7a54b	external_verified_cds_subset	unique_source_cds	"[""NODE_60_length_25605_cov_0.732377.p1""]"	1f2fecf553e1ba2505c7808ff1d60268f65fe3e2d196fcbb552194e809c06aa3	2361	"[""ORF:NODE_60_length_25605_cov_0.732377:21144-23504:+""]"	provisional_orf	retained_unresolved_gene
201273at2759	F2109901	NODE_42_length_29671_cov_0.584810.p9	0f3f937f551f5409da6183a094eff14eba130e7614e2f31d2ebdff41eb2d3c35	f808bdfe64182301d725f5e5823ca90ec0dc9f0a269a83925191c2e9ebf248b2	external_verified_cds_subset	unique_source_cds	"[""NODE_42_length_29671_cov_0.584810.p9""]"	39e4589a47cb0c747c812cfe06b48c3c3e51d7aa4c5158e64191345b0aa8d2b2	765	"[""ORF:NODE_42_length_29671_cov_0.584810:14236-15000:+""]"	provisional_orf	retained_unresolved_gene
260326at2759	F2109901	NODE_468_length_8097_cov_0.251813.p6	c0886df3c5b709f5b4ce555a3208875e0551f5d0b6d853978cdd18ffd50b56a1	46630318c90f6cd6d462ab0d64741db54fe813423c10ff9d935b400c8c3e67a4	external_verified_cds_subset	unique_source_cds	"[""NODE_468_length_8097_cov_0.251813.p6""]"	7bf68871f4affd9354b4935a6f24edc0da7829cf18538feab5d7c6686b398c42	516	"[""ORF:NODE_468_length_8097_cov_0.251813:1625-2140:+""]"	provisional_orf	retained_unresolved_gene
319730at2759	F2109901	NODE_659_length_5444_cov_0.092423.p2	e01d7ab5de51371ac0bf44e7e32a0e2e3917aac674fcbb5bac26119ddb91b5e8	91a14f483717bdf46fa238e0feef6c977e1c99a72c89a39b2d8cb7b388c514f6	external_verified_cds_subset	unique_source_cds	"[""NODE_659_length_5444_cov_0.092423.p2""]"	d09ebd850c5f3d90717bc28f6ce8e50f83b2ab3b90a82b7678367c62516fe529	987	"[""ORF:NODE_659_length_5444_cov_0.92423:4046-5032:-""]"	provisional_orf	retained_unresolved_gene
345792at2759	F2109901	NODE_344_length_10554_cov_0.516308.p5	8be35c2a361828f2dfa10befd4f9bb6a1823478e6916c594836e40b92deed935	050f9acf84a75c947e674eea955ae3d71303fc1bf5b8d4d14eb7c02a563a7eca	external_verified_cds_subset	unique_source_cds	"[""NODE_344_length_10554_cov_0.516308.p5""]"	ea18d0db11664fc960d6dcdbd676bcc4a061eae59738480da946f5823bcedf38	891	"[""ORF:NODE_344_length_10554_cov_0.516308:4932-5822:-""]"	provisional_orf	retained_unresolved_gene
4613677at2759	F2109901	NODE_160_length_16633_cov_0.230132.p14	f1c2f4ff473619d11d4aa8c9f71dbc48fa0feabc4b0ec39db4c555889d13549b	a8c6bb1431f896fdc6db92229c57bcadc6730170aa9373b06975e55d0e37be06	external_verified_cds_subset	unique_source_cds	"[""NODE_160_length_16633_cov_0.230132.p14""]"	9089b6f3ebea7d18e98c1b7ec0679e7bfaee57564d7cee74447ceb14d2a92e88	327	"[""ORF:NODE_160_length_16633_cov_0.230132:141-467:+""]"	provisional_orf	retained_unresolved_gene
4695236at2759	F2109901	NODE_294_length_11497_cov_0.618530.p1	cb867a7bbce8dec537c501434ff8f0b3714740347ee55add3d9f4215142f2930	0928ec18f1e40697b795aacfd6ca18d9d4db84e843c8a39cb3c9dfde2ebba10a	external_verified_cds_subset	unique_source_cds	"[""NODE_294_length_11497_cov_0.618530.p1""]"	edf0abfcd59723ea1bf703edf6ce234cbe4c098e269d99a5c584b85548cd4740	2889	"[""ORF:NODE_294_length_11497_cov_0.618530:7385-10273:-""]"	provisional_orf	retained_unresolved_gene
4747214at2759	F2109901	NODE_649_length_5558_cov_0.180253.p2	8e46dcdee47834512b748b96613a0ebe01bfd60089077e7df5b84086a5592e3c	b145b58427b207ada10baf41caac45bde593a39a681691fa2eba01d62bacebc2	external_verified_cds_subset	unique_source_cds	"[""NODE_649_length_5558_cov_0.180253.p2""]"	c650bb13382be2824af8920f408f550765cfadc03a874c711b7e3c6598abf753	369	"[""ORF:NODE_649_length_5558_cov_0.180253:1916-2284:+""]"	provisional_orf	retained_unresolved_gene
4764044at2759	F2109901	NODE_493_length_7764_cov_0.561644.p2	ef5ffd0c07967b07bebb3408368c6a7875a6c41d3ad4f6fa7f790f1c03104c0a	d9ad006f933c71fcd2b0a063dca3e3eaaa50ae67dbded9ccad02f2aa774f9826	external_verified_cds_subset	unique_source_cds	"[""NODE_493_length_7764_cov_0.561644.p2""]"	fa12c9ec8b8e4d003de98c43fd0f994e8b1a783bc2fe36f620c28cd105262b37	1113	"[""ORF:NODE_493_length_7764_cov_0.561644:2247-3359:+""]"	provisional_orf	retained_unresolved_gene
4810093at2759	F2109901	NODE_414_length_9102_cov_0.404754.p1	224aaad0f721afb7805ebe18f004795e7d12fde730456238112f2e5674027565	c46e8bc1ea1ef63d93016cab177d9e75ea2092c2212613c99435baddd630e21d	external_verified_cds_subset	unique_source_cds	"[""NODE_414_length_9102_cov_0.404754.p1""]"	18657e3ea0574bb3f1127324770949169e02f69a03a1c753c3ea9cc51226741f	2187	"[""ORF:NODE_414_length_9102_cov_0.404754:1839-4025:-""]"	provisional_orf	retained_unresolved_gene
4813267at2759	F2109901	NODE_799_length_4136_cov_0.244488.p1	d644e7fea530edb0aa0a1cac534066fbe508b72a492ceb757f120027d35f481b	24e894d8645d25b71b97b004b8d5ccb432232f800376906ad230a42b044296b2	external_verified_cds_subset	unique_source_cds	"[""NODE_799_length_4136_cov_0.244488.p1""]"	00412476c0e95d435e36bd52747548a9984ca74d736a813348f6e8d14804542d	2721	"[""ORF:NODE_799_length_4136_cov_0.244488:118-2838:+""]"	provisional_orf	retained_unresolved_gene
4823929at2759	F2109901	NODE_153_length_16933_cov_0.442141.p1	bc5702e889e8468a2849961d0f10a708a4dadaa924e329da1086cf4c6f0b6933	2567525b32023e20573a4c2117e477d0700956eb6c78e624c1d2a498a1f97335	external_verified_cds_subset	unique_source_cds	"[""NODE_153_length_16933_cov_0.442141.p1""]"	bc41245319ac4c2d620d21653dd531fafe3ef73581c97cbac3a5410e46f9f2a9	1257	"[""ORF:NODE_153_length_16933_cov_0.442141:6521-7777:+""]"	provisional_orf	retained_unresolved_gene
4837017at2759	F2109901	NODE_658_length_5456_cov_0.429158.p3	e6f6fdaa9c126fc500693e6e3797eef9d40132061d00fa20a6f8dd4d270309a7	394ad25e3bc14fa141386970a6aa2e2a149dfe0273adb2a786f24ff37e7c80a4	external_verified_cds_subset	unique_source_cds	"[""NODE_658_length_5456_cov_0.429158.p3""]"	da524cd2753c9cf088e5b530c186f7f296ff53582af6839ebf64d5f01c6c369a	645	"[""ORF:NODE_658_length_5456_cov_0.429158:830-1474:-""]"	provisional_orf	retained_unresolved_gene
4843240at2759	F2109901	NODE_978_length_2617_cov_0.200159.p1	8af0e1c8630c088ee2416de5962628f8abdc8bcb8ae9ea17ab85aef20033b649	2cb7a8d93cec5b71074c1c178535075b772ff43ee361a7f70d8a6f2f0c2379bf	external_verified_cds_subset	unique_source_cds	"[""NODE_978_length_2617_cov_0.200159.p1""]"	e07b7add1016d2406144fbb21255c76bafd9d472c234000320f26e2622c0bf75	1869	"[""ORF:NODE_978_length_2617_cov_0.200159:361-2229:+""]"	provisional_orf	retained_unresolved_gene
4843824at2759	F2109901	NODE_309_length_11266_cov_0.459479.p6	97a968449303a47808929651c60e2064cc9a81d8e4df159a95bdbf4ae5889ef8	a2973036a7dd32e07079e2bd7ab46f1a82f7d3cf9bc4b6bcbc35459017c9bd26	external_verified_cds_subset	unique_source_cds	"[""NODE_309_length_11266_cov_0.459479.p6""]"	45142ce4f845383b944635c602361c742ea12e3f59d17a70fda792fe2d25597a	546	"[""ORF:NODE_309_length_11266_cov_0.459479:3079-3624:+""]"	provisional_orf	retained_unresolved_gene
4867008at2759	F2109901	NODE_39_length_29903_cov_0.529057.p13	1fcb2f7548b6a2c582a5e7b6944efd84237b60caec632fb7905c1e2144759598	161709bff6947f63534def64226f56bec9fd18eff1be73661db987fc2b91b1f6	external_verified_cds_subset	unique_source_cds	"[""NODE_39_length_29903_cov_0.529057.p13""]"	3bc71e1421306402721c43fe6ca00f7a1abd862e6c1ea0c55dd39cea080c0781	636	"[""ORF:NODE_39_length_29903_cov_0.529057:4431-5066:+""]"	provisional_orf	retained_unresolved_gene
4888252at2759	F2109901	NODE_378_length_9766_cov_0.333816.p3	96f0242f076b8b27c24a340c3fc73eb2aa16ff6ee6a4a2b2b30bdbd2997a7777	cc91fbf6c95f2c41d8c565fb64f2e5b4731d1d0a8d1915516d425a809d7387f2	external_verified_cds_subset	unique_source_cds	"[""NODE_378_length_9766_cov_0.333816.p3""]"	4214ba1f9de3ba328d7169c2e639616dc6f86445a55824a6dad8581d1a9e5aeb	2334	"[""ORF:NODE_378_length_9766_cov_0.333816:5763-8096:+""]"	provisional_orf	retained_unresolved_gene
4896098at2759	F2109901	NODE_412_length_9112_cov_0.674692.p3	c7538f4185c319f6115c675ad8552f7a2871683226263667bb4c34ca226d5606	f25abd15c3be11f25492b5383147c1715d4ed8703d86f6f3eb89c0b5ca32653e	external_verified_cds_subset	unique_source_cds	"[""NODE_412_length_9112_cov_0.674692.p3""]"	e9fa6ce100cfad5e111eb47e422d5170c5769218ff697d5259a47bea1aba3003	540	"[""ORF:NODE_412_length_9112_cov_0.674692:6983-7522:-""]"	provisional_orf	retained_unresolved_gene
4900375at2759	F2109901	NODE_141_length_17903_cov_0.288643.p8	8cf0414310e4799cfcaeb98dc6719c9117342e28f558a54668bef79614a9f752	49ba45a19686c9065a8bb21e3a946b03c1e4fab8bc7d743d603da00e95a3478e	external_verified_cds_subset	unique_source_cds	"[""NODE_141_length_17903_cov_0.288643.p8""]"	7283577ac2e1f91d08d79fb4709fe79c605398f4cabaec440c451ad7a6353ccd	513	"[""ORF:NODE_141_length_17903_cov_0.288643:15237-15749:-""]"	provisional_orf	retained_unresolved_gene
4911644at2759	F2109901	NODE_16_length_41655_cov_0.272813.p1	0337cb887a4dc0114c0896bb5658036fe174df869a0bd4c60da5b314db2b6516	cc0559dd8d76969ed9348ea5e0390720db6d123b3ba6d16eb00d6a3c6bd17072	external_verified_cds_subset	unique_source_cds	"[""NODE_16_length_41655_cov_0.272813.p1""]"	79fc35628a5547e25f1f388e4b04aed2b13ae78fb82bd2c565fbf376df3c7b4d	2370	"[""ORF:NODE_16_length_41655_cov_0.272813:17171-19540:+""]"	provisional_orf	retained_unresolved_gene
4940884at2759	F2109901	NODE_274_length_12130_cov_0.238800.p2	e8d2fa1409e2b81c9c5772733cc47686b554f91df4ca80fe17840dfc1d37d119	08430ebc298f28b491e51b8688ef7b886181e20f21ef897a9c18798a66127ba4	external_verified_cds_subset	unique_source_cds	"[""NODE_274_length_12130_cov_0.238800.p2""]"	a0dc70ba8f7de42024cb9873a91c874bebcc45c01a75baa9bd2f146c6bc7c4e8	2298	"[""ORF:NODE_274_length_12130_cov_0.238800:9324-11621:+""]"	provisional_orf	retained_unresolved_gene
4969018at2759	F2109901	NODE_414_length_9102_cov_0.404754.p2	0a35c4a254e1523128c7bbff3399ce260277290ff516bf446b9cd609425aa732	d61becc194de8504749345a309564a73622b0e357e1dadd257f4d1473e78d66d	external_verified_cds_subset	unique_source_cds	"[""NODE_414_length_9102_cov_0.404754.p2""]"	02f500fe26881122970a4d227ef9b690939caebc7ea2aaf43207a3e431237092	1464	"[""ORF:NODE_414_length_9102_cov_0.404754:6833-8296:+""]"	provisional_orf	retained_unresolved_gene
4969636at2759	F2109901	NODE_470_length_8086_cov_0.567422.p3	1c17ef32698eec70fe6ca695799a35ddea27a2cc7e4792b911f5fd2a78a23ee9	91b3f02d88c45817d8b89d62a8fbb93cab8ec1e1ce5dd9acb933850a10f77c87	external_verified_cds_subset	unique_source_cds	"[""NODE_470_length_8086_cov_0.567422.p3""]"	05d8d10bf089f273146c5f8f48c572c8daa43ab75ab35c6f9c9e66d9707c9b9a	1119	"[""ORF:NODE_470_length_8086_cov_0.567422:4553-5671:-""]"	provisional_orf	retained_unresolved_gene
4969990at2759	F2109901	NODE_701_length_5037_cov_0.452318.p1	1513a114e058cf7b931fff12ed10aa79887ab4fcef272540ff4a9b3db4bf9b99	c79542c45f8f1a02b4b7a43b241e655708f964fa6bc20cf7879f96ef08cfcf69	external_verified_cds_subset	unique_source_cds	"[""NODE_701_length_5037_cov_0.452318.p1""]"	89e302ca9ddaf4a2336b05f10cbc9e383822b7ab4227a8956ef3c7e4029867fc	1086	"[""ORF:NODE_701_length_5037_cov_0.452318:2795-3880:+""]"	provisional_orf	retained_unresolved_gene
4970387at2759	F2109901	NODE_339_length_10647_cov_0.388320.p7	fe547b216d6302da2c30c3982e32d0a305d829f99e211387d51d21a4ee585017	b9ec8c4f4d57178187b74c3d7ef0ff04debb675a7ab3583cf502b6df3d0dddd6	external_verified_cds_subset	unique_source_cds	"[""NODE_339_length_10647_cov_0.388320.p7""]"	9721a145626d308216f24cbc5f2f2de858bdbf4ca1d6e1f88a0a90e85d7bcf12	399	"[""ORF:NODE_339_length_10647_cov_0.388320:9499-9897:-""]"	provisional_orf	retained_unresolved_gene
4970538at2759	F2109901	NODE_1_length_95616_cov_0.657642.p4	aec1981f8ee3940cba09821c183643d5f76370c0008c2a400bf45d80d5da4d0f	ec53c74b5ce11c36801b41f04e84c8e762a074ccc3a59307b641faddb6d570ca	external_verified_cds_subset	unique_source_cds	"[""NODE_1_length_95616_cov_0.657642.p4""]"	ab5ad94557708d0ecc73cc7b2c5c28771b77d3f365905867ab741cc46da52a6d	2472	"[""ORF:NODE_1_length_95616_cov_0.657642:60794-63265:+""]"	provisional_orf	retained_unresolved_gene
4974767at2759	F2109901	NODE_129_length_18551_cov_0.317039.p12	01b01e3a17387a2b3ece5c6327b656c1985fed32e0ebd2d06323b5cc6db8377d	7d2d72758f459d10facf7c539bef056e06df8cc0d00c237294f697bfce5a529e	external_verified_cds_subset	unique_source_cds	"[""NODE_129_length_18551_cov_0.317039.p12""]"	ab04673546db5b255fed17b58d1f18f7e6046a046b67c6df4cd9dcf715bdc784	399	"[""ORF:NODE_129_length_18551_cov_0.317039:12287-12685:-""]"	provisional_orf	retained_unresolved_gene
4975094at2759	F2109901	NODE_330_length_10876_cov_0.359840.p1	0ee2daca44e6df7ddf93f127fc7b3acc986c54c981381e197047b7237cb53200	e5fd06780a57d25181350aea55cd0b69af2024bc54f1a694c6397b6ce2b7b10d	external_verified_cds_subset	unique_source_cds	"[""NODE_330_length_10876_cov_0.359840.p1""]"	04cbfd7f41f4d549deb7bc44e537d3b7f483e33105bcdd3ef502377710fadc99	2478	"[""ORF:NODE_330_length_10876_cov_0.359840:5183-7660:+""]"	provisional_orf	retained_unresolved_gene
4976279at2759	F2109901	NODE_36_length_31474_cov_0.342438.p12	0f82854d88f3d2ab822bda30108473dee9b7b01fd5017318fef08db8f33cc08a	2220a6fd3da00001f6ca6b5ddd8fcb5dfc1a4320d43e27b9e3381cfdcdd116c1	external_verified_cds_subset	unique_source_cds	"[""NODE_36_length_31474_cov_0.342438.p12""]"	ac1b317b4bbb11969f780c19d9af466e182a7d0f113c46afc2e60069ddaf3d0e	885	"[""ORF:NODE_36_length_31474_cov_0.342438:9646-10530:-""]"	provisional_orf	retained_unresolved_gene
4977163at2759	F2109901	NODE_437_length_8620_cov_0.295857.p4	fa8d9a22f66a6af91268f9bea22607f19e68abb8c5900daf9edf9983ef4946ce	caf68be5aa45f01731eb3fc6e8be73f6fc56e5ebdc2c7aedfceccf7ec434f444	external_verified_cds_subset	unique_source_cds	"[""NODE_437_length_8620_cov_0.295857.p4""]"	7b0e3c20cef1e42de2a56df3b483817cc50783e5c3c7c7b767d17a74749f3a12	564	"[""ORF:NODE_437_length_8620_cov_0.295857:3449-4012:+""]"	provisional_orf	retained_unresolved_gene
4977863at2759	F2109901	NODE_713_length_4860_cov_0.614157.p1	ebe6b31a65c90600a008ab6128585ae1559e3136d97951f0da0c1496c71e6168	ca6d560ffd9822e22df41ffb51ce0a2d4c42c6eadee5394f14bdba8469d72a49	external_verified_cds_subset	unique_source_cds	"[""NODE_713_length_4860_cov_0.614157.p1""]"	475c3ee8d9b85aea363ffbeee717278540e730dbfb36ecf22f0924d0957c1e2e	1764	"[""ORF:NODE_713_length_4860_cov_0.614157:630-2393:+""]"	provisional_orf	retained_unresolved_gene
4985971at2759	F2109901	NODE_155_length_16773_cov_0.488785.p7	3c200a70c942116167feaa6da65ca1d1c34524c89e9d7e0ae4676018cbd5a33b	d8d1fe8517141f3fa233a228cba882312c4757cf6b648e02a9761c9f12f076c8	external_verified_cds_subset	unique_source_cds	"[""NODE_155_length_16773_cov_0.488785.p7""]"	5cb74e215f972d48c648ca1796ece3073af45b2a193dc7bc14b7f4336a077cac	846	"[""ORF:NODE_155_length_16773_cov_0.488785:6345-7190:+""]"	provisional_orf	retained_unresolved_gene
4986044at2759	F2109901	NODE_16_length_41655_cov_0.272813.p6	38ad4bca3347db7950bd2f70962dfea2a9f39c92bd93dfe882a92ca466331f00	5bcbf49d21bec46bd1ee822860ada310956aa176a8b45f5cb90c11e7625d4d17	external_verified_cds_subset	unique_source_cds	"[""NODE_16_length_41655_cov_0.272813.p6""]"	ff0a3af7cb3c1408d327f94263ef8922c66e66f6e53ae07640499d5ea5e9af99	1509	"[""ORF:NODE_16_length_41655_cov_0.272813:4878-6386:+""]"	provisional_orf	retained_unresolved_gene
4987397at2759	F2109901	NODE_710_length_4942_cov_0.260995.p1	e7517f683fb463e377f21da8dc4e01beedf419c7d1282ae200dbf0d809d2c873	0017551edf197ce8be7e1ce73a9eb4f6677296111171f27889538bc0c9040d8a	external_verified_cds_subset	unique_source_cds	"[""NODE_710_length_4942_cov_0.260995.p1""]"	4d4996bbfde972fc310739dba034cc3e9f2d6cfdab93d849da10e784e7a81a77	2268	"[""ORF:NODE_710_length_4942_cov_0.260995:2495-4762:+""]"	provisional_orf	retained_unresolved_gene
4988239at2759	F2109901	NODE_147_length_17537_cov_0.265627.p1	29edf381b3a027984e62b2f133c0cbd048ca1c57f0aa12c4e146f86a3b14617f	da0de34f72bf72e5ef9d6b989876655eef503d3cd3a61daaef19bc19ad6ba197	external_verified_cds_subset	unique_source_cds	"[""NODE_147_length_17537_cov_0.265627.p1""]"	45397aa399c0e5bb225bde33699bea8a48f38de9fbb4aa9664277d767fae3f9c	2961	"[""ORF:NODE_147_length_17537_cov_0.265627:11895-14855:-""]"	provisional_orf	retained_unresolved_gene
4999134at2759	F2109901	NODE_96_length_21330_cov_0.419858.p1	1561338e72aac56256d2146237a2fb36c5f7a011b6faff0830c0ea899c011078	89afc2cd997f1bb54bbe8617e7d9a855492e409f5191c05b0e252bb92bc2bf7a	external_verified_cds_subset	unique_source_cds	"[""NODE_96_length_21330_cov_0.419858.p1""]"	24f5d3dda8dc9327201908a1d7352f73ce60e299baf8f96e100afec6055f00bd	6621	"[""ORF:NODE_96_length_21330_cov_0.419858:801-7421:+""]"	provisional_orf	retained_unresolved_gene
5000152at2759	F2109901	NODE_65_length_23997_cov_0.327601.p1	e3017484ae294fd122f226707a47c0547c73541297fc346e0293e6ad6139b14c	61e7c8e70e40ec56f9b4c1cb48620e5734bf5d7b122bb44cae9e43808a0228a0	external_verified_cds_subset	unique_source_cds	"[""NODE_65_length_23997_cov_0.327601.p1""]"	8f7d532f00c7128e0951b1979d510ac9dfbcf94e22f03a471b723aec4377ad3c	3060	"[""ORF:NODE_65_length_23997_cov_0.327601:13028-16087:+""]"	provisional_orf	retained_unresolved_gene
5000362at2759	F2109901	NODE_125_length_18781_cov_0.243015.p2	97e939997d2f8a80abe33da95471fb1f41d57cf4188f8624d39f6888d9638d1e	0a7181f89dbede52127d9e766b56b4c3630d356fa9091163a57ddda30b32a93c	external_verified_cds_subset	unique_source_cds	"[""NODE_125_length_18781_cov_0.243015.p2""]"	ca49be3089d23eb73b4ff128819ad0da9febb990285ef0929ba42ab2e45cdd2f	2343	"[""ORF:NODE_125_length_18781_cov_0.243015:10997-13339:+""]"	provisional_orf	retained_unresolved_gene
5000371at2759	F2109901	NODE_44_length_28780_cov_0.148496.p6	11eb7792876554b69e6c327501f321534328f872573df6e4602d902294ca8568	5e4a1d2a79c650934ca7ee1777236c7c111a51d11c0ebb6be703cd1af8031b45	external_verified_cds_subset	unique_source_cds	"[""NODE_44_length_28780_cov_0.148496.p6""]"	cfe760e739d92237ff2ef851f7adb8dccc2031e4a7399e436a853d4535dcff16	1236	"[""ORF:NODE_44_length_28780_cov_0.148496:22588-23823:-""]"	provisional_orf	retained_unresolved_gene
5000743at2759	F2109901	NODE_730_length_4741_cov_0.379362.p3	657b5ba8fca46ac2befeea0583c5e562154ab143ea34ca9d595d34177c9069c6	c51209b66c61f3968d81d218965d1ae981c5bd2e3ee42a322f30b26bef877f5a	external_verified_cds_subset	unique_source_cds	"[""NODE_730_length_4741_cov_0.379362.p3""]"	79231c14ab7cceb299cf94eda0b2940e178b618ef15e8a2a9b6b3c217f188c0c	519	"[""ORF:NODE_730_length_4741_cov_0.379362:3674-4192:+""]"	provisional_orf	retained_unresolved_gene
5001156at2759	F2109901	NODE_26_length_35450_cov_0.398320.p11	e3ecd59f858b41d08d7a668dbd05a6077d1b3974ec5ec693b49557f74d4a8288	68adb79e2211082495c81a37831e1538b8f7898038bbb3169678085a110a4dfb	external_verified_cds_subset	unique_source_cds	"[""NODE_26_length_35450_cov_0.398320.p11""]"	33ffc6f3f777158a1f19fd373514e0021b13b408525895de3d53a714055416ec	819	"[""ORF:NODE_26_length_35450_cov_0.398320:22124-22942:+""]"	provisional_orf	retained_unresolved_gene
5001273at2759	F2109901	NODE_672_length_5352_cov_0.334856.p3	094016978a1002357533f159f718205cb090fb205d9f7f2a4576864718db805a	3b885dfcffc61446f21c5f06c9135431895300c76dab0f2512aba1a86a568b56	external_verified_cds_subset	unique_source_cds	"[""NODE_672_length_5352_cov_0.334856.p3""]"	ba126badf2b4f49fc20bb918524af016115e78d6a340a884c4e06131708dab36	654	"[""ORF:NODE_672_length_5352_cov_0.334856:284-937:+""]"	provisional_orf	retained_unresolved_gene
5001280at2759	F2109901	NODE_34_length_31639_cov_0.254375.p1	4574784c1c1f052fe026f41793d77a654806c2f224cde9a9f38fea944fd0cc5e	06d96141c98d09eefe9962b49c82a802b97cffe511dcc762c9d04c769217f85a	external_verified_cds_subset	unique_source_cds	"[""NODE_34_length_31639_cov_0.254375.p1""]"	9ebb7fedd5c3634b777d8414b1ee10f51a09a29271f447f7211cf42508485553	2802	"[""ORF:NODE_34_length_31639_cov_0.254375:16123-18924:-""]"	provisional_orf	retained_unresolved_gene
5001318at2759	F2109901	NODE_160_length_16633_cov_0.230132.p5	4386f1813aba287ade34ba139ff0e1b09c28d19f65315430aaa1202c49a88dc8	e9336f8cc9e46fd029f732aaaa4b15d36b534ff92de3b09de16cc225324d3564	external_verified_cds_subset	unique_source_cds	"[""NODE_160_length_16633_cov_0.230132.p5""]"	83bcedfe73fbb7aab7a500c435d90d152211594011bee7408e671d3b4cce0074	990	"[""ORF:NODE_160_length_16633_cov_0.230132:3984-4973:-""]"	provisional_orf	retained_unresolved_gene
5001413at2759	F2109901	NODE_9_length_47730_cov_0.323718.p16	4096ff576fd362935af1bbcb989796d9ca3fb052b720d51cfeab1bb7c5058389	2b3c2f3d630ba55c70ed1c159a6be00d78b398b8eb975c1ba2af1e664648da21	external_verified_cds_subset	unique_source_cds	"[""NODE_9_length_47730_cov_0.323718.p16""]"	ed1bfd8865a1f1ced405b225828da16d32b67e07ba139f6788678029eaf11003	852	"[""ORF:NODE_9_length_47730_cov_0.323718:45747-46598:+""]"	provisional_orf	retained_unresolved_gene
5001473at2759	F2109901	NODE_111_length_19413_cov_0.323703.p10	85c64ad8a11c8f436cf791003a213c320449518b063091c5c4799397c57fb65e	692b735ce17bab9b4a5ea4376f2ab9d335210c1ba379f95776e505ef36863870	external_verified_cds_subset	unique_source_cds	"[""NODE_111_length_19413_cov_0.323703.p10""]"	f4cfd09adf8ccc4dbbcd3e7620a24d030c7e7a8376c771d9c71e9fc11162983c	405	"[""ORF:NODE_111_length_19413_cov_0.323703:3460-3864:+""]"	provisional_orf	retained_unresolved_gene
5001660at2759	F2109901	NODE_70_length_23697_cov_0.294771.p4	805be72500ec3d97dc9ffd01a445f8b27d606806adfabe90001ed760ea8c2cd3	762a11202870380460fe10acb2d82be00d7e55b61d2c3bb741e1255000354586	external_verified_cds_subset	unique_source_cds	"[""NODE_70_length_23697_cov_0.294771.p4""]"	9e359a969f53fbce415a793a525d38804b7bf07862ac96066b3c5244441cff57	1770	"[""ORF:NODE_70_length_23697_cov_0.294771:6607-8376:-""]"	provisional_orf	retained_unresolved_gene
