case_id	marker	genus_label	translation_table	source_strict_taxa	excluded_curated_hybrids	retained_taxa	source_codon_columns	retained_codon_columns	minimum_observed_codons	maximum_observed_codons	marker_copy_caveat	status	selection_status
Tilletia__5003192at2759__code1	5003192at2759	Tilletia	1	5	0	5	494	464	456	464	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5003192at2759__code1	5003192at2759	Cryptococcus	1	9	0	9	494	448	423	448	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5003192at2759__code1	5003192at2759	Wallemia	1	4	0	4	494	426	426	426	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5003192at2759__code1	5003192at2759	Umbelopsis	1	4	0	4	494	457	457	457	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5003205at2759__code1	5003205at2759	Aspergillus	1	10	0	10	1394	1376	1366	1376	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5003205at2759__code1	5003205at2759	Colletotrichum	1	10	0	10	1394	1374	1373	1374	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5003205at2759__code1	5003205at2759	Fusarium	1	10	0	10	1394	1373	1298	1373	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5003205at2759__code1	5003205at2759	Trichoderma	1	10	0	10	1394	1377	1375	1377	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5003205at2759__code1	5003205at2759	Saccharomyces	1	7	0	7	1394	1292	1289	1292	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5003205at2759__code1	5003205at2759	Candida	1	0	0	0	1394	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5003205at2759__code12	5003205at2759	Candida	12	4	0	4	1394	1288	1288	1288	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5003205at2759__code1	5003205at2759	Amanita	1	6	0	6	1394	1307	874	1307	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5003205at2759__code1	5003205at2759	Suillus	1	10	0	10	1394	1305	1247	1305	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5003205at2759__code1	5003205at2759	Naganishia	1	3	0	3	1394	1194	1194	1194	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5003205at2759__code1	5003205at2759	Malassezia	1	5	0	5	1394	1260	1242	1259	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5003205at2759__code1	5003205at2759	Microbotryum	1	4	0	4	1394	1303	1303	1303	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5003205at2759__code1	5003205at2759	Serendipita	1	2	0	2	1394	1279	1279	1279	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5003205at2759__code1	5003205at2759	Tilletia	1	5	0	5	1394	1319	1316	1319	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5003205at2759__code1	5003205at2759	Cryptococcus	1	10	0	10	1394	1303	1283	1303	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5003205at2759__code1	5003205at2759	Wallemia	1	4	0	4	1394	1231	1231	1231	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5003205at2759__code1	5003205at2759	Umbelopsis	1	4	0	4	1394	1095	1095	1095	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5003856at2759__code1	5003856at2759	Aspergillus	1	10	0	10	312	304	293	304	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5003856at2759__code1	5003856at2759	Colletotrichum	1	10	0	10	312	295	245	295	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5003856at2759__code1	5003856at2759	Fusarium	1	10	0	10	312	287	270	287	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5003856at2759__code1	5003856at2759	Trichoderma	1	9	0	9	312	296	283	296	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5003856at2759__code1	5003856at2759	Saccharomyces	1	6	0	6	312	303	303	303	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5003856at2759__code1	5003856at2759	Candida	1	1	0	1	312	265	265	265	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5003856at2759__code12	5003856at2759	Candida	12	4	0	4	312	262	262	262	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5003856at2759__code1	5003856at2759	Amanita	1	6	0	6	312	299	289	299	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5003856at2759__code1	5003856at2759	Suillus	1	10	0	10	312	279	279	279	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5003856at2759__code1	5003856at2759	Naganishia	1	3	0	3	312	256	256	256	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5003856at2759__code1	5003856at2759	Malassezia	1	5	0	5	312	277	229	277	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5003856at2759__code1	5003856at2759	Microbotryum	1	4	0	4	312	305	305	305	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5003856at2759__code1	5003856at2759	Serendipita	1	2	0	2	312	293	293	293	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5003856at2759__code1	5003856at2759	Tilletia	1	5	0	5	312	300	298	300	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5003856at2759__code1	5003856at2759	Cryptococcus	1	10	0	10	312	298	296	298	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5003856at2759__code1	5003856at2759	Wallemia	1	4	0	4	312	278	278	278	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5003856at2759__code1	5003856at2759	Umbelopsis	1	4	0	4	312	290	290	290	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5003972at2759__code1	5003972at2759	Aspergillus	1	10	0	10	258	255	208	255	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5003972at2759__code1	5003972at2759	Colletotrichum	1	10	0	10	258	210	201	210	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5003972at2759__code1	5003972at2759	Fusarium	1	10	0	10	258	253	216	253	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5003972at2759__code1	5003972at2759	Trichoderma	1	8	0	8	258	210	200	210	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5003972at2759__code1	5003972at2759	Saccharomyces	1	7	0	7	258	254	254	254	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5003972at2759__code1	5003972at2759	Candida	1	0	0	0	258	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5003972at2759__code12	5003972at2759	Candida	12	4	0	4	258	229	229	229	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5003972at2759__code1	5003972at2759	Amanita	1	7	0	7	258	242	201	242	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5003972at2759__code1	5003972at2759	Suillus	1	9	0	9	258	235	160	235	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5003972at2759__code1	5003972at2759	Naganishia	1	4	0	4	258	95	95	95	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5003972at2759__code1	5003972at2759	Malassezia	1	5	0	5	258	230	202	230	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5003972at2759__code1	5003972at2759	Microbotryum	1	4	0	4	258	254	254	254	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5003972at2759__code1	5003972at2759	Serendipita	1	2	0	2	258	164	164	164	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5003972at2759__code1	5003972at2759	Tilletia	1	5	0	5	258	254	251	254	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5003972at2759__code1	5003972at2759	Cryptococcus	1	9	0	9	258	247	236	247	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5003972at2759__code1	5003972at2759	Wallemia	1	4	0	4	258	181	181	181	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5003972at2759__code1	5003972at2759	Umbelopsis	1	4	0	4	258	246	246	246	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004118at2759__code1	5004118at2759	Aspergillus	1	10	0	10	249	219	218	219	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004118at2759__code1	5004118at2759	Colletotrichum	1	10	0	10	249	211	207	211	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004118at2759__code1	5004118at2759	Fusarium	1	10	0	10	249	209	208	209	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004118at2759__code1	5004118at2759	Trichoderma	1	10	0	10	249	205	192	205	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004118at2759__code1	5004118at2759	Saccharomyces	1	6	0	6	249	230	230	230	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004118at2759__code12	5004118at2759	Candida	12	4	0	4	249	232	232	232	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5004118at2759__code1	5004118at2759	Amanita	1	7	0	7	249	218	211	218	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004118at2759__code1	5004118at2759	Suillus	1	9	0	9	249	232	232	232	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004118at2759__code1	5004118at2759	Naganishia	1	3	0	3	249	213	213	213	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5004118at2759__code1	5004118at2759	Malassezia	1	5	0	5	249	211	199	211	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004118at2759__code1	5004118at2759	Microbotryum	1	4	0	4	249	220	220	220	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004118at2759__code1	5004118at2759	Serendipita	1	2	0	2	249	217	217	217	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004118at2759__code1	5004118at2759	Tilletia	1	5	0	5	249	209	208	209	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5004118at2759__code1	5004118at2759	Cryptococcus	1	9	0	9	249	212	212	212	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004118at2759__code1	5004118at2759	Wallemia	1	4	0	4	249	225	225	225	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5004118at2759__code1	5004118at2759	Umbelopsis	1	4	0	4	249	239	239	239	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004265at2759__code1	5004265at2759	Aspergillus	1	10	0	10	321	293	291	293	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004265at2759__code1	5004265at2759	Colletotrichum	1	9	0	9	321	299	297	299	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004265at2759__code1	5004265at2759	Fusarium	1	10	0	10	321	294	292	294	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004265at2759__code1	5004265at2759	Trichoderma	1	10	0	10	321	293	292	293	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004265at2759__code1	5004265at2759	Saccharomyces	1	7	0	7	321	283	283	283	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004265at2759__code1	5004265at2759	Candida	1	0	0	0	321	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5004265at2759__code12	5004265at2759	Candida	12	4	0	4	321	258	258	258	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5004265at2759__code1	5004265at2759	Amanita	1	6	0	6	321	269	180	269	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004265at2759__code1	5004265at2759	Suillus	1	10	0	10	321	311	236	311	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004265at2759__code1	5004265at2759	Naganishia	1	4	0	4	321	276	276	276	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5004265at2759__code1	5004265at2759	Malassezia	1	5	0	5	321	288	286	288	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004265at2759__code1	5004265at2759	Microbotryum	1	4	0	4	321	306	306	306	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004265at2759__code1	5004265at2759	Serendipita	1	2	0	2	321	289	289	289	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004265at2759__code1	5004265at2759	Tilletia	1	5	0	5	321	298	297	298	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5004265at2759__code1	5004265at2759	Cryptococcus	1	10	0	10	321	299	296	299	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004265at2759__code1	5004265at2759	Wallemia	1	3	0	3	321	281	281	281	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Umbelopsis__5004265at2759__code1	5004265at2759	Umbelopsis	1	4	0	4	321	218	218	218	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004327at2759__code1	5004327at2759	Aspergillus	1	10	0	10	837	791	776	791	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004327at2759__code1	5004327at2759	Colletotrichum	1	9	0	9	837	772	715	772	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004327at2759__code1	5004327at2759	Fusarium	1	9	0	9	837	763	753	763	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004327at2759__code1	5004327at2759	Trichoderma	1	10	0	10	837	756	562	756	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004327at2759__code1	5004327at2759	Saccharomyces	1	7	0	7	837	748	748	748	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004327at2759__code1	5004327at2759	Candida	1	0	0	0	837	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5004327at2759__code12	5004327at2759	Candida	12	4	0	4	837	757	757	757	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5004327at2759__code1	5004327at2759	Amanita	1	7	0	7	837	785	772	785	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004327at2759__code1	5004327at2759	Suillus	1	9	0	9	837	766	745	766	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004327at2759__code1	5004327at2759	Naganishia	1	4	0	4	837	808	808	808	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5004327at2759__code1	5004327at2759	Malassezia	1	4	0	4	837	777	777	777	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004327at2759__code1	5004327at2759	Microbotryum	1	4	0	4	837	771	771	771	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004327at2759__code1	5004327at2759	Serendipita	1	2	0	2	837	755	755	755	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004327at2759__code1	5004327at2759	Tilletia	1	5	0	5	837	806	803	806	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5004327at2759__code1	5004327at2759	Cryptococcus	1	10	0	10	837	791	782	791	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004327at2759__code1	5004327at2759	Wallemia	1	4	0	4	837	764	764	764	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5004327at2759__code1	5004327at2759	Umbelopsis	1	4	0	4	837	743	743	743	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004391at2759__code1	5004391at2759	Aspergillus	1	10	0	10	1075	1019	1009	1019	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004391at2759__code1	5004391at2759	Colletotrichum	1	10	0	10	1075	1019	1017	1019	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004391at2759__code1	5004391at2759	Fusarium	1	10	0	10	1075	1012	1008	1012	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004391at2759__code1	5004391at2759	Trichoderma	1	10	0	10	1075	1016	1011	1016	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004391at2759__code1	5004391at2759	Saccharomyces	1	7	0	7	1075	933	929	933	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004391at2759__code1	5004391at2759	Candida	1	0	0	0	1075	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5004391at2759__code12	5004391at2759	Candida	12	4	0	4	1075	916	916	916	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5004391at2759__code1	5004391at2759	Amanita	1	6	0	6	1075	986	873	986	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004391at2759__code1	5004391at2759	Suillus	1	8	0	8	1075	724	718	724	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004391at2759__code1	5004391at2759	Naganishia	1	3	0	3	1075	989	989	989	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5004391at2759__code1	5004391at2759	Malassezia	1	5	0	5	1075	922	892	922	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004391at2759__code1	5004391at2759	Microbotryum	1	4	0	4	1075	851	851	851	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004391at2759__code1	5004391at2759	Serendipita	1	2	0	2	1075	940	940	940	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004391at2759__code1	5004391at2759	Tilletia	1	5	0	5	1075	968	947	968	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5004391at2759__code1	5004391at2759	Cryptococcus	1	9	0	9	1075	989	947	989	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004391at2759__code1	5004391at2759	Wallemia	1	4	0	4	1075	898	898	898	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5004391at2759__code1	5004391at2759	Umbelopsis	1	4	0	4	1075	809	809	809	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004478at2759__code1	5004478at2759	Aspergillus	1	10	0	10	434	411	408	411	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004478at2759__code1	5004478at2759	Colletotrichum	1	10	0	10	434	412	411	412	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004478at2759__code1	5004478at2759	Fusarium	1	10	0	10	434	414	414	414	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004478at2759__code1	5004478at2759	Trichoderma	1	10	0	10	434	412	411	412	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004478at2759__code1	5004478at2759	Saccharomyces	1	7	0	7	434	406	405	406	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004478at2759__code12	5004478at2759	Candida	12	3	0	3	434	364	364	364	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Amanita__5004478at2759__code1	5004478at2759	Amanita	1	7	0	7	434	410	409	410	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004478at2759__code1	5004478at2759	Suillus	1	8	0	8	434	404	403	404	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004478at2759__code1	5004478at2759	Naganishia	1	4	0	4	434	411	411	411	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Malassezia__5004478at2759__code1	5004478at2759	Malassezia	1	5	0	5	434	412	403	412	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004478at2759__code1	5004478at2759	Microbotryum	1	4	0	4	434	400	400	400	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004478at2759__code1	5004478at2759	Serendipita	1	2	0	2	434	416	416	416	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004478at2759__code1	5004478at2759	Tilletia	1	3	0	3	434	415	415	415	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Cryptococcus__5004478at2759__code1	5004478at2759	Cryptococcus	1	9	0	9	434	413	411	413	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004478at2759__code1	5004478at2759	Wallemia	1	4	0	4	434	391	391	391	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5004478at2759__code1	5004478at2759	Umbelopsis	1	4	0	4	434	293	293	293	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5004599at2759__code1	5004599at2759	Aspergillus	1	10	0	10	760	727	714	727	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5004599at2759__code1	5004599at2759	Colletotrichum	1	10	0	10	760	742	737	742	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5004599at2759__code1	5004599at2759	Fusarium	1	10	0	10	760	745	743	745	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5004599at2759__code1	5004599at2759	Trichoderma	1	10	0	10	760	745	720	745	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5004599at2759__code1	5004599at2759	Saccharomyces	1	7	0	7	760	720	719	720	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5004599at2759__code1	5004599at2759	Candida	1	0	0	0	760	0	0	0	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Candida__5004599at2759__code12	5004599at2759	Candida	12	4	0	4	760	711	711	711	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5004599at2759__code1	5004599at2759	Amanita	1	7	0	7	760	688	646	687	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5004599at2759__code1	5004599at2759	Suillus	1	8	0	8	760	720	718	720	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Naganishia__5004599at2759__code1	5004599at2759	Naganishia	1	3	0	3	760	682	682	682	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Malassezia__5004599at2759__code1	5004599at2759	Malassezia	1	5	0	5	760	690	662	690	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Microbotryum__5004599at2759__code1	5004599at2759	Microbotryum	1	4	0	4	760	692	692	692	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Serendipita__5004599at2759__code1	5004599at2759	Serendipita	1	2	0	2	760	680	680	680	none_recorded	insufficient_coverage_after_taxon_policy	not_validated_for_selection_testing
Tilletia__5004599at2759__code1	5004599at2759	Tilletia	1	5	0	5	760	735	676	735	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Cryptococcus__5004599at2759__code1	5004599at2759	Cryptococcus	1	10	0	10	760	718	706	718	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Wallemia__5004599at2759__code1	5004599at2759	Wallemia	1	4	0	4	760	525	525	525	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Umbelopsis__5004599at2759__code1	5004599at2759	Umbelopsis	1	4	0	4	760	716	716	716	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Aspergillus__5005010at2759__code1	5005010at2759	Aspergillus	1	10	0	10	115	114	108	114	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Colletotrichum__5005010at2759__code1	5005010at2759	Colletotrichum	1	10	0	10	115	113	106	113	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Fusarium__5005010at2759__code1	5005010at2759	Fusarium	1	10	0	10	115	114	114	114	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Trichoderma__5005010at2759__code1	5005010at2759	Trichoderma	1	9	0	9	115	114	109	114	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Saccharomyces__5005010at2759__code1	5005010at2759	Saccharomyces	1	6	0	6	115	110	109	110	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Candida__5005010at2759__code12	5005010at2759	Candida	12	4	0	4	115	110	110	110	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Amanita__5005010at2759__code1	5005010at2759	Amanita	1	6	0	6	115	112	105	112	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
Suillus__5005010at2759__code1	5005010at2759	Suillus	1	10	0	10	115	113	113	113	none_recorded	ready_for_tree_and_divergence_diagnostics	not_validated_for_selection_testing
