marker	taxon_id	protein_id	sequence_sha256	model_id	model_version	model_path	model_sha256	model_provider	model_tool	all_source_candidate_models	exact_sequence_candidate_models	retained_marker_residues	mean_retained_ca_plddt	fraction_retained_ca_plddt_ge70
5002573at2759	O81824	XP_001742820.1	735637a0194874e0b644b92a6f54e3ef81479e060eacfb9a8be46682fe9030ef	AF-A9UQJ9-F1	6	data/structures/afdb/AF-A9UQJ9-F1-v6.cif	5f374f20c117652f500a8830f0906eec2d62ba4b0a02a85a3b94b97335d5cf9a	GDM	AlphaFold Monomer v2.0 pipeline	1	1	356	85.17806179775279	0.9550561797752809
5003192at2759	F1907219	RKP12337.1	45f55d9a53d0a95605ab52a2ee32cb14253835bdc4c26579cb35bd1915eaa172	AF-A0A4P9Y0S5-F1	6	data/structures/afdb/AF-A0A4P9Y0S5-F1-v6.cif	dc69f15d7411553a75f8b975b16aa358160a6f55b15cd444a9f9aedb20ebcf23	GDM	AlphaFold Monomer v2.0 pipeline	1	1	399	81.84669172932324	0.8120300751879699
5003192at2759	O10228	XP_002108423.1	35e770d677631aa5d723604f936fab2d4481953dcf58facb893746b2cd62fbbd	AF-B3RIE1-F1	6	data/structures/afdb/AF-B3RIE1-F1-v6.cif	b4eccc47bd369e8edad4370538a4922b5513feb55a5a6471f232a9fa46619981	GDM	AlphaFold Monomer v2.0 pipeline	1	1	396	75.94959595959594	0.6994949494949495
5003192at2759	O72019	XP_014148131.1	4d6bb2be12f13d339e6f28c03c30348d1d4d2dcf018c4f85c692b17265fb67f0	AF-A0A0L0FBX5-F1	6	data/structures/afdb/AF-A0A0L0FBX5-F1-v6.cif	8a7163f0703223786789fd35336eed36b1f31e0f3639aa333065000b6146fb28	GDM	AlphaFold Monomer v2.0 pipeline	1	1	302	88.48437086092717	0.9337748344370861
5003972at2759	F1907219	RKP11367.1	38ffa7224e37570d31e64e1947c3595a4ae58326a799ef156c9794f803e95444	AF-A0A4P9XYB8-F1	6	data/structures/afdb/AF-A0A4P9XYB8-F1-v6.cif	66c4139270d62cd8e0d1416e8ab2e63bdd98ecbc4519f5f1d11f507c65ab5d4b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	205	94.01482926829262	0.9658536585365853
5003972at2759	F1938954	OZJ01982.1	fdd1fe0b058cbdd31c869552dff148004e3cf24d7d97cdccb91e472edc6c0d01	AF-A0A261XUF8-F1	6	data/structures/afdb/AF-A0A261XUF8-F1-v6.cif	048ba9773b155d9e8ecacacfd00fc6a303d16a5df1a9a2e4b58d6368adb024e5	GDM	AlphaFold Monomer v2.0 pipeline	1	1	205	93.95960975609762	0.9853658536585366
5003972at2759	F223818	XP_060121285.1	7e2f871e1fb5a51dda85055d4586b51df7878203db6388a74651866cc83dd389	AF-A0AAF0EWF0-F1	6	data/structures/afdb/AF-A0AAF0EWF0-F1-v6.cif	d40a9bf3f117e366072ddb5396121f1db6ac632fe99725250512533873c8bdb4	GDM	AlphaFold Monomer v2.0 pipeline	1	1	188	92.0304255319148	0.9574468085106383
5003972at2759	F278681	KAG5457542.1	2cd6c3ca2c40293ae834abcab7092a4b993134cd361c291ce56b6f8e90b97233	AF-A0A8H7ZQI2-F1	6	data/structures/afdb/AF-A0A8H7ZQI2-F1-v6.cif	ee785acb0833ed634b8ff5f48470d2cfa719b41579e056903ec60ab4311488a0	GDM	AlphaFold Monomer v2.0 pipeline	1	1	141	75.02496453900712	0.7304964539007093
5004118at2759	O225164	XP_009060346.1	b0bc86c5531b8082f722bf7f39d74b0fb384ce88e178039e3a36f67bd1ae421f	AF-V3ZDX2-F1	6	data/structures/afdb/AF-V3ZDX2-F1-v6.cif	08d8c65235e6e62ca98664d57dda349db5774dfb37360bfc862cb38a126af935	GDM	AlphaFold Monomer v2.0 pipeline	1	1	133	90.88894736842107	0.9398496240601504
5004265at2759	F109876	ORZ30759.1	c4bdb66f453e291731a1bb4f63a510a1413765ca7f55a488b130baaacb9c24c7	AF-A0A1Y2H872-F1	6	data/structures/afdb/AF-A0A1Y2H872-F1-v6.cif	df483c000727c58c98aa061e83213240972a622977965066f1934c054a1f3037	GDM	AlphaFold Monomer v2.0 pipeline	1	1	217	83.09322580645163	0.7741935483870968
5004265at2759	F1343610	KAG0253321.1	0421e1189a0e83d78cc22faa425d55a6b594b84a715d85a94376b6aa289fa233	AF-A0A9P6PTJ8-F1	6	data/structures/afdb/AF-A0A9P6PTJ8-F1-v6.cif	1b432114c3afb228296dcd9c42eb7c094463ab00fdaf650e9d06c9d3fc6c1b44	GDM	AlphaFold Monomer v2.0 pipeline	1	1	219	83.1349315068493	0.8127853881278538
5004265at2759	F235537	PFH45747.1	46daa8d1b76024327f210648b0ed7899e8de1f795c264a0b06e4385b2a9150ec	AF-A0A2A9NBW2-F1	6	data/structures/afdb/AF-A0A2A9NBW2-F1-v6.cif	0f239f83302265bf1757424d97bac2909b83dfcc5419638fb3fbc19affdd12a6	GDM	AlphaFold Monomer v2.0 pipeline	1	1	216	84.03310185185182	0.8287037037037037
5004265at2759	F2650707	KAJ2847452.1	4c3fb0802af9ac30279a0f1456e56bf06d6d2f13c6b83e6a4b7b1882cc8418f0	AF-A0A9W8I4F0-F1	6	data/structures/afdb/AF-A0A9W8I4F0-F1-v6.cif	dd1835af6033cadd8b09842647fdf301953dc9aba4d7c0119e39375e84ed7491	GDM	AlphaFold Monomer v2.0 pipeline	1	1	213	84.3857746478873	0.8215962441314554
5004265at2759	F703511	KAF2397124.1	35037e3f5d7ae2e8473b30e65158cb6e6c3f4747212f9dd0ce106922aed7185d	AF-A0A6G1HMI9-F1	6	data/structures/afdb/AF-A0A6G1HMI9-F1-v6.cif	b78100e287a77882257331096eed5afaee65184678c6dc6925e3c813201d353c	GDM	AlphaFold Monomer v2.0 pipeline	1	1	213	82.83037558685447	0.8075117370892019
5004478at2759	F1213189	OMH80222.1	249d303e0cedf5370bfd967c987c9b32f6c44d062458980f9bc5d107833585ab	AF-A0A1R1PH89-F1	6	data/structures/afdb/AF-A0A1R1PH89-F1-v6.cif	f935a712ea8e7bde12099bc47ffaed31b9fb3acde324b95e4d6641fd61703350	GDM	AlphaFold Monomer v2.0 pipeline	1	1	298	82.71724832214765	0.7953020134228188
5004478at2759	F4837	XP_018283904.1	8844b6084f033f72dcf44cc618bce3ebd6e98007c7cbd4084d41a8ac488dd046	AF-A0A162N504-F1	6	data/structures/afdb/AF-A0A162N504-F1-v6.cif	e40f953452fec979470319dabbda72d689ef0c0041178d7186f9c34d032f8128	GDM	AlphaFold Monomer v2.0 pipeline	1	1	299	91.08404682274247	0.9464882943143813
5004478at2759	F4918	ODV95876.1	596382c424db78b326046a582be880cc0122187838f4896e38ea38ea8c697edc	AF-A0A1E4TVV9-F1	6	data/structures/afdb/AF-A0A1E4TVV9-F1-v6.cif	7b06d59c150a5927caf4f1b1aff23bab6a149ad53c495a44aa3c4ed9d0c6803b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	298	84.60315436241612	0.8221476510067114
5004478at2759	O81824	XP_001742067.1	d5aa3a3acbe028335cc1d1a174943b3e206695625cc57b411a27ed8775d78ee1	AF-A9UNU6-F1	6	data/structures/afdb/AF-A9UNU6-F1-v6.cif	ba1b86710be4cdbfa0486eac20419ce3d0d2d7e11168997f5caa8599e3993164	GDM	AlphaFold Monomer v2.0 pipeline	1	1	299	90.56899665551848	0.9163879598662207
5004599at2759	O225164	XP_009064292.1	0975f60d77a6d6e520c35c2be438d84fa47a9b78eaffb34b949f7c68490b34ef	AF-V3Z2X2-F1	6	data/structures/afdb/AF-V3Z2X2-F1-v6.cif	dc70706f545bf0e36b7cc65d36991fce56e2c393524e640a227ad366b7886287	GDM	AlphaFold Monomer v2.0 pipeline	1	1	382	90.32848167539264	0.9712041884816754
5005010at2759	F1123529	KXS10566.1	dcff54fa4f7f2a1bc93ab5defafcbf588aab777b13710f1ea37c20580df62249	AF-A0A139A1A5-F1	6	data/structures/afdb/AF-A0A139A1A5-F1-v6.cif	74186c72fc888965e34a70a921a2b2b7650563c564df18200e195ffc9a85089b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.32032608695656	1.0
5005010at2759	F1176130	KAF1989556.1	3b8e5783a612762bfa4c41aed35e8da7ff119c75d38f2d9e063493e8e98ba197	AF-A0A6G1H8K8-F1	6	data/structures/afdb/AF-A0A6G1H8K8-F1-v6.cif	dcec2d18a645d3a6e37b7ad1b262fae282b7c3207896105303cda7a89a66bcd6	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.4563043478261	1.0
5005010at2759	F144538	CAG8461942.1	37afbc9e6a4758a024e20300c42ef85fc5e51caf76b86d2e1d0a59561f8b8ead	AF-A0A9N8VPN0-F1	6	data/structures/afdb/AF-A0A9N8VPN0-F1-v6.cif	3b6b20247e13ae46d18f7119f3aea13e05a92560ef0c44895c76b5f1cd6062c1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.19130434782609	1.0
5005010at2759	F144539	CAG8467459.1	cfbe500db1f3c418fb10523a529067efd39c7f70e957507f4f562199e194b532	AF-A0A9N8VV47-F1	6	data/structures/afdb/AF-A0A9N8VV47-F1-v6.cif	87777d2f34a8318a94394bcc6f42e0cc6bc9804e1f2df59e39ea24240e5aedb1	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.43902173913042	1.0
5005010at2759	F144679	CAG8442760.1	3530bf0f87f10901b4648fd32678cf23aaba3f90bc1e46b4aaaa66038942b09c	AF-A0A9N8VCF3-F1	6	data/structures/afdb/AF-A0A9N8VCF3-F1-v6.cif	c470893f72575fc01a20f6d25487a3a34e15d64fc9df00a6f2e913057dfeacd8	GDM	AlphaFold Monomer v2.0 pipeline	1	1	83	96.4230120481928	1.0
5005010at2759	F1859122	XP_064719869.1	0e33960f60c4a73cd9fe4d763f6f7674ebd56e30f49015c13f491acc75e0ee9d	AF-E6QXW4-F1	6	data/structures/afdb/AF-E6QXW4-F1-v6.cif	572c7148629fe88f0d7b8888115c2fe11718385b69b415af0a1125248aca7ed5	GDM	AlphaFold Monomer v2.0 pipeline	1	1	89	96.01112359550564	1.0
5005010at2759	F245174	XP_009270289.1	1c8a29dcd3aab6ff784883ebe17002035a35ba5ab6c0765f9944c84ef4ada50d	AF-R9AA25-F1	6	data/structures/afdb/AF-R9AA25-F1-v6.cif	c8550d771b60d28f642431236f9a837b605e66d2001cc6c8c020c05b476c9d7b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	96.30749999999998	1.0
5005010at2759	F2656787	XP_031867738.1	03029ed23497eca7ce6a0b108974982d56c8c1348fd9863eefb556a10d1ccff4	AF-A0A370THT1-F1	6	data/structures/afdb/AF-A0A370THT1-F1-v6.cif	8e7efeddecd2910d9f646f225367bbb3a5220af412dd662fc5e8bf713ad902b8	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.9063043478261	1.0
5005010at2759	F37769	XP_003191473.1	0e33960f60c4a73cd9fe4d763f6f7674ebd56e30f49015c13f491acc75e0ee9d	AF-E6QXW4-F1	6	data/structures/afdb/AF-E6QXW4-F1-v6.cif	572c7148629fe88f0d7b8888115c2fe11718385b69b415af0a1125248aca7ed5	GDM	AlphaFold Monomer v2.0 pipeline	1	1	89	96.01112359550564	1.0
5005010at2759	F423460	ORX77074.1	79e61c736adccfd6c39ef492a2e83f0c6f7f89ed846d05e36bcccab1b94bd80e	AF-A0A1Y1WVC7-F1	6	data/structures/afdb/AF-A0A1Y1WVC7-F1-v6.cif	72535a2376fa1a3835979bc484a2259b449984ab27f24483b052dd9d622f3288	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.74184782608698	1.0
5005010at2759	F64525	KAG0359417.1	2644995276c00986bafe48c015661a0e98440f17d0be506f44ce8d56aaa08bf9	AF-A0A9P5SLY2-F1	6	data/structures/afdb/AF-A0A9P5SLY2-F1-v6.cif	ef5732d5bd8f1e564354da43b66aa41e0ddefe66b1066745a4cc4a9faf40e5a7	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.66880434782611	1.0
5005010at2759	F78915	RKP05717.1	3cde583d8c436b99a41c1015b70a50b5042d4e8d1bb324e53844ad98928f4dee	AF-A0A4P9XJ12-F1	6	data/structures/afdb/AF-A0A4P9XJ12-F1-v6.cif	896a101d04b9d40978008e309d83fbb8dac1a2748d0f8983a107551c6028fe37	GDM	AlphaFold Monomer v2.0 pipeline	1	1	90	96.17166666666671	1.0
5005010at2759	F78921	KAJ1913656.1	8d876ada93f46e1189ed0b30a08c82e83393f8d25588879273bc6236552e9ef6	AF-A0A9W7ZP58-F1	6	data/structures/afdb/AF-A0A9W7ZP58-F1-v6.cif	edd22cbe606d19ff6170529c11dd3e54f291d935645e863f21aa6a37db7dc180	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	96.00391304347829	1.0
5005010at2759	O10228	XP_002108464.1	64547334be890931e37a76ed88146a1f89f01fcb042bc77c6234f52f5ce11ac5	AF-B3RIW4-F1	6	data/structures/afdb/AF-B3RIW4-F1-v6.cif	d22a2551f392d44b656d09cde41251c8c8e914023536d7743335b982f8ccc692	GDM	AlphaFold Monomer v2.0 pipeline	1	1	92	95.34076086956522	1.0
5005010at2759	O691883	XP_009498094.1	22cbfa7133bbd473d942485401dd16052680e06f7263a52d0b29f6e44bab2f2f	AF-A0A058Z0V2-F1	6	data/structures/afdb/AF-A0A058Z0V2-F1-v6.cif	ae0888b9caeb18fde2ae6bf3153dd2b6721d5cf7ff83490db45f6e56dcdb86c3	GDM	AlphaFold Monomer v2.0 pipeline	1	1	89	93.988202247191	0.9887640449438202
5005174at2759	F34488	KXN64824.1	cab3fa6ae9310df0eb281d9019911a279ac58a9badceed83c7e4f8303156276a	AF-A0A137NQ51-F1	6	data/structures/afdb/AF-A0A137NQ51-F1-v6.cif	9c7c7ce6a44b9da806e6f5259afb11009d7bc2f4613051f266d753df2048f3a7	GDM	AlphaFold Monomer v2.0 pipeline	1	1	162	88.32919753086422	0.9197530864197531
5005174at2759	F4874	KAF0359000.1	1fce8270a81181530c27acbd6cbc33998e2bd2a8972fda2b372ed1b4d44e7ba6	AF-A0A8H3WVE1-F1	6	data/structures/afdb/AF-A0A8H3WVE1-F1-v6.cif	9fe717d90527d46f2a051950a69961e11a0739b8603d2a3824f54ed290fb6287	GDM	AlphaFold Monomer v2.0 pipeline	1	1	169	90.62218934911242	0.9940828402366864
5005174at2759	O529818	XP_013762887.1	3834a2aa4c138be7df334eb2996d9519542f5ee78e62a2c2750379bafa5ab027	AF-A0A0L0D0J4-F1	6	data/structures/afdb/AF-A0A0L0D0J4-F1-v6.cif	770f773ea181863e3abda16f97c9ba2fa8be965ac1cd27fccf4977aea79af004	GDM	AlphaFold Monomer v2.0 pipeline	1	1	168	87.44940476190479	0.9285714285714286
5005174at2759	O946362	XP_004998968.1	f224a78266be17313f8f6b7cf912d002d446ab43c755897c484d661125a81cdd	AF-F2TWF3-F1	6	data/structures/afdb/AF-F2TWF3-F1-v6.cif	29a9f70b521f4ae260a2611db61b306cda6f78a77bea814d358acfa193ddebfe	GDM	AlphaFold Monomer v2.0 pipeline	1	1	169	89.91615384615388	1.0
5005196at2759	O225164	XP_009063261.1	b1adcaddcd03a965dc7af2592c60cabee45774183d0e6e5b08ceade79d8560d8	AF-V3Z5I1-F1	6	data/structures/afdb/AF-V3Z5I1-F1-v6.cif	f8f07cbd643845d50227092672623430e4d5544c38643903c224ae9c0f5ff98f	GDM	AlphaFold Monomer v2.0 pipeline	1	1	371	94.38986522911047	0.9946091644204852
5005215at2759	F1754191	ORX41931.1	b901274d287f6704ff021bdab97f25da0c2ab4c26f11fe7eeb3746383b96c8cc	AF-A0A1Y1UVE4-F1	6	data/structures/afdb/AF-A0A1Y1UVE4-F1-v6.cif	20f00f3524ac12e877da010a2a2881ce0108fbc9e8316ce359b4bf35ac68e189	GDM	AlphaFold Monomer v2.0 pipeline	1	1	239	91.58707112970711	0.9832635983263598
5005217at2759	F101097	KAF9992346.1	1bc814e81e7cf368ac409444eeeb9543fac9e7b304b6605a64ad3bcd20826eb2	AF-A0A9P6MM40-F1	6	data/structures/afdb/AF-A0A9P6MM40-F1-v6.cif	371b3b4509b6811483ee0277479a5ce103e4f8c306a27b2062f12051f49e9936	GDM	AlphaFold Monomer v2.0 pipeline	1	1	333	92.0996696696697	0.990990990990991
5005274at2759	F1708541	XP_006960576.1	202f8df6229f7ab69d434227799cedc39f23a60c32028beb1fd36a8e8c282363	AF-I4Y634-F1	6	data/structures/afdb/AF-I4Y634-F1-v6.cif	ef25c65947fb9f202272e40c4837a5f5a171fc95cfa1e7a9d95dcf87bf897f87	GDM	AlphaFold Monomer v2.0 pipeline	1	1	227	80.90638766519822	0.6872246696035242
5005274at2759	F332112	EHN01549.1	6e03581209b0b10b7b8cbdc4acd3ee8ca4eca27ac684653885a4fed818d2011f	AF-H0GXB9-F1	6	data/structures/afdb/AF-H0GXB9-F1-v6.cif	d74fb9c267b103870ccc386bb1e42b7bc9b1427f5f538867fbdb8ad7a6d633b8	GDM	AlphaFold Monomer v2.0 pipeline	1	1	226	83.20389380530973	0.7168141592920354
5005274at2759	F40559	XP_024550532.1	5534481c93572b9fbcdd0c01326a67ceb79bf512531f964f601d99f6a8c841d6	AF-A0A384JRI2-F1	6	data/structures/afdb/AF-A0A384JRI2-F1-v6.cif	c54a6571972d5125d871643e395c6463be534a2c0ef381d13b04b5f24e4a3a2d	GDM	AlphaFold Monomer v2.0 pipeline	1	1	232	81.0703879310345	0.6896551724137931
5005274at2759	F97331	XP_067492064.1	367e66f0de6f559219971a8d4f8e411582835a03498b9b83a2f64976ebe650a3	AF-A0A437A668-F1	6	data/structures/afdb/AF-A0A437A668-F1-v6.cif	6589012a895d8ef85f6a6e37d519f4d3b2786f10f7fc8c4275c5c24f5da4c261	GDM	AlphaFold Monomer v2.0 pipeline	1	1	233	81.56553648068666	0.703862660944206
5005697at2759	F1081669	ORD96042.1	e140bf8e652527a720ac59dbfc48ba0ae2691508bf93d9e4035d8d57d5a47e27	AF-A0A1X0Q8F2-F1	6	data/structures/afdb/AF-A0A1X0Q8F2-F1-v6.cif	c080c137c9b8e341c28fb8e621411cfa71c1e36da76dc678c0324801fd8b75ca	GDM	AlphaFold Monomer v2.0 pipeline	1	1	227	88.84942731277535	0.933920704845815
5005697at2759	F1555241	RKO98649.1	abce9fcddc487648ca3b3de5864ccad2daa404102e9f6f8ac7effb957a3f32e9	AF-A0A4P9WYP4-F1	6	data/structures/afdb/AF-A0A4P9WYP4-F1-v6.cif	a28c322d30893e1ac70d9172da8aebf50430325f44c7fc79f405e19422937799	GDM	AlphaFold Monomer v2.0 pipeline	1	1	241	91.4261410788381	0.9875518672199171
5005750at2759	F1081669	ORD96447.1	feca6e399c1d5a9744a02c17d93cef6abec2bf883f8759b2f642ebdec657f753	AF-A0A1X0Q9L0-F1	6	data/structures/afdb/AF-A0A1X0Q9L0-F1-v6.cif	3e7d757568314e0cbe089fa89fc8c728c7dd336f37232ad43a9c0120222382a9	GDM	AlphaFold Monomer v2.0 pipeline	1	1	79	91.14645569620251	0.9240506329113924
5005750at2759	F1093897	XP_060282595.1	d9a25e2f652872ff92209129899814891073d1d7702cd0ca5cfe73dc6abe0a36	AF-A0AAJ0BYU9-F1	6	data/structures/afdb/AF-A0AAJ0BYU9-F1-v6.cif	57a7f9a90ade66afae8ee0c9f8e4d44911082e1af6e55b2216a22b1816375c4a	GDM	AlphaFold Monomer v2.0 pipeline	1	1	105	85.23838095238101	0.8571428571428571
5005750at2759	F1938954	OZJ01869.1	381bece2241ee0cf91fc8a4f7fe903885689cca6fe6c833953cc84aa4762f602	AF-A0A261XU35-F1	6	data/structures/afdb/AF-A0A261XU35-F1-v6.cif	f4b9105288386b3ec9780ca1f4d6b3e26280ea1b5ef642a206a4f7ba549a4f70	GDM	AlphaFold Monomer v2.0 pipeline	1	1	106	88.56235849056601	0.8773584905660378
5005750at2759	F231932	XP_007400414.1	7d8c026eb630031ef059a433d9a75fc3352b9e2df18de14af38366d3d96f7f0a	AF-K5UNE2-F1	6	data/structures/afdb/AF-K5UNE2-F1-v6.cif	2bab9bfe4bb43818fbd9c8df10d186ee04332a3c8966bd1a8662db4131e98abd	GDM	AlphaFold Monomer v2.0 pipeline	1	1	103	90.58980582524273	0.9029126213592233
5005750at2759	F235537	PFH47669.1	48d79bbf49f43563629f51c87250ab04d1504cc2843a024cd374e05149e03172	AF-A0A2A9NAK9-F1	6	data/structures/afdb/AF-A0A2A9NAK9-F1-v6.cif	20944f336295c05264dcbc21f8d48e578e0cbddc1e1feeb36a0dd1905393e7a9	GDM	AlphaFold Monomer v2.0 pipeline	1	1	103	80.90737864077668	0.8349514563106796
5005750at2759	F2834505	KZS89861.1	3bfa7a0bd515b95c5148fb4739af576dfcb11e758ea348358adc71955dc3bd00	AF-A0A165Z6V7-F1	6	data/structures/afdb/AF-A0A165Z6V7-F1-v6.cif	99467c27ac9ac4ee0e9c00692e299a03daca23fd908c06c88c5da5fbb999fb47	GDM	AlphaFold Monomer v2.0 pipeline	1	1	107	81.60747663551403	0.822429906542056
5005750at2759	F467971	KZT33999.1	3bfa7a0bd515b95c5148fb4739af576dfcb11e758ea348358adc71955dc3bd00	AF-A0A165Z6V7-F1	6	data/structures/afdb/AF-A0A165Z6V7-F1-v6.cif	99467c27ac9ac4ee0e9c00692e299a03daca23fd908c06c88c5da5fbb999fb47	GDM	AlphaFold Monomer v2.0 pipeline	1	1	107	81.60747663551403	0.822429906542056
5005750at2759	F4903	XP_020073627.1	deb4f670248d4bc991508abc976511cfc7e2c0a3b682c1a80e0aaabc0305385e	AF-A0A1E4SAT1-F1	6	data/structures/afdb/AF-A0A1E4SAT1-F1-v6.cif	2a446e402e29846dfa5f50666afaa3cb65e4f8e59447fc9fda6aa0c78eb62867	GDM	AlphaFold Monomer v2.0 pipeline	1	1	93	95.67688172043007	0.989247311827957
5005750at2759	F4909	XP_029323188.1	8bf38b9259b59a987d0ba3b740f44fb6631798b612a72dcc8dd498f97b3e94e9	AF-A0A099NXP7-F1	6	data/structures/afdb/AF-A0A099NXP7-F1-v6.cif	84d15d49c591033280e7c2cba1748d92e1cc34d6bc3c00b10eb24c403ec147fa	GDM	AlphaFold Monomer v2.0 pipeline	1	1	103	90.27368932038837	0.9029126213592233
5005750at2759	F6035	NP_001402224.1	d483d031c1e231c2710c81df8bae55c7a503c79e9741203654d0be6631132c84	AF-O96722-F1	6	data/structures/afdb/AF-O96722-F1-v6.cif	7b57b3311c79c2dbceab1da54adfbd4968b4cb72f1735887c82bb5acedb99478	GDM	AlphaFold Monomer v2.0 pipeline	1	1	101	83.95712871287128	0.8217821782178217
5005750at2759	F76775	XP_027483019.1	7fb79002d482c03b5ae23549eaa5f7becd8279251b294d28bf1831e6cc9fed8c	AF-A0A3G2RZG9-F1	6	data/structures/afdb/AF-A0A3G2RZG9-F1-v6.cif	27b392743708f1109008b39510c8aef5c93895af0e86a8d5c202b5fee25de834	GDM	AlphaFold Monomer v2.0 pipeline	1	1	106	89.61924528301884	0.8773584905660378
5005750at2759	O5755	XP_004333791.1	bf6d6f1dd43cd4b75f4c2136c9f7e0bf0fe3f7880f11657babdd192d3ccfa23c	AF-L8GGA8-F1	6	data/structures/afdb/AF-L8GGA8-F1-v6.cif	3be1489da465a33474887048fb5998a681a32db9ec03a33cafcbaa53c853ce72	GDM	AlphaFold Monomer v2.0 pipeline	1	1	106	82.51481132075473	0.8207547169811321
5005750at2759	O7227	NP_477043.1	853d54433c92069a89a132729385ebb7232b0925e3fdf353735e44e2e6c9bcaa	AF-A8E6K0-F1	6	data/structures/afdb/AF-A8E6K0-F1-v6.cif	7fed5af7c8366cd0ea55b8a55a3b5a8d7da86a33a5b2904499ebc44825c1b413	GDM	AlphaFold Monomer v2.0 pipeline	1	1	107	83.37177570093456	0.822429906542056
5005892at2759	F43959	XP_064854765.1	2f111b01e1ddfaafadc7455da71327c23be6f032bb6153ce59ffed1a9fa73f22	AF-A0AAV5QTE6-F1	6	data/structures/afdb/AF-A0AAV5QTE6-F1-v6.cif	b4afcd90fb250fae322eb39a07d3d1b508f5030f6dedebf0ca541ce6fbf9fd11	GDM	AlphaFold Monomer v2.0 pipeline	1	1	290	80.68796551724141	0.8448275862068966
5013042at2759	F101097	KAG0001336.1	bc1fe1bc2a6401ad5d38011a294f4f82c60d487a54645232df9983c8a6ada25a	AF-A0A9P6MH36-F1	6	data/structures/afdb/AF-A0A9P6MH36-F1-v6.cif	ecf10c4620772e0d1ae0c06dee34af411c69bd58667f03f0d767d8211306eacf	GDM	AlphaFold Monomer v2.0 pipeline	1	1	306	91.25617647058824	0.9901960784313726
5013042at2759	F144539	CAG8464812.1	c5a3425f670adf6f1052311fb85543f48773b7b9b6d10980c4a7190c5818cfcb	AF-A0A9N8VS82-F1	6	data/structures/afdb/AF-A0A9N8VS82-F1-v6.cif	3e60c5d694abc231b380eb74f31a69d6de2b19e95989868b04b049a12cd84a25	GDM	AlphaFold Monomer v2.0 pipeline	1	1	333	91.98492492492491	0.984984984984985
5013042at2759	F1907219	RKP11754.1	7afa810d98f5fef7d0e7b7d82c22402a2fc4d2eb4b4dba529a6b3845e45b735e	AF-A0A4P9XZE9-F1	6	data/structures/afdb/AF-A0A4P9XZE9-F1-v6.cif	073a8900c1ade32a57cfdbf9f874f9d99158788cf82c43dfb414fd7716dc854c	GDM	AlphaFold Monomer v2.0 pipeline	1	1	327	90.42718654434248	0.9510703363914373
5013067at2759	F1123529	KXS10156.1	e928e6f2264567ba14073fd61188a9614b4e38534e6def191b14be5dc8db9a65	AF-A0A139A048-F1	6	data/structures/afdb/AF-A0A139A048-F1-v6.cif	6dedafa22997c86d374551edb103a3c6018c74e60cf29ee36d768d63d1d29536	GDM	AlphaFold Monomer v2.0 pipeline	1	1	319	90.17746081504696	0.9529780564263323
5013067at2759	F78915	RKP05476.1	0f02e34de1b230ee9b3dad1effe07e6ba89e32774baea3ad370391f56480d07d	AF-A0A4P9XIF6-F1	6	data/structures/afdb/AF-A0A4P9XIF6-F1-v6.cif	15b26a6c93bcc51a594a36c616fead404e7b93ffb8d128b21a3990f9dccf9163	GDM	AlphaFold Monomer v2.0 pipeline	1	1	321	92.79595015576326	0.9532710280373832
5013067at2759	O45351	XP_001639587.1	0696d0bade42258be926d6bbee78fa73fb295da08f36a5810cfc414611700abd	AF-A7RM20-F1	6	data/structures/afdb/AF-A7RM20-F1-v6.cif	70f68601be4427805f0044e313405b57637a572b47852f369853aed4a7682fb4	GDM	AlphaFold Monomer v2.0 pipeline	1	1	318	92.78641509433962	0.9465408805031447
5013259at2759	F278681	KAG5456175.1	72fc211796f8bcdf70d105076e7ffd131428f6a4af74ff504e3a677d12c62476	AF-A0A8H7ZN20-F1	6	data/structures/afdb/AF-A0A8H7ZN20-F1-v6.cif	f9caacdb5fd5d6763b71e3dca3cf82fd1cf5906fb1fd647c9e4e303b3952502b	GDM	AlphaFold Monomer v2.0 pipeline	1	1	94	89.43744680851063	0.9787234042553191
5013259at2759	O72019	XP_014148506.1	a20701c8d2df2c37875e56612b2013a3950d0387cf53c374f6af75002ae2278f	AF-A0A0L0FCX1-F1	6	data/structures/afdb/AF-A0A0L0FCX1-F1-v6.cif	0300cb83c359269fd34251de5274ca36716af5be427214d010b9294509e60b75	GDM	AlphaFold Monomer v2.0 pipeline	1	1	144	92.02333333333334	0.9305555555555556
