manual_review_rank	species_a	species_b	marker	taxon_a	taxon_b	same_model_coordinates	pfam_accession	pfam_name	hit_a	hit_b	domain_a_start	domain_a_end	domain_b_start	domain_b_end	domain_shared_positions	domain_compared_residues	whole_marker_compared_residues	whole_marker_rmsd_angstrom	domain_sites_under_whole_marker_fit_rmsd_angstrom	domain_own_fit_rmsd_angstrom	domain_fit_improvement_angstrom	domain_uncorrected_sequence_difference	local_distance_pairs	local_mean_absolute_distance_change_angstrom	pae10_local_pairs	pae10_local_pair_fraction	pae10_local_mean_absolute_distance_change_angstrom
370	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5015647at2759	F470096	F4918	False	PF17855.8	MCM_lid	H00081290	H00025653	708	794	685	770	82	75	453	0.7828389524430021	0.41420215982454694	0.20347119894744728	0.21073096087709967	0.32	1156	0.11305334347469162	1156	1.0	0.11305334347469162
371	Paracoccidioides lutzii	Pseudovirgaria hyperparasitica	4969018at2759	F1048829	F470096	False	PF01509.24	TruB_N	H00156295	H00080850	86	203	85	202	114	114	354	0.5641851314978972	0.5211004077947374	0.31173543324491365	0.20936497454982378	0.02631578947368421	1580	0.11065584662709445	1580	1.0	0.11065584662709445
372	Aspergillus luchuensis	Trichoderma harzianum	5015647at2759	F1069201	F5544	False	PF17855.8	MCM_lid	H00125735	H00099593	714	801	700	787	83	76	447	0.4933396027170269	0.4066238834357125	0.1990862372604298	0.2075376461752827	0.21052631578947367	1169	0.12857410283256543	1169	1.0	0.12857410283256543
373	Pseudovirgaria hyperparasitica	Trichoderma harzianum	5015647at2759	F470096	F5544	False	PF17855.8	MCM_lid	H00081290	H00099593	708	794	700	787	82	76	454	0.39905836443281767	0.3362576095628679	0.12889099808597385	0.20736661147689403	0.13157894736842105	1172	0.06823557276258939	1172	1.0	0.06823557276258939
374	Pseudomassariella vexata	Pachysolen tannophilus	4971272at2759	F1141098	F4918	False	PF01399.34	PCI	H00006441	H00027627	364	435	325	398	71	66	343	1.584333721553895	0.9106239902014155	0.7052954108199443	0.2053285793814712	0.5454545454545454	1001	0.17939106188504644	1001	1.0	0.17939106188504644
375	Ogataea parapolymorpha	Colletotrichum costaricense	4843824at2759	F1005962	F1209916	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00058673	8	64	9	64	56	56	179	0.7436721211932281	0.6899078849029342	0.4908289010243277	0.1990789838786065	0.5714285714285714	600	0.2517718496754381	600	1.0	0.2517718496754381
376	Ogataea parapolymorpha	Colletotrichum tamarilloi	4843824at2759	F1005962	F1209934	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00058673	8	64	9	64	56	56	179	0.7436721211932281	0.6899078849029342	0.4908289010243277	0.1990789838786065	0.5714285714285714	600	0.2517718496754381	600	1.0	0.2517718496754381
377	Pseudovirgaria hyperparasitica	Aspergillus oryzae	5015647at2759	F470096	F5062	False	PF17207.10	MCM_OB	H00081287	H00055132	234	362	239	368	124	123	448	0.7709082648805838	1.0448155101537244	0.847291707861877	0.1975238022918474	0.2032520325203252	1841	0.15354283481977812	1841	1.0	0.15354283481977812
378	Aspergillus nidulans	Saccharomyces pastorianus	5001941at2759	F162425	F27292	False	PF17681.7	GCP_N_terminal	H00051082	H00067105	167	504	60	410	278	205	321	1.9518351992804197	2.055937860991827	1.8592071735936826	0.19673068739814425	0.6731707317073171	3968	0.7406366354190965	3943	0.9936995967741935	0.7318185270876328
379	Fusarium verticillioides	Coniochaeta ligniaria	4988239at2759	F117187	F177197	False	PF05127.22	NAT10_TcmA_helicase	H00084626	H00075661	282	495	282	499	195	165	758	0.7474088548802351	0.3183783107870205	0.12173020662821506	0.19664810415880546	0.07878787878787878	3143	0.052494323175851114	3143	1.0	0.052494323175851114
380	Cercospora beticola	Pachysolen tannophilus	5015647at2759	F122368	F4918	False	PF17207.10	MCM_OB	H00025803	H00025650	243	372	226	353	123	120	449	0.6970408171985545	1.2039131511661614	1.0111600611730722	0.19275308999308916	0.4083333333333333	1765	0.2543498650543742	1761	0.9977337110481587	0.25388972663867926
381	Pseudomassariella vexata	Pseudovirgaria hyperparasitica	4971272at2759	F1141098	F470096	False	PF01399.34	PCI	H00006441	H00062063	364	435	370	440	70	66	356	0.9306668043118747	0.3362132318012673	0.14386937338931743	0.19234385841194984	0.22727272727272727	1000	0.07113528810575871	1000	1.0	0.07113528810575871
382	Gomphillus americanus	Pachysolen tannophilus	5000476at2759	F1940652	F4918	False	PF01399.34	PCI	H00155911	H00040686	345	420	288	365	75	75	292	0.9980602508279585	0.5526588725861544	0.36145153886586434	0.19120733372029008	0.44	1071	0.19342375805250295	1071	1.0	0.19342375805250295
383	Pachysolen tannophilus	Colletotrichum higginsianum	5004599at2759	F4918	F80884	False	PF00271.38	Helicase_C	H00051531	H00065592	289	399	282	391	110	105	360	1.0227913444178685	0.5068723156350383	0.31652621741359194	0.19034609822144638	0.3904761904761905	2023	0.1717559586233062	2023	1.0	0.1717559586233062
384	Sporothrix schenckii	Pachysolen tannophilus	730114at2759	F29908	F4918	False	PF00408.27	PGM_PMM_IV	H00071351	H00091670	459	533	459	531	73	72	517	1.2774286627044666	0.4668200116094118	0.2777200363896297	0.18909997521978206	0.4583333333333333	1157	0.16961241419712575	1157	1.0	0.16961241419712575
385	Neoarthrinium moseri	Pleurostoma richardsiae	5001941at2759	F1658444	F41990	False	PF17681.7	GCP_N_terminal	H00128612	H00092256	192	526	189	524	278	245	486	0.7331176656401357	0.4467888469468617	0.25877849973457484	0.18801034721228688	0.1469387755102041	5048	0.10344447597960052	5041	0.9986133122028527	0.1032415758311538
386	Pseudovirgaria hyperparasitica	Trichoderma harzianum	5002573at2759	F470096	F5544	False	PF03465.21	eRF1_3	H00158158	H00029915	285	388	273	376	98	97	320	1.6785616088407265	1.5339446052139785	1.346297607721716	0.18764699749226255	0.4020618556701031	1876	0.4067605261917807	1852	0.9872068230277186	0.3109978799558515
387	Pachysolen tannophilus	Aspergillus flavus	4843824at2759	F4918	F5059	False	PF03876.23	SHS2_Rpb7-N	H00034406	H00102253	8	63	8	64	56	56	178	0.7817765980273262	0.6061177774931782	0.41906130899812627	0.18705646849505192	0.5357142857142857	604	0.19776160950784602	604	1.0	0.19776160950784602
388	Pachysolen tannophilus	Aspergillus oryzae	4843824at2759	F4918	F5062	False	PF03876.23	SHS2_Rpb7-N	H00034406	H00102253	8	63	8	64	56	56	178	0.7817765980273262	0.6061177774931782	0.41906130899812627	0.18705646849505192	0.5357142857142857	604	0.19776160950784602	604	1.0	0.19776160950784602
389	Cladosporium halotolerans	Pseudovirgaria hyperparasitica	340246at2759	F1052096	F470096	False	PF00271.38	Helicase_C	H00028381	H00065442	490	595	501	608	101	92	405	0.716526731480066	0.8840989426995021	0.6974178868318256	0.18668105586767647	0.2717391304347826	1549	0.2675714689452253	1549	1.0	0.2675714689452253
390	Pachysolen tannophilus	Trichoderma harzianum	5002573at2759	F4918	F5544	False	PF03464.21	eRF1_2	H00052718	H00029914	143	274	140	268	124	119	327	1.534967067121412	1.7156206575163693	1.5383993076426759	0.17722134987369342	0.6638655462184874	2456	0.5758356355061817	2453	0.9987785016286646	0.5725406823484183
391	Colletotrichum costaricense	Waltiozyma pijperi	4843824at2759	F1209916	F599730	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00122063	9	64	8	64	56	56	174	0.6052901546141162	0.6570822264071805	0.4828239600974295	0.174258266309751	0.6071428571428571	598	0.21425350619058875	598	1.0	0.21425350619058875
392	Colletotrichum tamarilloi	Waltiozyma pijperi	4843824at2759	F1209934	F599730	False	PF03876.23	SHS2_Rpb7-N	H00058673	H00122063	9	64	8	64	56	56	174	0.6052901546141162	0.6570822264071805	0.4828239600974295	0.174258266309751	0.6071428571428571	598	0.21425350619058875	598	1.0	0.21425350619058875
393	Trichoderma breve	Ascoidea rubescens	4977163at2759	F2034170	F54195	False	PF25005.2	PSF2_N	H00057439	H00111339	32	90	13	70	50	50	71	1.8178776211091845	0.820516220061989	0.6467315799642968	0.17378464009769223	0.54	664	0.3439152564101639	664	1.0	0.3439152564101639
394	Cercospora beticola	Aspergillus oryzae	5015647at2759	F122368	F5062	False	PF17207.10	MCM_OB	H00025803	H00055132	243	372	239	368	125	122	443	0.7369728913007962	0.9951491281384022	0.8216145820640768	0.1735345460743254	0.19672131147540983	1801	0.14477384522775633	1801	1.0	0.14477384522775633
395	Lepraria neglecta	Sporothrix schenckii	730114at2759	F209136	F29908	False	PF00408.27	PGM_PMM_IV	H00060007	H00071351	476	534	459	533	59	58	526	0.8426382339838279	0.4191230769968767	0.24732397283249746	0.1717991041643792	0.3448275862068966	821	0.13534366852596322	821	1.0	0.13534366852596322
396	Cladosporium halotolerans	Recurvomyces mirabilis	4969990at2759	F1052096	F574656	False	PF22534.3	RFC_C	H00139281	H00137396	251	345	251	345	95	95	332	0.4184159611918572	0.25314260948108086	0.08137921424324797	0.1717633952378329	0.06315789473684211	1802	0.03604015780569364	1802	1.0	0.03604015780569364
397	Pachysolen tannophilus	Aspergillus oryzae	5015647at2759	F4918	F5062	False	PF17207.10	MCM_OB	H00025650	H00055132	226	353	239	368	123	122	449	0.617181535605638	0.7905980347599415	0.6214215228888061	0.16917651187113536	0.4098360655737705	1820	0.2056067637094444	1816	0.9978021978021978	0.2053462036312055
398	Fusarium verticillioides	Pseudovirgaria hyperparasitica	4988239at2759	F117187	F470096	False	PF08351.19	TmcA_N	H00084625	H00116334	9	202	9	202	191	170	766	0.693264393623773	0.5386931614937538	0.3697405872068685	0.16895257428688532	0.21176470588235294	3232	0.12128689214722138	3231	0.999690594059406	0.12129242099299388
399	Pleurostoma richardsiae	Pseudovirgaria hyperparasitica	5005892at2759	F41990	F470096	False	PF09202.18	Rio2_N	H00071095	H00092253	8	92	8	90	81	76	275	0.6165752105468228	0.4493392643538977	0.28215024077249706	0.16718902358140064	0.27631578947368424	1407	0.1178604599226874	1402	0.9964463397299218	0.11770970137876581
400	Colletotrichum costaricense	Saccharomyces uvarum	4843824at2759	F1209916	F230603	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00096645	83	191	83	211	109	96	178	0.9042863375954597	0.9113246578100922	0.744671816547966	0.1666528412621262	0.625	1736	0.25015457265023405	1733	0.9982718894009217	0.24922946232375978
401	Colletotrichum tamarilloi	Saccharomyces uvarum	4843824at2759	F1209934	F230603	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00096645	83	191	83	211	109	96	178	0.9042863375954597	0.9113246578100922	0.744671816547966	0.1666528412621262	0.625	1736	0.25015457265023405	1733	0.9982718894009217	0.24922946232375978
402	Aspergillus luchuensis	Pachysolen tannophilus	5015647at2759	F1069201	F4918	False	PF17855.8	MCM_lid	H00125735	H00025653	714	801	685	770	83	75	450	0.7504971846323766	0.3820661028608094	0.21864758448184424	0.16341851837896515	0.30666666666666664	1153	0.12738816535712386	1153	1.0	0.12738816535712386
403	Phialemonium atrogriseum	Saccharomycopsis crataegensis	5003856at2759	F1093897	F43959	False	PF14382.13	ECR1_N	H00024967	H00131143	54	93	31	65	33	33	170	1.103472854975738	1.2631856186532644	1.100152702657375	0.16303291599588943	0.30303030303030304	361	0.3445362113557859	361	1.0	0.3445362113557859
404	Neoarthrinium moseri	Pseudovirgaria hyperparasitica	5001941at2759	F1658444	F470096	False	PF04130.19	GCP_C_terminal	H00128613	H00040324	531	907	333	704	236	223	456	1.6263671066036394	2.1585947609543448	1.9992205316641296	0.15937422929021516	0.3542600896860987	4490	0.3632489114337341	4484	0.9986636971046771	0.35934810843991816
405	Lithohypha guttulata	Pachysolen tannophilus	115730at2759	F1690604	F4918	False	PF17903.8	KH_KRR1_1st	H00012551	H00121304	38	118	39	119	79	79	223	0.692400436755499	0.8225689770141859	0.6638655897933452	0.15870338722084065	0.27848101265822783	1450	0.23251232513113443	1450	1.0	0.23251232513113443
406	Ogataea parapolymorpha	Saccharomyces uvarum	4843824at2759	F1005962	F230603	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00096644	8	64	8	64	57	57	178	0.5296710644802543	0.44968392840336896	0.29297956370307104	0.15670436470029792	0.47368421052631576	616	0.14848791227668967	616	1.0	0.14848791227668967
407	Microthyrium microscopicum	Patellaria atrata	5013259at2759	F703497	F703506	False	PF01246.27	Ribosomal_L24e	H00035033	H00085052	1	65	1	65	65	65	138	0.41227643724719026	0.3062665023900736	0.14986179679089154	0.15640470559918204	0.09230769230769231	842	0.08357485082032313	842	1.0	0.08357485082032313
408	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	730114at2759	F470096	F4918	False	PF00408.27	PGM_PMM_IV	H00070297	H00091670	485	530	459	531	45	43	513	0.9802497144534892	0.45948681528806656	0.30392753398247613	0.15555928130559044	0.4418604651162791	525	0.19789043783721494	525	1.0	0.19789043783721494
409	Aspergillus nidulans	Pleurostoma richardsiae	5001941at2759	F162425	F41990	False	PF17681.7	GCP_N_terminal	H00051082	H00092256	167	504	189	524	278	245	476	1.6395523375061127	0.6131623547068186	0.45801940698071214	0.15514294772610643	0.2897959183673469	5076	0.15240332472800522	5069	0.9986209613869188	0.15229951086098012
410	Lepraria neglecta	Pseudovirgaria hyperparasitica	730114at2759	F209136	F470096	False	PF00408.27	PGM_PMM_IV	H00060007	H00070297	476	534	485	530	46	44	521	0.7181489871965338	0.32089253507409293	0.16693716256083216	0.15395537251326077	0.1590909090909091	548	0.093873841623819	548	1.0	0.093873841623819
411	Fusarium fujikuroi	Saccharomyces arboricola	5015403at2759	F5127	F706196	False	PF03147.20	FDX-ACB	H00119548	H00055829	383	484	372	469	75	75	312	1.9044062886004185	0.9871214943911583	0.8331700510355828	0.15395144335557542	0.4	1130	0.4079745548322932	1130	1.0	0.4079745548322932
412	Aspergillus nidulans	Diplodia corticola	115730at2759	F162425	F236234	False	PF17903.8	KH_KRR1_1st	H00142228	H00103676	38	118	38	118	80	80	224	0.6809220779659805	0.6167387884314713	0.46509446326636733	0.151644325165104	0.075	1466	0.13019250421127873	1466	1.0	0.13019250421127873
413	Magnaporthiopsis poae	Phyllachora maydis	4985971at2759	F148304	F1825666	False	PF03029.24	ATP_bind_1	H00009293	H00147742	21	284	21	299	236	230	271	0.6313485090129846	0.38296157450105806	0.23167592073765217	0.1512856537634059	0.16521739130434782	5172	0.0994976949811896	5172	1.0	0.0994976949811896
414	Aspergillus puulaauensis	Aspergillus nidulans	115730at2759	F1220207	F162425	False	PF17903.8	KH_KRR1_1st	H00069357	H00142228	38	118	38	118	80	80	226	0.4816121717554322	0.5786162588832393	0.4274671267352747	0.1511491321479646	0.0375	1446	0.0826737961789174	1446	1.0	0.0826737961789174
415	Aspergillus puulaauensis	Lithohypha guttulata	115730at2759	F1220207	F1690604	False	PF17903.8	KH_KRR1_1st	H00069357	H00012551	38	118	38	118	80	80	227	0.624225468779275	0.6125535138933111	0.46172485611584857	0.15082865777746257	0.1875	1469	0.14640806019078786	1469	1.0	0.14640806019078786
416	Saccharomyces uvarum	Waltiozyma pijperi	4843824at2759	F230603	F599730	False	PF08292.19	RNA_pol_Rbc25	H00096645	H00122064	83	211	83	199	114	91	173	0.5502040684022818	0.6169393142927982	0.4665542046571753	0.15038510963562296	0.37362637362637363	1685	0.1560809287241438	1685	1.0	0.1560809287241438
417	Pyricularia grisea	Phyllachora maydis	4985971at2759	F148305	F1825666	False	PF03029.24	ATP_bind_1	H00090998	H00147742	23	288	21	299	237	233	273	0.6346641654061772	0.37727909924846065	0.22695347257091353	0.15032562667754712	0.1459227467811159	5264	0.09097658854867749	5264	1.0	0.09097658854867749
418	Diplodia corticola	Microthyrium microscopicum	115730at2759	F236234	F703497	False	PF17903.8	KH_KRR1_1st	H00103676	H00081972	38	118	38	118	80	80	224	0.4267089440055111	0.3107043868449982	0.16091768069379145	0.14978670615120673	0.1625	1471	0.0940597473246354	1471	1.0	0.0940597473246354
419	Coniochaeta ligniaria	Pseudovirgaria hyperparasitica	4988239at2759	F177197	F470096	False	PF05127.22	NAT10_TcmA_helicase	H00075661	H00116335	282	499	283	499	195	165	756	0.524410338678816	0.4878370336808047	0.33898287859154297	0.14885415508926175	0.09090909090909091	3148	0.08669548419680582	3148	1.0	0.08669548419680582
420	Pachysolen tannophilus	Aspergillus oryzae	5015647at2759	F4918	F5062	False	PF17855.8	MCM_lid	H00025653	H00055135	685	770	711	798	83	75	449	0.617181535605638	0.3957285131273161	0.2477188077248616	0.1480097054024545	0.3466666666666667	1151	0.13237337939065882	1151	1.0	0.13237337939065882
421	Pseudovirgaria hyperparasitica	Lineolata rhizophorae	4988239at2759	F470096	F578093	False	PF05127.22	NAT10_TcmA_helicase	H00116335	H00065100	283	499	283	498	195	167	756	0.4760258978038685	0.3066663478031577	0.1597265310194929	0.1469398167836648	0.04790419161676647	3187	0.06378610193149276	3187	1.0	0.06378610193149276
422	Phyllachora maydis	Pachysolen tannophilus	730114at2759	F1825666	F4918	False	PF21404.4	AMG1_III	H00150042	H00091669	310	448	305	439	134	134	516	1.4026519681642617	0.9317740538503324	0.7864875438363274	0.14528651001400505	0.4626865671641791	2952	0.3130040896548785	2952	1.0	0.3130040896548785
423	Pachysolen tannophilus	Colletotrichum higginsianum	4823929at2759	F4918	F80884	False	PF16575.12	CLP1_P	H00104584	H00118829	158	361	133	340	188	184	387	2.534547060539919	1.32072091083168	1.1767941553880468	0.1439267554436332	0.6304347826086957	3926	0.5546012195501018	3926	1.0	0.5546012195501018
424	Aspergillus nidulans	Pachysolen tannophilus	115730at2759	F162425	F4918	False	PF17903.8	KH_KRR1_1st	H00142228	H00121304	38	118	39	119	79	79	222	0.5922613738775916	0.3337089325606244	0.19046027716337036	0.14324865539725404	0.20253164556962025	1429	0.0912115961941516	1429	1.0	0.0912115961941516
425	Coniochaeta ligniaria	Pachysolen tannophilus	4988239at2759	F177197	F4918	False	PF05127.22	NAT10_TcmA_helicase	H00075661	H00071206	282	499	281	496	195	164	752	0.6075654298742766	0.544215823042578	0.4018209074821985	0.14239491556037948	0.21341463414634146	3137	0.12840287578641502	3137	1.0	0.12840287578641502
426	Aspergillus luchuensis	Pachysolen tannophilus	5015647at2759	F1069201	F4918	False	PF17207.10	MCM_OB	H00125732	H00025650	242	371	226	353	123	123	450	0.7504971846323766	1.1626160284074982	1.0205353057157995	0.1420807226916987	0.42276422764227645	1836	0.27257324756150836	1832	0.9978213507625272	0.27250999735173054
427	Pseudovirgaria hyperparasitica	Nannizzia gypsea	160487at2759	F470096	F63402	False	PF18051.7	RPN1_C	H00037193	H00074040	845	898	841	894	54	30	517	0.5837087069868582	0.3604440506857439	0.21890971031611736	0.14153434036962656	0.06666666666666667	226	0.152967697010155	223	0.9867256637168141	0.15139176290211903
428	Pachysolen tannophilus	Colletotrichum fioriniae	539632at2759	F4918	F710243	False	PF00575.30	S1	H00014362	H00155027	13	88	17	91	75	75	239	1.1646182319130713	0.2761684878419747	0.13481784210281264	0.14135064573916203	0.09333333333333334	1313	0.07107092972588762	1312	0.9992383853769993	0.07105415161816782
429	Colletotrichum costaricense	Pachysolen tannophilus	539632at2759	F1209916	F4918	False	PF00575.30	S1	H00155027	H00014362	17	91	13	88	75	75	239	1.1646182319130693	0.2761684878419747	0.13481784210281653	0.14135064573915815	0.09333333333333334	1313	0.07107092972588762	1312	0.9992383853769993	0.07105415161816782
430	Colletotrichum tamarilloi	Pachysolen tannophilus	539632at2759	F1209934	F4918	False	PF00575.30	S1	H00155027	H00014362	17	91	13	88	75	75	239	1.1646182319130693	0.2761684878419747	0.13481784210281653	0.14135064573915815	0.09333333333333334	1313	0.07107092972588762	1312	0.9992383853769993	0.07105415161816782
431	Colletotrichum lupini	Pachysolen tannophilus	539632at2759	F145971	F4918	False	PF00575.30	S1	H00155027	H00014362	17	91	13	88	75	75	239	1.1646182319130693	0.2761684878419747	0.13481784210281653	0.14135064573915815	0.09333333333333334	1313	0.07107092972588762	1312	0.9992383853769993	0.07105415161816782
432	Colletotrichum abscissum	Pachysolen tannophilus	539632at2759	F1671311	F4918	False	PF00575.30	S1	H00155027	H00014362	17	91	13	88	75	75	239	1.1646182319130693	0.2761684878419747	0.13481784210281653	0.14135064573915815	0.09333333333333334	1313	0.07107092972588762	1312	0.9992383853769993	0.07105415161816782
433	Cercospora beticola	Pachysolen tannophilus	5015647at2759	F122368	F4918	False	PF17855.8	MCM_lid	H00025806	H00025653	715	802	685	770	83	75	449	0.6970408171985545	0.3313066700736185	0.1900050439774147	0.14130162609620384	0.37333333333333335	1142	0.09076914508693375	1142	1.0	0.09076914508693375
434	Magnaporthiopsis poae	Pestalotiopsis fici	4985971at2759	F148304	F393283	False	PF03029.24	ATP_bind_1	H00009293	H00071032	21	284	20	280	236	228	269	0.5252368941499447	0.3578810655217845	0.2228869895944398	0.1349940759273447	0.13157894736842105	5113	0.08642275225237118	5113	1.0	0.08642275225237118
435	Fusarium pseudograminearum	Lineolata rhizophorae	319730at2759	F101028	F578093	False	PF00587.31	tRNA-synt_2b	H00034791	H00116012	230	415	224	412	173	166	391	1.605807078688299	0.6647840966859105	0.5303669522156088	0.13441714447030173	0.1927710843373494	3357	0.1113778263595076	3350	0.9979148048853143	0.11106658889939303
436	Lithohypha guttulata	Neolecta irregularis	115730at2759	F1690604	F48691	False	PF17903.8	KH_KRR1_1st	H00012551	H00099068	38	118	56	136	80	80	226	1.2299016639749063	0.6323597283140922	0.4995438867538034	0.13281584156028875	0.3625	1471	0.2169950353449397	1471	1.0	0.2169950353449397
437	Colletotrichum costaricense	Pachysolen tannophilus	4843824at2759	F1209916	F4918	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00034407	83	191	83	221	109	98	180	0.8964201788906193	1.0242885030432047	0.8918907036957184	0.1323977993474863	0.6326530612244898	1764	0.23130552705323018	1764	1.0	0.23130552705323018
438	Colletotrichum tamarilloi	Pachysolen tannophilus	4843824at2759	F1209934	F4918	False	PF08292.19	RNA_pol_Rbc25	H00058674	H00034407	83	191	83	221	109	98	180	0.8964201788906193	1.0242885030432047	0.8918907036957184	0.1323977993474863	0.6326530612244898	1764	0.23130552705323018	1764	1.0	0.23130552705323018
439	Aspergillus puulaauensis	Neolecta irregularis	115730at2759	F1220207	F48691	False	PF17903.8	KH_KRR1_1st	H00069357	H00099068	38	118	56	136	80	80	225	0.7843372169201681	0.36029981370236175	0.2293523887549093	0.13094742494745246	0.275	1451	0.13334790969246438	1451	1.0	0.13334790969246438
440	Pachysolen tannophilus	Lineolata rhizophorae	4988239at2759	F4918	F578093	False	PF05127.22	NAT10_TcmA_helicase	H00071206	H00065100	281	496	283	498	195	165	753	0.5116046426191891	0.3601435748222467	0.2305138639737202	0.12962971084852648	0.21212121212121213	3157	0.11212774558933779	3157	1.0	0.11212774558933779
441	Fusarium pseudograminearum	Phialemonium atrogriseum	4911644at2759	F101028	F1093897	False	PF18004.7	RPN2_C	H00121782	H00058854	867	1036	872	1052	66	45	695	0.33433822760803933	0.5544497579109591	0.4249495667406118	0.12950019117034728	0.1111111111111111	217	0.06445246475766682	217	1.0	0.06445246475766682
442	Fusarium pseudograminearum	Pachysolen tannophilus	319730at2759	F101028	F4918	False	PF00587.31	tRNA-synt_2b	H00034791	H00122910	230	415	234	421	173	165	390	1.9283316999284115	0.9058179958455115	0.7769900677439592	0.1288279281015523	0.2545454545454545	3344	0.12189554273462765	3340	0.9988038277511961	0.12186594386660016
443	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	260326at2759	F470096	F4918	False	PF00575.30	S1	H00152959	H00015059	78	153	81	158	69	69	150	1.6483978496818719	1.6897659779014016	1.561892642387923	0.12787333551347868	0.5072463768115942	1033	0.6407317259709776	1033	1.0	0.6407317259709776
444	Ogataea parapolymorpha	Aspergillus flavus	4843824at2759	F1005962	F5059	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00102253	8	64	8	64	57	57	179	0.7890592067237717	0.5751275711113585	0.44750204025427653	0.12762553085708195	0.5087719298245614	624	0.22845389803066724	624	1.0	0.22845389803066724
445	Ogataea parapolymorpha	Aspergillus oryzae	4843824at2759	F1005962	F5062	False	PF03876.23	SHS2_Rpb7-N	H00007521	H00102253	8	64	8	64	57	57	179	0.7890592067237717	0.5751275711113585	0.44750204025427653	0.12762553085708195	0.5087719298245614	624	0.22845389803066724	624	1.0	0.22845389803066724
446	Cladosporium halotolerans	Pachysolen tannophilus	4969990at2759	F1052096	F4918	False	PF22534.3	RFC_C	H00139281	H00127155	251	345	270	375	95	95	327	0.7273347035431316	0.7340900428172049	0.6081431957312168	0.12594684708598813	0.5789473684210527	1843	0.29316473309592944	1843	1.0	0.29316473309592944
447	Fusarium pseudograminearum	Lineolata rhizophorae	319730at2759	F101028	F578093	False	PF02403.28	Seryl_tRNA_N	H00034790	H00116011	1	111	1	111	91	91	391	1.605807078688299	2.5727662507518976	2.446885358907499	0.12588089184439877	0.31868131868131866	1186	1.1955848545670111	1186	1.0	1.1955848545670111
448	Trichoderma breve	Sphaceloma murrayae	4977163at2759	F2034170	F2082308	False	PF25005.2	PSF2_N	H00057439	H00013401	32	90	11	68	50	50	71	0.7035625703878506	0.5455533382529679	0.41967284415365635	0.12588049409931157	0.34	649	0.18762179459419243	649	1.0	0.18762179459419243
449	Pseudovirgaria hyperparasitica	Pachysolen tannophilus	5006326at2759	F470096	F4918	False	PF03483.23	B3_4	H00026399	H00111092	142	257	97	247	107	107	538	2.376050265163798	0.8302739541788502	0.7049528915825101	0.12532106259634013	0.29906542056074764	1983	0.1851228197153644	1983	1.0	0.1851228197153644
450	Pachysolen tannophilus	Aspergillus flavus	4843240at2759	F4918	F5059	False	PF26557.1	Cullin_AB	H00117219	H00087306	515	637	624	726	85	78	272	1.6492730044502855	1.2508523530719	1.1272937492416266	0.1235586038302734	0.6666666666666666	953	0.4171322855327161	943	0.9895068205666316	0.4173753886119468
451	Pachysolen tannophilus	Waltiozyma pijperi	5005892at2759	F4918	F599730	False	PF09202.18	Rio2_N	H00125527	H00152135	8	91	8	91	82	77	243	0.4785792629309358	0.3542682175635517	0.231148860902087	0.1231193566614647	0.2597402597402597	1427	0.11637346029848115	1427	1.0	0.11637346029848115
452	Pachysolen tannophilus	Trichoderma harzianum	5015647at2759	F4918	F5544	False	PF17207.10	MCM_OB	H00025650	H00099590	226	353	229	358	123	121	452	0.6704204141174988	1.1588973472279633	1.0375088404797603	0.121388506748203	0.38016528925619836	1783	0.24747013195960366	1779	0.9977565900168256	0.24716811530138294
453	Pseudovirgaria hyperparasitica	Aspergillus flavus	4900375at2759	F470096	F5059	False	PF16922.12	SLD5_C	H00108664	H00067278	176	229	208	266	45	44	165	1.9428184385927263	1.815238565162508	1.693926031651268	0.12131253351123994	0.4772727272727273	561	0.6001264031597554	555	0.9893048128342246	0.5830262173706194
454	Pachysolen tannophilus	Trichoderma harzianum	5015647at2759	F4918	F5544	False	PF17855.8	MCM_lid	H00025653	H00099593	685	770	700	787	83	76	452	0.6704204141174988	0.33486484804089467	0.21811109144227347	0.1167537565986212	0.3026315789473684	1163	0.12304007940560835	1163	1.0	0.12304007940560835
455	Pachysolen tannophilus	Recurvomyces mirabilis	4969990at2759	F4918	F574656	False	PF22534.3	RFC_C	H00127155	H00137396	270	375	251	345	95	95	332	1.064999585636147	0.7432795178570962	0.629481498710379	0.11379801914671728	0.5789473684210527	1845	0.29576740018301795	1845	1.0	0.29576740018301795
456	Pachysolen tannophilus	Lepidopterella palustris	5001280at2759	F4918	F741139	False	PF22298.3	Tsr1_G-like	H00035103	H00024032	85	248	89	240	146	136	389	2.313619944502136	1.082671725176652	0.969046699824304	0.11362502535234797	0.6323529411764706	2955	0.4823267272416798	2955	1.0	0.4823267272416798
