representative_input_id	models	unique_sequences	taxa	ingroup_taxa	outgroup_taxa	sources	markers	marker_ids_json	major_lineages_json	minimum_length	maximum_length	model_weighted_median_mean_CA_plddt	models_mean_CA_plddt_below70	edges_not_passing_both_approximate_directions	edge_qualification	orthology_status
M013061	1	1	1	1	0	AlphaFold	1	"[""4838864at2759""]"	"[""Ascomycota""]"	385	385	67.46716883116882	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013088	3	3	5	5	0	AlphaFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	116	118	91.1291525423729	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013089	2	2	2	2	0	AlphaFold;ESMFold	1	"[""707076at2759""]"	"[""Ascomycota""]"	205	215	86.44401438087638	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013113	1	1	1	1	0	AlphaFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	275	275	69.30530909090913	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013158	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	148	148	42.211299896240234	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013160	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Basidiomycota""]"	340	340	57.90972137451172	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013162	1	1	1	1	0	ESMFold	1	"[""5005274at2759""]"	"[""Ascomycota""]"	386	386	69.23384857177734	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013167	9	9	9	9	0	AlphaFold;ESMFold	1	"[""260326at2759""]"	"[""Ascomycota"", ""Microsporidia""]"	153	179	86.08963012695312	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013169	1	1	1	1	0	ESMFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	183	183	79.20281219482422	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013182	1	1	1	1	0	ESMFold	1	"[""5005750at2759""]"	"[""Ascomycota""]"	277	277	57.12582778930664	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013191	2	2	3	3	0	AlphaFold;ESMFold	1	"[""4803900at2759""]"	"[""Basidiomycota""]"	147	168	74.8587801189812	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013192	130	130	125	125	0	AlphaFold;ESMFold	2	"[""260326at2759"", ""4843824at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Entomophthoromycota""]"	185	267	86.8446159362793	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013201	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	163	163	58.88594055175781	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013206	3	3	3	3	0	ESMFold	1	"[""554735at2759""]"	"[""Ascomycota""]"	220	240	95.00064849853516	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013209	5	5	5	5	0	ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	243	287	70.67937469482422	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013215	1	1	1	1	0	ESMFold	1	"[""5001413at2759""]"	"[""Ascomycota""]"	270	270	86.07382202148438	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013217	4	4	4	4	0	ESMFold	1	"[""4974767at2759""]"	"[""Basidiomycota""]"	148	148	57.055952072143555	4	0	pending_exact_score_review	not_established_by_structural_clustering
M013221	4	4	4	4	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	176	200	74.87229537963867	0	1	pending_exact_score_review	not_established_by_structural_clustering
M013224	8	8	13	13	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	192	209	90.92926043574676	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013227	2	2	2	2	0	ESMFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	160	169	69.36530303955078	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013228	10	10	10	10	0	ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	240	264	71.16144180297852	0	1	pending_exact_score_review	not_established_by_structural_clustering
M013229	1	1	1	1	0	ESMFold	1	"[""801816at2759""]"	"[""Basidiomycota""]"	131	131	45.57175827026367	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013234	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	146	182	74.01005172729492	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013236	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	380	425	77.3041877746582	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013237	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	118	118	39.508296966552734	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013238	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	135	135	65.02630615234375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013239	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	274	274	70.63333129882812	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013240	1	1	1	1	0	ESMFold	1	"[""4803900at2759""]"	"[""Basidiomycota""]"	138	138	78.15530395507812	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013241	1	1	1	1	0	ESMFold	1	"[""5003856at2759""]"	"[""Ascomycota""]"	188	188	73.0022964477539	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013250	1	1	1	1	0	ESMFold	1	"[""5005274at2759""]"	"[""Basidiomycota""]"	390	390	65.09493255615234	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013258	2	2	2	2	0	ESMFold	1	"[""801816at2759""]"	"[""Ascomycota""]"	159	159	80.16569137573242	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013259	4	4	4	4	0	ESMFold	1	"[""4896098at2759""]"	"[""Basidiomycota""]"	206	227	86.62436294555664	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013265	2	2	2	2	0	ESMFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	330	330	60.8502082824707	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013272	33	33	34	34	0	AlphaFold;ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Blastocladiomycota""]"	204	316	82.78059387207031	0	13	pending_exact_score_review	not_established_by_structural_clustering
M013282	3	3	3	3	0	ESMFold	1	"[""207567at2759""]"	"[""Ascomycota"", ""Basidiobolomycota"", ""Basidiomycota""]"	147	181	80.10832214355469	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013283	3	3	3	3	0	AlphaFold;ESMFold	1	"[""5002573at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	311	350	85.18112182617188	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013303	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	127	127	79.31673431396484	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013304	9	9	10	10	0	AlphaFold;ESMFold	1	"[""5005750at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	180	262	70.41500000000002	4	1	pending_exact_score_review	not_established_by_structural_clustering
M013312	4	4	4	4	0	ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota""]"	142	142	73.48077774047852	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013314	2	2	2	2	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	250	250	68.67198181152344	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013315	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	113	113	72.03187561035156	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013325	1	1	1	1	0	ESMFold	1	"[""541070at2759""]"	"[""Basidiomycota""]"	247	247	89.62342834472656	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013327	1	1	1	1	0	ESMFold	1	"[""4977163at2759""]"	"[""Basidiomycota""]"	147	147	84.7855453491211	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013350	1	1	1	1	0	ESMFold	1	"[""4747214at2759""]"	"[""Ascomycota""]"	130	130	68.86341857910156	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013351	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	114	114	78.4106674194336	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013353	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	228	228	58.92780303955078	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013358	10	10	11	11	0	AlphaFold;ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	191	206	90.25619170984456	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013360	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	246	246	69.48689270019531	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013365	1	1	1	1	0	ESMFold	1	"[""5005750at2759""]"	"[""Basidiomycota""]"	113	113	79.38599395751953	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013366	3	3	3	3	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	135	137	64.39434814453125	3	0	pending_exact_score_review	not_established_by_structural_clustering
M013379	2	2	2	2	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	115	115	91.0643424987793	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013382	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Basidiomycota""]"	390	390	63.8501091003418	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013384	7	7	7	7	0	AlphaFold;ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	155	197	73.40903225806454	3	0	pending_exact_score_review	not_established_by_structural_clustering
M013385	2	2	2	2	0	ESMFold	1	"[""5004118at2759""]"	"[""Basidiomycota""]"	322	322	62.845083236694336	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013387	3	3	3	3	0	ESMFold	1	"[""4867008at2759""]"	"[""Ascomycota""]"	189	190	84.2532958984375	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013390	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	186	186	66.20055389404297	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013391	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	149	149	39.90870666503906	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013393	3	3	3	3	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	203	205	73.89839935302734	0	1	pending_exact_score_review	not_established_by_structural_clustering
M013397	2	2	2	2	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	148	177	48.65374755859375	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013402	4	4	4	4	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	192	225	71.34777450561523	1	2	pending_exact_score_review	not_established_by_structural_clustering
M013404	1	1	1	1	0	ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota""]"	157	157	80.7302017211914	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013412	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	183	183	39.94124221801758	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013421	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	130	130	66.44281005859375	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013422	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	252	252	69.3227310180664	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013424	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Basidiomycota""]"	243	243	68.31571197509766	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013430	35	35	35	35	0	AlphaFold;ESMFold	1	"[""4977163at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	218	272	82.4244613647461	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013436	1	1	1	1	0	ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	198	198	89.0551528930664	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013437	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	110	110	70.26224517822266	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013446	2	2	2	2	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	257	257	60.71541976928711	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013452	2	2	2	2	0	ESMFold	1	"[""5001413at2759""]"	"[""Basidiomycota""]"	269	285	91.04687881469727	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013455	3	3	3	3	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	110	126	87.58624267578125	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013456	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	188	188	67.86641693115234	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013458	5	5	5	5	0	AlphaFold;ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota"", ""Kickxellomycota""]"	180	220	91.1236764705882	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013462	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Basidiomycota""]"	220	220	72.12664031982422	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013470	1	1	1	1	0	ESMFold	1	"[""4896098at2759""]"	"[""Basidiomycota""]"	285	285	69.02455139160156	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013471	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	118	118	88.95123291015625	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013477	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	293	293	65.26701354980469	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013486	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Basidiomycota""]"	169	169	60.48360061645508	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013487	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Basidiomycota""]"	175	175	71.27481842041016	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013489	1	1	1	1	0	ESMFold	1	"[""776280at2759""]"	"[""Basidiomycota""]"	409	409	81.7745132446289	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013499	2	2	2	2	0	ESMFold	1	"[""4803900at2759""]"	"[""Ascomycota""]"	122	122	81.99583053588867	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013501	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	177	177	62.12361145019531	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013503	2	2	2	2	0	ESMFold	1	"[""4613677at2759""]"	"[""Basidiomycota""]"	119	123	71.78824615478516	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013508	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Basidiomycota""]"	259	259	61.61880111694336	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013509	79	79	80	80	0	AlphaFold;ESMFold	1	"[""129234at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	185	264	89.96739196777344	0	18	pending_exact_score_review	not_established_by_structural_clustering
M013510	77	77	84	83	1	AlphaFold;ESMFold	1	"[""115730at2759""]"	"[""Amoebozoa"", ""Ascomycota"", ""Basidiomycota"", ""Glomeromycota"", ""Kickxellomycota"", ""Mortierellomycota"", ""Neocallimastigomycota"", ""Rozellomycota""]"	308	415	86.37363636363628	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013513	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	124	124	71.59367370605469	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013519	1	1	1	1	0	ESMFold	1	"[""4983000at2759""]"	"[""Ascomycota""]"	423	423	82.35499572753906	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013521	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Aphelidiomycota""]"	132	132	68.23198699951172	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013524	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	148	148	44.0810432434082	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013526	1	1	1	1	0	ESMFold	1	"[""5005697at2759""]"	"[""Basidiomycota""]"	473	473	74.14655303955078	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013532	9	9	10	10	0	AlphaFold;ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	151	190	74.46933774834436	2	5	pending_exact_score_review	not_established_by_structural_clustering
M013535	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	141	141	46.024566650390625	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013537	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	233	233	76.14125061035156	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013539	216	216	236	235	1	AlphaFold;ESMFold	1	"[""207567at2759""]"	"[""Amoebozoa"", ""Aphelidiomycota"", ""Ascomycota"", ""Basidiomycota"", ""Chytridiomycota"", ""Microsporidia""]"	168	227	88.3103282470703	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013557	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Basidiomycota""]"	302	302	70.71599578857422	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013559	5	5	5	5	0	ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	202	228	90.1234359741211	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013561	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	370	370	60.34439468383789	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013565	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	207	207	71.1605453491211	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013567	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Ascomycota""]"	177	177	58.159141540527344	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013574	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	120	120	90.69380187988281	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013580	1	1	1	1	0	ESMFold	1	"[""5013738at2759""]"	"[""Basidiomycota""]"	213	213	92.00543975830078	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013581	2	2	2	2	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	130	142	60.433982849121094	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013587	1	1	1	1	0	ESMFold	1	"[""5013726at2759""]"	"[""Ascomycota""]"	182	182	77.6903305053711	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013588	30	30	32	32	0	ESMFold	1	"[""801816at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	189	237	86.64874649047852	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013590	1	1	1	1	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	230	230	68.6678695678711	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013593	1	1	1	1	0	ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	203	203	90.9808120727539	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013594	1	1	1	1	0	ESMFold	1	"[""4803900at2759""]"	"[""Basidiomycota""]"	154	154	71.88906860351562	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013596	82	82	82	81	1	AlphaFold;ESMFold	1	"[""4867008at2759""]"	"[""Aphelidiomycota"", ""Ascomycota"", ""Basidiomycota"", ""Choanoflagellatea"", ""Chytridiomycota"", ""Kickxellomycota"", ""Neocallimastigomycota""]"	165	243	90.81380163891068	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013597	1	1	1	1	0	ESMFold	1	"[""4970387at2759""]"	"[""Ascomycota""]"	159	159	79.51752471923828	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013599	1	1	1	1	0	ESMFold	1	"[""4970387at2759""]"	"[""Basidiomycota""]"	129	129	85.73741912841797	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013605	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Basidiomycota""]"	284	284	59.03353500366211	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013607	2	2	2	2	0	ESMFold	1	"[""4896098at2759""]"	"[""Ascomycota""]"	191	195	81.4099006652832	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013612	2	2	2	2	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	214	214	73.55633544921875	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013613	2	2	2	2	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	260	260	62.60468292236328	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013614	6	6	6	6	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiobolomycota"", ""Basidiomycota""]"	103	146	68.83602523803711	3	3	pending_exact_score_review	not_established_by_structural_clustering
M013616	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Ascomycota""]"	149	149	56.36673355102539	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013617	1	1	1	1	0	ESMFold	1	"[""707076at2759""]"	"[""Ascomycota""]"	261	261	68.8064956665039	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013622	7	7	7	7	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	111	143	89.7331314086914	1	0	pending_exact_score_review	not_established_by_structural_clustering
M013624	1	1	1	1	0	ESMFold	1	"[""5001318at2759""]"	"[""Ascomycota""]"	282	282	68.06863403320312	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013629	2	2	2	2	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	70	85	83.59213638305664	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013635	1	1	1	1	0	ESMFold	1	"[""129234at2759""]"	"[""Basidiomycota""]"	202	202	91.89193725585938	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013636	4	4	4	4	0	ESMFold	1	"[""201273at2759""]"	"[""Basidiomycota""]"	242	260	61.343244552612305	4	0	pending_exact_score_review	not_established_by_structural_clustering
M013640	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Basidiomycota""]"	344	344	60.65940856933594	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013642	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	135	135	79.7625503540039	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013644	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	159	159	49.74563217163086	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013645	1	1	1	1	0	ESMFold	1	"[""4837017at2759""]"	"[""Basidiomycota""]"	206	206	91.50130462646484	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013647	4	4	4	4	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	117	117	90.3639144897461	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013651	1	1	1	1	0	ESMFold	1	"[""5001473at2759""]"	"[""Basidiomycota""]"	123	123	65.61865997314453	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013662	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	234	234	68.79322814941406	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013665	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Basidiomycota""]"	247	247	71.63298797607422	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013668	1	1	1	1	0	ESMFold	1	"[""4843824at2759""]"	"[""Ascomycota""]"	195	195	86.89100646972656	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013682	1	1	1	1	0	ESMFold	1	"[""201273at2759""]"	"[""Ascomycota""]"	294	294	58.81603240966797	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013687	28	28	28	28	0	AlphaFold;ESMFold	1	"[""707076at2759""]"	"[""Ascomycota"", ""Basidiomycota""]"	269	367	78.41882928466796	2	0	pending_exact_score_review	not_established_by_structural_clustering
M013692	2	2	2	2	0	ESMFold	1	"[""4900375at2759""]"	"[""Basidiomycota""]"	246	280	77.67269897460938	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013696	1	1	1	1	0	ESMFold	1	"[""4974767at2759""]"	"[""Ascomycota""]"	157	157	49.24880599975586	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013697	1	1	1	1	0	ESMFold	1	"[""5004265at2759""]"	"[""Ascomycota""]"	307	307	61.84109115600586	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013698	8	8	8	8	0	ESMFold	1	"[""5001734at2759""]"	"[""Ascomycota""]"	233	255	76.42880249023438	0	1	pending_exact_score_review	not_established_by_structural_clustering
M013704	1	1	1	1	0	ESMFold	1	"[""530740at2759""]"	"[""Ascomycota""]"	310	310	63.87193298339844	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013706	16	16	16	15	1	AlphaFold;ESMFold	1	"[""352891at2759""]"	"[""Amoebozoa"", ""Aphelidiomycota"", ""Basidiomycota"", ""Blastocladiomycota""]"	247	289	92.2134411718361	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013707	1	1	1	1	0	ESMFold	1	"[""5013259at2759""]"	"[""Basidiomycota""]"	225	225	75.51692962646484	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013712	3	3	3	3	0	ESMFold	1	"[""5005174at2759""]"	"[""Ascomycota""]"	218	219	68.11180877685547	3	0	pending_exact_score_review	not_established_by_structural_clustering
M013716	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Ascomycota""]"	116	116	90.55266571044922	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013719	2	2	2	2	0	ESMFold	1	"[""4896098at2759""]"	"[""Aphelidiomycota"", ""Basidiomycota""]"	209	211	87.15177536010742	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013721	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	265	265	66.62012481689453	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013722	1	1	1	1	0	ESMFold	1	"[""5004118at2759""]"	"[""Ascomycota""]"	270	270	65.13318634033203	1	0	singleton_no_edge_test	not_established_by_structural_clustering
M013728	2	2	2	2	0	ESMFold	1	"[""4900375at2759""]"	"[""Ascomycota""]"	206	211	76.4718017578125	0	0	pending_exact_score_review	not_established_by_structural_clustering
M013734	1	1	1	1	0	ESMFold	1	"[""5005010at2759""]"	"[""Basidiomycota""]"	127	127	83.16973114013672	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013739	1	1	1	1	0	ESMFold	1	"[""4613677at2759""]"	"[""Ascomycota""]"	136	136	74.82582092285156	0	0	singleton_no_edge_test	not_established_by_structural_clustering
M013740	3	3	3	3	0	ESMFold	1	"[""5005750at2759""]"	"[""Basidiomycota""]"	187	192	83.24557495117188	0	0	pending_exact_score_review	not_established_by_structural_clustering
