entry_id	taxon_id	protein_id	sequence_id	query_source	protein_length	gene_ids_json	gene_mapping_status	representative_decision	TFIIB_hits	BRF1_hits	Zn_Ribbon_TF_hits	selected_busco_markers_json	pair_status	species_name	study_role	lineage_group	BRF1_evidence_class	selected_focal_marker	curated_hybrid_taxon	interpretation	best_split_side	class_disagrees_with_split
G0000693	F279322	XP_060458296.1	Sbe9417bcbd0c4a68adc2ab8c0ba7d97afe9e04c4d27f7354006917b7ef0429e8	marker-inputs-v1	709	"[""gene-CcaverHIS019_0506590""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Cutaneotrichosporon cavernicola	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000695	F2796175	KAI9884038.1	S5fef04bdf8845fd0037ba140effdac2935eda1cf01fff3f7b3ef3d1734058723	marker-inputs-v1	893	"[""gene-M1823_004175""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Watsoniomyces obsoletus	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000696	F280036	XP_029742368.1	S9ae987b8f2578685428bebf68e4c7ab23f2bddc571e9990b649fd5de21c2b3c5	additional_full_proteome	375	"[""gene-EX895_000381""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Sporisorium graminicola	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000697	F280036	XP_029742706.1	S4351555d3e72e5ff04ecd1590e845f6e75cf51e5a870dc4846b30244ae1a5e24	marker-inputs-v1	765	"[""gene-EX895_000719""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Sporisorium graminicola	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000698	F2813651	XP_011117233.1	Sb9e164115757b70496fad8f79f188f1061e479c3b9bb9044ff9cd1301608ccf4	additional_full_proteome	452	"[""gene-AOL_s00004g281""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Orbilia oligospora	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000699	F2813651	XP_011119714.1	S774e9a7fb4e7534e64364e54e2c5b106c7606d9a3d0f595142a96784db31065e	marker-inputs-v1	589	"[""gene-AOL_s00054g96""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Orbilia oligospora	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000701	F281847	EPZ32711.1	S6fdaf359c381fd876b2ee278ad8fdee84ce9dabfecaceb5c9902eb24516f9b2e	additional_full_proteome	316	"[""gene-O9G_000786""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Rozella allomycis	ingroup	Rozellomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000702	F281847	EPZ36574.1	Sbd7c14213dc5bb959faa1bb206899689bc637a4f04760c5558d5f4888f7d3e2a	marker-inputs-v1	513	"[""gene-O9G_001558""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Rozella allomycis	ingroup	Rozellomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000703	F2829486	KAH7099019.1	S3d8720a5d949d55cf2f35ef647f15ab4b359e5544b9f031db96d8bf8f5d861e9	marker-inputs-v1	633	"[""gene-BKA62DRAFT_660130""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000704	F2829486	KAH7103076.1	S4eb9be212808097b7f500c66ea1b6bb6beb2249858b208ab3ebab88e4cb6c4b9	additional_full_proteome	323	"[""gene-BKA62DRAFT_698519""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Auriculariales sp. MPI-PUGE-AT-0066	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000705	F2831993	KII84965.1	S86b0c4043ca8fe27fcb88f29326f13dc053baee35a56e2265f2780fdb791465a	additional_full_proteome	638	"[""gene-PLICRDRAFT_45822""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	[]	eligible_ordered_pair	Plicatura crispa	ingroup	Basidiomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000707	F2831993	KII94747.1	S04f7d91e55e6c24c7814fb15e9f904f1f42dd4c57f290d383a3765d91245a753	additional_full_proteome	418	"[""gene-PLICRDRAFT_97432""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Plicatura crispa	ingroup	Basidiomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000708	F2831993	KII95274.1	S6ac7447d1f63d99cc8f497f21261ad807da4d4815623555408e70614e97f3d88	additional_full_proteome	351	"[""gene-PLICRDRAFT_34116""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Plicatura crispa	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000709	F2834505	KZS95160.1	S4b234d944be3e6931ca34280cbc3d2b339ac81e3f2635595a596e86cee094d9d	marker-inputs-v1	679	"[""gene-SISNIDRAFT_452479""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Sertulicium niveocremeum	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000710	F2834505	KZS97854.1	S9d88a4aa1b9bb5210bc122bfe42d6e678ae5155f23bc869de7979eb58d6be6f4	additional_full_proteome	353	"[""gene-SISNIDRAFT_477215""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Sertulicium niveocremeum	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000711	F28583	KNE57138.1	S10ad4c0a0b2c11c37e14cdd8540e194e1a4b1883a19869ac4083564cb859dd1a	marker-inputs-v1	863	"[""gene-AMAG_02887""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Allomyces macrogynus	ingroup	Blastocladiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000712	F28583	KNE60721.1	Sfa97bfef41f7045208a3fa22da11f807c862ac250c0c68e6dcca2d0f67e62b62	additional_full_proteome	370	"[""gene-AMAG_06084""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Allomyces macrogynus	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000713	F28583	KNE60722.1	Se3af73c4ac24e8c51546fc95ee94674c99df0d1b3b6adae79a5e32c96902bd75	additional_full_proteome	369	"[""gene-AMAG_06085""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Allomyces macrogynus	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000714	F28583	KNE64257.1	S1032d6292dc9af9ef97b96ab343fa5555dea79fb657b02890e98132f65d5ca3d	additional_full_proteome	370	"[""gene-AMAG_09291""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Allomyces macrogynus	ingroup	Blastocladiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000717	F2871812	MCJ1361019.1	S949f325c884595fe8072cc2ea736ca0a988484fe2182ca62e5558539b2e7dbb2	additional_full_proteome	365	"[""gene-MMC16_000115""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Acarospora aff. strigata	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000718	F2871812	MCJ1361045.1	S2aa8ce47d194720405fa2ec6c165bafa48fe40045d5fb0f18e2d55a165e40c51	marker-inputs-v1	753	"[""gene-MMC16_000142""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Acarospora aff. strigata	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000719	F2878321	CAO1628208.1	S5280d95545aa7a913dbb37728a7b8a760bd8a8d0c4f7d79cd52b8b18e71b5a14	additional_full_proteome	385	"[""gene-JAMPALA_P39430""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Jaminaea pallidilutea	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000720	F2878321	CAO1637288.1	S6410c8be93a2985a2954bf0b6335b9d482a019e6070d44ade5aa104f673400dd	marker-inputs-v1	837	"[""gene-JAMPALA_P61960""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Jaminaea pallidilutea	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000721	F288795	KDE03390.1	S7c6c129d6a61e174538640d8259891171752e7d3dfeab62d14654a61326528ca	additional_full_proteome	572	"[""gene-MVLG_06108""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000723	F288795	KDE07061.1	S6ee38b7d32079f42dcbc42494cd16d363bd53fe69247d6ecbb213b6215b43322	marker-inputs-v1	706	"[""gene-MVLG_02637""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Microbotryum lychnidis-dioicae	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000727	F289078	SDA00661.1	S27adfa4008e86300579ac63aab301152d11e4cab3ccab764c7dbfc14e0547dae	additional_full_proteome	386	"[""gene-BZ3501_MVSOF-1269-A2-R1_CHR2-2G04667""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Microbotryum saponariae	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000728	F289078	SDA07569.1	Sc64e53637e59a6bd093b6525f5387d2034e300af6bbc9a7c66cacd166cfafca7	marker-inputs-v1	702	"[""gene-BZ3501_MVSOF-1269-A2-R1_CHR6-2G08671""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Microbotryum saponariae	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000729	F291195	RVD92512.1	Sd102c8678e801117e6b4ca05e10117b332aa45857807b40a591bbe8f5e85b8ba	additional_full_proteome	306	"[""gene-TUBRATIS_009770""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Tubulinosema ratisbonensis	ingroup	Microsporidia	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000730	F291195	RVD93178.1	Sc4ba8b445594962705cccac3616396b26e26990d7d59fda180a90eb35676c749	marker-inputs-v1	404	"[""gene-TUBRATIS_003040""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Tubulinosema ratisbonensis	ingroup	Microsporidia	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000731	F2918522	MCJ1252848.1	S28aeca53a9db6cc6267be71f2e48eadfe83d7360d7e5fc10446f60174ffdef19	marker-inputs-v1	819	"[""gene-MMC24_000654""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Lignoscripta atroalba	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000732	F2918522	MCJ1253223.1	S84e56ef82283316cf94f8a97c4081594485db198bfdac6f1664ebfdd8cad5c99	additional_full_proteome	365	"[""gene-MMC24_001034""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Lignoscripta atroalba	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000734	F293227	XP_008715623.1	S02cb710482ebd17e7f1a16c6cb6117eaf4a94e3961552e5d0262fc45ab622b09	additional_full_proteome	373	"[""gene-HMPREF1541_03049""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Cyphellophora europaea	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000735	F2939399	KAI9738056.1	S1ccd433a11baff2054a6f4034d66bd6e9c3177db60f728579c599108b1fc56cb	additional_full_proteome	354	"[""gene-M1818_005484""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Claussenomyces sp. TS43310	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000736	F2939399	KAI9740898.1	S3f8b6974150ba52be2f9f1be1e7a5076ffa4bbb1524ae6b57762e8daef0be046	marker-inputs-v1	715	"[""gene-M1818_004504""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Claussenomyces sp. TS43310	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000737	F2939400	KAI9726147.1	Sfd176cdf7ee1c5965d536a065d41c056d00589a283b97c42871e08e698b02111	additional_full_proteome	1075	"[""gene-M1828_001820""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	[]	eligible_ordered_pair	Chrysothrix sp. TS-e1954	ingroup	Ascomycota	BRF1_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000738	F2939400	KAI9726165.1	Sa9920f6b84f947664aadae8f935fa3fd0b192e9abc80b95a29750f937f943c93	marker-inputs-v1	370	"[""gene-M1828_001838""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	"[""4986044at2759""]"	eligible_ordered_pair	Chrysothrix sp. TS-e1954	ingroup	Ascomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000739	F2939403	KAI9836478.1	S1ab7eacde38f6f564b8cb11695e94d96a199bfa91c6a170c85468ff674e9595d	additional_full_proteome	382	"[""gene-M1837_003384""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Sclerophora amabilis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000740	F2939403	KAI9844038.1	Se45cd8b8701c2e894baa0b5d6d2a218bee8e5243dd3117fe6031d4340466d41c	marker-inputs-v1	687	"[""gene-M1837_005973""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Sclerophora amabilis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000742	F2939404	KAI9841514.1	Se8f52e0292a587421a0814100eeb771ef528816e42ff18c022675f2904913fc5	marker-inputs-v1	335	"[""gene-M1838_003521""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	"[""4986044at2759""]"	eligible_ordered_pair	Thelocarpon superellum	ingroup	Ascomycota	BRF1_not_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	True
G0000743	F2939404	KAI9843538.1	S72ccc4c804cf9275cacc2ed9778963df8fcd2403ff3723e28308b611209ee49f	additional_full_proteome	365	"[""gene-M1838_002591""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Thelocarpon superellum	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000744	F2939405	KAI9890929.1	S90851d28f6602641849bd7627f73fc1bfe4c12ad4729cf86e28d2ac321fad224	additional_full_proteome	342	"[""gene-M1814_003428""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Vezdaea aestivalis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000745	F2939405	KAI9893469.1	S9dd6fc8919561fc1830d557fb7529760611d60c2a76d0a18d7326a1782a8a52b	marker-inputs-v1	767	"[""gene-M1814_006766""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Vezdaea aestivalis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000746	F2939406	KAI9686449.1	S32568a5593d5a1b225928258698ecf016825d022e41cf8589627c39e7aecf394	additional_full_proteome	362	"[""gene-M1820_010633""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Bogoriella megaspora	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000747	F2939406	KAI9691371.1	S2f20e343956b04f92c5f479ce77627a45560fbbe219460cb6f9f33a76bef5e07	marker-inputs-v1	845	"[""gene-M1820_009708""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Bogoriella megaspora	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000748	F2939408	KAI9858333.1	Sf641c8ec3f71d1e2e2f073134b344d3ec1905e08f2eb3ad3a632f46f7c8f5df5	marker-inputs-v1	756	"[""gene-M1824_004354""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Vezdaea acicularis	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000749	F2939408	KAI9858773.1	S8544ea4b5a3c4c92aab32938065754e44a6f88a2a5cf9b9e467759a04fe2a9fa	additional_full_proteome	361	"[""gene-M1824_004193""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Vezdaea acicularis	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000750	F2977754	KAL9107486.1	Sf0d5e20584cb63d1bb05c5c393f656db2c0ac298a3dcc0df8d9f6f030e1567b7	additional_full_proteome	330	"[""gene-Q9227_007587""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Pyrenula ochraceoflavens	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000751	F2977754	KAL9114027.1	S95e0a6680f4044319bba26cdad4a448e279791af564b3be7918f366f30b28767	marker-inputs-v1	860	"[""gene-Q9227_001799""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	0	"[""4986044at2759""]"	eligible_ordered_pair	Pyrenula ochraceoflavens	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000753	F29833	KAL6949197.1	S905175e48f340a6c50e326735da64ea1fd6ab571689808ce8e1a48536fcba3f3	marker-inputs-v1	646	"[""gene-ACO0OE_001279""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Hanseniaspora uvarum	ingroup	Ascomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000754	F29833	KAL6951678.1	S19ec21b5f452f3e09b1e7f758ecfb96bcf5532c2e6a39f37b28a10c5e01c1656	additional_full_proteome	351	"[""gene-ACO0OE_000192""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Hanseniaspora uvarum	ingroup	Ascomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000755	F29883	XP_001877010.1	S588c83fde09661cc55951f3f4dc08f6e73d8241a3d97be22595b485c79c603e1	additional_full_proteome	349	"[""gene-LACBIDRAFT_188636""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Laccaria bicolor	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000756	F29883	XP_001885839.1	S87cc9619ba6a7665f3037ca893ee0f042b686c05c6d92f1f0db11d7ab0032293	marker-inputs-v1	477	"[""gene-LACBIDRAFT_143618""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Laccaria bicolor	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000757	F29889	KZT60056.1	Sdd05f231c4631eb9a2615967ed1922e5657232e42ac8c4fa0ffc60b2c44e88dd	marker-inputs-v1	691	"[""gene-CALCODRAFT_466235""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	1	1	"[""4986044at2759""]"	eligible_ordered_pair	Calocera cornea	ingroup	Basidiomycota	BRF1_detected	True	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_enriched	False
G0000759	F29889	KZT62781.1	S5ee8fec4b18eeb7d64feb9181bf0ebf09329b5d3677cf809fdf5eb2e91ec0098	additional_full_proteome	266	"[""gene-CALCODRAFT_489274""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	0	[]	eligible_ordered_pair	Calocera cornea	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
G0000760	F29898	XP_018270103.1	Sdcbc68dfb8d91fc6cb76b7b62258eeececb6890183e0912f84be7483c3fbbd53	additional_full_proteome	358	"[""gene-RHOBADRAFT_54619""]"	unique_gene	longest_per_gene_lexical_tiebreak	2	0	1	[]	eligible_ordered_pair	Rhodotorula graminis	ingroup	Basidiomycota	BRF1_not_detected	False	False	GA-profile detection class, not validated function or resolved orthology. Non-detection is not proven domain loss; distinct entries need gene/subgenome reconciliation.	BRF1_undetected_enriched	False
