taxon_id	species_name	study_role	assembly_accession	statistics_status	reported_organism	reported_assembly_type	genome_representation	assembly_method	sequencing_technology	reported_coverage	biosample	bioproject	all_total-length	all_ungapped-length	all_total-gap-length	all_contig-count	all_contig-N50	all_contig-L50	all_scaffold-count	all_scaffold-N50	all_scaffold-L50	all_gc-perc	all_gap_fraction	primary_total-length	primary_ungapped-length	primary_total-gap-length	primary_contig-count	primary_contig-N50	primary_contig-L50	primary_scaffold-count	primary_scaffold-N50	primary_scaffold-L50	primary_gc-perc	primary_gap_fraction
F90408	Icmadophila ericetorum	ingroup	GCA_022814295.1	verified	Icmadophila ericetorum (peppermint drop lichen)	haploid	full	SPAdes v. 3.6.2	Illumina	122x	SAMN25961852	PRJNA795879	36913724.0		960.0	932.0	78300.0	135.0	836.0	81546.0	128.0	47.0	2.6006587685382273e-05	36913724.0	36912764.0					836.0	81546.0		47.0	
F1174673	Morchella importuna	ingroup	GCF_003444635.1	verified	Morchella importuna (ascomycete fungi)	haploid	full	AllPaths v. 44849	PacBio RSII	298.0x	SAMN09514284	PRJNA478366	50927171.0		16569.0	109.0	958716.0	17.0	105.0	978718.0	17.0	47.5	0.00032534695477194283	50927171.0	50910602.0					105.0	978718.0		47.5	
F43433	Tricharina praecox	ingroup	GCF_024521635.1	verified	Tricharina praecox (ascomycete fungi)	haploid	full	Falcon v. 1.8.8	PacBio	54.25x	SAMN06266975	PRJNA368300	38357564.0		0.0	104.0	1007964.0	12.0				54.5	0.0	38357564.0	38357564.0								54.5	
F39416	Tuber melanosporum	ingroup	GCF_000151645.1	verified	Tuber melanosporum (Perigord truffle)	haploid	full			10x	SAMEA2272024	PRJEA38847	124945702.0		1411968.0	4440.0	63046.0	551.0	398.0	638970.0	60.0	45.0	0.011300652822775769	124945702.0	123533734.0					398.0	638970.0		45.0	
F158046	Phaeomoniella chlamydospora	ingroup	GCA_001006345.1	verified	Phaeomoniella chlamydospora (ascomycete fungi)	haploid	full	CLC NGS Cell v. 7.0	Illumina HiSeq	107.28x	SAMN03077702	PRJNA261774	27513354.0		18341.0	917.0	141279.0	67.0	702.0	178620.0	50.0	47.0	0.0006666217430270407	27513354.0	27495013.0					702.0	178620.0		47.0	
F703511	Trichodelitschia bisporula	ingroup	GCA_010356995.1	verified	Trichodelitschia bisporula (ascomycete fungi)	haploid	full	AllPathsLG v. R49403	Illumina	85.5x	SAMN02744851	PRJNA245628	25789561.0		180331.0	326.0	169793.0	50.0	44.0	1060084.0	9.0	56.5	0.006992402856334003	25789561.0	25609230.0					44.0	1060084.0		56.5	
F4927	Hansenula anomala	ingroup	GCF_001661255.1	verified	Wickerhamomyces anomalus NRRL Y-366-8 (budding yeasts & allies)	haploid	full	Newbler v. 2.5	454; Illumina	98x	SAMN00138384	PRJNA60493	14145566.0		425350.0	222.0	185283.0	23.0	46.0	2188197.0	3.0	34.5	0.030069493154250598	14145566.0	13720216.0					46.0	2188197.0		34.5	
F599730	Waltiozyma pijperi	ingroup	GCA_020536225.1	verified	Wickerhamomyces pijperi (budding yeasts & allies)	haploid	full	SPAdes v. 1.0	Illumina MiSeq	670x	SAMN16124931	PRJNA663430	14777709.0		1422.0	5899.0	20143.0	216.0	5882.0	20143.0	216.0	41.5	9.622601175865623e-05	14706651.0	14705229.0					5816.0	20224.0		42.0	
F4903	Williopsis jadinii	ingroup	GCF_001661405.1	verified	Cyberlindnera jadinii NRRL Y-1542 (budding yeasts & allies)	haploid	full	Allpaths-LG v. R42874	Illumina	110x	SAMN02616005	PRJNA196024	13018415.0		261394.0	392.0	111555.0	34.0	76.0	700888.0	6.0	44.5	0.020078788393210693	13018415.0	12757021.0					76.0	700888.0		44.5	
F1825666	Phyllachora maydis	ingroup	GCA_029339225.1	verified	Phyllachora maydis (ascomycete fungi)	haploid	full	Flye v. 2.9	Oxford Nanopore PromethION; Illumina NovaSeq	112.0x	SAMN32935139	PRJNA928553	64389245.0		5727.0	19.0	5071307.0	6.0	13.0	6099478.0	4.0	45.0	8.894342525681113e-05	64323051.0	64317324.0					12.0	6099478.0		45.0	
F1276059	Polystigma amygdalinum	ingroup	GCA_057190395.1	verified	Polystigma amygdalinum (ascomycete fungi)	haploid	full	Flye v. 2.9.6-b1802	PacBio Sequel	182.0x	SAMN55064738	PRJNA1418811	238748157.0		0.0	159.0	3768577.0	18.0				55.5	0.0	238748157.0	238748157.0								55.5	
F13502	Brettanomyces nanus	ingroup	GCF_011074865.1	verified	Brettanomyces nanus (ascomycete fungi)	haploid	full	Celera Assembler v. Canu v1.7	Oxford Nanopore MinION	50.0x	SAMN12257692	PRJNA554210	10186858.0		0.0				5.0	3303233.0	2.0	41.5	0.0	10117252.0	10117252.0					4.0	3303233.0		41.5	
F1005962	Ogataea parapolymorpha	ingroup	GCF_000187245.1	verified	Ogataea parapolymorpha DL-1 (budding yeasts & others)	haploid	full	Newbler v. 2.0	454	49.0x	SAMN02981294	PRJNA60503	8874589.0		4200.0	10.0	1273462.0	4.0	7.0	1293628.0	4.0	48.0	0.0004732613532863325	8874589.0	8870389.0					7.0	1293628.0		48.0	
F4909	Pichia kudriavzevii	ingroup	GCF_003054445.1	verified	Pichia kudriavzevii (budding yeasts & others)	haploid	full	HGAP v. 3	PacBio	93.8x	SAMN08558011	PRJNA434433	10812555.0		0.0				5.0	2745854.0	2.0	38.5	0.0	10812555.0	10812555.0					5.0	2745854.0		38.5	
F48095	Alternaria dauci	ingroup	GCF_042100115.1	verified	Alternaria dauci (ascomycete fungi)	haploid	full	HiFiasm v. 0.16.1; Nextpolish v. 1.4.1; LACHESIS v. 1.0	PacBio Sequel II; Illumina NovaSeq	460.0x	SAMN37790622	PRJNA991970	34906709.0		0.0	10.0	3442401.0	4.0	10.0	3442401.0	4.0	50.5	0.0	34906709.0	34906709.0					10.0	3442401.0		50.5	
F5454	Ascochyta rabiei	ingroup	GCF_004011695.2	verified	Ascochyta rabiei (ascomycete fungi)	haploid	full	Canu v. 2.1.1; Pilon v. 1.23	PacBio RSII	166.0x	SAMN10613128	PRJNA510692	40901820.0		0.0				23.0	1944960.0	9.0	49.0	0.0	40846718.0	40846718.0					22.0	1944960.0		49.0	
F5022	Plenodomus lingam	ingroup	GCF_022343315.1	verified	Plenodomus lingam (blackleg of rapeseed fungus)	haploid	full	MaSuRCA v. 3.3.5	Illumina HiSeq; Oxford Nanopore MinION	323x	SAMN15948182	PRJNA660251	42037832.0		100.0	49.0	1977794.0	8.0	48.0	1977794.0	8.0	45.5	2.3788096398501237e-06	42037832.0	42037732.0					48.0	1977794.0		45.5	
F4754	Pneumocystis carinii	ingroup	GCF_001477545.1	verified	Pneumocystis carinii B80 (ascomycete fungi)	haploid	full	ALLPATHS v. R47825	Illumina; 454; Pacific Biosciences	98.0x	SAMN02380717	PRJNA223511	7661456.0		0.0	62.0	465149.0	7.0				28.0	0.0	7661456.0	7661456.0								28.0	
F42068	Pneumocystis jirovecii	ingroup	GCF_001477535.1	verified	Pneumocystis jirovecii RU7 (ascomycete fungi)	haploid	full	Spades v. 2.5.1; Abyss; Spades v. 3.0	Illumina; Pacific Biosciences	241.4x	SAMN02380716	PRJNA223510	8396240.0		0.0	70.0	454558.0	8.0				28.5	0.0	8396240.0	8396240.0								28.5	
F263815	Pneumocystis murina	ingroup	GCF_000349005.2	verified	Pneumocystis murina B123 (ascomycete fungi)	haploid	full	ALLPATHS v. R38037M	Illumina; 454; Pacific Biosciences	214.9x	SAMN00102820	PRJNA70803	7501343.0		0.0	20.0	492849.0	7.0				27.0	0.0	7501343.0	7501343.0								27.0	
F2977754	Pyrenula ochraceoflavens	ingroup	GCA_051942085.1	verified	Pyrenula ochraceoflavens (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	35x	SAMN36292003	PRJNA991097	33418913.0		0.0	201.0	278102.0	38.0				46.0	0.0	33418913.0	33418913.0								46.0	
F3060298	Pyrenula sp. 1 TL-2023	ingroup	GCA_052059035.1	verified	Pyrenula sp. 1 TL-2023 (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	37x	SAMN36289440	PRJNA991097	33874047.0		0.0	422.0	186004.0	53.0				49.5	0.0	33874047.0	33874047.0								49.5	
F1453789	Toensbergia leucococca	ingroup	GCA_022813965.1	verified	Toensbergia leucococca (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	525x	SAMN25961867	PRJNA795879	26834326.0		128.0	494.0	97401.0	77.0	490.0	101434.0	76.0	47.5	4.7700098746657544e-06	26834326.0	26834198.0					490.0	101434.0		47.5	
F706196	Saccharomyces arboricola	ingroup	GCA_000292725.1	verified	Saccharomyces arboricola H-6 (budding yeasts & others)	haploid	full	Newbler v. 2.3	454; SOLiD	50.0x	SAMN02981438	PRJNA88533	11619520.0		224323.0	219.0	117287.0	35.0	35.0	879294.0	6.0	38.5	0.01930570281732808	11547373.0	11324100.0					34.0	879294.0		39.0	
F4932	Saccharomyces cerevisiae	ingroup	GCF_000146045.2	verified	Saccharomyces cerevisiae S288C (brewer's yeast)	haploid	full					PRJNA43747	12157105.0		0.0				17.0	924431.0	6.0	38.0	0.0	12071326.0	12071326.0					16.0	924431.0		38.5	
F332112	Saccharomyces cerevisiae x Saccharomyces kudriavzevii	ingroup	GCA_000326105.1	verified	Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 (budding yeasts)	haploid	full	MIRA v. 2.9.44x4_dev	454 GS FLX titanium	20x	SAMN02981388	PRJNA73971	23371538.0		0.0	419.0	139679.0	36.0				39.0	0.0	23371538.0	23371538.0								39.0	
F1080349	Saccharomyces eubayanus	ingroup	GCF_001298625.1	verified	Saccharomyces eubayanus (budding yeasts & allies)	haploid	full	AllPaths v. r44837	Illumina HiSeq; Illumina MiSeq	681.6x	SAMN02716114	PRJNA243390	11734173.0		121972.0	133.0	197643.0	17.0	24.0	896107.0	6.0	40.0	0.010394597045739824	11670174.0	11548202.0					23.0	896107.0		40.0	
F114524	Saccharomyces kudriavzevii	ingroup	GCF_947243775.1	verified	Saccharomyces kudriavzevii IFO 1802 (budding yeasts & others)	haploid	full	HGAP v3.0	PacBio	100x	SAMEA111517677	PRJEB57075	11913776.0		0.0				16.0	901691.0	6.0	40.0	0.0	11913776.0	11913776.0					16.0	901691.0		40.0	
F114525	Saccharomyces mikatae	ingroup	GCF_947241705.1	verified	Saccharomyces mikatae IFO 1815 (budding yeasts & allies)	haploid	full	HGAP v3.0	PacBio	100x	SAMEA111517679	PRJEB57075	12104871.0		0.0				16.0	811203.0	6.0	38.0	0.0	12104871.0	12104871.0					16.0	811203.0		38.0	
F27291	Saccharomyces paradoxus	ingroup	GCF_002079055.1	verified	Saccharomyces paradoxus (budding yeasts & others)	haploid	full	HGAP v. 2.3.0	PacBio	112.0x	SAMEA2757769	PRJEB7245	12092683.0		17357.0	18.0	835812.0	6.0	17.0	903028.0	6.0	38.5	0.0014353307698547957	12021328.0	12003971.0					16.0	903028.0		38.5	
F27292	Saccharomyces pastorianus	ingroup	GCA_011022315.1	verified	Saccharomyces pastorianus (lager yeast)	haploid	full	Canu v. 1.4	Oxford Nanopore MiniION	72.0x	SAMN10948597	PRJNA522669	23034570.0		3000.0	35.0	812113.0	12.0	32.0	862309.0	11.0	39.0	0.0001302390276875149	22966002.0	22963002.0					31.0	862309.0		39.0	
F230603	Saccharomyces uvarum	ingroup	GCA_947243795.1	verified	Saccharomyces uvarum (budding yeasts & others)	haploid	full	HGAP v3.0	PacBio	100x	SAMEA111517676	PRJEB57075	11715280.0		0.0				16.0	920918.0	6.0	40.0	0.0	11715280.0	11715280.0					16.0	920918.0		40.0	
F29833	Hanseniaspora uvarum	ingroup	GCA_050947715.1	verified	Hanseniaspora uvarum (budding yeasts & others)	haploid	full	Flye v. 2.9.5	Oxford Nanopore PromethION	200.0x	SAMN47541970	PRJNA1231130	8879419.0		0.0	7.0	1486871.0	3.0	7.0	1486871.0	3.0	32.0	0.0	8879419.0	8879419.0					7.0	1486871.0		32.0	
F56409	Hanseniaspora vineae	ingroup	GCA_050947685.1	verified	Hanseniaspora vineae (budding yeasts & others)	haploid	full	Flye v. 2.9.5	Oxford Nanopore PromethION	200.0x	SAMN47542066	PRJNA1231130	11699565.0		0.0	8.0	1753121.0	3.0	8.0	1753121.0	3.0	37.5	0.0	11681569.0	11681569.0					7.0	1753121.0		37.5	
F36035	Saccharomycodes ludwigii	ingroup	GCF_020623625.1	verified	Saccharomycodes ludwigii (budding yeasts & allies)	haploid	full	HGAP v. 3	PacBio RSII	200.0x	SAMN13064121	PRJNA28063	12500424.0		100000.0	9.0	1676928.0	3.0	8.0	1848403.0	3.0	31.0	0.00799972864920422	12500424.0	12400424.0					8.0	1848403.0		31.0	
F1099800	Saitoella coloradoensis	ingroup	GCA_051599425.1	verified	Saitoella coloradoensis (ascomycete fungi)	haploid	full	NECAT v. 0.0.1	Nanopore GridION	63x	SAMD00884923	PRJDB20263	14066465.0		0.0				38.0	402557.0	15.0	52.5	0.0	14066465.0	14066465.0					38.0	402557.0		52.5	
F5606	Saitoella complicata	ingroup	GCF_001661265.1	verified	Saitoella complicata NRRL Y-17804 (ascomycete fungi)	haploid	full	Newbler v. 2.5	454; Illumina	52x	SAMN00760712	PRJNA62119	14136186.0		23500.0	97.0	289829.0	19.0	35.0	436079.0	11.0	52.5	0.0016624003108051918	14136186.0	14112686.0					35.0	436079.0		52.5	
F273283	Sarea resinae	ingroup	GCA_026026165.1	verified	Sarea resinae (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	688x	SAMN27762792	PRJNA833438	25517000.0		0.0	143.0	270143.0	27.0				51.5	0.0	25517000.0	25517000.0								51.5	
F400354	Loxospora ochrophaea	ingroup	GCA_022814175.1	verified	Loxospora ochrophaea (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	459x	SAMN25961857	PRJNA795879	24741702.0		688.0	165.0	260941.0	31.0	110.0	379793.0	22.0	48.5	2.780730282823712e-05	24741702.0	24741014.0					110.0	379793.0		48.5	
F1042397	Schaereria dolodes	ingroup	GCA_022814065.1	verified	Schaereria dolodes (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	315x	SAMN25961863	PRJNA795879	29790850.0		333733.0	2100.0	19670.0	451.0	1309.0	30956.0	276.0	36.0	0.011202533663859876	29790850.0	29457117.0					1309.0	30956.0		36.0	
F4897	Schizosaccharomyces japonicus	ingroup	GCF_000149845.2	verified	Schizosaccharomyces japonicus yFS275 (ascomycete fungi)	haploid	full	Arachne v. Jun 27 12:46:00 EDT 2006	454	47.0x	SAMN02953668	PRJNA13640	11733154.0		597158.0	87.0	1768158.0	3.0	32.0	3866997.0	2.0	44.0	0.05089492560994256	11733154.0	11135996.0					32.0	3866997.0		44.0	
F2545709	Schizosaccharomyces osmophilus	ingroup	GCF_027921745.1	verified	Schizosaccharomyces osmophilus (ascomycete fungi)	haploid	full	hifiasm v. 0.14.2	PacBio;Illumina NovaSeq	35	SAMN30381985	PRJNA870673	11416521.0		0.0				3.0	3504162.0	2.0	38.5	0.0	11416521.0	11416521.0					3.0	3504162.0		38.5	
F4896	Schizosaccharomyces pombe	ingroup	GCF_000002945.2	verified	Schizosaccharomyces pombe (fission yeast)	haploid	full	Phred, phrap, Gap4	Sanger sequencing	8x	SAMEA3138176	PRJNA13836	12591253.0		400.0	8.0	2923134.0	2.0	4.0	4539804.0	2.0	36.0	3.176808535258564e-05	12571820.0	12571420.0					3.0	4539804.0		36.0	
F241526	Candida africana	ingroup	GCA_019359905.1	verified	Candida africana (budding yeasts & allies)	haploid	full	SPAdes v. 1.09	Illumina HiSeq	100.0x	SAMN08465288	PRJNA432884	11765612.0		3354.0	61.0	438431.0	8.0	7.0	1768346.0	3.0	33.5	0.00028506804405924657	11765612.0	11762258.0					7.0	1768346.0		33.5	
F5476	Candida albicans	ingroup	GCF_000182965.3	verified	Candida albicans SC5314 (budding yeasts & allies)	haploid	full	Bowtie v. 1.0	Illumina GAIIx	700x	SAMN02953594	PRJNA10701	14282666.0		6259.0	88.0	334280.0	12.0	8.0	2231883.0	3.0	33.5	0.00043822350813216526	14282666.0	14276407.0					8.0	2231883.0		33.5	
F42374	Candida dubliniensis	ingroup	GCF_000026945.1	verified	Candida dubliniensis CD36 (budding yeasts & allies)	haploid	full				SAMEA2272258	PRJEA34697	14618422.0		0.0				8.0	2267510.0	3.0	33.0	0.0	14618422.0	14618422.0					8.0	2267510.0		33.0	
F5479	Candida maltosa	ingroup	GCA_050495715.1	verified	Candida maltosa Xu316 (budding yeasts & allies)	haploid	full	CANU v. 1.8	PacBio Sequel; DNBSeq	100.0x	SAMN38116527	PRJNA1036158	14040896.0		0.0	45.0	1315209.0	5.0				34.5	0.0	14040896.0	14040896.0								34.5	
F5482	Candida tropicalis	ingroup	GCF_000006335.3	verified	Candida tropicalis MYA-3404 (budding yeasts & allies)	haploid	full		ABI	8.85x	SAMN02953608	PRJNA13675	14630139.0		54540.0	128.0	221103.0	21.0	24.0	1654078.0	4.0	33.0	0.0037279208352019077	14579835.0	14525295.0					23.0	1654078.0		33.0	
F5486	Candida viswanathii	ingroup	GCA_003327735.1	verified	Candida viswanathii (ascomycete fungi)	unresolved-diploid	full	FALCON v. AUG-2015	PacBio	67.93x	SAMN08818848	PRJNA448027	24170369.0		0.0	30.0	2051212.0	5.0				44.5	0.0	24170369.0	24170369.0								44.5	
F2609844	Podospora pseudoanserina	ingroup	GCF_035222485.1	verified	Podospora pseudoanserina (ascomycete fungi)	haploid	full	Miniasm v. 0.2	Oxford Nanopore MinION	64x	SAMN17076437	PRJNA685103	34930426.0		0.0	10.0	4722338.0	3.0	10.0	4722338.0	3.0	52.0	0.0	34828952.0	34828952.0					9.0	4722338.0		52.0	
F72144	Remersonia thermophila	ingroup	GCF_042764415.1	verified	Remersonia thermophila (ascomycete fungi)	haploid	full	SOAPdenovo v. Unknown	Illumina	100x	SAMN39446788	PRJNA1064947	27414229.0		0.0	7.0	4451806.0	3.0	7.0	4451806.0	3.0	59.5	0.0	27414229.0	27414229.0					7.0	4451806.0		59.5	
F5147	Sordaria macrospora	ingroup	GCF_033870435.1	verified	Sordaria macrospora (ascomycete fungi)	haploid	full	smartdenovo v. JUNE-2021	Oxford Nanopore	115.0x	SAMN20088412	PRJNA744349	39444728.0		0.0				7.0	5713993.0	3.0	52.0	0.0	39444728.0	39444728.0					7.0	5713993.0		52.0	
F2754530	Protomyces lactucae-debilis	ingroup	GCF_002105105.1	verified	Protomyces lactucae-debilis (ascomycete fungi)	haploid	full	Falcon v. 0.3.0	PacBio	20x	SAMN05421899	PRJNA330697	12928838.0		0.0	44.0	565986.0	10.0				51.0	0.0	12928838.0	12928838.0								51.0	
F5011	Taphrina deformans	ingroup	GCA_000312925.2	verified	Taphrina deformans PYCC 5710 (peach leaf curl fungus)	haploid	full				SAMEA2272291	PRJEA74523	13394157.0		122795.0	517.0	53591.0	77.0	403.0	71236.0	62.0	49.5	0.009167803542992665	13364053.0	13241258.0					394.0	71906.0		49.5	
F1145299	Brigantiaea leucoxantha	ingroup	GCA_051941505.1	verified	Brigantiaea leucoxantha (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	51x	SAMN36288515	PRJNA991097	25004406.0		0.0	1554.0	24881.0	311.0				48.0	0.0	25004406.0	25004406.0								48.0	
F1145321	Letrouitia subvulpina	ingroup	GCA_052059055.1	verified	Letrouitia subvulpina (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	36x	SAMN36288555	PRJNA991097	25229150.0		0.0	996.0	47094.0	165.0				47.5	0.0	25229150.0	25229150.0								47.5	
F116982	Xanthoria calcicola	ingroup	GCA_976602755.1	verified	Xanthoria calcicola (ascomycete fungi)	haploid	full	Flye v2.9-b1780	PromethION	18x	SAMEA120091992	PRJEB96921	36282728.0		0.0	16.0	2319243.0	6.0				45.5	0.0	36282728.0	36282728.0								45.5	
F3342545	Pseudogymnoascus australis	ingroup	GCA_048593815.1	verified	Pseudogymnoascus australis (ascomycete fungi)	haploid	full	MaSuRCA v. 3.2.1	Illumina NovaSeq; Oxford Nanopore	40.0x	SAMN46199406	PRJNA1211025	37254395.0		320.0	65.0	1228930.0	11.0	33.0	1907110.0	7.0	50.0	8.58959057045484e-06	37254395.0	37254075.0					33.0	1907110.0		50.0	
F655981	Pseudogymnoascus destructans	ingroup	GCF_001641265.1	verified	Pseudogymnoascus destructans (white nose syndrome fungus)	haploid	full	Quiver v. Dec-2015; SSPACE v. Dec-2015	Illumina MiSeq; PacBio; Sanger	250.0x	SAMN03382554	PRJNA276926	35818201.0		7780.0	86.0	1168637.0	11.0	83.0	1168637.0	11.0	49.0	0.00021720800550535747	35818201.0	35810421.0					83.0	1168637.0		49.0	
F342668	Pseudogymnoascus verrucosus	ingroup	GCF_001662655.1	verified	Pseudogymnoascus verrucosus (ascomycete fungi)	haploid	full	CLC Genomics Workbench de novo v. 7.05	Illumina MiSeq	250.0x	SAMN03382556	PRJNA276926	30174856.0		14800.0	313.0	255240.0	37.0	151.0	446342.0	22.0	50.5	0.0004904745858604926	30174856.0	30160056.0					151.0	446342.0		50.5	
F1116844	Thelocarpon impressellum	ingroup	GCA_026025805.1	verified	Thelocarpon impressellum (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	2438x	SAMN27762804	PRJNA833438	21440141.0		152.0	161.0	247148.0	29.0	160.0	247148.0	29.0	60.0	7.0895056147252015e-06	21440141.0	21439989.0					160.0	247148.0		60.0	
F2939404	Thelocarpon superellum	ingroup	GCA_026025795.1	verified	Thelocarpon superellum (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	1351x	SAMN27762783	PRJNA833438	19153013.0		0.0	797.0	35485.0	155.0				59.5	0.0	19153013.0	19153013.0								59.5	
F1093900	Thyridium curvatum	ingroup	GCF_004353045.1	verified	Thyridium curvatum (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina MiSeq	100.0x	SAMN11041535	PRJNA525081	40366568.0		0.0	359.0	377547.0	36.0				55.0	0.0	40366568.0	40366568.0								55.0	
F223192	Phaeoacremonium minimum	ingroup	GCF_000392275.1	verified	Phaeoacremonium minimum UCRPA7 (ascomycete fungi)	haploid	full	CLC Genome Workbench v. 6.0	Illumina HiSeq	100.0x	SAMN01908518	PRJNA188116	47465449.0		83491.0	1278.0	183224.0	75.0	624.0	334554.0	45.0	49.5	0.0017589847301349663	47465449.0	47381958.0					624.0	334554.0		49.5	
F2918522	Lignoscripta atroalba	ingroup	GCA_022814235.1	verified	Lignoscripta atroalba (ascomycete fungi)	haploid	full	SPAdes v. 3.12.0	Illumina	743x	SAMN25961855	PRJNA795879	26506769.0		115.0	241.0	213966.0	40.0	238.0	213966.0	40.0	48.0	4.338514437576303e-06	26506769.0	26506654.0					238.0	213966.0		48.0	
F129515	Trapelia coarctata	ingroup	GCA_022813945.1	verified	Trapelia coarctata (ascomycete fungi)	haploid	full	SPAdes v. 3.6.2	Illumina	273x	SAMN25961868	PRJNA795879	33968085.0		240.0	291.0	277561.0	36.0	287.0	282225.0	35.0	49.5	7.065455706437381e-06	33968085.0	33967845.0					287.0	282225.0		49.5	
F51930	Tortispora caseinolytica	ingroup	GCA_001661475.1	verified	Tortispora caseinolytica NRRL Y-17796 (ascomycete fungi)	haploid	full	Newbler v. 2.5	454; Illumina	48x	SAMN00760713	PRJNA76687	9180161.0		55782.0	64.0	572105.0	6.0	6.0	3113199.0	2.0	45.5	0.006076364020195289	9180161.0	9124379.0					6.0	3113199.0		45.5	
F2939406	Bogoriella megaspora	ingroup	GCA_026027345.1	verified	Bogoriella megaspora (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	618x	SAMN27762793	PRJNA833438	37362501.0		0.0	395.0	253262.0	44.0				41.0	0.0	37362501.0	37362501.0								41.0	
F364730	Trypethelium subeluteriae	ingroup	GCA_051942145.1	verified	Trypethelium subeluteriae (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	30x	SAMN36289443	PRJNA991097	29211190.0		0.0	307.0	306515.0	27.0				50.5	0.0	29211190.0	29211190.0								50.5	
F1048519	Viridothelium virens	ingroup	GCA_010094025.1	verified	Viridothelium virens (ascomycete fungi)	haploid	full	Velvet v. unknown, AllPathsLG v. R42328	Illumina	142.1x	SAMN10866075	PRJNA519654	32160005.0		6210.0	747.0	308323.0	34.0	730.0	324419.0	32.0	49.0	0.00019309698490407572	32160005.0	32153795.0					730.0	324419.0		49.0	
F318760	Hypocenomyce scalaris	ingroup	GCA_022814315.1	verified	Hypocenomyce scalaris (ascomycete fungi)	haploid	full	SPAdes v. 3.6.2	Illumina	458x	SAMN25961851	PRJNA795879	31917170.0		503.0	1417.0	33616.0	272.0	1374.0	33925.0	269.0	48.5	1.5759542591025457e-05	31917170.0	31916667.0					1374.0	33925.0		48.5	
F136370	Lasallia pustulata	ingroup	GCA_008636195.1	verified	Lasallia pustulata (ascomycete fungi)	haploid	full	SPAdes v. 3.5.0; FALCON v. 0.2.1; Celera v. 8.3rc2; SSPACE-Long v. 1.1	PacBio; Illumina MiSeq	320.0x	SAMN12598961	PRJNA464168	32911048.0		208558.0	123.0	579490.0	20.0	43.0	1808250.0	8.0	51.5	0.006337020929871331	32911048.0	32702490.0					43.0	1808250.0		51.5	
F87287	Umbilicaria vellea	ingroup	GCA_023645895.1	verified	Umbilicaria vellea (ascomycete fungi)	haploid	full	MEGAHIT v. 1.2.9; redundans v. 0.14a	Illumina NovaSeq	125x	SAMN23451936	PRJNA783777	28684165.0		0.0	3107.0	14078.0	600.0				48.0	0.0	28684165.0	28684165.0								48.0	
F1048955	Tothia fuscella	ingroup	GCA_010583015.1	verified	Tothia fuscella (ascomycete fungi)	haploid	full	AllPathsLG v. R47710	Illumina	146.8x	SAMN02744688	PRJNA245630	36781754.0		325192.0	746.0	225745.0	47.0	363.0	321143.0	34.0	46.5	0.008841122693605095	36781754.0	36456562.0					363.0	321143.0		46.5	
F50376	Venturia effusa	ingroup	GCA_007735645.1	verified	Venturia effusa (ascomycete fungi)	haploid	full	CANU v. 1.8; NECAT v. 0.01	Oxford Nanopore MiniION; Illumina MiSeq	110.0x	SAMN12143997	PRJNA551043	45351275.0		0.0				21.0	2472196.0	8.0	46.0	0.0	45212240.0	45212240.0					20.0	2472196.0		46.0	
F253628	Verruconis gallopava	ingroup	GCF_000836295.1	verified	Verruconis gallopava (ascomycete fungi)	haploid	full	allpaths v. R48559	Illumina	145.0x	SAMN03176948	PRJNA325802	31780469.0		431955.0	565.0	331112.0	29.0	367.0	572008.0	18.0	49.0	0.013591838433850678	31780469.0	31348514.0					367.0	572008.0		49.0	
F364733	Endocarpon pusillum	ingroup	GCF_000464535.1	verified	Endocarpon pusillum Z07020 (ascomycete fungi)	haploid	full	Newbler v. 2.5.3	454; Illumina GAIIx	78.0x	SAMN02981524	PRJNA181958	37130611.0		355151.0	1731.0	66439.0	157.0	908.0	178225.0	57.0	46.0	0.009564911280344942	37130611.0	36775460.0					908.0	178225.0		46.0	
F2939408	Vezdaea acicularis	ingroup	GCA_026025075.1	verified	Vezdaea acicularis (ascomycete fungi)	haploid	full	SPAdes v. 3.13.1	Illumina HiSeq	1610x	SAMN27762796	PRJNA833438	18949775.0		0.0	315.0	120104.0	48.0				51.0	0.0	18949775.0	18949775.0								51.0	
