entry_id	experimental_method	starting_model_review	starting_models_json	target_chain_attribution	training_independence	initial_release_date
6H68	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4C3I"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""5M3F"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2018-08-29T00:00:00.000+00:00
6HKO	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5M5X"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C3I"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C2M"", ""id"": 3, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""2E2J"", ""id"": 4, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4A3J"", ""id"": 5, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-03T00:00:00.000+00:00
6HLQ	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5M5X"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C3I"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C2M"", ""id"": 3, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4A3J"", ""id"": 4, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""2E2J"", ""id"": 5, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-03T00:00:00.000+00:00
6HLR	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5M5X"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C2M"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C3I"", ""id"": 3, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""2E2J"", ""id"": 4, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4A3J"", ""id"": 5, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-03T00:00:00.000+00:00
6HLS	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4C3I"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""4C2M"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-03T00:00:00.000+00:00
6HTB	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HTC	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HTD	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HTP	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HTR	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HUB	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HUC	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HUQ	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HUU	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HUV	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HV3	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HV4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HV5	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HV7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HV9	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2018-12-12T00:00:00.000+00:00
6HVA	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVR	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVS	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVT	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVU	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVV	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVW	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVX	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HVY	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW0	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW3	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW4	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW5	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW6	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW7	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW8	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HW9	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWA	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWB	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWC	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWD	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWE	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6HWF	X-RAY DIFFRACTION	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5CZ4"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-30T00:00:00.000+00:00
6I3M	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""3JAP"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-05-22T00:00:00.000+00:00
6I7T	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6I3M"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""3JAP"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-05-22T00:00:00.000+00:00
6I84	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-01-02T00:00:00.000+00:00
6J2C	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6J2N	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-20T00:00:00.000+00:00
6J2Q	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6J2X	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6J30	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-20T00:00:00.000+00:00
6J6G	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-24T00:00:00.000+00:00
6J6H	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-24T00:00:00.000+00:00
6J6N	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-24T00:00:00.000+00:00
6J6Q	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-04-24T00:00:00.000+00:00
6JLY	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-05-01T00:00:00.000+00:00
6JLZ	X-RAY DIFFRACTION	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-05-01T00:00:00.000+00:00
6KE6	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5WYJ"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""5WLC"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-08-05T00:00:00.000+00:00
6LQP	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6KE6"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQQ	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQR	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQS	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQT	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQS"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQU	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQP"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6LQV	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6LQR"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-09-16T00:00:00.000+00:00
6M62	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2020-08-26T00:00:00.000+00:00
6N8J	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3JCT"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6N8K	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3JCT"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6N8L	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""3JCT"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6N8M	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5T62"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6N8N	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5T62"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6N8O	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5T62"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-03-13T00:00:00.000+00:00
6ND4	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5WLC"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-19T00:00:00.000+00:00
6O6C	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6OA9	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-07-03T00:00:00.000+00:00
6OAA	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-07-03T00:00:00.000+00:00
6PTJ	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-11-20T00:00:00.000+00:00
6PTN	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-11-20T00:00:00.000+00:00
6PTO	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-11-20T00:00:00.000+00:00
6QG0	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QG1	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6FYX"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QG2	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6FYX"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QG3	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6FYX"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QG5	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6FYX"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QG6	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5B04"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6FYX"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QIK	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4V88"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QT0	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4V88"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6QTZ	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4V88"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6RBD	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""6FAI"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6EML"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6RI5	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4V88"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
6RQC	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""5ZR1"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6EYC"", ""id"": 2, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""5BK4"", ""id"": 3, ""source_name"": ""PDB"", ""type"": ""experimental model""}, {""accession_code"": ""6F0L"", ""id"": 4, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-11-20T00:00:00.000+00:00
6RQH	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RQL	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RQT	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RRD	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RUI	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RUO	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RWE	ELECTRON MICROSCOPY	starting_model_annotation_missing	[]	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-12-11T00:00:00.000+00:00
6RZZ	ELECTRON MICROSCOPY	only_experimental_starting_models_reported_not_independence_proof	"[{""accession_code"": ""4V88"", ""id"": 1, ""source_name"": ""PDB"", ""type"": ""experimental model""}]"	unknown_requires_methods_or_coordinate_annotation_review	unresolved	2019-06-26T00:00:00.000+00:00
