marker	pfam_accession	pfam_name	pfam_type	policy	tree_taxa	detected	undetected	unknown	eligible	minimum_detection_changes	edges_with_change_in_some_optimum	edges_with_change_in_every_optimum
4969990at2759	PF01025.25	GrpE	Family	all_GA_hits	483	1	482	0	False		0	0
4969990at2759	PF01025.25	GrpE	Family	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF02775.27	TPP_enzyme_C	Domain	all_GA_hits	483	1	482	0	False		0	0
4969990at2759	PF02775.27	TPP_enzyme_C	Domain	overlap_partial_unknown	483	0	61	422	False		0	0
4969990at2759	PF02776.24	TPP_enzyme_N	Domain	all_GA_hits	483	1	482	0	False		0	0
4969990at2759	PF02776.24	TPP_enzyme_N	Domain	overlap_partial_unknown	483	1	61	421	False		0	0
4969990at2759	PF03215.22	Rad17	Domain	all_GA_hits	483	45	438	0	True	30	46	19
4969990at2759	PF03215.22	Rad17	Domain	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF04442.20	CtaG_Cox11	Family	all_GA_hits	483	3	480	0	False		0	0
4969990at2759	PF04442.20	CtaG_Cox11	Family	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF04847.19	Calcipressin	Family	all_GA_hits	483	1	482	0	False		0	0
4969990at2759	PF04847.19	Calcipressin	Family	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF08542.17	Rep_fac_C	Domain	all_GA_hits	483	4	479	0	False		0	0
4969990at2759	PF08542.17	Rep_fac_C	Domain	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF13177.13	DNA_pol3_delta2	Domain	all_GA_hits	483	479	4	0	False		0	0
4969990at2759	PF13177.13	DNA_pol3_delta2	Domain	overlap_partial_unknown	483	46	4	433	False		0	0
4969990at2759	PF13401.13	AAA_22	Domain	all_GA_hits	483	14	469	0	True	10	12	8
4969990at2759	PF13401.13	AAA_22	Domain	overlap_partial_unknown	483	0	62	421	False		0	0
4969990at2759	PF21960.3	RCF1-5-like_lid	Domain	all_GA_hits	483	457	26	0	True	18	24	13
4969990at2759	PF21960.3	RCF1-5-like_lid	Domain	overlap_partial_unknown	483	47	12	424	True	5	7	4
4969990at2759	PF22534.3	RFC_C	Domain	all_GA_hits	483	481	2	0	False		0	0
4969990at2759	PF22534.3	RFC_C	Domain	overlap_partial_unknown	483	61	0	422	False		0	0
4969990at2759	PF25361.2	AAA_lid_RFC1	Domain	all_GA_hits	483	3	480	0	False		0	0
4969990at2759	PF25361.2	AAA_lid_RFC1	Domain	overlap_partial_unknown	483	0	62	421	False		0	0
4970387at2759	PF00069.32	Pkinase	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF00069.32	Pkinase	Domain	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF00160.27	Pro_isomerase	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF00160.27	Pro_isomerase	Domain	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF00587.31	tRNA-synt_2b	Domain	all_GA_hits	444	5	439	0	True	5	5	5
4970387at2759	PF00587.31	tRNA-synt_2b	Domain	overlap_partial_unknown	444	5	423	16	True	5	5	5
4970387at2759	PF00620.33	RhoGAP	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF00620.33	RhoGAP	Domain	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF02037.34	SAP	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF02037.34	SAP	Domain	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF03109.23	ABC1	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF03109.23	ABC1	Domain	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF03129.26	HGTP_anticodon	Domain	all_GA_hits	444	3	441	0	False		0	0
4970387at2759	PF03129.26	HGTP_anticodon	Domain	overlap_partial_unknown	444	3	425	16	False		0	0
4970387at2759	PF03443.21	AA9	Family	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF03443.21	AA9	Family	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF07719.24	TPR_2	Repeat	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF07719.24	TPR_2	Repeat	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF08598.17	Sds3	Family	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF08598.17	Sds3	Family	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF11991.14	Trp_DMAT	Family	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF11991.14	Trp_DMAT	Family	overlap_partial_unknown	444	0	428	16	False		0	0
4970387at2759	PF13691.13	Lactamase_B_4	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF13691.13	Lactamase_B_4	Domain	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF23023.2	Anti-Pycsar_Apyc1	Family	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF23023.2	Anti-Pycsar_Apyc1	Family	overlap_partial_unknown	444	1	427	16	False		0	0
4970387at2759	PF25482.2	DUF7905	Domain	all_GA_hits	444	1	443	0	False		0	0
4970387at2759	PF25482.2	DUF7905	Domain	overlap_partial_unknown	444	0	428	16	False		0	0
4970538at2759	PF00005.34	ABC_tran	Domain	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF00005.34	ABC_tran	Domain	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF00226.37	DnaJ	Domain	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF00226.37	DnaJ	Domain	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF02229.23	PC4	Domain	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF02229.23	PC4	Domain	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF02518.32	HATPase_c	Domain	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF02518.32	HATPase_c	Domain	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF02995.23	DUF229	Family	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF02995.23	DUF229	Family	overlap_partial_unknown	483	0	470	13	False		0	0
4970538at2759	PF03378.22	CAS_CSE1	Repeat	all_GA_hits	483	473	10	0	True	2	2	2
4970538at2759	PF03378.22	CAS_CSE1	Repeat	overlap_partial_unknown	483	443	10	30	True	1	1	1
4970538at2759	PF03810.26	IBN_N	Repeat	all_GA_hits	483	473	10	0	True	8	10	6
4970538at2759	PF03810.26	IBN_N	Repeat	overlap_partial_unknown	483	458	10	15	True	8	10	6
4970538at2759	PF08389.19	Xpo1	Repeat	all_GA_hits	483	4	479	0	False		0	0
4970538at2759	PF08389.19	Xpo1	Repeat	overlap_partial_unknown	483	0	469	14	False		0	0
4970538at2759	PF08506.17	Cse1	Repeat	all_GA_hits	483	478	5	0	True	4	8	1
4970538at2759	PF08506.17	Cse1	Repeat	overlap_partial_unknown	483	455	4	24	False		0	0
4970538at2759	PF10436.15	BCDHK_Adom3	Family	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF10436.15	BCDHK_Adom3	Family	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF13088.13	BNR_2	Repeat	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF13088.13	BNR_2	Repeat	overlap_partial_unknown	483	0	470	13	False		0	0
4970538at2759	PF21884.3	ZUO1-like_ZHD	Domain	all_GA_hits	483	1	482	0	False		0	0
4970538at2759	PF21884.3	ZUO1-like_ZHD	Domain	overlap_partial_unknown	483	1	470	12	False		0	0
4970538at2759	PF25018.2	HEAT_IPO9_c	Repeat	all_GA_hits	483	2	481	0	False		0	0
4970538at2759	PF25018.2	HEAT_IPO9_c	Repeat	overlap_partial_unknown	483	2	469	12	False		0	0
4970538at2759	PF25758.2	TPR_IPO11	Repeat	all_GA_hits	483	9	474	0	True	7	9	5
4970538at2759	PF25758.2	TPR_IPO11	Repeat	overlap_partial_unknown	483	1	469	13	False		0	0
4971272at2759	PF00152.26	tRNA-synt_2	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF00152.26	tRNA-synt_2	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF00350.30	Dynamin_N	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF00350.30	Dynamin_N	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF00400.39	WD40	Repeat	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF00400.39	WD40	Repeat	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF00439.31	Bromodomain	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF00439.31	Bromodomain	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF00447.24	HSF_DNA-bind	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF00447.24	HSF_DNA-bind	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF01031.26	Dynamin_M	Family	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF01031.26	Dynamin_M	Family	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF01399.34	PCI	Domain	all_GA_hits	473	469	4	0	False		0	0
4971272at2759	PF01399.34	PCI	Domain	overlap_partial_unknown	473	465	4	4	False		0	0
4971272at2759	PF01602.27	Adaptin_N	Repeat	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF01602.27	Adaptin_N	Repeat	overlap_partial_unknown	473	0	471	2	False		0	0
4971272at2759	PF01702.26	TGT	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF01702.26	TGT	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF02212.24	GED	Family	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF02212.24	GED	Family	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF03959.20	FSH1	Domain	all_GA_hits	473	2	471	0	False		0	0
4971272at2759	PF03959.20	FSH1	Domain	overlap_partial_unknown	473	2	470	1	False		0	0
4971272at2759	PF06839.18	Zn_ribbon_GRF	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF06839.18	Zn_ribbon_GRF	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF18098.7	RPN5_C	Domain	all_GA_hits	473	449	24	0	True	17	27	9
4971272at2759	PF18098.7	RPN5_C	Domain	overlap_partial_unknown	473	403	24	46	True	4	4	4
4971272at2759	PF21816.4	Zap1_zf1	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF21816.4	Zap1_zf1	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4971272at2759	PF22241.3	PSMD12-CSN4_N	Repeat	all_GA_hits	473	473	0	0	False		0	0
4971272at2759	PF22241.3	PSMD12-CSN4_N	Repeat	overlap_partial_unknown	473	459	0	14	False		0	0
4971272at2759	PF23561.2	zf-C2H2_15	Domain	all_GA_hits	473	1	472	0	False		0	0
4971272at2759	PF23561.2	zf-C2H2_15	Domain	overlap_partial_unknown	473	1	471	1	False		0	0
4974767at2759	PF00177.28	Ribosomal_S7	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF00177.28	Ribosomal_S7	Domain	overlap_partial_unknown	465	0	463	2	False		0	0
4974767at2759	PF00226.37	DnaJ	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF00226.37	DnaJ	Domain	overlap_partial_unknown	465	0	463	2	False		0	0
4974767at2759	PF00398.27	RrnaAD	Domain	all_GA_hits	465	2	463	0	False		0	0
4974767at2759	PF00398.27	RrnaAD	Domain	overlap_partial_unknown	465	0	461	4	False		0	0
4974767at2759	PF00999.27	Na_H_Exchanger	Domain	all_GA_hits	465	4	461	0	False		0	0
4974767at2759	PF00999.27	Na_H_Exchanger	Domain	overlap_partial_unknown	465	3	459	3	False		0	0
4974767at2759	PF01125.23	BUD31	Domain	all_GA_hits	465	465	0	0	False		0	0
4974767at2759	PF01125.23	BUD31	Domain	overlap_partial_unknown	465	435	0	30	False		0	0
4974767at2759	PF01193.30	RNA_pol_L	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF01193.30	RNA_pol_L	Domain	overlap_partial_unknown	465	0	463	2	False		0	0
4974767at2759	PF01237.24	Oxysterol_BP	Family	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF01237.24	Oxysterol_BP	Family	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF03770.23	IPK	Family	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF03770.23	IPK	Family	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF05071.22	NDUFA12	Family	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF05071.22	NDUFA12	Family	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF07535.19	zf-DBF	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF07535.19	zf-DBF	Domain	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF08630.16	Dfp1_Him1_M	Family	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF08630.16	Dfp1_Him1_M	Family	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF13656.12	RNA_pol_L_2	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF13656.12	RNA_pol_L_2	Domain	overlap_partial_unknown	465	0	463	2	False		0	0
4974767at2759	PF15409.14	PH_8	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF15409.14	PH_8	Domain	overlap_partial_unknown	465	1	462	2	False		0	0
4974767at2759	PF23256.2	CHX17_2nd	Domain	all_GA_hits	465	2	463	0	False		0	0
4974767at2759	PF23256.2	CHX17_2nd	Domain	overlap_partial_unknown	465	1	461	3	False		0	0
4974767at2759	PF23302.2	HTH_DNAJC9	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF23302.2	HTH_DNAJC9	Domain	overlap_partial_unknown	465	0	463	2	False		0	0
4974767at2759	PF25889.1	WHD_Fungal_DR	Domain	all_GA_hits	465	1	464	0	False		0	0
4974767at2759	PF25889.1	WHD_Fungal_DR	Domain	overlap_partial_unknown	465	1	462	2	False		0	0
4975094at2759	PF00004.36	AAA	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00004.36	AAA	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF00075.31	RNase_H	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00075.31	RNase_H	Domain	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF00098.29	zf-CCHC	Domain	all_GA_hits	477	3	474	0	False		0	0
4975094at2759	PF00098.29	zf-CCHC	Domain	overlap_partial_unknown	477	3	469	5	False		0	0
4975094at2759	PF00149.34	Metallophos	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00149.34	Metallophos	Domain	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF00171.28	Aldedh	Family	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00171.28	Aldedh	Family	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF00172.24	Zn_clus	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00172.24	Zn_clus	Domain	overlap_partial_unknown	477	0	471	6	False		0	0
4975094at2759	PF00443.36	UCH	Family	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF00443.36	UCH	Family	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF00557.30	Peptidase_M24	Domain	all_GA_hits	477	469	8	0	True	3	3	3
4975094at2759	PF00557.30	Peptidase_M24	Domain	overlap_partial_unknown	477	454	8	15	True	2	2	2
4975094at2759	PF01369.26	Sec7	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF01369.26	Sec7	Domain	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF01693.24	Cauli_VI	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF01693.24	Cauli_VI	Domain	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF02219.24	MTHFR	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF02219.24	MTHFR	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF04082.24	Fungal_trans	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF04082.24	Fungal_trans	Domain	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF04627.19	ATP-synt_Eps	Family	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF04627.19	ATP-synt_Eps	Family	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF07571.20	TAF6_C	Repeat	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF07571.20	TAF6_C	Repeat	overlap_partial_unknown	477	0	471	6	False		0	0
4975094at2759	PF07728.21	AAA_5	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF07728.21	AAA_5	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF08512.19	Rttp106-like_middle	Domain	all_GA_hits	477	477	0	0	False		0	0
4975094at2759	PF08512.19	Rttp106-like_middle	Domain	overlap_partial_unknown	477	469	0	8	False		0	0
4975094at2759	PF08644.18	SPT16	Domain	all_GA_hits	477	477	0	0	False		0	0
4975094at2759	PF08644.18	SPT16	Domain	overlap_partial_unknown	477	471	0	6	False		0	0
4975094at2759	PF11935.15	SYMPK_PTA1_N	Repeat	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF11935.15	SYMPK_PTA1_N	Repeat	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF12295.14	Symplekin_C	Family	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF12295.14	Symplekin_C	Family	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF12783.14	Sec7-like_HUS	Repeat	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF12783.14	Sec7-like_HUS	Repeat	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF14826.13	FACT-Spt16_Nlob	Domain	all_GA_hits	477	469	8	0	True	8	8	8
4975094at2759	PF14826.13	FACT-Spt16_Nlob	Domain	overlap_partial_unknown	477	444	8	25	True	8	8	8
4975094at2759	PF17862.8	AAA_lid_3	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF17862.8	AAA_lid_3	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF21091.3	SPT16_C	Domain	all_GA_hits	477	367	110	0	True	46	60	36
4975094at2759	PF21091.3	SPT16_C	Domain	overlap_partial_unknown	477	363	109	5	True	45	59	35
4975094at2759	PF21236.4	OB_PRS7	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF21236.4	OB_PRS7	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF21895.2	MTHFR_C	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF21895.2	MTHFR_C	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF21897.2	DUF6919	Domain	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF21897.2	DUF6919	Domain	overlap_partial_unknown	477	0	472	5	False		0	0
4975094at2759	PF23325.2	TPR_28	Repeat	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF23325.2	TPR_28	Repeat	overlap_partial_unknown	477	1	471	5	False		0	0
4975094at2759	PF24824.2	PH_SPT16	Domain	all_GA_hits	477	477	0	0	False		0	0
4975094at2759	PF24824.2	PH_SPT16	Domain	overlap_partial_unknown	477	470	0	7	False		0	0
4975094at2759	PF27832.2	Htd2	Family	all_GA_hits	477	1	476	0	False		0	0
4975094at2759	PF27832.2	Htd2	Family	overlap_partial_unknown	477	1	471	5	False		0	0
4976279at2759	PF00010.32	HLH	Domain	all_GA_hits	464	2	462	0	False		0	0
4976279at2759	PF00010.32	HLH	Domain	overlap_partial_unknown	464	2	452	10	False		0	0
4976279at2759	PF00069.32	Pkinase	Domain	all_GA_hits	464	5	459	0	True	4	10	0
4976279at2759	PF00069.32	Pkinase	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF00134.29	Cyclin_N	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF00134.29	Cyclin_N	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF00149.34	Metallophos	Domain	all_GA_hits	464	423	41	0	True	35	39	32
4976279at2759	PF00149.34	Metallophos	Domain	overlap_partial_unknown	464	407	40	17	True	34	39	30
4976279at2759	PF00169.36	PH	Domain	all_GA_hits	464	4	460	0	False		0	0
4976279at2759	PF00169.36	PH	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF00187.25	Chitin_bind_1	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF00187.25	Chitin_bind_1	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF00293.35	NUDIX	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF00293.35	NUDIX	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF00561.27	Abhydrolase_1	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF00561.27	Abhydrolase_1	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF00704.35	Glyco_hydro_18	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF00704.35	Glyco_hydro_18	Domain	overlap_partial_unknown	464	0	453	11	False		0	0
4976279at2759	PF00786.34	PBD	Domain	all_GA_hits	464	4	460	0	False		0	0
4976279at2759	PF00786.34	PBD	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF01035.27	DNA_binding_1	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF01035.27	DNA_binding_1	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF01424.29	R3H	Domain	all_GA_hits	464	2	462	0	False		0	0
4976279at2759	PF01424.29	R3H	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF01585.29	G-patch	Family	all_GA_hits	464	2	462	0	False		0	0
4976279at2759	PF01585.29	G-patch	Family	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF02752.28	Arrestin_C	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF02752.28	Arrestin_C	Domain	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF03109.23	ABC1	Domain	all_GA_hits	464	4	460	0	False		0	0
4976279at2759	PF03109.23	ABC1	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF03637.23	Mob1_phocein	Family	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF03637.23	Mob1_phocein	Family	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF05011.19	DBR1	Domain	all_GA_hits	464	452	12	0	True	8	8	8
4976279at2759	PF05011.19	DBR1	Domain	overlap_partial_unknown	464	418	12	34	True	7	7	7
4976279at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	all_GA_hits	464	5	459	0	True	4	10	0
4976279at2759	PF07714.24	PK_Tyr_Ser-Thr	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF08238.19	Sel1	Repeat	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF08238.19	Sel1	Repeat	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF08649.16	DASH_Dad1	Family	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF08649.16	DASH_Dad1	Family	overlap_partial_unknown	464	1	453	10	False		0	0
4976279at2759	PF12146.16	Hydrolase_4	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF12146.16	Hydrolase_4	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF12656.13	G-patch_2	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF12656.13	G-patch_2	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF12697.14	Abhydrolase_6	Domain	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF12697.14	Abhydrolase_6	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF15413.13	PH_11	Domain	all_GA_hits	464	3	461	0	False		0	0
4976279at2759	PF15413.13	PH_11	Domain	overlap_partial_unknown	464	0	454	10	False		0	0
4976279at2759	PF30865.1	C16C6_04	Family	all_GA_hits	464	1	463	0	False		0	0
4976279at2759	PF30865.1	C16C6_04	Family	overlap_partial_unknown	464	0	453	11	False		0	0
4977163at2759	PF00172.24	Zn_clus	Domain	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF00172.24	Zn_clus	Domain	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF00400.39	WD40	Repeat	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF00400.39	WD40	Repeat	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF00787.30	PX	Domain	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF00787.30	PX	Domain	overlap_partial_unknown	469	0	466	3	False		0	0
4977163at2759	PF01124.24	MAPEG	Family	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF01124.24	MAPEG	Family	overlap_partial_unknown	469	0	466	3	False		0	0
4977163at2759	PF01532.27	Glyco_hydro_47	Repeat	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF01532.27	Glyco_hydro_47	Repeat	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF01756.25	ACOX	Family	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF01756.25	ACOX	Family	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF02133.22	Transp_cyt_pur	Family	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF02133.22	Transp_cyt_pur	Family	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF02770.25	Acyl-CoA_dh_M	Domain	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF02770.25	Acyl-CoA_dh_M	Domain	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF05916.17	Sld5	Domain	all_GA_hits	469	458	11	0	True	9	9	9
4977163at2759	PF05916.17	Sld5	Domain	overlap_partial_unknown	469	441	11	17	True	9	10	8
4977163at2759	PF09325.16	Vps5	Domain	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF09325.16	Vps5	Domain	overlap_partial_unknown	469	0	466	3	False		0	0
4977163at2759	PF09347.16	DUF1989	Domain	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF09347.16	DUF1989	Domain	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF11654.14	NCE101	Family	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF11654.14	NCE101	Family	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF11951.14	Fungal_trans_2	Family	all_GA_hits	469	1	468	0	False		0	0
4977163at2759	PF11951.14	Fungal_trans_2	Family	overlap_partial_unknown	469	1	465	3	False		0	0
4977163at2759	PF12330.15	Haspin_kinase	Family	all_GA_hits	469	2	467	0	False		0	0
